Transect,State,Locality,Code,ID,PIN,Sex,Year,Arrival,Wean,Death,Latitude,Longitude,Dist,Dissection_date,DaysInLab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Lepid,SemVes,Uterus,Ovaria,Grav,Litters,NN,MM,FF,Protocol,ASP,SYP,TM,Taenia taeniformis,Ectoparasites,Note
HZ_CZ,CZ,Chlum Svaté Máří1,CHL1,SK,2793,M,2014,9/28/14,1M,Dissection,50.1516666667,12.5319444444,73.9521293137,9/28/14,0,11.02,68.9,69.8,0.0381,0.0432,0.0448,0.044,0.0109,0.0141,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Chlum Svaté Máří 161,CHL161,SK,2792,F,2014,9/28/14,1F,Dissection,50.1513888889,12.5308333333,73.8909830141,9/28/14,0,16.39,80.6,70.9,0.0209,,,,,,,0.0104,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Chlum Svaté Máří 161,CHL161,SK,2794,F,2014,9/28/14,1F,Dissection,50.1513888889,12.5308333333,73.8909830141,9/28/14,0,12.94,72.4,66.7,0.0501,,,,,,,0.0045,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Chlum Svaté Máří 161,CHL161,SK,2885,F,2014,9/28/14,1F,Dissection,50.1513888889,12.5308333333,73.8909830141,9/28/14,0,18.01,78.8,75,,,,,,,,,B+,5,,,,B,,,,,0,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2653,M,2014,9/21/14,1M,Dissection,50.1192,12.5058,73.607,9/22/14,1,16.91,83,75.3,0.0771,0.0716,0.0763,0.074,0.0207,0.1236,,,,,,,,A,,,,,1,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2654,M,2014,9/21/14,1M,Dissection,50.1192,12.5058,73.607,9/22/14,1,13.23,74.8,74.8,0.0391,0.0588,0.0598,0.0593,0.016,0.0866,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2853,M,2014,9/21/14,1M,Dissection,50.1191666667,12.5058333333,73.607,9/21/14,0,18.72,77.2,63.7,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2854,M,2014,9/21/14,1M,Dissection,50.1191666667,12.5058333333,73.607,9/21/14,0,9.51,70,55.7,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2868,M,2014,9/22/14,1M,Dissection,50.1191666667,12.5058333333,73.607,9/24/14,2,9.28,68.2,54.7,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2655,F,2014,9/21/14,1F,Dissection,57.15,21.75,73.61,9/22/14,1,12.58,70.8,62.9,0.0914,,,,,,,0.0081,B-,,,,,A,,,,,3,
HZ_CZ,CZ,Chotíkov 1,CHOT1,SK,2692,F,2014,9/22/14,1F,Dissection,57.15,21.75,73.61,9/23/14,1,10.02,68.6,63.6,0.0897,,,,,,,0.0026,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2698,M,2014,9/23/14,1M,Dissection,50.0833333333,12.4205555556,70.5528115596,9/24/14,1,14.14,76.5,78.1,0.0229,0.0709,0.0725,0.0717,0.0189,0.0716,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2711,M,2014,9/24/14,1M,Dissection,50.0833333333,12.4205555556,70.5528115596,9/25/14,1,13.85,78.4,71.7,0.032,0.0624,0.0615,0.062,0.0202,0.0818,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2699,F,2014,9/23/14,1F,Dissection,50.0833333333,12.4205555556,70.5528115596,9/24/14,1,16.79,86.2,77.5,0.0436,,,,,,,0.0074,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2713,F,2014,9/24/14,1F,Dissection,50.0833333333,12.4205555556,70.5528115596,9/25/14,1,22.17,86.4,82.3,0.0779,,,, ,,,0.0173,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2865,F,2014,9/24/14,1F,Dissection,50.0833333333,12.4205555556,70.5528115596,9/24/14,0,11.94,72.9,74.3,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2866,F,2014,9/24/14,1F,Dissection,50.0833333333,12.4205555556,70.5528115596,9/24/14,0,15.77,84,78.6,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Dolní Dvory,DODV,SK,2870,F,2014,9/24/14,1F,Dissection,50.0833333333,12.4205555556,70.5528115596,9/25/14,1,11.17,73.3,76,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,D,Hohenberg 1,HOHBG1,SK,2772,M,2014,9/26/14,1M,Dissection,50.1019,12.2128,55.0588964016,9/27/14,1,18.66,81.9,81.9,0.0674,0.0802,0.0784,0.0793,0.0281,0.1255,,,,,,,,A,,,,,0,
HZ_CZ,D,Hohenberg 1,HOHBG1,SK,2773,M,2014,9/26/14,1M,Dissection,50.1019,12.2128,55.0588964016,9/27/14,1,19.64,84,78.5,0.0675,0.0813,0.0884,0.0849,0.0305,0.086,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Hůrka 3 Kravín,HUR3,SK,2740,M,2014,9/25/14,1M,Dissection,50.1197,12.2503,56.776039809,9/26/14,1,14.17,78.5,83.8,0.0544,0.057,0.0605,0.0588,0.012,0.0353,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Hůrka 3 Kravín,HUR3,SK,2717,F,2014,9/24/14,1F,Dissection,50.1197,12.2503,56.776039809,9/25/14,1,15.2,76.8,75.2,0.0305,,,,,,,0.0094,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Hůrka 3 Kravín,HUR3,SK,2725,F,2014,9/24/14,1F,Dissection,50.1197,12.2503,56.776039809,9/25/14,1,32.55,96.4,92.9,0.0838,,,,,,,,B+,1,5,,,A,,,,,0,
HZ_CZ,CZ,Hůrka 3 Kravín,HUR3,SK,2746,F,2014,9/25/14,1F,Dissection,50.1197,12.2503,56.776039809,9/26/14,1,19.78,92.1,94.8,0.0591,,,,,,,,B+,1,7,,,A,,,,,1,
HZ_CZ,CZ,Hůrka 3 Kravín,HUR3,SK,2747,F,2014,9/25/14,1F,Dissection,50.1197,12.2503,56.776039809,9/26/14,1,13,77,82.4,0.0242,,,,,,,0.009,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Jindřichov 31,JIND31,SK,2694,M,2014,9/22/14,1M,Dissection,50.1058,12.3975,67.0654952287,9/23/14,1,8.47,62.1,60.5,0.019,0.0327,0.0336,0.0332,0.0048,,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Jindřichov 31,JIND31,SK,2735,M,2014,9/24/14,1M,Dissection,50.1058,12.3975,67.0654952287,9/25/14,1,22.96,88.8,79.8,0.0432,0.0721,0.078,0.0751,0.0216,0.1963,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Jindřichov 31,JIND31,SK,2718,F,2014,9/24/14,1F,Dissection,50.1058,12.3975,67.0654952287,9/25/14,1,23.03,81,77.9,0.0354,,,,,,,0.0132,B+,1,8,,,A,,,,,0,
HZ_CZ,CZ,Jindřichov 5,JIND5,SK,2867,M,2014,9/24/14,1M,Dissection,50.1058333333,12.3977777778,67.0654952287,9/24/14,0,7.16,59.8,64,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Josefov 20,JOSE,SK,2779,F,2014,9/26/14,1F,Dissection,50.2113888889,12.5797222222,74.499361925,9/27/14,1,15.11,79.9,80.1,0.0306,,,,,,,0.0106,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Josefov 20,JOSE,SK,2780,F,2014,9/26/14,1F,Dissection,50.2113888889,12.5797222222,74.499361925,9/27/14,1,15.94,79.1,76.2,0.0381,,,,,,,0.0084,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Kaceřov2,KAC2,SK,2659,M,2014,9/21/14,1M,Dissection,50.1489,12.5067,72.3971783131,9/22/14,1,14.67,77.9,65.5,0.0414,0.0836,0.0844,0.084,0.0148,0.0719,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Kaceřov2,KAC2,SK,2660,M,2014,9/21/14,1M,Dissection,50.1489,12.5067,72.3971783131,9/22/14,1,15.14,77.9,66.5,0.0449,0.0562,0.054,0.0551,0.0195,0.0741,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Kaceřov2,KAC2,SK,2661,F,2014,9/21/14,1F,Dissection,50.1489,12.5067,72.3971783131,9/22/14,1,17.67,85.2,76.4,0.0925,,,,,,,0.0139,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Kaceřov2,KAC2,SK,2662,F,2014,9/21/14,1F,Dissection,50.1489,12.5067,72.3971783131,9/22/14,1,15.07,79.2,70.6,0.039,,,,,,,0.0123,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Kaceřov2,KAC2,SK,2852,F,2014,9/21/14,1F,Dissection,50.1488888889,12.5066666667,72.3971783131,9/21/14,0,20.84,85.6,74.5,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Kaceřov2,KAC2,SK,2855,F,2014,9/21/14,1F,Dissection,50.1488888889,12.5066666667,72.3971783131,9/21/14,0,18.23,89.7,79.5,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Kozlov,KOZL,SK,2666,M,2014,9/21/14,1M,Dissection,50.1083,13.0325,108.7015935965,9/22/14,1,16.76,75.7,70.1,0.0646,0.0902,0.0869,0.0886,0.0347,0.1045,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Kozlov,KOZL,SK,2667,M,2014,9/21/14,1M,Dissection,50.1083,13.0325,108.7015935965,9/22/14,1,18.09,81.7,76.4,0.0713,0.0809,0.0787,0.0798,0.029,0.1334,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Kozlov,KOZL,SK,2668,F,2014,9/21/14,1F,Dissection,50.1083,13.0325,108.7015935965,9/22/14,1,18.25,88.3,74.9,0.1222,,,,,,,0.0368,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Kozlov,KOZL,SK,2669,F,2014,9/21/14,1F,Dissection,50.1083,13.0325,108.7015935965,9/22/14,1,18.26,89.4,70.3,0.0459,,,,,,,0.0115,B+,1,5,,,A,,,,,2,
HZ_CZ,CZ,Kozlov,KOZL,SK,2693,F,2014,9/21/14,1F,Dissection,50.1083,13.0325,108.7015935965,9/23/14,2,13.71,78.7,64.9,0.0631,,,,,,,0.0067,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Kozlov,KOZL,SK,2710,F,2014,9/21/14,1F,Dissection,50.1083,13.0325,108.7015935965,9/24/14,3,20.88,88.3,75.7,0.0728,,,,,,,,B-,1,6,,,A,,,,,0,
HZ_CZ,CZ,Krasíkov,KRASIK,SK,2731,M,2014,9/24/14,1M,Dissection,49.8811,12.935,112.1652472457,9/25/14,1,8.7,66.8,67.7,0.0153,,0.0056,0.0056,,,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Krasíkov,KRASIK,SK,2732,M,2014,9/24/14,1M,Dissection,49.8811,12.935,112.1652472457,9/25/14,1,13.62,77.6,73.8,0.0942,0.0644,0.0628,0.0636,0.015,0.0669,,,,,,,,A,,,,,4,
HZ_CZ,CZ,Krasíkov,KRASIK,SK,2733,F,2014,9/24/14,1F,Dissection,49.8811,12.935,112.1652472457,9/25/14,1,18.08,83.7,77.2,0.0646,,,,,,,0.0114,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Krasíkov,KRASIK,SK,2739,F,2014,9/25/14,1F,Dissection,49.8811,12.935,112.1652472457,9/26/14,1,17.92,77.2,72.5,0.0306,,,,,,,,B+,1,4,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka1,KRIZ1,SK,2764,M,2014,9/26/14,1M,Dissection,50.1975,12.3894444444,62.63,9/27/14,1,13.47,74.8,78.2,0.0216,0.0629,0.0625,0.0627,0.0167,0.1143,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka1,KRIZ1,SK,2765,M,2014,9/26/14,1M,Dissection,50.1975,12.3894444444,62.63,9/27/14,1,15.22,79.4,78.5,0.0341,0.0554,0.0565,0.056,0.0148,0.1051,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka1,KRIZ1,SK,2766,F,2014,9/26/14,1F,Dissection,50.1975,12.3894444444,62.63,9/27/14,1,14.78,80.8,82.2,,,,,,,,0.0079,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka1,KRIZ1,SK,2767,F,2014,9/26/14,1F,Dissection,50.1975,12.3894444444,62.63,9/27/14,1,14.19,76.2,67.7,0.0399,,,,,,,0.0074,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka1,KRIZ1,SK,2781,F,2014,9/26/14,1F,Dissection,50.1975,12.3894444444,62.63,9/27/14,1,14.21,78,69.8,0.0368,,,,,,,0.01,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka 60,KRIZ60,SK,2750,F,2014,9/25/14,1F,Dissection,50.1938888889,12.3933333333,63.012,9/26/14,1,19.28,85.6,82,0.1321,,,,,,,,B+,1,3,,,A,,,,,0,
HZ_CZ,CZ,Křižovatka silo,KRIZS,SK,2716,M,2014,9/24/14,1M,Dissection,50.1938888889,12.3933333333,63.012,9/25/14,1,9.98,63,61.3,0.0997,0.0081,0.0081,0.0081,0.0026,,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Kübelhof 1,KUBL1,SK,2687,M,2014,9/22/14,1M,Dissection,50.195,11.4411,0.2271373327,9/23/14,1,11.02,68.7,74.2,0.0165,0.051,0.0546,0.0528,0.0159,0.1046,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Kübelhof 1,KUBL1,SK,2696,F,2014,9/22/14,1F,Dissection,50.195,11.4411,0.2271373327,9/23/14,1,16.28,86.2,85.1,0.0512,,,,,,,0.0128,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Květná 13,KVET3,SK,2656,M,2014,9/21/14,1M,Dissection,50.2039,12.5186,70.8384604975,9/22/14,1,15.77,82,74.9,0.049,0.0531,0.0511,0.0521,0.0212,0.1023,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Květná 13,KVET3,SK,2657,M,2014,9/21/14,1M,Dissection,50.2039,12.5186,70.8384604975,9/22/14,1,13.4,76.5,69.8,0.0369,0.0531,0.0556,0.0544,0.0114,0.027,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Květná 13,KVET3,SK,2851,M,2014,9/21/14,1M,Dissection,50.2038888889,12.5186111111,70.8384604975,9/21/14,0,12.3,75.7,67.4,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Květná 13,KVET3,SK,2658,F,2014,9/21/14,1F,Dissection,50.2039,12.5186,70.8384604975,9/22/14,1,12.04,70.6,70.5,0.0323,,,,,,,0.0035,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Květná 13,KVET3,SK,2678,F,2014,9/22/14,1F,Dissection,50.2039,12.5186,70.8384604975,9/23/14,1,20.89,90.1,85.3,0.065,,,,,,,0.0152,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Květná 13,KVET3,SK,2864,F,2014,9/22/14,1F,Dissection,50.2038888889,12.5186111111,70.8384604975,9/23/14,1,11.15,72.5,69.1,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2783,M,2014,9/27/14,1M,Dissection,50.1058333333,12.4544444444,70.8,9/28/14,1,13.11,75.6,68.7,0.0403,0.0445,0.0445,0.0445,0.0057,NA,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2784,M,2014,9/27/14,1M,Dissection,50.1058333333,12.4544444444,70.8,9/28/14,1,14.82,79.5,78.1,0.0711,0.0729,0.074,0.0735,0.0181,0.0704,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2882,M,2014,9/27/14,1M,Dissection,50.1058333333,12.4544444444,70.8,9/27/14,0,15.88,74.3,78.3,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2883,M,2014,9/27/14,1M,Dissection,50.1058333333,12.4544444444,70.8,9/27/14,0,16,78,72.1,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2785,F,2014,9/27/14,1F,Dissection,50.1058333333,12.4544444444,70.8,9/28/14,1,20.09,84.2,80.8,0.1945,,,,,,,0.009,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2786,F,2014,9/27/14,1F,Dissection,50.1058333333,12.4544444444,70.8,9/28/14,1,18.2,82.6,80.7,0.1431,,,,,,,0.0075,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2878,F,2014,9/27/14,1F,Dissection,50.1058333333,12.4544444444,70.8,9/27/14,0,13.28,75,65.4,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2879,F,2014,9/27/14,1F,Dissection,50.1058333333,12.4544444444,70.8,9/27/14,0,14.78,76.7,72.6,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2880,F,2014,9/27/14,1F,Dissection,50.1058333333,12.4544444444,70.8,9/27/14,0,16.89,79.3,80.1,,,,,,,,,B+,1,8,,,B,,,,,0,
HZ_CZ,CZ,Loužek,LOUZ,SK,2881,F,2014,9/27/14,1F,Dissection,50.1058333333,12.4544444444,70.8,9/27/14,0,17.83,77.3,72.1,,,,,,,,,B+,1,5,,,B,,,,,0,
HZ_CZ,CZ,Maiersreuth 9,MAIE9,SK,2789,F,2014,9/27/14,1F,Dissection,49.9877777778,12.4086111111,65,9/28/14,1,20.99,90.3,91.4,0.0516,,,,,,,0.0079,B+,1,5,,,A,,,,,0,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2796,M,2014,9/28/14,1M,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,13.95,76.1,74.6,,0.0424,0.0441,0.0433,0.0152,0.1041,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2797,M,2014,9/28/14,1M,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,19.33,89.9,84.3,0.0364,0.0737,0.0757,0.0747,0.0245,0.178,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2795,F,2014,9/28/14,1F,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,15.69,82.3,76.9,0.0302,,,,,,,0.0123,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2798,F,2014,9/28/14,1F,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,11.66,73.3,78.4,0.042,,,,,,,0.0082,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2886,F,2014,9/28/14,1F,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,19.42,85.6,79.8,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2887,F,2014,9/28/14,1F,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,12.8,71.4,,,,,,,,,,B-,,,,,B,,,,,na,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2888,F,2014,9/28/14,1F,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,17.24,80.7,80.1,,,,,,,,,B-,,,,,B,,,,,na,
HZ_CZ,CZ,Milhostov 64,MIL64,SK,2889,F,2014,9/28/14,1F,Dissection,50.1588888889,12.4583333333,68.7909244456,9/28/14,0,8.06,63.5,67.5,,,,,,,,,B-,,,,,B,,,,,na,
HZ_CZ,D,Münchenreuth 31,MUNR,SK,2748,M,2014,9/25/14,1M,Dissection,50.0347,12.2831,62.5492369938,9/26/14,1,19.32,89.1,89.8,0.0484,0.0815,0.0837,0.0826,0.0175,0.0555,,,,,,,,A,,,,,2,
HZ_CZ,D,Münchenreuth 31,MUNR,SK,2749,M,2014,9/25/14,1M,Dissection,50.0347,12.2831,62.5492369938,9/26/14,1,18.94,81.6,90.2,0.0848,0.0912,0.0959,0.0936,0.0209,0.1141,,,,,,,,A,,,,,0,
HZ_CZ,D,Münchenreuth 31,MUNR,SK,2757,F,2014,9/25/14,1F,Dissection,50.0347,12.2831,62.5492369938,9/26/14,1,17.66,80.6,80.5,0.0415,,,,,,,0.0085,B+,1,6,,,A,,,,,0,
HZ_CZ,D,Münchenreuth 31,MUNR,SK,2763,F,2014,9/25/14,1F,Dissection,50.0347,12.2831,62.5492369938,9/26/14,1,19,85.9,81.1,0.0471,,,,,,,0.0124,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Nebanice3,NEB3,SK,2651,M,2014,9/20/14,1M,Dissection,50.115,12.4703,71.4891709463,9/22/14,2,16.93,82.2,75.6,0.1988,,,,,,,,,,,,,A,,,,,2,enormous testes & epidydimis
HZ_CZ,CZ,Nebanice3,NEB3,SK,2697,M,2014,9/23/14,1M,Dissection,56.85,19.2,71.49,9/24/14,1,17.06,85.3,80.1,0.0273,0.063,0.0629,0.063,0.0191,0.0671,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Nebanice3,NEB3,SK,2652,F,2014,9/20/14,1F,Dissection,50.115,12.4703,71.4891709463,9/22/14,2,14.83,77.5,72.2,0.0321,,,,,,,,B+,1,5,,,A,,,,,0,
HZ_CZ,CZ,Nebanice3,NEB3,SK,2859,F,2014,9/22/14,1F,Dissection,50.115,12.4702777778,71.4891709463,9/22/14,0,13.66,68.6,63.3,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Nebanice3,NEB3,SK,2860,F,2014,9/22/14,1F,Dissection,50.115,12.4702777778,71.4891709463,9/22/14,0,11.42,74.7,69.7,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Nebanice3,NEB3,SK,2861,F,2014,9/22/14,1F,Dissection,50.115,12.4702777778,71.4891709463,9/22/14,0,21.06,85.1,80.3,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,"Nebanice 64, Vrbová",NEB64,SK,2706,M,2014,9/23/14,1M,Dissection,50.1153,12.4558,70.39,9/24/14,1,12.14,76.7,75.8,0.0238,0.0425,0.0429,0.0427,0.0112,0.0444,,,,,,,,A,,,,,0,
HZ_CZ,CZ,"Nebanice 64, Vrbová",NEB64,SK,2707,M,2014,9/23/14,1M,Dissection,50.1153,12.4558,70.39,9/24/14,1,15.56,79.6,74.2,0.0468,0.0545,0.0552,0.0549,0.0168,0.0667,,,,,,,,A,,,,,0,
HZ_CZ,CZ,"Nebanice 64, Vrbová",NEB64,SK,2708,F,2014,9/23/14,1F,Dissection,50.1153,12.4558,70.39,9/24/14,1,13.93,79,71.1,0.0663,,,,,,,0.0123,B-,,,,,A,,,,,0,
HZ_CZ,CZ,"Nebanice 64, Vrbová",NEB64,SK,2709,F,2014,9/23/14,1F,Dissection,50.1153,12.4558,70.39,9/24/14,1,16.42,78,70.4,0.0495,,,,,,,,B+,1,2,,,A,,,,,0,
HZ_CZ,CZ,Nebanice 10 Farm Pub,NEBFP,SK,2872,M,2014,9/24/14,1M,Dissection,50.1147,12.4703,71.48,9/25/14,1,13.68,75.4,82.3,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Nebanice 10 Farm Pub,NEBFP,SK,2762,F,2014,9/24/14,1F,Dissection,50.1147,12.4703,71.48,9/26/14,2,16.53,83.7,89,0.0724,,,,,,,0.0126,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Nepomyšl 172,NEPO1,SK,2679,M,2014,9/22/14,1M,Dissection,50.2161,13.3067,121.9444572017,9/23/14,1,15.72,79,79,0.0309,0.0682,0.0969,0.0826,0.0193,0.1246,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Nepomyšl 172,NEPO1,SK,2672,F,2014,9/21/14,1F,Dissection,50.2161,13.3067,121.9444572017,9/22/14,1,23.87,85,76.3,0.0404,,,,,,,,B+,1,6,,,A,,,,,0,
HZ_CZ,CZ,Nepomyšl 172,NEPO1,SK,2681,F,2014,9/22/14,1F,Dissection,50.2161,13.3067,121.9444572017,9/23/14,1,15.82,80.9,69,,,,,,,,0.0139,B+,1,5,,,A,,,,,0,
HZ_CZ,CZ,Nepomyšl 172,NEPO1,SK,2858,F,2014,9/21/14,1F,Dissection,50.2161,13.3067,121.9444572017,9/21/14,0,10.64,77,64.1,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Nepomyšl 172,NEPO1,SK,2862,F,2014,9/22/14,1F,Dissection,50.2161,13.3067,121.9444572017,9/23/14,1,20.75,89.2,67.1,,,,,,,,,B+,1,4,,,B,,,,,0,
HZ_CZ,CZ,Nová Ves 1 (Cheb),NVCH1,SK,2712,M,2014,9/24/14,1M,Dissection,50.1775,12.4206,65.5234648703,9/25/14,1,19.46,85.4,78,0.0279,0.055,0.0566,0.0558,0.0213,0.1023,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Nová Ves 1 (Cheb),NVCH1,SK,2715,M,2014,9/24/14,1M,Dissection,50.1775,12.4206,65.5234648703,9/25/14,1,16.39,79.9,79.9,0.1056,0.0429,0.043,0.043,0.0075,0.093,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Nová Ves 1 (Cheb),NVCH1,SK,2719,M,2014,9/24/14,1M,Dissection,50.1775,12.4206,65.5234648703,9/25/14,1,14.74,78,84.1,0.024,0.0711,0.0736,0.0724,0.0142,0.0424,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Nová Ves 1 (Cheb),NVCH1,SK,2714,F,2014,9/24/14,1F,Dissection,50.1775,12.4206,65.5234648703,9/25/14,1,15.51,75.6,74.4,0.0403,,,,,,,,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Obilná2,OBIL2,SK,2680,M,2014,9/22/14,1M,Dissection,50.0964,12.4714,72.3345730784,9/23/14,1,12.13,72.6,65.6,0.0313,0.0588,0.0606,0.0597,0.0123,0.0203,,,,,,,,A,,,,,0,
HZ_CZ,D,Ödmeiersrieth 4,ODM4,SK,2753,M,2014,9/25/14,1M,Dissection,49.5636111111,12.5175,64.5,9/26/14,1,18.12,84.8,77,0.0644,0.0677,0.0648,0.0663,0.0193,0.0638,,,,,,,,A,,,,,0,
HZ_CZ,D,Ödmeiersrieth 4,ODM4,SK,2721,F,2014,9/24/14,1F,Dissection,49.5636111111,12.5175,64.5,9/25/14,1,20.29,86.5,90.3,0.1093,,,,,,,0.0138,B-,,,,,A,,,,,0,
HZ_CZ,D,Ödmeiersrieth 4,ODM4,SK,2722,F,2014,9/24/14,1F,Dissection,49.5636111111,12.5175,64.5,9/25/14,1,24.36,95.7,81.3,0.1499,,,,,,,0.0126,B-,,,,,A,,,,,0,
HZ_CZ,D,Ödmeiersrieth 4,ODM4,SK,2752,F,2014,9/25/14,1F,Dissection,49.5636111111,12.5175,64.5,9/26/14,1,24.67,93.5,85.8,0.1618,,,,,,,,B+,1,6,,,A,,,,,0,
HZ_CZ,D,Ödmeiersrieth 4,ODM4,SK,2782,F,2014,9/26/14,1F,Dissection,49.5636111111,12.5175,64.5,9/27/14,1,20.3,86.1,89.1,0.0677,,,,,,,0.0092,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Odrava 26,ODR26,SK,2683,M,2014,9/22/11,1M,Dissection,50.1044,12.4842,72.8311794111,9/23/11,1,18.15,80.9,,0.0453,0.0782,0.0801,0.0792,0.0249,0.1375,,,,,,,,A,,,,,0,
