# File Name: qPCR_eimeria_field_faeces_JK_09022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 01:40:28 PM UTC
# Run End Date/Time: 2022-02-09 02:58:31 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 02:04:05 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 02:04:27 PM UTC
"Sample","Target","EqCq Mean","Adjusted EqCq Mean","Delta EqCq Mean","Delta EqCq SD","Delta EqCq SE","Delta Delta EqCq","Rq","Rq Min","Rq Max","Omit"
"AA599","Eim","32.690069377891305","32.690069377891305","","","","","","","","false"
"AA623","Eim","20.75110556664174","20.75110556664174","","","","","","","","false"
"AA659","Eim","24.58741727053611","24.58741727053611","","","","","","","","false"
"AA672","Eim","26.757930808589872","26.757930808589872","","","","","","","","false"
"AA674","Eim","31.99066923279128","31.99066923279128","","","","","","","","false"
"AA690","Eim","32.10832062750001","32.10832062750001","","","","","","","","false"
"AA693","Eim","32.1336216679612","32.1336216679612","","","","","","","","false"
"AA699","Eim","31.6925453442918","31.6925453442918","","","","","","","","false"
"AA701","Eim","28.124976579468143","28.124976579468143","","","","","","","","false"
"AA706","Eim","32.85833933846154","32.85833933846154","","","","","","","","false"
"AA708","Eim","32.15613738643944","32.15613738643944","","","","","","","","false"
"AA710","Eim","33.06467312541702","33.06467312541702","","","","","","","","false"
"AA716","Eim","30.466863933559047","30.466863933559047","","","","","","","","false"
"AA718","Eim","27.142080723938538","27.142080723938538","","","","","","","","false"
"AA722","Eim","31.26153650741072","31.26153650741072","","","","","","","","false"
"AA745","Eim","32.10201707437888","32.10201707437888","","","","","","","","false"
"AA749","Eim","28.303075544435526","28.303075544435526","","","","","","","","false"
"AA760","Eim","32.48441555343","32.48441555343","","","","","","","","false"
"AA763","Eim","30.71444164889989","30.71444164889989","","","","","","","","false"
"AA766","Eim","22.882963035851514","22.882963035851514","","","","","","","","false"
"AA768","Eim","30.814098830525367","30.814098830525367","","","","","","","","false"
"AA779","Eim","32.69888957820804","32.69888957820804","","","","","","","","false"
"AA787","Eim","33.28130218551239","33.28130218551239","","","","","","","","false"
"AA793","Eim","30.770268446919555","30.770268446919555","","","","","","","","false"
"AA800","Eim","32.32975005797072","32.32975005797072","","","","","","","","false"
"AA826","Eim","32.19386377567575","32.19386377567575","","","","","","","","false"
"AA832","Eim","33.00202513406044","33.00202513406044","","","","","","","","false"
"AA835","Eim","19.741722807196307","19.741722807196307","","","","","","","","false"
"AA838","Eim","31.266617929188822","31.266617929188822","","","","","","","","false"
"AA840","Eim","31.77711650235067","31.77711650235067","","","","","","","","false"
"AA847","Eim","32.22340220816919","32.22340220816919","","","","","","","","false"
