# File Name: qPCR_eimeria_field_faeces_JK_09022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 01:40:28 PM UTC
# Run End Date/Time: 2022-02-09 02:58:31 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 02:04:05 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 02:04:27 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"28","C4","2","68686.87","30919.682","116948.24"
"29","C5","2","58959.41","26088.268","95650.36"
"30","C6","2","58386.715","24887.215","91097.67"
"31","C7","2","58716.56","31443.414","120771.89"
"32","C8","2","62170.914","29214.17","105717.71"
"33","C9","2","50434.223","24943.488","92656.41"
"34","C10","2","72786.18","36444.52","139215.53"
"35","C11","2","50494.99","21650.836","82971.695"
"36","C12","2","60535.258","26915.53","102943.52"
"37","D1","2","70064.04","32215.05","124648.97"
"38","D2","2","65259.85","28738.342","105521.016"
"39","D3","2","65175.3","28062.855","101776.33"
"40","D4","2","65437.254","32981.92","124852.62"
"41","D5","2","61725.26","28852.916","104268.625"
"42","D6","2","48440.57","22259.662","81649.05"
"43","D7","2","67913.8","29205.113","103874.12"
"44","D8","2","62292.17","25254.002","90756.125"
"45","D9","2","59299.992","24147.412","85871.875"
"46","D10","2","57769.848","25997.29","94405.914"
"47","D11","2","46291.594","20231.742","74574.87"
"48","D12","2","44162.664","20100.102","74417.375"
"49","E1","2","63803.3","30439.988","125556.45"
"50","E2","2","61894.465","27147.1","101260.836"
"51","E3","2","33023.875","16932.213","64103.277"
"52","E4","2","58936.867","28699.871","104549.36"
"53","E5","2","54542.746","24024.373","89001.555"
"54","E6","2","54937.793","22560.166","77851.984"
"55","E7","2","73005.0","31851.941","114657.56"
"56","E8","2","52177.3","20012.05","69049.766"
"57","E9","2","54740.09","23787.578","83966.734"
"58","E10","2","58543.594","28032.14","102060.02"
"59","E11","2","61708.168","28571.084","105054.66"
"60","E12","2","51013.484","21977.973","78664.17"
"61","F1","2","82050.41","31768.941","117260.234"
"62","F2","2","65866.336","23839.1","86565.82"
"63","F3","2","62095.652","23522.291","84292.78"
"64","F4","2","58838.68","26863.701","100039.49"
"65","F5","2","54348.082","25308.264","90213.21"
"66","F6","2","57376.324","21725.889","76703.914"
"67","F7","2","78704.74","31607.86","109227.805"
"68","F8","2","662714.6","28100.98","82376.33"
"69","F9","2","69171.63","23579.654","79362.48"
"70","F10","2","52259.95","23336.646","85827.414"
"71","F11","2","58525.66","22897.367","82357.375"
"72","F12","2","67683.484","26035.568","93356.38"
"73","G1","2","58761.83","33464.773","147126.38"
"74","G2","2","64366.266","29303.18","115855.18"
"75","G3","2","68532.086","26291.822","89830.08"
"76","G4","2","54243.582","28781.94","108792.17"
"77","G5","2","51224.71","25940.107","97526.6"
"78","G6","2","40697.36","20683.885","77853.14"
"79","G7","2","60403.605","28113.232","103393.62"
"80","G8","2","65775.0","29818.877","105544.36"
"81","G9","2","48133.645","20590.307","76554.21"
"82","G10","2","50960.67","23855.434","86764.32"
"83","G11","2","70004.516","30094.629","108741.29"
"84","G12","2","61953.164","24307.887","88852.93"
"85","H1","2","73282.414","33638.266","131529.06"
"86","H2","2","69368.914","30330.885","109371.01"
"87","H3","2","66663.16","27520.984","97903.31"
"88","H4","2","69798.64","36128.652","133935.11"
"89","H5","2","70114.6","32548.67","116720.055"
"90","H6","2","86040.11","36585.957","131267.64"
"91","H7","2","58565.11","29851.1","112391.05"
"92","H8","2","53933.27","28524.254","106740.766"
"93","H9","2","34574.574","18016.727","70916.09"
"94","H10","2","44386.01","23186.752","92515.71"
"95","H11","2","35578.5","23748.54","103253.49"
"96","H12","2","37889.848","19674.717","99581.49"
"1","A1","3","139878.05","42025.316","130934.58"
"2","A2","3","133500.39","38239.062","110110.125"
"3","A3","3","129816.68","38591.652","107544.805"
"4","A4","3","134259.97","36472.613","100800.875"
"5","A5","3","104592.94","30171.023","84431.016"
"6","A6","3","134490.3","38228.566","105832.15"
"7","A7","3","117078.55","35624.31","112334.97"
"8","A8","3","114904.73","33747.023","104064.78"
"9","A9","3","107447.41","33460.977","105912.15"
"10","A10","3","97609.92","30358.33","92645.67"
"11","A11","3","154838.95","42688.215","119804.72"
"12","A12","3","154150.31","42886.973","110464.11"
"13","B1","3","127827.63","41636.46","129380.74"
"14","B2","3","125380.02","36638.918","102689.34"
"15","B3","3","124400.17","34131.277","95399.3"
"16","B4","3","146457.39","42578.246","129504.9"
"17","B5","3","105935.47","30227.297","90745.24"
"18","B6","3","97149.72","27414.047","82109.61"
"19","B7","3","162273.61","39629.008","106265.99"
"20","B8","3","139763.52","32989.34","89693.086"
"21","B9","3","144881.44","34235.973","86915.9"
"22","B10","3","108455.56","33311.76","103676.875"
"23","B11","3","136660.75","35396.812","94415.21"
"24","B12","3","144869.28","40625.53","95911.87"
"25","C1","3","137040.19","43879.79","131071.1"
"26","C2","3","141557.4","39759.613","110328.375"
"27","C3","3","124212.836","34556.113","95644.27"
"28","C4","3","150544.69","42049.715","122138.55"
"29","C5","3","141122.53","35837.938","99028.05"
"30","C6","3","149371.78","36006.414","94708.76"
"31","C7","3","151851.42","43174.69","125543.37"
"32","C8","3","148797.28","40203.87","110511.875"
"33","C9","3","134271.33","36694.793","97007.12"
"34","C10","3","192586.42","53334.527","145292.84"
"35","C11","3","125670.086","33325.67","86394.945"
"36","C12","3","157383.72","43456.266","107139.2"
"37","D1","3","155541.94","46288.53","130152.19"
"38","D2","3","146630.88","39569.137","110279.48"
"39","D3","3","153446.1","39906.14","106809.12"
"40","D4","3","122000.53","39775.906","130437.7"
"41","D5","3","133874.28","36850.754","108481.914"
"42","D6","3","111086.36","30047.324","89457.914"
"43","D7","3","152040.06","39460.484","108352.43"
"44","D8","3","153050.8","36225.16","94788.0"
"45","D9","3","157877.83","35670.457","88040.83"
"46","D10","3","140941.16","36816.25","97988.445"
"47","D11","3","113557.93","30168.246","78182.69"
"48","D12","3","114621.91","31723.5","77849.81"
"49","E1","3","126112.57","39643.977","131255.64"
"50","E2","3","132074.27","37247.35","105699.89"
"51","E3","3","78495.945","23188.7","66998.28"
"52","E4","3","126867.766","36752.7","109050.63"
"53","E5","3","129431.54","33028.156","92930.984"
"54","E6","3","136196.25","32751.004","84420.016"
"55","E7","3","178447.06","44513.016","119466.44"
"56","E8","3","120607.67","28122.465","71284.805"
"57","E9","3","141497.56","34253.117","87664.086"
"58","E10","3","140746.58","39020.6","106479.875"
"59","E11","3","159577.84","42508.938","109655.414"
"60","E12","3","126127.54","34040.6","82031.375"
"61","F1","3","166647.31","45030.266","122381.67"
"62","F2","3","134336.42","33319.52","90282.24"
"63","F3","3","129401.125","32432.514","87664.28"
"64","F4","3","147189.11","37864.098","104992.56"
"65","F5","3","137524.86","35084.14","94285.16"
"66","F6","3","132268.22","30650.61","79752.96"
"67","F7","3","178917.9","43085.64","113906.93"
"68","F8","3","801521.8","38376.66","86560.87"
"69","F9","3","163749.6","34594.14","82826.52"
"70","F10","3","127215.4","33401.58","89649.195"
"71","F11","3","137214.86","34975.777","86136.516"
"72","F12","3","161615.62","41919.938","97378.94"
"73","G1","3","94552.24","38712.523","152942.55"
"74","G2","3","136822.5","41035.844","121064.19"
"75","G3","3","178260.22","41916.3","93117.13"
"76","G4","3","129286.25","39271.92","113045.55"
"77","G5","3","127852.984","35827.344","101721.56"
"78","G6","3","108434.19","28928.492","81224.984"
"79","G7","3","145836.27","38477.656","107671.64"
"80","G8","3","157323.9","41185.133","111367.11"
"81","G9","3","116484.32","29612.73","80102.52"
"82","G10","3","123177.664","34079.395","90105.695"
"83","G11","3","174330.92","46465.582","113818.73"
"84","G12","3","154886.92","40262.02","92604.02"
"85","H1","3","167292.0","50149.73","136808.1"
"86","H2","3","178400.58","47346.535","113813.945"
"87","H3","3","168152.69","42213.332","101254.01"
"88","H4","3","166501.3","49032.21","141001.3"
"89","H5","3","167423.61","44831.6","121454.305"
"90","H6","3","213286.39","52815.137","136117.23"
"91","H7","3","181326.92","46852.094","117703.6"
"92","H8","3","178640.69","45664.023","112193.7"
"93","H9","3","117087.71","30190.734","74538.92"
"94","H10","3","61766.23","24252.615","96744.14"
"95","H11","3","49351.438","24958.852","108098.1"
"96","H12","3","53157.19","21572.336","103188.98"
"1","A1","3","68579.445","29158.016","126381.08"
"2","A2","3","60362.01","25512.053","106321.75"
"3","A3","3","53143.86","27335.65","103931.09"
"4","A4","3","65118.13","26485.77","97108.164"
"5","A5","3","38048.395","20960.652","80696.46"
"6","A6","3","48771.887","26756.518","101372.34"
"7","A7","3","56312.86","27392.625","109039.414"
"8","A8","3","54877.03","26709.752","100433.086"
"9","A9","3","46527.453","25510.344","101466.52"
"10","A10","3","45049.27","22372.895","89247.18"
"11","A11","3","73839.836","29866.79","116215.21"
"12","A12","3","70358.76","29067.947","106940.19"
"13","B1","3","61732.184","29713.434","124057.84"
"14","B2","3","59577.12","26053.42","99302.19"
"15","B3","3","57429.836","24596.787","91845.03"
"16","B4","3","69796.64","32142.334","124819.9"
"17","B5","3","55979.027","23509.262","87244.07"
"18","B6","3","44562.24","20839.947","78787.43"
"19","B7","3","78356.53","29393.412","102957.84"
"20","B8","3","65302.656","22961.318","85303.44"
"21","B9","3","64668.035","23235.936","83427.086"
"22","B10","3","52713.11","25277.271","99868.266"
"23","B11","3","64653.242","24041.686","91034.72"
"24","B12","3","57109.88","24359.979","92949.51"
"25","C1","3","59091.547","30721.809","125712.32"
"26","C2","3","70020.41","28588.777","105681.19"
"27","C3","3","56379.504","24988.996","91060.375"
"28","C4","3","72336.83","31498.89","117194.8"
"29","C5","3","61730.664","26319.404","95523.445"
"30","C6","3","60756.84","25949.002","91116.73"
"31","C7","3","62419.53","31976.592","120818.305"
"32","C8","3","62493.03","28815.834","105730.78"
"33","C9","3","52123.773","25444.1","93176.31"
"34","C10","3","75859.86","37176.59","139101.84"
"35","C11","3","52259.996","21861.703","83135.16"
"36","C12","3","61426.113","27050.652","102911.46"
"37","D1","3","71127.234","32431.13","124748.61"
"38","D2","3","67719.71","29043.086","106210.29"
"39","D3","3","68803.35","28893.291","102088.04"
"40","D4","3","66662.91","32896.445","124419.836"
"41","D5","3","64451.32","29260.133","104687.664"
"42","D6","3","52164.645","23128.088","85354.695"
"43","D7","3","69415.78","29929.365","104052.32"
"44","D8","3","64351.574","25547.354","91001.37"
"45","D9","3","61673.62","24036.81","86206.98"
"46","D10","3","60074.86","26079.238","94577.125"
"47","D11","3","47373.508","20726.742","75039.83"
"48","D12","3","44593.15","20141.334","74496.65"
"49","E1","3","65581.29","30348.043","126282.47"
"50","E2","3","64124.793","27448.572","101574.42"
"51","E3","3","33997.418","17270.08","64168.457"
"52","E4","3","62695.74","28629.588","104983.664"
"53","E5","3","58422.38","24728.414","89218.375"
"54","E6","3","59318.113","23004.6","80524.31"
"55","E7","3","76294.48","32024.951","114915.01"
"56","E8","3","53843.32","20342.322","68645.72"
"57","E9","3","57910.11","24258.838","84060.33"
"58","E10","3","62167.51","28500.324","102446.375"
"59","E11","3","64885.254","29250.889","104795.586"
"60","E12","3","53286.68","22683.652","79394.98"
"61","F1","3","83744.055","31858.688","117124.49"
