# File Name: qPCR_eimeria_field_faeces_JK_09022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 01:40:28 PM UTC
# Run End Date/Time: 2022-02-09 02:58:31 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 02:04:05 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 02:04:27 PM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","1","Eim","59.99509811401367","507324.78125","-204.6953125"
"1","A1","2","Eim","60.29664993286133","511190.75","2.7998046875"
"1","A1","3","Eim","60.598201751708984","512170.40625","304.583984375"
"1","A1","4","Eim","60.89975357055664","510572.40625","712.7744140625"
"1","A1","5","Eim","61.2013053894043","511413.125","1202.19140625"
"1","A1","6","Eim","61.50285720825195","510666.90625","1718.7177734375"
"1","A1","7","Eim","61.804405212402344","510626.90625","2200.5439453125"
"1","A1","8","Eim","62.10595703125","509972.40625","2602.23193359375"
"1","A1","9","Eim","62.407508850097656","506964.03125","2906.6650390625"
"1","A1","10","Eim","62.70906066894531","506981.875","3121.15576171875"
"1","A1","11","Eim","63.01061248779297","505634.4375","3262.65478515625"
"1","A1","12","Eim","63.312164306640625","505218.46875","3345.5224609375"
"1","A1","13","Eim","63.61371612548828","503454.09375","3380.50244140625"
"1","A1","14","Eim","63.91526794433594","502937.3125","3384.28662109375"
"1","A1","15","Eim","64.2168197631836","500324.25","3388.12451171875"
"1","A1","16","Eim","64.51837158203125","499965.40625","3434.884765625"
"1","A1","17","Eim","64.8199234008789","498325.0625","3563.74853515625"
"1","A1","18","Eim","65.12147521972656","497298.90625","3792.7255859375"
"1","A1","19","Eim","65.42302703857422","499152.9375","4111.4462890625"
"1","A1","20","Eim","65.72457885742188","494744.75","4489.4873046875"
"1","A1","21","Eim","66.02613067626953","494755.09375","4893.099609375"
"1","A1","22","Eim","66.32768249511719","493116.5625","5298.3994140625"
"1","A1","23","Eim","66.62923431396484","489641.625","5694.50341796875"
"1","A1","24","Eim","66.9307861328125","490471.125","6079.6435546875"
"1","A1","25","Eim","67.23233795166016","487302.40625","6457.05126953125"
"1","A1","26","Eim","67.53388977050781","484536.71875","6833.287109375"
"1","A1","27","Eim","67.83543395996094","484287.59375","7218.451171875"
"1","A1","28","Eim","68.13699340820312","479155.0625","7623.25390625"
"1","A1","29","Eim","68.43853759765625","479154.15625","8054.4931640625"
"1","A1","30","Eim","68.74009704589844","476670.6875","8511.3173828125"
"1","A1","31","Eim","69.04164123535156","472994.875","8984.63671875"
"1","A1","32","Eim","69.34319305419922","470677.15625","9458.990234375"
"1","A1","33","Eim","69.64474487304688","466912.78125","9915.3857421875"
"1","A1","34","Eim","69.94629669189453","464799.9375","10336.236328125"
"1","A1","35","Eim","70.24784851074219","461627.5625","10713.7978515625"
"1","A1","36","Eim","70.54940032958984","457336.21875","11039.0830078125"
"1","A1","37","Eim","70.8509521484375","452393.625","11356.78515625"
"1","A1","38","Eim","71.15250396728516","450452.5","11707.9033203125"
"1","A1","39","Eim","71.45405578613281","446524.4375","12125.1484375"
"1","A1","40","Eim","71.75560760498047","442939.5","12624.0361328125"
"1","A1","41","Eim","72.05715942382812","439046.6875","13195.0908203125"
"1","A1","42","Eim","72.35871124267578","433122.4375","13801.283203125"
"1","A1","43","Eim","72.66026306152344","431311.96875","14381.7978515625"
"1","A1","44","Eim","72.9618148803711","426068.21875","14866.158203125"
"1","A1","45","Eim","73.26336669921875","419667.71875","15199.31640625"
"1","A1","46","Eim","73.5649185180664","415635.25","15369.3271484375"
"1","A1","47","Eim","73.86647033691406","408572.28125","15420.322265625"
