# File Name: qPCR_eimeria_field_faeces_JK_09022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 01:40:28 PM UTC
# Run End Date/Time: 2022-02-09 02:58:31 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 02:04:05 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 02:04:27 PM UTC
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"1","A1","AA699","Eim","81.85758972167969","41272.23046875"
"1","A1","AA699","Eim","93.76887512207031","413.3232421875"
"1","A1","AA699","Eim","0.0","0.0"
"1","A1","AA699","Eim","0.0","0.0"
"1","A1","AA699","Eim","0.0","0.0"
"2","A2","AA699","Eim","84.4207763671875","44424.984375"
"2","A2","AA699","Eim","78.99284362792969","28336.96484375"
"2","A2","AA699","Eim","86.68241119384766","32659.984375"
"2","A2","AA699","Eim","93.76887512207031","699.1875"
"2","A2","AA699","Eim","0.0","0.0"
"3","A3","AA699","Eim","74.77112579345703","43011.8671875"
"3","A3","AA699","Eim","83.81767272949219","30549.052734375"
"3","A3","AA699","Eim","94.07041931152344","-39.3447265625"
"3","A3","AA699","Eim","0.0","0.0"
"3","A3","AA699","Eim","0.0","0.0"
"4","A4","AA768","Eim","80.04827880859375","32710.37890625"
"4","A4","AA768","Eim","83.6668930053711","29683.234375"
"4","A4","AA768","Eim","61.352081298828125","10319.3603515625"
"4","A4","AA768","Eim","94.22119903564453","124.78125"
"4","A4","AA768","Eim","0.0","0.0"
"5","A5","AA768","Eim","74.92727661132812","35537.90625"
"5","A5","AA768","Eim","79.60363006591797","22765.42578125"
"5","A5","AA768","Eim","82.46978759765625","16994.45703125"
"5","A5","AA768","Eim","92.2750473022461","367.0615234375"
"5","A5","AA768","Eim","62.40670394897461","4426.03515625"
"6","A6","AA768","Eim","79.30192565917969","35697.3203125"
"6","A6","AA768","Eim","84.73253631591797","20525.8046875"
"6","A6","AA768","Eim","0.0","0.0"
"6","A6","AA768","Eim","0.0","0.0"
"6","A6","AA768","Eim","0.0","0.0"
"7","A7","AA722","Eim","80.50872802734375","50321.26171875"
"7","A7","AA722","Eim","93.78355407714844","374.6611328125"
"7","A7","AA722","Eim","0.0","0.0"
"7","A7","AA722","Eim","0.0","0.0"
"7","A7","AA722","Eim","0.0","0.0"
