# File Name: qPCR_eimeria_field_faeces_JK_09022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 01:40:28 PM UTC
# Run End Date/Time: 2022-02-09 02:58:31 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 02:04:05 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 02:04:27 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.48573848605155945","-0.03310967041895942","AA699","false"
"1","A1","2","Eim","0.48895490169525146","-0.0344576328992844","AA699","false"
"1","A1","3","Eim","0.5036482810974121","-0.024328631621140757","AA699","false"
"1","A1","4","Eim","0.5229560732841492","-0.009585217558420584","AA699","false"
"1","A1","5","Eim","0.5313031673431396","-0.0058025016234471045","AA699","false"
"1","A1","6","Eim","0.5356389284133911","-0.006031118677212639","AA699","false"
"1","A1","7","Eim","0.5440409183502197","-0.0021935068644010243","AA699","false"
"1","A1","8","Eim","0.551094114780426","2.953114417882756E-4","AA699","false"
"1","A1","9","Eim","0.5598824620246887","0.004519280562033972","AA699","false"
"1","A1","10","Eim","0.5702331066131592","0.010305547026487543","AA699","false"
"1","A1","11","Eim","0.573799192905426","0.00930725519473739","AA699","false"
"1","A1","12","Eim","0.5818750262260437","0.012818710391338067","AA699","false"
"1","A1","13","Eim","0.5844599008560181","0.010839206897295433","AA699","false"
"1","A1","14","Eim","0.5895610451698303","0.01137597308709069","AA699","false"
"1","A1","15","Eim","0.5882545709609985","0.005505120754241904","AA699","false"
"1","A1","16","Eim","0.5886232256889343","0.001309397358160807","AA699","false"
"1","A1","17","Eim","0.5997541546821594","0.007875948227368906","AA699","false"
"1","A1","18","Eim","0.6013675928115845","0.0049250082327769555","AA699","false"
"1","A1","19","Eim","0.6038323640823364","0.0028254013795119097","AA699","false"
"1","A1","20","Eim","0.6066837310791016","0.0011123902522600475","AA699","false"
"1","A1","21","Eim","0.6147433519363403","0.004607632985481818","AA699","false"
"1","A1","22","Eim","0.6141965389251709","-5.035581497046145E-4","AA699","false"
"1","A1","23","Eim","0.6163536310195923","-0.0029108441793001157","AA699","false"
"1","A1","24","Eim","0.6178232431411743","-0.006005610181735083","AA699","false"
"1","A1","25","Eim","0.6177765130996704","-0.010616718347255989","AA699","false"
"1","A1","26","Eim","0.6243242025375366","-0.008633407033406777","AA699","false"
"1","A1","27","Eim","0.6265109181404114","-0.01101106955454902","AA699","false"
"1","A1","28","Eim","0.6392063498497009","-0.0028800159692763568","AA699","false"
"1","A1","29","Eim","0.6537657380104065","0.007114994067412211","AA699","false"
"1","A1","30","Eim","0.6717265844345093","0.020511462367497995","AA699","false"
"1","A1","31","Eim","0.7050661444664001","0.04928664427537187","AA699","false"
"1","A1","32","Eim","0.7673636078834534","0.10701972956840809","AA699","false"
"1","A1","33","Eim","0.8832453489303589","0.2183370924912966","AA699","false"
"1","A1","34","Eim","1.0713834762573242","0.40191084169424496","AA699","false"
"1","A1","35","Eim","1.3977171182632446","0.7236801055761484","AA699","false"
"1","A1","36","Eim","1.836715579032898","1.1581141882217847","AA699","false"
"1","A1","37","Eim","2.2914955615997314","1.6083297926646012","AA699","false"
"1","A1","38","Eim","2.623140811920166","1.935410664861019","AA699","false"
"1","A1","39","Eim","2.8086135387420654","2.116319013558901","AA699","false"
