# File Name: qPCR_eimeria_field_faeces_JK_09022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 01:40:28 PM UTC
# Run End Date/Time: 2022-02-09 02:58:31 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 02:04:05 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 02:04:27 PM UTC
"Well","Well Position","Cycle Number","SYBR","ROX"
"1","A1","1","125880.414","130005.59"
"1","A1","2","61154.29","125899.62"
"1","A1","3","129553.19","130444.01"
"1","A1","4","61726.45","126241.6"
"1","A1","5","134966.22","130868.03"
"1","A1","6","63528.844","126137.32"
"1","A1","7","139592.5","131039.29"
"1","A1","8","65909.18","126031.96"
"1","A1","9","142239.92","131208.98"
"1","A1","10","66998.445","126102.09"
"1","A1","11","145170.23","131041.58"
"1","A1","12","67525.195","126064.766"
"1","A1","13","147899.44","130590.33"
"1","A1","14","68577.33","126051.78"
"1","A1","15","149886.28","130467.19"
"1","A1","16","69467.73","126054.2"
"1","A1","17","150271.52","130672.805"
"1","A1","18","70724.77","126320.76"
"1","A1","19","152343.66","130640.83"
"1","A1","20","72121.0","126476.34"
"1","A1","21","154686.6","130660.01"
"1","A1","22","72484.97","126324.625"
"1","A1","23","155756.89","130764.555"
"1","A1","24","73429.92","126195.35"
"1","A1","25","156383.6","130562.95"
"1","A1","26","73704.81","126107.555"
"1","A1","27","157523.05","130431.42"
"1","A1","28","74356.7","126122.15"
"1","A1","29","158725.86","130505.58"
