# File Name: qPCR_eimeria_field_faeces_JK_07022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 03:13:22 PM UTC
# Run End Date/Time: 2022-02-07 04:31:26 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:41:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:41:10 PM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","1","Eim","59.99409866333008","525813.6875","-6772.501953125"
"1","A1","2","Eim","60.295894622802734","532166.4375","-6377.9228515625"
"1","A1","3","Eim","60.59769058227539","533979.5625","-5843.244140625"
"1","A1","4","Eim","60.89948654174805","535932.1875","-5141.0400390625"
"1","A1","5","Eim","61.2012825012207","540272.9375","-4307.232421875"
"1","A1","6","Eim","61.50307846069336","538952.125","-3427.408203125"
"1","A1","7","Eim","61.80487060546875","541255.0","-2601.0478515625"
"1","A1","8","Eim","62.106666564941406","542003.1875","-1904.61328125"
"1","A1","9","Eim","62.40846252441406","541797.25","-1369.72265625"
"1","A1","10","Eim","62.71025848388672","541867.625","-983.5576171875"
"1","A1","11","Eim","63.012054443359375","542803.625","-704.3212890625"
"1","A1","12","Eim","63.31385040283203","541812.5625","-482.2978515625"
"1","A1","13","Eim","63.61564636230469","542962.375","-276.0673828125"
"1","A1","14","Eim","63.917442321777344","543424.8125","-57.79296875"
"1","A1","15","Eim","64.21923828125","544110.125","189.8642578125"
"1","A1","16","Eim","64.52103424072266","542717.25","478.2890625"
"1","A1","17","Eim","64.82283020019531","542477.4375","812.54296875"
"1","A1","18","Eim","65.12462615966797","543666.125","1187.388671875"
"1","A1","19","Eim","65.42642211914062","544200.25","1585.56103515625"
"1","A1","20","Eim","65.72821807861328","542091.125","1983.7841796875"
"1","A1","21","Eim","66.03001403808594","542506.8125","2362.57421875"
"1","A1","22","Eim","66.3318099975586","541315.0","2714.4384765625"
"1","A1","23","Eim","66.63360595703125","539648.875","3045.44287109375"
"1","A1","24","Eim","66.9354019165039","540083.0","3372.71484375"
"1","A1","25","Eim","67.23719787597656","538926.3125","3720.16015625"
"1","A1","26","Eim","67.53899383544922","536679.3125","4112.318359375"
"1","A1","27","Eim","67.84078979492188","535757.25","4566.30859375"
"1","A1","28","Eim","68.142578125","534447.0","5082.94140625"
"1","A1","29","Eim","68.44438171386719","535144.375","5642.8896484375"
"1","A1","30","Eim","68.74617004394531","530344.4375","6212.22265625"
"1","A1","31","Eim","69.04796600341797","530482.5","6754.5673828125"
"1","A1","32","Eim","69.34976196289062","526144.3125","7245.2392578125"
"1","A1","33","Eim","69.65155792236328","525674.3125","7678.84326171875"
"1","A1","34","Eim","69.95335388183594","521420.5","8071.87353515625"
"1","A1","35","Eim","70.2551498413086","520185.90625","8457.3173828125"
"1","A1","36","Eim","70.55694580078125","515179.8125","8892.69140625"
"1","A1","37","Eim","70.8587417602539","514417.59375","9466.8525390625"
"1","A1","38","Eim","71.16053771972656","511675.625","10140.1123046875"
"1","A1","39","Eim","71.46233367919922","507465.25","10903.3427734375"
"1","A1","40","Eim","71.76412963867188","504458.15625","11722.095703125"
"1","A1","41","Eim","72.06592559814453","501332.46875","12552.025390625"
"1","A1","42","Eim","72.36772155761719","497612.625","13360.32421875"
"1","A1","43","Eim","72.66951751708984","491535.125","14141.0927734375"
"1","A1","44","Eim","72.9713134765625","487867.15625","14913.951171875"
"1","A1","45","Eim","73.27310943603516","482765.53125","15703.201171875"
"1","A1","46","Eim","73.57490539550781","479123.78125","16511.484375"
"1","A1","47","Eim","73.87670135498047","476125.03125","17308.203125"
"1","A1","48","Eim","74.17849731445312","468450.0","18043.23046875"
"1","A1","49","Eim","74.48029327392578","461750.28125","18676.224609375"
"1","A1","50","Eim","74.78208923339844","457445.21875","19202.853515625"
"1","A1","51","Eim","75.0838851928711","450514.75","19660.35546875"
"1","A1","52","Eim","75.38568115234375","445670.875","20112.51953125"
"1","A1","53","Eim","75.6874771118164","438066.125","20624.62890625"
"1","A1","54","Eim","75.98927307128906","432636.1875","21242.806640625"
"1","A1","55","Eim","76.29106140136719","428057.625","21992.45703125"
"1","A1","56","Eim","76.59286499023438","421683.59375","22894.1328125"
"1","A1","57","Eim","76.8946533203125","411940.0","23985.0234375"
