# File Name: qPCR_eimeria_field_faeces_JK_07022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 03:13:22 PM UTC
# Run End Date/Time: 2022-02-07 04:31:26 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:41:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:41:11 PM UTC
"Well","Well Position","Cycle Number","SYBR","ROX"
"1","A1","1","136571.88","157566.81"
"1","A1","2","59787.902","152209.31"
"1","A1","3","138995.25","158137.48"
"1","A1","4","60482.348","152266.12"
"1","A1","5","143547.56","158546.67"
"1","A1","6","61320.938","152918.67"
"1","A1","7","145548.94","158973.95"
"1","A1","8","62610.664","153204.08"
"1","A1","9","148323.11","159133.0"
"1","A1","10","63230.887","153169.25"
"1","A1","11","149070.08","159137.47"
"1","A1","12","63456.81","153178.34"
"1","A1","13","150877.17","159062.25"
"1","A1","14","64858.438","153147.84"
"1","A1","15","152490.12","159076.98"
"1","A1","16","66157.625","153265.8"
"1","A1","17","153948.98","158529.1"
"1","A1","18","67129.88","153184.95"
"1","A1","19","156105.5","158335.05"
"1","A1","20","67628.59","153208.02"
"1","A1","21","156421.66","158502.75"
"1","A1","22","68089.69","153693.48"
"1","A1","23","156476.45","158542.2"
"1","A1","24","68210.99","153735.48"
"1","A1","25","158274.12","158658.47"
"1","A1","26","68510.29","153645.89"
"1","A1","27","158913.16","158555.31"
"1","A1","28","69140.48","153391.5"
"1","A1","29","160272.83","158424.08"
"1","A1","30","69747.32","153211.67"
"1","A1","31","161172.38","158430.77"
"1","A1","32","69644.305","153141.48"
"1","A1","33","162187.67","158545.77"
"1","A1","34","69704.5","153315.11"
"1","A1","35","162824.19","158840.77"
"1","A1","36","71083.2","153521.9"
"1","A1","37","162827.69","158870.73"
"1","A1","38","71210.62","153637.97"
"1","A1","39","164080.55","158863.86"
"1","A1","40","71465.57","153683.61"
"1","A1","41","164789.17","158959.86"
"1","A1","42","72003.65","153573.75"
"1","A1","43","165485.42","159096.52"
"1","A1","44","71882.016","153405.11"
"1","A1","45","165448.56","159045.6"
"1","A1","46","71613.45","153143.17"
"1","A1","47","165611.56","159031.42"
"1","A1","48","71860.8","153121.1"
"1","A1","49","166877.9","158491.95"
"1","A1","50","72109.4","153538.56"
"1","A1","51","167333.78","158341.16"
"1","A1","52","72755.586","153438.95"
"1","A1","53","168202.67","158647.12"
"1","A1","54","73618.91","152792.89"
"1","A1","55","168913.2","158695.62"
"1","A1","56","75112.43","152696.4"
"1","A1","57","170418.27","158990.78"
"1","A1","58","76311.44","153119.62"
"1","A1","59","171768.48","159139.88"
"1","A1","60","78841.766","153175.84"
"1","A1","61","175193.2","159085.08"
"1","A1","62","82303.25","153271.2"
"1","A1","63","179504.58","158924.56"
"1","A1","64","89281.36","153288.95"
"1","A1","65","188648.12","158827.75"
"1","A1","66","100879.49","153232.83"
"1","A1","67","203702.33","158904.69"
"1","A1","68","120697.055","153304.23"
"1","A1","69","228923.83","158865.86"
"1","A1","70","155774.88","153341.3"
"1","A1","71","269173.62","159007.06"
"1","A1","72","209363.48","153688.66"
"1","A1","73","323520.88","158906.23"
"1","A1","74","279827.9","153645.08"
"1","A1","75","383468.72","158837.66"
"1","A1","76","346673.06","153449.94"
"1","A1","77","444799.72","159055.92"
"1","A1","78","386420.44","153426.22"
"1","A1","79","484442.66","158994.56"
"1","A1","80","398346.44","153837.12"
"1","A1","81","525813.7","0.0"
"1","A1","82","532166.44","0.0"
"1","A1","83","533979.56","0.0"
"1","A1","84","535932.2","0.0"
"1","A1","85","540272.94","0.0"
"1","A1","86","538952.1","0.0"
"1","A1","87","541255.0","0.0"
"1","A1","88","542003.2","0.0"
"1","A1","89","541797.25","0.0"
"1","A1","90","541867.6","0.0"
"1","A1","91","542803.6","0.0"
"1","A1","92","541812.56","0.0"
"1","A1","93","542962.4","0.0"
"1","A1","94","543424.8","0.0"
"1","A1","95","544110.1","0.0"
"1","A1","96","542717.25","0.0"
"1","A1","97","542477.44","0.0"
"1","A1","98","543666.1","0.0"
"1","A1","99","544200.25","0.0"
"1","A1","100","542091.1","0.0"
"1","A1","101","542506.8","0.0"
"1","A1","102","541315.0","0.0"
"1","A1","103","539648.9","0.0"
"1","A1","104","540083.0","0.0"
"1","A1","105","538926.3","0.0"
"1","A1","106","536679.3","0.0"
"1","A1","107","535757.25","0.0"
"1","A1","108","534447.0","0.0"
"1","A1","109","535144.4","0.0"
"1","A1","110","530344.44","0.0"
"1","A1","111","530482.5","0.0"
"1","A1","112","526144.3","0.0"
"1","A1","113","525674.3","0.0"
"1","A1","114","521420.5","0.0"
"1","A1","115","520185.9","0.0"
"1","A1","116","515179.8","0.0"
"1","A1","117","514417.6","0.0"
"1","A1","118","511675.62","0.0"
"1","A1","119","507465.25","0.0"
"1","A1","120","504458.16","0.0"
"1","A1","121","501332.47","0.0"
"1","A1","122","497612.62","0.0"
"1","A1","123","491535.12","0.0"
"1","A1","124","487867.16","0.0"
"1","A1","125","482765.53","0.0"
"1","A1","126","479123.78","0.0"
"1","A1","127","476125.03","0.0"
"1","A1","128","468450.0","0.0"
"1","A1","129","461750.28","0.0"
"1","A1","130","457445.22","0.0"
"1","A1","131","450514.75","0.0"
"1","A1","132","445670.88","0.0"
"1","A1","133","438066.12","0.0"
"1","A1","134","432636.2","0.0"
"1","A1","135","428057.62","0.0"
"1","A1","136","421683.6","0.0"
"1","A1","137","411940.0","0.0"
"1","A1","138","405198.66","0.0"
"1","A1","139","399570.3","0.0"
"1","A1","140","392642.72","0.0"
"1","A1","141","385190.28","0.0"
"1","A1","142","373825.06","0.0"
"1","A1","143","364409.97","0.0"
"1","A1","144","353310.16","0.0"
"1","A1","145","342099.12","0.0"
"1","A1","146","326780.97","0.0"
"1","A1","147","312264.25","0.0"
"1","A1","148","300241.72","0.0"
"1","A1","149","286937.3","0.0"
"1","A1","150","272912.88","0.0"
"1","A1","151","259215.19","0.0"
"1","A1","152","246589.0","0.0"
"1","A1","153","237252.86","0.0"
"1","A1","154","227156.03","0.0"
"1","A1","155","215292.67","0.0"
"1","A1","156","203047.3","0.0"
"1","A1","157","193783.98","0.0"
"1","A1","158","183189.67","0.0"
"1","A1","159","172832.48","0.0"
"1","A1","160","160600.58","0.0"
"1","A1","161","149787.1","0.0"
"1","A1","162","134559.34","0.0"
"1","A1","163","123160.266","0.0"
"1","A1","164","112315.63","0.0"
"1","A1","165","101256.875","0.0"
"1","A1","166","92351.22","0.0"
"1","A1","167","82241.414","0.0"
"1","A1","168","73127.195","0.0"
"1","A1","169","64816.812","0.0"
"1","A1","170","51598.44","0.0"
"1","A1","171","43178.914","0.0"
"1","A1","172","40539.26","0.0"
"1","A1","173","39979.22","0.0"
"1","A1","174","40820.15","0.0"
"1","A1","175","37722.652","0.0"
"1","A1","176","36232.723","0.0"
"1","A1","177","35973.098","0.0"
"1","A1","178","35377.438","0.0"
"1","A1","179","36877.285","0.0"
"1","A1","180","34446.117","0.0"
"1","A1","181","35124.992","0.0"
"1","A1","182","35009.516","0.0"
"1","A1","183","34754.1","0.0"
"1","A1","184","34248.016","0.0"
"1","A1","185","35153.938","0.0"
"1","A1","186","34458.24","0.0"
"1","A1","187","33537.88","0.0"
"1","A1","188","33496.43","0.0"
"1","A1","189","33318.895","0.0"
"1","A1","190","33122.953","0.0"
"1","A1","191","32331.887","0.0"
"1","A1","192","31610.098","0.0"
"1","A1","193","33310.867","0.0"
"1","A1","194","32011.053","0.0"
"1","A1","195","33825.64","0.0"
"1","A1","196","30900.041","0.0"
"2","A2","1","124824.05","127880.64"
"2","A2","2","49016.33","123442.89"
"2","A2","3","126766.02","128212.55"
"2","A2","4","49868.215","123840.42"
"2","A2","5","130259.05","128466.57"
"2","A2","6","50753.703","123964.55"
"2","A2","7","132404.5","128654.97"
"2","A2","8","53056.223","123989.64"
"2","A2","9","134533.92","128680.88"
"2","A2","10","53320.273","124019.87"
"2","A2","11","136165.27","128558.03"
"2","A2","12","53460.72","124175.96"
"2","A2","13","137629.69","128448.6"
"2","A2","14","54989.633","123974.39"
"2","A2","15","139087.89","128466.09"
"2","A2","16","55220.434","123788.16"
"2","A2","17","140890.56","128552.16"
"2","A2","18","55623.53","123706.484"
"2","A2","19","142666.03","128407.99"
"2","A2","20","56777.125","123814.89"
"2","A2","21","143522.42","128310.53"
"2","A2","22","57636.516","123994.57"
"2","A2","23","143936.17","128424.016"
"2","A2","24","57732.082","123999.88"
"2","A2","25","144296.56","128632.21"
"2","A2","26","57663.98","123966.23"
"2","A2","27","145184.17","128650.664"
"2","A2","28","58512.492","124081.88"
"2","A2","29","145486.66","128840.55"
"2","A2","30","59277.25","123983.8"
"2","A2","31","146600.0","128815.055"
"2","A2","32","59521.168","123897.96"
"2","A2","33","146968.17","128764.164"
"2","A2","34","59464.61","123994.305"
"2","A2","35","147285.53","128541.45"
"2","A2","36","59643.2","124095.42"
"2","A2","37","148327.95","128526.17"
"2","A2","38","60133.652","124259.53"
"2","A2","39","148928.23","129014.98"
"2","A2","40","60184.08","124214.64"
"2","A2","41","148887.05","129203.37"
"2","A2","42","59665.64","124197.95"
"2","A2","43","148974.14","129163.3"
"2","A2","44","59258.188","124121.5"
"2","A2","45","149455.33","129371.516"
"2","A2","46","59486.26","124219.88"
"2","A2","47","149725.3","129546.87"
"2","A2","48","60757.03","124624.47"
"2","A2","49","151843.75","129311.13"
"2","A2","50","61229.133","124894.516"
"2","A2","51","152210.17","129151.48"
"2","A2","52","62555.223","124690.29"
"2","A2","53","152139.22","129247.37"
"2","A2","54","62661.316","124582.055"
"2","A2","55","152446.12","129527.06"
"2","A2","56","63121.41","124791.414"
"2","A2","57","154552.22","129608.43"
"2","A2","58","64827.645","124876.41"
"2","A2","59","157495.27","129641.89"
"2","A2","60","68034.555","125092.664"
"2","A2","61","161875.84","129657.25"
"2","A2","62","72079.76","125441.2"
"2","A2","63","168245.19","129725.5"
"2","A2","64","80086.87","125472.266"
"2","A2","65","181308.52","129855.305"
"2","A2","66","95557.805","125537.57"
"2","A2","67","204490.77","129925.79"
"2","A2","68","121393.055","125542.51"
"2","A2","69","239141.94","130106.3"
"2","A2","70","163735.17","125426.52"
"2","A2","71","285241.3","130119.305"
"2","A2","72","222838.4","125497.625"
"2","A2","73","334409.28","130062.766"
"2","A2","74","283056.5","125676.16"
"2","A2","75","380829.72","130357.98"
"2","A2","76","324632.44","125571.234"
"2","A2","77","431073.22","130465.695"
"2","A2","78","342406.66","125529.805"
"2","A2","79","469243.1","130399.336"
"2","A2","80","350596.06","125743.61"
"2","A2","81","494700.56","0.0"
"2","A2","82","497466.6","0.0"
"2","A2","83","499607.0","0.0"
"2","A2","84","501400.72","0.0"
"2","A2","85","501222.22","0.0"
"2","A2","86","500754.72","0.0"
"2","A2","87","500238.5","0.0"
"2","A2","88","499640.94","0.0"
"2","A2","89","498477.25","0.0"
"2","A2","90","496951.22","0.0"
"2","A2","91","496329.34","0.0"
"2","A2","92","497488.5","0.0"
"2","A2","93","496286.5","0.0"
"2","A2","94","496685.1","0.0"
"2","A2","95","495993.62","0.0"
"2","A2","96","494814.8","0.0"
"2","A2","97","493468.2","0.0"
"2","A2","98","492514.62","0.0"
"2","A2","99","492403.53","0.0"
"2","A2","100","488094.72","0.0"
"2","A2","101","487514.78","0.0"
"2","A2","102","487827.6","0.0"
"2","A2","103","483529.53","0.0"
"2","A2","104","483491.2","0.0"
"2","A2","105","481796.78","0.0"
"2","A2","106","480158.34","0.0"
"2","A2","107","476789.97","0.0"
"2","A2","108","474062.53","0.0"
"2","A2","109","471427.53","0.0"
"2","A2","110","467986.78","0.0"
"2","A2","111","466789.9","0.0"
"2","A2","112","464922.75","0.0"
"2","A2","113","459142.12","0.0"
"2","A2","114","458613.97","0.0"
"2","A2","115","453954.84","0.0"
"2","A2","116","451947.03","0.0"
"2","A2","117","448726.8","0.0"
"2","A2","118","445241.12","0.0"
"2","A2","119","441459.38","0.0"
"2","A2","120","438709.72","0.0"
"2","A2","121","433685.16","0.0"
"2","A2","122","430713.0","0.0"
"2","A2","123","424257.8","0.0"
"2","A2","124","422746.5","0.0"
"2","A2","125","418868.5","0.0"
"2","A2","126","413703.22","0.0"
"2","A2","127","408503.9","0.0"
"2","A2","128","402782.3","0.0"
"2","A2","129","398667.97","0.0"
"2","A2","130","394834.38","0.0"
"2","A2","131","388307.5","0.0"
"2","A2","132","383236.72","0.0"
"2","A2","133","378532.38","0.0"
"2","A2","134","374514.5","0.0"
"2","A2","135","366009.3","0.0"
"2","A2","136","360852.7","0.0"
"2","A2","137","353589.38","0.0"
"2","A2","138","348279.5","0.0"
"2","A2","139","341203.94","0.0"
"2","A2","140","333971.84","0.0"
"2","A2","141","326581.75","0.0"
"2","A2","142","316684.5","0.0"
"2","A2","143","310820.78","0.0"
"2","A2","144","303453.8","0.0"
"2","A2","145","295397.38","0.0"
"2","A2","146","289170.78","0.0"
"2","A2","147","279865.0","0.0"
"2","A2","148","274079.16","0.0"
"2","A2","149","261491.72","0.0"
"2","A2","150","247667.0","0.0"
"2","A2","151","238202.84","0.0"
"2","A2","152","228449.25","0.0"
"2","A2","153","221386.77","0.0"
"2","A2","154","213039.67","0.0"
"2","A2","155","203531.7","0.0"
"2","A2","156","194652.06","0.0"
"2","A2","157","188042.67","0.0"
"2","A2","158","180341.69","0.0"
"2","A2","159","171124.17","0.0"
"2","A2","160","162610.25","0.0"
"2","A2","161","149001.75","0.0"
"2","A2","162","133648.22","0.0"
"2","A2","163","118471.99","0.0"
"2","A2","164","97790.31","0.0"
"2","A2","165","86449.68","0.0"
"2","A2","166","79717.01","0.0"
"2","A2","167","72219.63","0.0"
"2","A2","168","58816.44","0.0"
"2","A2","169","45272.72","0.0"
"2","A2","170","33388.48","0.0"
"2","A2","171","28428.201","0.0"
"2","A2","172","28570.709","0.0"
"2","A2","173","28302.232","0.0"
"2","A2","174","28070.16","0.0"
"2","A2","175","28372.957","0.0"
"2","A2","176","26986.18","0.0"
"2","A2","177","26001.076","0.0"
"2","A2","178","26458.21","0.0"
"2","A2","179","26240.598","0.0"
"2","A2","180","25098.637","0.0"
"2","A2","181","24932.76","0.0"
"2","A2","182","25298.797","0.0"
"2","A2","183","24933.344","0.0"
"2","A2","184","25312.453","0.0"
"2","A2","185","25429.95","0.0"
"2","A2","186","25837.355","0.0"
"2","A2","187","24603.564","0.0"
"2","A2","188","25127.371","0.0"
"2","A2","189","23646.137","0.0"
"2","A2","190","24770.938","0.0"
"2","A2","191","23404.68","0.0"
"2","A2","192","23120.357","0.0"
"2","A2","193","22626.71","0.0"
"2","A2","194","22731.574","0.0"
"2","A2","195","23793.646","0.0"
"2","A2","196","22624.117","0.0"
"3","A3","1","131750.86","129758.58"
"3","A3","2","44947.78","125052.1"
"3","A3","3","134724.69","129957.2"
"3","A3","4","46246.383","125200.52"
"3","A3","5","139195.17","130217.625"
"3","A3","6","47809.78","125268.99"
"3","A3","7","142818.3","130201.75"
"3","A3","8","50267.227","125481.95"
"3","A3","9","146005.47","130156.37"
"3","A3","10","52103.094","125694.164"
"3","A3","11","148019.88","130217.414"
"3","A3","12","52543.176","125716.65"
"3","A3","13","150347.22","130006.375"
"3","A3","14","53422.086","125685.73"
"3","A3","15","151479.73","129942.59"
"3","A3","16","54669.02","125825.68"
"3","A3","17","153050.75","130127.97"
"3","A3","18","55149.85","125862.56"
"3","A3","19","155204.4","130220.72"
"3","A3","20","55956.24","126172.81"
"3","A3","21","156632.25","130301.49"
"3","A3","22","56641.598","126345.92"
"3","A3","23","157289.98","130263.61"
"3","A3","24","56802.414","126251.805"
"3","A3","25","158223.67","130324.06"
"3","A3","26","58240.992","126049.19"
"3","A3","27","158623.28","130418.305"
"3","A3","28","59354.07","125951.76"
"3","A3","29","160909.6","130328.99"
"3","A3","30","59288.945","126031.94"
"3","A3","31","161017.78","130274.13"
"3","A3","32","59453.72","126012.62"
"3","A3","33","160775.9","130417.78"
"3","A3","34","59729.773","126070.336"
"3","A3","35","162280.58","130417.84"
"3","A3","36","60297.742","126005.27"
"3","A3","37","163806.05","130375.37"
"3","A3","38","60404.38","125902.31"
"3","A3","39","164735.9","130294.02"
"3","A3","40","61430.62","125945.27"
"3","A3","41","164966.36","130325.68"
"3","A3","42","61474.84","126182.18"
"3","A3","43","165816.03","130534.13"
"3","A3","44","61819.977","126177.79"
"3","A3","45","166463.23","130533.56"
"3","A3","46","61823.816","126282.82"
"3","A3","47","166854.4","130602.95"
"3","A3","48","61780.562","126360.03"
"3","A3","49","167552.58","130556.26"
"3","A3","50","63207.34","126342.88"
"3","A3","51","167180.77","130658.63"
"3","A3","52","64355.285","126596.29"
"3","A3","53","167136.4","130941.24"
"3","A3","54","64538.31","126640.61"
"3","A3","55","168591.95","130950.57"
"3","A3","56","65183.297","126302.43"
"3","A3","57","171409.36","131082.88"
"3","A3","58","67204.41","126211.586"
"3","A3","59","175137.4","131134.88"
"3","A3","60","70978.28","126546.25"
"3","A3","61","181353.17","131117.56"
"3","A3","62","75726.16","126648.62"
"3","A3","63","189569.88","131211.34"
"3","A3","64","85780.96","126558.234"
"3","A3","65","204861.52","131295.48"
"3","A3","66","103795.99","126619.555"
"3","A3","67","232275.6","131162.39"
"3","A3","68","133969.56","126838.4"
"3","A3","69","272805.16","131023.016"
"3","A3","70","181658.19","126908.766"
"3","A3","71","320651.8","130963.89"
"3","A3","72","243274.9","127021.56"
"3","A3","73","370736.97","130865.01"
"3","A3","74","298855.8","126919.66"
"3","A3","75","418297.22","130826.91"
"3","A3","76","326202.22","126803.9"
"3","A3","77","468742.4","130799.375"
"3","A3","78","336853.16","126818.25"
"3","A3","79","504967.34","131043.31"
"3","A3","80","340049.78","127236.32"
"3","A3","81","504429.3","0.0"
"3","A3","82","507418.22","0.0"
"3","A3","83","509168.0","0.0"
