# File Name: qPCR_eimeria_field_faeces_JK_07022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 03:13:22 PM UTC
# Run End Date/Time: 2022-02-07 04:31:26 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:41:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:41:11 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"1","A1","1","139172.02","46045.832","156772.22"
"2","A2","1","127289.23","39961.785","127433.53"
"3","A3","1","132961.62","42821.625","129506.62"
"4","A4","1","91848.3","32866.453","113665.14"
"5","A5","1","73127.37","24937.924","77973.99"
"6","A6","1","98993.37","32115.32","101009.11"
"7","A7","1","64520.438","31055.854","128918.48"
"8","A8","1","93182.02","32629.432","110301.516"
"9","A9","1","99820.53","31547.254","94485.734"
"10","A10","1","73739.82","27308.105","96656.484"
"11","A11","1","87517.57","29858.19","105364.97"
"12","A12","1","96433.03","32692.367","117155.2"
"13","B1","1","118557.93","37766.723","124462.625"
"14","B2","1","147011.06","44833.32","130737.55"
"15","B3","1","160932.55","45894.1","129340.48"
"16","B4","1","143727.6","41367.297","123298.54"
"17","B5","1","125464.23","36340.65","109343.95"
"18","B6","1","135342.73","36008.11","97645.57"
"19","B7","1","109555.664","36186.402","118868.836"
"20","B8","1","93694.164","29528.832","98114.94"
"21","B9","1","97358.01","30845.309","100089.85"
"22","B10","1","78883.72","29236.129","101161.54"
"23","B11","1","92853.734","28245.686","93400.59"
"24","B12","1","80827.72","26959.81","82634.125"
"25","C1","1","107744.16","42091.56","144934.05"
"26","C2","1","139398.95","41674.055","116726.805"
"27","C3","1","145269.9","41743.5","114704.914"
"28","C4","1","169923.81","48271.016","139437.14"
"29","C5","1","139417.48","36553.035","99580.02"
"30","C6","1","155388.11","38673.004","100896.91"
"31","C7","1","111463.94","38596.508","129130.77"
"32","C8","1","96661.63","29785.77","93172.266"
"33","C9","1","101715.02","33487.844","101770.37"
"34","C10","1","112681.48","41077.25","142293.72"
"35","C11","1","82485.336","26591.367","84978.48"
"36","C12","1","88924.11","29175.428","92208.74"
"37","D1","1","186535.44","54715.24","147243.72"
"38","D2","1","249239.97","59368.188","124490.47"
"39","D3","1","235304.81","51364.523","102727.9"
"40","D4","1","177038.44","50210.926","147384.69"
"41","D5","1","160516.19","44919.004","128345.51"
"42","D6","1","131934.78","35494.805","104306.84"
"43","D7","1","94765.84","35311.25","121047.03"
"44","D8","1","91371.01","31371.996","110192.9"
"45","D9","1","77772.336","26628.287","90789.625"
"46","D10","1","137894.92","39699.363","112022.26"
"47","D11","1","115113.59","33256.79","90570.336"
"48","D12","1","142542.0","43471.92","117605.4"
"49","E1","1","125967.555","43456.754","149196.52"
"50","E2","1","147980.1","45255.9","137537.11"
"51","E3","1","108095.445","31867.758","93080.76"
"52","E4","1","171409.45","46457.867","124915.89"
"53","E5","1","157061.25","39365.64","103193.05"
"54","E6","1","152381.33","38366.96","98497.01"
"55","E7","1","103325.3","42956.43","140103.05"
"56","E8","1","97002.055","30528.707","95854.055"
"57","E9","1","88568.14","28834.893","89282.75"
"58","E10","1","151043.95","47253.31","136785.86"
"59","E11","1","141578.34","38578.562","101073.51"
"60","E12","1","151215.92","42972.68","103028.09"
"61","F1","1","106376.766","39058.332","144651.48"
"62","F2","1","100802.266","32716.889","105546.06"
"63","F3","1","107090.26","29858.4","86353.4"
"64","F4","1","113571.336","35714.88","114095.23"
"65","F5","1","135769.34","38282.5","108304.88"
"66","F6","1","140433.28","32457.4","81195.06"
"67","F7","1","92984.92","30440.848","95244.3"
"68","F8","1","88182.484","26928.652","81511.14"
"69","F9","1","75126.48","23001.424","70907.93"
"70","F10","1","99287.27","31713.03","95882.266"
"71","F11","1","143060.12","40789.773","111375.234"
"72","F12","1","151965.2","43951.043","115880.66"
"73","G1","1","116198.445","39577.543","133318.31"
"74","G2","1","123267.04","37628.004","115863.25"
"75","G3","1","128717.02","38256.836","112001.81"
"76","G4","1","122231.875","41682.934","131079.19"
"77","G5","1","134954.36","40372.37","116575.37"
"78","G6","1","141150.83","38738.453","109658.37"
"79","G7","1","111203.11","39634.188","133320.4"
"80","G8","1","87794.195","29876.006","98517.71"
"81","G9","1","68482.414","24084.248","83789.83"
"82","G10","1","74361.92","31184.3","112969.97"
"83","G11","1","98628.55","35336.88","118287.08"
"84","G12","1","110150.05","35903.336","115506.805"
"85","H1","1","143650.95","50844.527","164731.83"
"86","H2","1","138978.88","44641.375","129356.41"
"87","H3","1","137346.36","43286.383","129235.125"
"88","H4","1","106911.625","41578.0","141726.14"
"89","H5","1","110745.92","37325.414","115348.99"
"90","H6","1","106924.37","35216.938","110766.75"
"91","H7","1","121276.56","43362.02","142705.44"
"92","H8","1","121280.35","38716.91","119835.35"
"93","H9","1","96826.41","29785.258","88742.07"
"94","H10","1","58029.645","28422.424","115771.22"
"95","H11","1","49706.1","27211.686","118779.35"
"96","H12","1","59566.508","28950.54","136830.0"
"1","A1","1","65158.22","32618.85","152365.78"
"2","A2","1","53236.984","27461.865","122873.56"
"3","A3","1","48722.867","29729.191","124832.94"
"4","A4","1","51559.727","25898.986","109350.26"
"5","A5","1","24587.26","18432.309","74663.5"
"6","A6","1","35841.055","23347.66","96462.63"
"7","A7","1","41429.64","27852.3","123122.04"
"8","A8","1","47695.84","25912.256","105260.664"
"9","A9","1","40896.26","23212.332","91097.02"
"10","A10","1","36150.48","21375.072","93317.74"
"11","A11","1","45986.812","22856.137","101191.31"
"12","A12","1","50259.33","25858.977","113127.64"
"13","B1","1","54721.504","26822.639","119075.06"
"14","B2","1","65048.12","32098.113","124229.055"
"15","B3","1","65770.92","31947.137","123391.516"
"16","B4","1","68768.836","30991.11","117875.68"
"17","B5","1","62672.727","27631.482","104028.47"
"18","B6","1","58079.87","25401.992","93837.36"
"19","B7","1","59773.42","29712.97","113402.21"
"20","B8","1","49766.5","23534.248","93431.71"
"21","B9","1","48853.496","24519.564","96646.55"
"22","B10","1","40509.324","24428.992","96917.234"
"23","B11","1","48882.47","22048.863","88700.23"
"24","B12","1","34249.3","19331.695","79281.445"
"25","C1","1","46327.387","31503.943","139065.69"
"26","C2","1","59557.44","28648.584","111899.914"
"27","C3","1","53076.81","28300.412","109704.96"
"28","C4","1","78616.13","35333.64","133530.1"
"29","C5","1","61919.633","26531.596","95295.984"
"30","C6","1","65649.24","26589.225","96250.62"
