# File Name: qPCR_eimeria_field_faeces_JK_07022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 03:13:22 PM UTC
# Run End Date/Time: 2022-02-07 04:31:26 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:41:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:41:10 PM UTC
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"1","A1","false","AA614","Eim","UNKNOWN","SYBR","None","Amp","1.4379265329773094","","","32.4608173064874","0.9285417079480425","31.98295530282083","0.42500568522695475","true","0.10660983938453236","true","3","28","80.21440887451172","83.8359603881836","",""
"2","A2","false","AA614","Eim","UNKNOWN","SYBR","None","Amp","1.4540141940955729","","","31.840801165807612","0.9198219563766191","31.98295530282083","0.42500568522695475","true","0.10660983938453236","true","3","28","84.59044647216797","80.81800079345703","",""
"3","A3","false","AA614","Eim","UNKNOWN","SYBR","None","Amp","1.4398734329409622","","","31.64724743616747","0.8825364882403572","31.98295530282083","0.42500568522695475","true","0.10660983938453236","true","3","27","75.0838851928711","80.81800079345703","",""
"4","A4","false","AA598","Eim","UNKNOWN","SYBR","None","Amp","1.4483708108900446","","","31.89240266778266","0.8996915146141092","32.09684375279593","0.6695408463845437","true","0.10660983938453236","true","3","28","80.36531066894531","","",""
"5","A5","false","AA598","Eim","UNKNOWN","SYBR","None","Amp","1.4859736820048262","","","32.844771525436","0.8421314123123882","32.09684375279593","0.6695408463845437","true","0.10660983938453236","true","3","28","80.38135528564453","","",""
"6","A6","false","AA598","Eim","UNKNOWN","SYBR","None","Amp","1.4722244642397964","","","31.553357065169102","0.8572235570659882","32.09684375279593","0.6695408463845437","true","0.10660983938453236","true","3","28","80.53237915039062","74.18939971923828","",""
"7","A7","false","AA735","Eim","UNKNOWN","SYBR","None","Amp","1.468794356142329","","","31.446838682231274","0.9672132942698501","31.971342668798467","0.6137907308310029","true","0.10660983938453236","true","3","27","82.04261779785156","","",""
"8","A8","false","AA735","Eim","UNKNOWN","SYBR","None","Amp","1.4445239996849575","","","31.82078630786627","0.8701808623472375","31.971342668798467","0.6137907308310029","true","0.10660983938453236","true","3","27","82.19363403320312","74.64247131347656","",""
"9","A9","false","AA735","Eim","UNKNOWN","SYBR","None","Amp","1.4641202365002568","","","32.64640301629785","0.8200495484154573","31.971342668798467","0.6137907308310029","true","0.10660983938453236","true","3","29","82.51618957519531","","",""
"10","A10","false","AA754","Eim","UNKNOWN","SYBR","None","Amp","1.4279558655345506","","","30.25586318764355","0.8977639371407885","30.183923841780445","0.3172906355146365","true","0.10660983938453236","true","3","26","75.26074981689453","","",""
"11","A11","false","AA754","Eim","UNKNOWN","SYBR","None","Amp","1.4339499229997306","","","29.836840210189287","0.9125365630048047","30.183923841780445","0.3172906355146365","true","0.10660983938453236","true","3","26","75.26074981689453","","",""
"12","A12","false","AA754","Eim","UNKNOWN","SYBR","None","Amp","1.4422969636884917","","","30.459068127508502","0.9075337559260328","30.183923841780445","0.3172906355146365","true","0.10660983938453236","true","3","26","75.26074981689453","","",""
"13","B1","false","AA547","Eim","UNKNOWN","SYBR","None","Amp","1.4365870948329214","","","30.441461437027222","0.9597370524915346","31.128100170789306","0.6478319071972439","true","0.10660983938453236","true","3","25","84.28865051269531","","",""
"14","B2","false","AA547","Eim","UNKNOWN","SYBR","None","Amp","1.4639025678001623","","","31.21435608838943","0.920138926006925","31.128100170789306","0.6478319071972439","true","0.10660983938453236","true","3","27","84.59044647216797","77.6491470336914","",""
"15","B3","false","AA547","Eim","UNKNOWN","SYBR","None","Amp","1.4572669772530191","","","31.728482986951263","0.8845375500163494","31.128100170789306","0.6478319071972439","true","0.10660983938453236","true","3","27","84.28865051269531","","",""
"16","B4","false","AA605","Eim","UNKNOWN","SYBR","None","Amp","1.4279567943490552","","","31.864769743029953","0.800386962620799","32.31168051319539","0.49548205812850565","true","0.10660983938453236","true","3","28","74.63118743896484","","",""
