# File Name: qPCR_eimeria_field_faeces_JK_07022022_3.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 03:13:22 PM UTC
# Run End Date/Time: 2022-02-07 04:31:26 PM UTC
# Run Duration: 78 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:41:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:41:10 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.39280053973197937","-0.013970927723452596","AA614","false"
"1","A1","2","Eim","0.39721474051475525","-0.012545988559722885","AA614","false"
"1","A1","3","Eim","0.4010035991668701","-0.011746391526654241","AA614","false"
"1","A1","4","Eim","0.4086749255657196","-0.007064326746850978","AA614","false"
"1","A1","5","Eim","0.412817120552063","-0.005911393379553763","AA614","false"
"1","A1","6","Eim","0.41426748037338257","-0.0074502951772804065","AA614","false"
"1","A1","7","Eim","0.423502117395401","-0.001204919774308142","AA614","false"
"1","A1","8","Eim","0.43165290355682373","0.003956604768068363","AA614","false"
"1","A1","9","Eim","0.43822765350341797","0.007542093095616377","AA614","false"
"1","A1","10","Eim","0.44141680002212524","0.007741977995277484","AA614","false"
"1","A1","11","Eim","0.44302260875701904","0.006358525111125059","AA614","false"
"1","A1","12","Eim","0.44369062781333923","0.004037282548399081","AA614","false"
"1","A1","13","Eim","0.44589731097221375","0.003254704088227369","AA614","false"
"1","A1","14","Eim","0.450745165348053","0.005113296845020378","AA614","false"
"1","A1","15","Eim","0.4552350342273712","0.006613904105292447","AA614","false"
"1","A1","16","Eim","0.4547709822654724","0.0031605905243474197","AA614","false"
"1","A1","17","Eim","0.45464861392974854","4.8960569577318706E-5","AA614","false"
"1","A1","18","Eim","0.46301668882369995","0.005427773844482566","AA614","false"
"1","A1","19","Eim","0.46349620819091797","0.00291803159265436","AA614","false"
"1","A1","20","Eim","0.46501752734184265","0.0014500891245328184","AA614","false"
"1","A1","21","Eim","0.4688538908958435","0.0022971910594875044","AA614","false"
"1","A1","22","Eim","0.4685764014720917","-9.695599833105507E-4","AA614","false"
"1","A1","23","Eim","0.4676241874694824","-0.0049110356049659725","AA614","false"
"1","A1","24","Eim","0.46930697560310364","-0.006217509090390981","AA614","false"
"1","A1","25","Eim","0.4696500897407532","-0.008863656571787669","AA614","false"
"1","A1","26","Eim","0.4741663336753845","-0.007336674256202489","AA614","false"
