"Code","Mouse_ID","Year","HI","HI_NLoci","Longitude","Latitude"
"CHOT1","SK_2654","2014",1,6,12.5058333333333,50.1191666666667
"CHOT1","SK_2653","2014",1,6,12.5058333333333,50.1191666666667
"DODV","SK_2711","2014",0.833333333333333,6,12.4205555555556,50.0833333333333
"DODV","SK_2698","2014",0.833333333333333,6,12.4205555555556,50.0833333333333
"HOHBG1","SK_2773","2014",0,6,12.2127777777778,50.1019444444444
"HOHBG1","SK_2772","2014",0,6,12.2127777777778,50.1019444444444
"HOWZ30","SK_2916","2014",0.916666666666667,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_2913","2014",0.833333333333333,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_2914","2014",0.833333333333333,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3354","2015",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_2899","2014",0.833333333333333,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3355","2015",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3352","2015",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3350","2015",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_2915","2014",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3120","2015",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3353","2015",1,6,14.1188888888889,52.8366666666667
"HOWZ30","SK_3351","2015",1,6,14.1188888888889,52.8366666666667
"HUR3","SK_2740","2014",0,6,12.2502777777778,50.1197222222222
"HUR3","SK_2747","2014",0,6,12.2502777777778,50.1197222222222
"HUR3","SK_2746","2014",0,6,12.2502777777778,50.1197222222222
"HUR3","SK_2717","2014",0,6,12.2502777777778,50.1197222222222
"HUR3","SK_2725","2014",0,6,12.2502777777778,50.1197222222222
"JIND31","SK_2718","2014",0.833333333333333,6,12.3975,50.1058333333333
"JIND31","SK_2735","2014",0.833333333333333,6,12.3975,50.1058333333333
"JIND31","SK_2694","2014",0.5,6,12.3975,50.1058333333333
"JIND5","SK_2867","2014",1,6,12.3988888888889,50.1066666666667
"JOACH","SK_2911","2014",0.833333333333333,6,13.7327777777778,52.9788888888889
"JOACH","SK_2891","2014",0.5,6,13.7327777777778,52.9788888888889
"JOSE","SK_2779","2014",1,6,12.5797222222222,50.2113888888889
"KAC2","SK_2661","2014",1,6,12.5066666666667,50.1488888888889
"KAC2","SK_2660","2014",1,6,12.5066666666667,50.1488888888889
"KAC2","SK_2659","2014",1,6,12.5066666666667,50.1488888888889
"KAC2","SK_2662","2014",1,6,12.5066666666667,50.1488888888889
"KOZL","SK_2667","2014",0.833333333333333,6,13.0325,50.1083333333333
"KOZL","SK_2666","2014",1,6,13.0325,50.1083333333333
"KRASIK","SK_2732","2014",1,6,12.935,49.8811111111111
"KRASIK","SK_2731","2014",1,6,12.935,49.8811111111111
"KRIZ1","SK_2765","2014",0,6,12.3894444444444,50.1975
"KRIZ1","SK_2764","2014",0,6,12.3894444444444,50.1975
"KRIZ1","SK_2767","2014",0.583333333333333,6,12.3894444444444,50.1975
"KRIZ1","SK_2781","2014",0.583333333333333,6,12.3894444444444,50.1975
"KRIZ1","SK_2766","2014",0.2,6,12.3894444444444,50.1975
"KRIZS","SK_2716","2014",0,6,12.395,50.1938888888889
"KVET3","SK_2657","2014",1,6,12.5186111111111,50.2038888888889
"KVET3","SK_2656","2014",1,6,12.5186111111111,50.2038888888889
"KVET3","SK_2658","2014",1,6,12.5186111111111,50.2038888888889
"LOUZ","SK_2784","2014",1,6,12.4547222222222,50.1058333333333
"LOUZ","SK_2883","2014",1,6,12.4547222222222,50.1058333333333
"LOUZ","SK_2786","2014",1,6,12.4547222222222,50.1058333333333
"LOUZ","SK_2783","2014",0.833333333333333,6,12.4547222222222,50.1058333333333
"LOUZ","SK_2882","2014",1,6,12.4547222222222,50.1058333333333
"LOUZ","SK_2785","2014",1,6,12.4547222222222,50.1058333333333
"MIL64","SK_2796","2014",1,6,12.4583333333333,50.1588888888889
"MIL64","SK_2797","2014",0.666666666666667,6,12.4583333333333,50.1588888888889
"MUNR","SK_2749","2014",0,6,12.2830555555556,50.0347222222222
"MUNR","SK_2748","2014",0.166666666666667,6,12.2830555555556,50.0347222222222
"MUNR","SK_2763","2014",0.166666666666667,6,12.2830555555556,50.0347222222222
"MUNR","SK_2757","2014",0.166666666666667,6,12.2830555555556,50.0347222222222
"NEB64","SK_2709","2014",1,6,12.4558333333333,50.1152777777778
"NEB64","SK_2707","2014",1,6,12.4558333333333,50.1152777777778
"NEB64","SK_2706","2014",0.833333333333333,6,12.4558333333333,50.1152777777778
"NEB64","SK_2708","2014",1,6,12.4558333333333,50.1152777777778
"NEBFP","SK_2762","2014",0.75,6,12.4702777777778,50.1147222222222
"NEBFP","SK_2872","2014",1,6,12.4702777777778,50.1147222222222
"NEPO1","SK_2679","2014",1,6,13.3066666666667,50.2161111111111
"NEPO1","SK_2672","2014",1,6,13.3066666666667,50.2161111111111
"NVCH1","SK_2714","2014",0.5,6,12.4205555555556,50.1775
"NVCH1","SK_2712","2014",0.5,6,12.4205555555556,50.1775
"NVCH1","SK_2719","2014",0,6,12.4205555555556,50.1775
"OBIL2","SK_2680","2014",1,6,12.4713888888889,50.0963888888889
"ODM4","SK_2721","2014",0,6,12.5180555555556,49.5636111111111
"ODM4","SK_2753","2014",0,6,12.5180555555556,49.5636111111111
"ODM4","SK_2722","2014",0,6,12.5180555555556,49.5636111111111
"ODR26","SK_2683","2014",0.833333333333333,6,12.4841666666667,50.1044444444444
"ODR26","SK_2691","2014",1,6,12.4841666666667,50.1044444444444
"PRE11","SK_2728","2014",1,6,13.3780555555556,50.0280555555556
"PRE11","SK_2730","2014",1,6,13.3780555555556,50.0280555555556
"SABI86","SK_2777","2014",1,6,12.5977777777778,50.1347222222222
"SABI86","SK_2774","2014",1,6,12.5977777777778,50.1347222222222
"SABI86","SK_2787","2014",1,6,12.5977777777778,50.1347222222222
"SABIH","SK_2771","2014",1,6,12.5827777777778,50.135
"SABIH","SK_2770","2014",0.75,6,12.5827777777778,50.135
"SEYB","SK_2742","2014",0,6,11.72,49.8825
"SEYB","SK_2768","2014",0,6,11.72,49.8825
"SEYB","SK_2743","2014",0,6,11.72,49.8825
"SEYB","SK_2769","2014",0,6,11.72,49.8825
"STR2","SK_2689","2014",0,6,11.7625,50.1813888888889
"STR2","SK_2673","2014",0,6,11.7625,50.1813888888889
"VRB7","SK_2664","2014",1,6,13.2308333333333,50.1494444444444
"VRB7","SK_2663","2014",1,6,13.2308333333333,50.1494444444444
"VRB7","SK_2665","2014",1,6,13.2308333333333,50.1494444444444
"VRBI4","SK_2686","2014",1,6,13.2933333333333,50.1775
"WOHL","SK_2776","2014",0,6,12.2577777777778,50.0133333333333
"WOZW1","SK_2720","2014",0.166666666666667,6,12.2780555555556,49.1144444444444
"WOZW1","SK_2723","2014",0,6,12.2780555555556,49.1144444444444
"ZIST","SK_2726","2014",1,6,13.3863888888889,50.0422222222222
"BAUH5","SK_3070","2015",0.166666666666667,6,12.5056,49.3517
"BAUH5","SK_3327","2015",0.333333333333333,6,12.5056,49.3517
"DUNZL3","SK_3324","2015",0.666666666666667,6,12.1133,48.8858
"ECKD5","SK_3391","2015",0,6,12.2325,49.4467
"ECKD5","SK_3390","2015",0,6,12.2325,49.4467
"ECKD5","SK_3389","2015",0,6,12.2325,49.4467
"EITEN8","SK_2986","2015",0.166666666666667,6,12.4631,49.0508
"ELTH3","SK_3408","2015",0.666666666666667,6,12.3108,48.9845348
"ENGEL1","SK_3329","2015",0.666666666666667,6,12.3844,49.0919
"ENGEL1","SK_3057","2015",0.333333333333333,6,12.3844,49.0919
"ENGEL1","SK_3081","2015",0.333333333333333,6,12.3844,49.0919
"ENGEL1","SK_3056","2015",0.833333333333333,6,12.3844,49.0919
"ENGEL1","SK_3409","2015",0.333333333333333,6,12.3844,49.0919
"ENGEL1","SK_3330","2015",0.5,6,12.3844,49.0919
"GAILAU2","SK_3058","2015",0.666666666666667,6,12.2347,48.8861
"GAILAU3","SK_3385","2015",0.75,6,12.2356,48.8856
"GAILAU3","SK_3383","2015",0.75,6,12.2356,48.8856
"GAILAU3","SK_3084","2015",0.75,6,12.2356,48.8856
"GAILAU3","SK_3380","2015",0.833333333333333,6,12.2356,48.8856
"GAILAU3","SK_3077","2015",0.583333333333333,6,12.2356,48.8856
"GAILAU3","SK_3382","2015",0.583333333333333,6,12.2356,48.8856
"GAILAU3","SK_3381","2015",0.833333333333333,6,12.2356,48.8856
"GAILAU3","SK_3384","2015",0.75,6,12.2356,48.8856
"GAILAU3","SK_3342","2015",0.833333333333333,6,12.2356,48.8856
"GAILAU3","SK_3083","2015",0.75,6,12.2356,48.8856
"GAILAU3","SK_3341","2015",0.833333333333333,6,12.2356,48.8856
"GAILAU3","SK_3076","2015",0.833333333333333,6,12.2356,48.8856
"GAILAU9","SK_3479","2015",0.833333333333333,6,12.2361,48.8847
"GAILAU9","SK_3480","2015",0.833333333333333,6,12.2361,48.8847
"GAILAU9","SK_3481","2015",0.833333333333333,6,12.2361,48.8847
"GAILAU9","SK_3482","2015",0.916666666666667,6,12.2361,48.8847
"GAILAU9","SK_3386","2015",0.916666666666667,6,12.2361,48.8847
"GAILDS8","SK_3059","2015",0.833333333333333,6,12.2339,48.8864
"GAILDS8","SK_3060","2015",0.8,6,12.2339,48.8864
"GEISL7","SK_3348","2015",0.666666666666667,6,12.3167,48.9717
"GEISL7","SK_2965","2015",0.75,6,12.3167,48.9717
"GEISL7","SK_3407","2015",0.666666666666667,6,12.3167,48.9717
"GEISL7","SK_3406","2015",0.833333333333333,6,12.3167,48.9717
"GFALL9","SK_2969","2015",0.5,6,12.4203,49.1017
"GOTT","SK_3020","2015",0.3,6,11.9839,47.7883
"GOTT","SK_3321","2015",0.166666666666667,6,11.9839,47.7883
"GRAS12","SK_3032","2015",0,6,12.5228,49.3669
"GRAS12","SK_3316","2015",0.166666666666667,6,12.5228,49.3669
"GRAS12","SK_3036","2015",0,6,12.5228,49.3669
"GRAS12","SK_3025","2015",0.166666666666667,6,12.5228,49.3669
"GROSB9","SK_3026","2015",1,6,12.6325,49.2508
"GROSB9","SK_3334","2015",0.833333333333333,6,12.6325,49.2508
"GSCHW","SK_3009","2015",0.833333333333333,6,12.0689,48.8558
"GSCHW","SK_3010","2015",1,6,12.0689,48.8558
"GSCHW","SK_3008","2015",0.833333333333333,6,12.0689,48.8558
"GSCHW","SK_3007","2015",0.833333333333333,6,12.0689,48.8558
"GUTH1","SK_3405","2015",0.916666666666667,6,12.5128,49.1275
"GUTH1","SK_3486","2015",0.75,6,12.5128,49.1275
"GUTH1","SK_3404","2015",0.833333333333333,6,12.5128,49.1275
"GUTH1","SK_3487","2015",0.666666666666667,6,12.5128,49.1275
"GUTH1","SK_3483","2015",0.666666666666667,6,12.5128,49.1275
"GUTH1","SK_3399","2015",0,6,12.5128,49.1275
"GUTH1","SK_3485","2015",0.833333333333333,6,12.5128,49.1275
"GUTH1","SK_3484","2015",0.6,6,12.5128,49.1275
"HETZ18","SK_3071","2015",0.25,6,12.5256,49.3519
"HETZ18","SK_3072","2015",0.166666666666667,6,12.5256,49.3519
"HOF12","SK_3340","2015",0.166666666666667,6,12.4069,49.4636
"HOF12","SK_3402","2015",0.0833333333333333,6,12.4069,49.4636
"JAGE1","SK_3400","2015",0.833333333333333,6,12.3106,48.9497
"JAGE1","SK_3079","2015",1,6,12.3106,48.9497
"JAGE1","SK_3078","2015",1,6,12.3106,48.9497
"KLESS2","SK_3000","2015",0.666666666666667,6,12.5028,49.1528
"KLESS2","SK_2973","2015",0.6,6,12.5028,49.1528
"KLESS2","SK_2970","2015",0.833333333333333,6,12.5028,49.1528
"KLESS2","SK_2987","2015",0.75,6,12.5028,49.1528
"KLESS2","SK_3311","2015",0.833333333333333,6,12.5028,49.1528
"KLESS2","SK_3314","2015",0.833333333333333,6,12.5028,49.1528
"KLESS2","SK_3302","2015",0.833333333333333,6,12.5028,49.1528
"KLESS2","SK_2972","2015",0.8,6,12.5028,49.1528
"KLESS2","SK_2971","2015",0.833333333333333,6,12.5028,49.1528
"LERA9","SK_3425","2015",0.166666666666667,6,12.2875,49.6044
"LERA9","SK_3427","2015",0,6,12.2875,49.6044
"LERA9","SK_3428","2015",0,6,12.2875,49.6044
"LERA9","SK_2951","2015",0,6,12.2875,49.6044
"LERA9","SK_2988","2015",0,6,12.2875,49.6044
"LERA9","SK_3424","2015",0,6,12.2875,49.6044
"LERA9","SK_3426","2015",0,6,12.2875,49.6044
"LERA9","SK_2985","2015",0,6,12.2875,49.6044
"LERA9","SK_2952","2015",0.166666666666667,6,12.2875,49.6044
"LERA9","SK_3047","2015",0.2,6,12.2875,49.6044
"LERA9","SK_3421","2015",0,6,12.2875,49.6044
"LERA9","SK_2989","2015",0,6,12.2875,49.6044
"LERA9","SK_3422","2015",0.0833333333333333,6,12.2875,49.6044
"LERA9","SK_2990","2015",0,6,12.2875,49.6044
"LERA9","SK_3419","2015",0.166666666666667,6,12.2875,49.6044
"LERA9","SK_3420","2015",0,6,12.2875,49.6044
"LERA9","SK_2954","2015",0,6,12.2875,49.6044
"LERA9","SK_3339","2015",0,6,12.2875,49.6044
"LERA9","SK_2953","2015",0,6,12.2875,49.6044
"LERA9","SK_3423","2015",0,6,12.2875,49.6044
"LERA9","SK_2984","2015",0,6,12.2875,49.6044
"LERA9","SK_3310","2015",0,6,12.2875,49.6044
"LERA9","SK_3309","2015",0,6,12.2875,49.6044
"LETZ","SK_2995","2015",0,6,12.245,49.6772
"LETZ","SK_2991","2015",0,6,12.245,49.6772
"LETZ","SK_2957","2015",0,6,12.245,49.6772
"LETZ","SK_2998","2015",0,6,12.245,49.6772
"LETZ","SK_3443","2015",0,6,12.245,49.6772
"LETZ","SK_2956","2015",0,6,12.245,49.6772
"LETZ","SK_3441","2015",0,6,12.245,49.6772
"LETZ","SK_3442","2015",0,6,12.245,49.6772
"LETZ","SK_2997","2015",0,6,12.245,49.6772
"LETZ","SK_3331","2015",0,6,12.245,49.6772
"LETZ","SK_3440","2015",0,6,12.245,49.6772
"LETZ","SK_2955","2015",0,6,12.245,49.6772
"LETZ","SK_2993","2015",0,6,12.245,49.6772
"LETZ","SK_2994","2015",0,6,12.245,49.6772
"LETZ","SK_2992","2015",0,6,12.245,49.6772
"LETZ","SK_3308","2015",0,6,12.245,49.6772
"LETZ","SK_2996","2015",0,6,12.245,49.6772
"LETZ","SK_3445","2015",0,6,12.245,49.6772
"LETZ","SK_3301","2015",0,6,12.245,49.6772
"LETZ","SK_3444","2015",0,6,12.245,49.6772
"LOID5","SK_3001","2015",0.666666666666667,6,12.3836,49.0664
"LOID5","SK_2976","2015",0.4,6,12.3836,49.0664
"LOID5","SK_3028","2015",0.5,6,12.3836,49.0664
"LOID5","SK_3004","2015",0.583333333333333,6,12.3836,49.0664
"LOID5","SK_2975","2015",0.5,6,12.3836,49.0664
"LOID5","SK_3005","2015",0.583333333333333,6,12.3836,49.0664
"LOID5","SK_3003","2015",0.5,6,12.3836,49.0664
"LOID5","SK_3027","2015",0.25,6,12.3836,49.0664
"LOID5","SK_3002","2015",0.583333333333333,6,12.3836,49.0664
"LOID5","SK_2974","2015",0.3,6,12.3836,49.0664
"LUCK","SK_3016","2015",1,6,12.135,48.894
"LUCK","SK_3031","2015",0.75,6,12.135,48.894
"LUCK","SK_3030","2015",0.75,6,12.135,48.894
"MAIEH5","SK_3460","2015",1,6,12.4347,48.0931
"MAIEH5","SK_3459","2015",0.833333333333333,6,12.4347,48.0931
"MAIEH5","SK_3029","2015",1,6,12.4347,48.0931
"MAIEH5","SK_3458","2015",1,6,12.4347,48.0931
"MATT11","SK_3397","2015",0.4,6,12.4356,49.1144
"MATT11","SK_3396","2015",0.333333333333333,6,12.4356,49.1144
"MATT11","SK_3398","2015",0.666666666666667,6,12.4356,49.1144
"MATT11","SK_3345","2015",0.416666666666667,6,12.4356,49.1144
"MATT11","SK_3344","2015",0.416666666666667,6,12.4356,49.1144
"MICH17","SK_3303","2015",0.0833333333333333,6,12.5931,49.4264
"MOOSH","SK_3013","2015",1,6,12.2672,48.9256
"MOOSH","SK_3015","2015",0.833333333333333,6,12.2672,48.9256
"MOOSH","SK_3014","2015",0.9,6,12.2672,48.9256
"MOOSH","SK_3011","2015",0.875,6,12.2672,48.9256
"MOOSH","SK_3012","2015",1,6,12.2672,48.9256
"MOOSH","SK_3023","2015",0.9,6,12.2672,48.9256
"MOOSM","SK_3387","2015",0.833333333333333,6,12.3481,48.9678
"MOOSM","SK_3388","2015",0.8,6,12.3481,48.9678
"MUNSF2","SK_3395","2015",0,6,12.1178,49.3619
"MUNSF2","SK_3394","2015",0,6,12.1178,49.3619
"MUNSF2","SK_3323","2015",0,6,12.1178,49.3619
"NEUALL","SK_3305","2015",1,6,12.2675,48.9719
"NEUALL","SK_2978","2015",0.833333333333333,6,12.2675,48.9719
"NEUALL","SK_2977","2015",0.833333333333333,6,12.2675,48.9719
"NEUS78","SK_3034","2015",0,6,12.2125,49.4639
"NEUS78","SK_3035","2015",0.166666666666667,6,12.2125,49.4639
"NIEDMU","SK_3347","2015",0.166666666666667,6,12.3775,49.4489
"NIEDMU","SK_3412","2015",0.833333333333333,6,12.3775,49.4489
"NIEDPR","SK_3392","2015",0.5,6,12.5808,49.3447
"NIEDPR","SK_3393","2015",0.333333333333333,6,12.5808,49.3447
"NUNZ11","SK_3346","2015",0,6,12.4492,49.4547
"NUNZ11","SK_3411","2015",0,6,12.4492,49.4547
"NUNZ11","SK_3410","2015",0,6,12.4492,49.4547
"OBERL3","SK_3044","2015",0.666666666666667,6,12.1606,48.8614
"OBERN8","SK_2963","2015",0.166666666666667,6,12.2997,49.5861
"OBERN8","SK_2966","2015",0.2,6,12.2997,49.5861
"OBERN8","SK_3024","2015",0.0833333333333333,6,12.2997,49.5861
"OBERN8","SK_2964","2015",0.0833333333333333,6,12.2997,49.5861
"OBERS14","SK_3046","2015",0.833333333333333,6,12.1606,48.8864
"OBERS14","SK_3045","2015",0.833333333333333,6,12.1606,48.8864
"OBERS2","SK_3326","2015",0.833333333333333,6,12.1611,48.8869
"OBERS2","SK_3048","2015",0.8,6,12.1611,48.8869
"OBERT3A","SK_3415","2015",0,6,12.3261,49.6544
"OBERT3A","SK_3414","2015",0,6,12.3261,49.6544
"OBERT3A","SK_3490","2015",0,6,12.3261,49.6544
"OBERT3A","SK_3492","2015",0,6,12.3261,49.6544
"OBERT3A","SK_3491","2015",0,6,12.3261,49.6544
"OBERT3A","SK_3413","2015",0,6,12.3261,49.6544
"OBERT3B","SK_3416","2015",0,6,12.3278,49.6539
"OBERT3B","SK_3493","2015",0,6,12.3278,49.6539
"OBERT3B","SK_3418","2015",0,6,12.3278,49.6539
"PARIN","SK_3037","2015",0.75,6,12.0933,48.8519
"PARIN","SK_3042","2015",0.8,6,12.0933,48.8519
"PARIN","SK_3039","2015",0.833333333333333,6,12.0933,48.8519
"PARIN","SK_3043","2015",0.7,6,12.0933,48.8519
"PARIN","SK_3325","2015",0.75,6,12.0933,48.8519
"PARIN","SK_3040","2015",0.75,6,12.0933,48.8519
"PARIN","SK_3038","2015",0.833333333333333,6,12.0933,48.8519
"PARIN","SK_3041","2015",0.833333333333333,6,12.0933,48.8519
"PEMF12","SK_3051","2015",0.75,6,12.6064,49.2619
"PEMF12","SK_3337","2015",0.833333333333333,6,12.6064,49.2619
"PEMF12","SK_3052","2015",0.666666666666667,6,12.6064,49.2619
"PEMF12","SK_3332","2015",0.833333333333333,6,12.6064,49.2619
"PEMF12","SK_3049","2015",0.333333333333333,6,12.6064,49.2619
"PEMF12","SK_3335","2015",0.666666666666667,6,12.6064,49.2619
"PEMF12","SK_3053","2015",1,6,12.6064,49.2619
"PEMF12","SK_3050","2015",0.916666666666667,6,12.6064,49.2619
"PEMF12","SK_3336","2015",0.75,6,12.6064,49.2619
"PEMF12","SK_3338","2015",0.666666666666667,6,12.6064,49.2619
"PILM44","SK_3322","2015",0,6,12.5139,49.3911
"PILM44","SK_3320","2015",0.666666666666667,6,12.5139,49.3911
"REICHM1","SK_3075","2015",0.166666666666667,6,12.3772,49.4725
"ROTZG2","SK_3006","2015",0.333333333333333,6,12.5406,49.3417
"ROTZG2","SK_3318","2015",0.5,6,12.5406,49.3417
"SCHI39","SK_3021","2015",0.75,6,12.145,48.8336
"SCHI39","SK_3317","2015",0.833333333333333,6,12.145,48.8336
"SCHI39","SK_3022","2015",0.75,6,12.145,48.8336
"SCHI39","SK_3019","2015",0.75,6,12.145,48.8336
"STADT1","SK_3018","2015",1,6,12.1492,48.9183
"STADT1","SK_3017","2015",0.666666666666667,6,12.1492,48.9183
"STADT1","SK_3313","2015",0.666666666666667,6,12.1492,48.9183
"STAUN","SK_3073","2015",0.666666666666667,6,12.5711,49.2867
"STEINA6","SK_3033","2015",0.166666666666667,6,12.2942,49.5953
"TAUCH6","SK_3319","2015",0.166666666666667,6,12.2456,49.4767
"TAUCH6","SK_3456","2015",0.0833333333333333,6,12.2456,49.4767
"TAUCH6","SK_3452","2015",0,6,12.2456,49.4767
"TAUCH6","SK_3455","2015",0,6,12.2456,49.4767
"TAUCH6","SK_3453","2015",0,6,12.2456,49.4767
"TAUCH6","SK_2999","2015",0,6,12.2456,49.4767
"TAUCH6","SK_3457","2015",0.0833333333333333,6,12.2456,49.4767
"TAUCH6","SK_3454","2015",0,6,12.2456,49.4767
"THALM5","SK_3312","2015",0.833333333333333,6,12.16,48.9133
"THALM5","SK_3304","2015",0.833333333333333,6,12.16,48.9133
"TIEF28","SK_2967","2015",0.166666666666667,6,12.5789,49.4378
"TORFH","SK_3134","2015",0.6,6,13.8517,52.5142
"TRESS9","SK_3074","2015",0,6,12.4406,49.4572
"TROB4","SK_3328","2015",0.5,6,12.5436,49.3558
"UNPRO1","SK_3082","2015",0.2,6,12.5281,49.1642
"UNPRO1","SK_3401","2015",0.5,6,12.5281,49.1642
"UNPRO1","SK_3343","2015",0.666666666666667,6,12.5281,49.1642
"UNPRO1","SK_3080","2015",0.833333333333333,6,12.5281,49.1642
"UNSAN16","SK_3062","2015",1,6,12.1706,48.8911
"UNSAN16","SK_3063","2015",1,6,12.1706,48.8911
"UNSAN16","SK_3061","2015",0.833333333333333,6,12.1706,48.8911
"UNSAN2","SK_3065","2015",0.833333333333333,6,12.1683,48.8911
"UNSAN2","SK_3066","2015",1,6,12.1683,48.8911
"UNSAN2","SK_3068","2015",0.833333333333333,6,12.1683,48.8911
"UNSAN2","SK_3067","2015",0.833333333333333,6,12.1683,48.8911
"UNSAN2","SK_3064","2015",0.6,6,12.1683,48.8911
"UNSCHH","SK_2983","2015",0.8,6,12.0514,48.8594
"UNSCHH","SK_3307","2015",1,6,12.0514,48.8594
"WIED1","SK_3403","2015",0.666666666666667,6,12.5019,49.1447
"WIED1","SK_3349","2015",0.5,6,12.5019,49.1447
"WOPP8","SK_3054","2015",0.4,6,12.3544,49.125
"WOPP8","SK_3055","2015",0.333333333333333,6,12.3544,49.125
"ZAIT36","SK_2980","2015",0.9,6,12.2094,48.8375
"ZAIT36","SK_2981","2015",0.8,6,12.2094,48.8375
"ZAIT36","SK_2979","2015",0.833333333333333,6,12.2094,48.8375
"ZAIT36","SK_3306","2015",1,6,12.2094,48.8375
"ZAIT36","SK_2982","2015",0.75,6,12.2094,48.8375
"ZUM16","SK_2968","2015",0.833333333333333,6,12.4319,49.06
"ZUM16","SK_3315","2015",0.833333333333333,6,12.4319,49.06
"FUCHS5","SK_3451","2015",0.166666666666667,6,12.2731,49.5044
"FUCHS5","SK_3450","2015",0.166666666666667,6,12.2731,49.5044
"FUCHS5","SK_3446","2015",0.25,6,12.2731,49.5044
"FUCHS5","SK_3447","2015",0.2,6,12.2731,49.5044
"FUCHS5","SK_3448","2015",0.166666666666667,6,12.2731,49.5044
"FUCHS5","SK_3449","2015",0.166666666666667,6,12.2731,49.5044
"OBERMU23","SK_3085","2015",0.166666666666667,6,12.3919,49.4453
"OEDE2","SK_2962","2015",0,6,12.2389,49.6439
"ZILCH4","SK_3436","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3431","2015",0.166666666666667,6,12.1806,49.3881
"ZILCH4","SK_3438","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3430","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3434","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3437","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3432","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3433","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3439","2015",0.1,6,12.1806,49.3881
"ZILCH4","SK_3435","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3489","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3429","2015",0,6,12.1806,49.3881
"ZILCH4","SK_3488","2015",0,6,12.1806,49.3881
