"","Longitude","Latitude","Year","HI","n.mice"
"120",13.2933333333333,50.1775,2014,1,1
"121",13.3047,52.9936,2016,0.02359782609,10
"122",13.3047,53.2522,2015,0.9,1
"123",13.3064,52.91,2016,0.0266666666666667,3
"124",13.3066666666667,50.2161111111111,2014,1,2
"125",13.3067,53.2531,2015,0.88,1
"126",13.3122,53.2242,2015,0.715,2
"127",13.3306,53.2903,2015,0.9,1
"128",13.345,52.7886111111111,2014,0,2
"129",13.3577777777778,52.6211111111111,2014,0,1
"130",13.3741666666667,50.2216666666667,2014,1,1
"131",13.3775,53.145,2015,0.5,1
"132",13.3780555555556,50.0280555555556,2014,1,2
"133",13.3863888888889,50.0422222222222,2014,1,1
"134",13.3877777777778,52.7752777777778,2014,0.4,1
"135",13.3994444444444,52.7969444444444,2014,0.0133333333333333,9
"136",13.3994444444444,52.7969444444444,2015,0.0133333333333333,9
"137",13.4286,53.0689,2015,0.830958296357143,7
"138",13.4383,52.8803,2015,0,1
"139",13.4392,52.88,2014,0.2,1
"140",13.4411,52.8758,2015,0.04,1
"141",13.4458,53.0478,2015,0.7,3
"142",13.4464,53.0481,2016,0.706666666666667,3
"143",13.4497,53.0947,2016,0.7894736842,1
"144",13.4542,53.1478,2015,0.88,1
"145",13.4636111111111,52.9155555555556,2014,0.0809937888142857,7
"146",13.4636111111111,52.9155555555556,2015,0.0809937888142857,7
"147",13.4639,51.8625,2016,0,2
"148",13.4642,52.4164,2016,0.0485714285714286,7
"149",13.5339,51.8489,2016,0.173333333333333,3
"150",13.5436,52.9228,2015,0.12939130434,5
"151",13.5544,52.7881,2016,0,3
"152",13.5878,52.1583,2016,0,5
"153",13.5883,52.2156,2016,0,2
"154",13.595,52.2747,2015,0.05,6
"155",13.595,52.2747,2016,0.05,6
"156",13.595,53.1158,2015,0.853333333333333,3
"157",13.5992,52.2725,2015,0,1
"158",13.5994,52.2458,2015,0,1
"159",13.6,52.8425,2016,0.04,1
"160",13.6025,52.2225,2015,0.02,10
"161",13.6086,52.1303,2016,0,1
"162",13.64,52.7169444444444,2016,0.0851851852,3
"163",13.64,52.7169444444444,2014,0.0851851852,3
"164",13.6506,53.2108,2015,0.786666666666667,3
"165",13.6663888888889,52.7338888888889,2014,0.0397270955148148,27
"166",13.6663888888889,52.7338888888889,2015,0.0397270955148148,27
"167",13.6761,52.4978,2016,0.418265412575,16
"168",13.6761,52.4978,2015,0.418265412575,16
"169",13.7072,52.2422,2016,0.025,2
"170",13.7222222222222,52.7111111111111,2014,0,1
"171",13.7327777777778,52.9788888888889,2014,0.666666666666667,2
"172",13.7328,52.9789,2014,0.84,1
"173",13.7336,52.9783,2016,0.909732130861538,13
"174",13.7414,52.9753,2015,0.78,2
"175",13.7542,53.1314,2016,0.87,2
"176",13.755,53.1333,2014,0.85,1
"177",13.7555555555556,53.0966666666667,2014,0.9,1
"178",13.7581,52.3989,2015,0.15,1
"179",13.7586,53.1406,2015,0.895789473683333,6
"180",13.7731,53.1164,2016,0.819202898566667,3
"181",13.7755555555556,53.0866666666667,2014,0.84,1
"182",13.7875,51.8853,2016,0.20695652175,2
"183",13.7875,52.7544,2016,0.160144927533333,3
"184",13.7881,52.5844,2015,0,1
"185",13.8089,52.9625,2014,0.98,5
"186",13.8097,51.8978,2016,0.157935222669231,13
"187",13.8119,52.8875,2015,0.725,2
"188",13.8152777777778,53.1611111111111,2014,0.92,2
"189",13.84,52.2678,2016,0.08193922305,8
"190",13.8433,53.1267,2014,0.858406593416667,6
"191",13.8433,53.1267,2016,0.858406593416667,6
"192",13.8433,53.1267,2015,0.858406593416667,6
"193",13.8433333333333,53.0941666666667,2014,0.86866666666,5
"194",13.8469,51.8536,2016,0.526803876169231,13
"195",13.8517,52.5142,2015,0.6,1
"196",13.8756,52.6053,2015,0.864961142617391,23
"197",13.895,52.9581,2016,0.8610729723,5
"198",13.9289,52.5028,2016,0.670911084525,4
"199",13.9703,53.0039,2015,0.784,5
"200",13.9858,52.5689,2015,0.9,1
"201",14.0356,53.0203,2015,0.803333333333333,6
"202",14.0356,53.0203,2016,0.803333333333333,6
"203",14.0358,53.02,2016,0.8730769231,2
"204",14.0403,52.4317,2016,0.85,1
"205",14.0569,52.8092,2015,0.865,4
"206",14.0589,52.6703,2016,0.92,1
"207",14.0661,52.7733,2015,0.84064327485,2
"208",14.0672,52.4019,2016,0.6895652174,2
"209",14.0817,52.7667,2015,0.925,2
"210",14.0828,52.7,2016,0.8695652174,1
"211",14.1158,52.8431,2016,0.8688888889,3
"212",14.1167,52.4206,2016,0.84,1
"213",14.1169,52.7914,2015,0.8,2
"214",14.1188888888889,52.8366666666667,2014,0.951388888888889,12
"215",14.1188888888889,52.8366666666667,2015,0.951388888888889,12
"216",14.1189,52.8367,2014,0.74782608695,2
"217",14.1205555555556,52.7547222222222,2014,0.821666666666667,6
"218",14.1205555555556,52.7547222222222,2015,0.821666666666667,6
"219",14.1267,52.7347,2016,0.881816305483333,6
"220",14.1611,52.7408,2015,0.91,3
"221",14.1625,52.7508,2015,0.85,1
"222",14.1822222222222,52.7897222222222,2014,0.916,5
"223",14.1833,52.6378,2015,0.823333333333333,3
"224",14.2408333333333,52.7883333333333,2014,0.83,4
"225",14.2492,52.3108,2013,0.5,2
"226",14.3106,52.3792,2015,0.88,1
"227",14.3217,52.6506,2016,0.70714285715,2
"228",14.3217,52.6506,2015,0.70714285715,2
