"","Longitude","Latitude","Year","HI","n.mice"
"1",11.72,49.8825,2014,0,4
"2",11.7625,50.1813888888889,2014,0,2
"3",11.9839,47.7883,2015,0.233333333333334,2
"4",12.0514,48.8594,2015,0.9,2
"5",12.0689,48.8558,2015,0.875,4
"6",12.0933,48.8519,2015,0.78125,8
"7",12.1133,48.8858,2015,0.666666666666667,1
"8",12.1178,49.3619,2015,0,3
"9",12.135,48.894,2015,0.833333333333333,3
"10",12.145,48.8336,2015,0.770833333333333,4
"11",12.1492,48.9183,2015,0.777777777777778,3
"12",12.16,48.9133,2015,0.833333333333333,2
"13",12.1606,48.8614,2015,0.666666666666667,1
"14",12.1606,48.8864,2015,0.833333333333333,2
"15",12.1611,48.8869,2015,0.816666666666667,2
"16",12.1683,48.8911,2015,0.82,5
"17",12.1706,48.8911,2015,0.944444444444444,3
"18",12.1806,49.3881,2015,0.0205128205128205,13
"19",12.2094,48.8375,2015,0.856666666666667,5
"20",12.2125,49.4639,2015,0.0833333333333335,2
"21",12.2127777777778,50.1019444444444,2014,0,2
"22",12.2325,49.4467,2015,0,3
"23",12.2339,48.8864,2015,0.816666666666667,2
"24",12.2347,48.8861,2015,0.666666666666667,1
"25",12.2356,48.8856,2015,0.756944444444444,12
"26",12.2361,48.8847,2015,0.866666666666667,5
"27",12.2389,49.6439,2015,0,1
"28",12.245,49.6772,2015,0,20
"29",12.2456,49.4767,2015,0.0416666666666667,8
"30",12.2502777777778,50.1197222222222,2014,0,5
"31",12.2577777777778,50.0133333333333,2014,0,1
"32",12.2672,48.9256,2015,0.918055555555556,6
"33",12.2675,48.9719,2015,0.888888888888889,3
"34",12.2731,49.5044,2015,0.186111111111111,6
"35",12.2780555555556,49.1144444444444,2014,0.0833333333333335,2
"36",12.2830555555556,50.0347222222222,2014,0.125,4
"37",12.2875,49.6044,2015,0.0340579710144928,23
"38",12.2942,49.5953,2015,0.166666666666667,1
"39",12.2997,49.5861,2015,0.133333333333333,4
"40",12.3106,48.9497,2015,0.944444444444444,3
"41",12.3108,48.9845348,2015,0.666666666666667,1
"42",12.3167,48.9717,2015,0.729166666666667,4
"43",12.3261,49.6544,2015,0,6
"44",12.3278,49.6539,2015,0,3
"45",12.3481,48.9678,2015,0.816666666666667,2
"46",12.3544,49.125,2015,0.366666666666666,2
"47",12.3772,49.4725,2015,0.166666666666667,1
"48",12.3775,49.4489,2015,0.5,2
"49",12.3836,49.0664,2015,0.486666666666667,10
"50",12.3844,49.0919,2015,0.5,6
"51",12.3894444444444,50.1975,2014,0.273333333333333,5
"52",12.3919,49.4453,2015,0.166666666666667,1
"53",12.395,50.1938888888889,2014,0,1
"54",12.3975,50.1058333333333,2014,0.722222222222222,3
"55",12.3988888888889,50.1066666666667,2014,1,1
"56",12.4069,49.4636,2015,0.125,2
"57",12.4203,49.1017,2015,0.5,1
"58",12.4205555555556,50.0833333333333,2014,0.833333333333333,2
"59",12.4205555555556,50.1775,2014,0.333333333333333,3
"60",12.4319,49.06,2015,0.833333333333333,2
"61",12.4347,48.0931,2015,0.958333333333333,4
"62",12.4356,49.1144,2015,0.446666666666667,5
"63",12.4406,49.4572,2015,0,1
"64",12.4492,49.4547,2015,0,3
"65",12.4547222222222,50.1058333333333,2014,0.972222222222222,6
"66",12.4558333333333,50.1152777777778,2014,0.958333333333333,4
"67",12.4583333333333,50.1588888888889,2014,0.833333333333333,2
"68",12.4631,49.0508,2015,0.166666666666667,1
"69",12.4702777777778,50.1147222222222,2014,0.875,2
"70",12.4713888888889,50.0963888888889,2014,1,1
"71",12.4841666666667,50.1044444444444,2014,0.916666666666667,2
"72",12.5019,49.1447,2015,0.583333333333333,2
"73",12.5028,49.1528,2015,0.775925925925926,9
"74",12.5056,49.3517,2015,0.25,2
"75",12.5058333333333,50.1191666666667,2014,1,3
"76",12.5066666666667,50.1488888888889,2014,1,4
"77",12.5128,49.1275,2015,0.658333333333333,8
"78",12.5139,49.3911,2015,0.333333333333333,2
"79",12.5180555555556,49.5636111111111,2014,0,3
"80",12.5186111111111,50.2038888888889,2014,1,3
"81",12.5228,49.3669,2015,0.0833333333333335,4
"82",12.5256,49.3519,2015,0.208333333333333,2
"83",12.5269444444444,52.9086111111111,2014,0.0125,4
"84",12.5281,49.1642,2015,0.55,4
"85",12.5308333333333,50.1513888888889,2014,1,2
"86",12.5319444444444,50.1516666666667,2014,1,1
"87",12.5406,49.3417,2015,0.416666666666667,2
"88",12.5436,49.3558,2015,0.5,1
"89",12.5711,49.2867,2015,0.666666666666667,1
"90",12.5789,49.4378,2015,0.166666666666667,1
"91",12.5797222222222,50.2113888888889,2014,1,1
"92",12.5808,49.3447,2015,0.416666666666667,2
"93",12.5827777777778,50.135,2014,0.875,2
"94",12.5931,49.4264,2015,0.0833333333333333,1
"95",12.5977777777778,50.1347222222222,2014,1,3
"96",12.6064,49.2619,2015,0.741666666666667,10
"97",12.6325,49.2508,2015,0.916666666666667,2
"98",12.8358333333333,52.6169444444444,2014,0.16,1
"99",12.935,49.8811111111111,2014,1,2
"100",12.9925,52.7297222222222,2014,0,1
"101",13.0161,52.8136,2014,0,3
"102",13.0208,52.8192,2015,0,3
"103",13.0325,50.1083333333333,2014,0.916666666666667,2
"104",13.0439,51.93,2016,0,1
"105",13.0447222222222,52.6372222222222,2014,0.0166666666666667,6
"106",13.0447222222222,52.6372222222222,2015,0.0166666666666667,6
"107",13.0488888888889,49.9169444444444,2014,0.916666666666667,2
"108",13.0819,52.0311,2016,0.2941176471,1
"109",13.1278,52.8925,2015,0.2,1
"110",13.1633,53.2397,2016,0.892857142857143,7
"111",13.1647,53.24,2015,0.72,1
"112",13.1725,53.0503,2016,0.04,1
"113",13.1869,53.0386,2016,0,1
"114",13.1953,51.9097,2016,0,1
"115",13.1972222222222,52.9008333333333,2015,0.075,8
"116",13.1972222222222,52.9008333333333,2014,0.075,8
"117",13.2144,53.1514,2016,0.76,4
"118",13.2308333333333,50.1494444444444,2014,1,3
"119",13.2567,53.0322,2016,0.025,2
