"X","PIN","Transect","Code","Sex","X_Longit","Y_Latit","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","ith","HI_NLoci","HI"
4347,"SK3909","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","","95","100/125","120","90/100","80","","mm","dm","mm","dm","mm",5404,"HI 12",0.869565217391304
4348,"SK3910","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","94","95","100","100","70","80","dd","mm","dd","dd","mm","mm",5405,"HI 13",0.72
4349,"SK3911","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","","95","125","120","90/100","80","","mm","mm","mm","dm","mm",5406,"HI 12",0.91304347826087
431,"AA_0496","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5407,"HI 12",0.956521739130435
436,"AA_0501","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5408,"HI 12",0.956521739130435
92,"AA_0138","HZ_BR","STEINHO1","F",14.1167,52.4206,2016,"d","","mm","mm","mm","dm","mm","mm","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",5409,"HI 13",0.84
3788,"SK3179","HZ_BR","STERNF2","M",13.9703,53.0039,2015,"d","m","m","m","d","d","m","m","100","95","100/125","100","100","80","mm","mm","dm","dd","dd","mm",5422,"HI 14",0.6
3791,"SK3182","HZ_BR","STERNF2","M",13.9703,53.0039,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5423,"HI 14",0.9
3795,"SK3186","HZ_BR","STERNF2","M",13.9703,53.0039,2015,"d","m","m","m","m","d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",5424,"HI 14",0.9
3789,"SK3180","HZ_BR","STERNF2","F",13.9703,53.0039,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","100","90/100","80","mm","mm","mm","dd","dm","mm",5425,"HI 13",0.76
3972,"SK3377","HZ_BR","STERNF2","F",13.9703,53.0039,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","100","mm","mm","mm","mm","dm","dd",5426,"HI 13",0.76
3708,"SK3103","HZ_BR","STORK17","M",13.4458,53.0478,2015,"d","m","m","m","m","d","m","m","94","95/100","100/125","120","100","100","dd","dm","dm","mm","dd","dd",5437,"HI 14",0.5
3711,"SK3106","HZ_BR","STORK17","F",13.4458,53.0478,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm",5438,"HI 13",0.8
3956,"SK3361","HZ_BR","STORK17","F",13.4458,53.0478,2015,"d","","mm","mm","mm","dm","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm",5439,"HI 13",0.8
157,"AA_0203","HZ_BR","STORK18","F",13.4464,53.0481,2016,"d","","mm","mm","mm","dd","mm","mm","100","95/100","125","120","90/100","100","mm","dm","mm","mm","dm","dd",5440,"HI 13",0.72
159,"AA_0205","HZ_BR","STORK18","F",13.4464,53.0481,2016,"d","","mm","mm","mm","dd","mm","mm","100","95/100","100/125","120","100","100","mm","dm","dm","mm","dd","dd",5441,"HI 13",0.64
162,"AA_0208","HZ_BR","STORK18","F",13.4464,53.0481,2016,"d","","mm","mm","mm","dd","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm",5442,"HI 13",0.76
281,"AA_0325","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm",5443,"HI 14",0.8
301,"AA_0345","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",5444,"HI 14",0.8
303,"AA_0347","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","","m","m","m","d","m","m","100","100","100/125","120","","80","mm","dd","dm","mm","","mm",5445,"HI 12",0.705882352941177
304,"AA_0348","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","m","m","m","100","95","100/125","120","","100","mm","mm","dm","mm","","dd",5446,"HI 13",0.777777777777778
306,"AA_0350","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",5447,"HI 14",0.75
308,"AA_0352","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",5448,"HI 14",0.8
283,"AA_0327","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dd","mm","mm","100","100","100/125","120","70/90","80/100","mm","dd","dm","mm","mm","dm",5449,"HI 13",0.72
284,"AA_0328","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dm","mm","mm","100","95/100","100/125","120","90","100","mm","dm","dm","mm","mm","dd",5450,"HI 13",0.76
300,"AA_0344","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dd","mm","mm","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm",5451,"HI 13",0.8
302,"AA_0346","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","","mm","mm","dd","mm","mm","100","100","100/125","120","90","80","mm","dd","dm","mm","mm","mm",5452,"HI 12",0.739130434782609
305,"AA_0349","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dd","mm","dm","94","95","100/125","120","","80","dd","mm","dm","mm","","mm",5453,"HI 12",0.695652173913043
307,"AA_0351","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dd","mm","dm","100","100","125","120","100","100","mm","dd","mm","mm","dd","dd",5454,"HI 13",0.6
309,"AA_0353","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dm","mm","mm","100","95/100","100","120","90/100","100","mm","dm","dd","mm","dm","dd",5455,"HI 13",0.68
310,"AA_0354","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dm","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",5456,"HI 13",0.8
311,"AA_0355","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dm","mm","mm","100","95","100/125","120","90","100","mm","mm","dm","mm","mm","dd",5457,"HI 13",0.8
313,"AA_0357","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dd","mm","dm","94","100","125","120","100","100","dd","dd","mm","mm","dd","dd",5458,"HI 13",0.52
314,"AA_0358","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","mm","dd","mm","mm","94","95/100","100/125","120","100","80","dd","dm","dm","mm","dd","mm",5459,"HI 13",0.64
316,"AA_0360","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d","","mm","mm","","dd","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",5460,"HI 12",0.739130434782609
4711,"SK945","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","d","d","d","","d","d","","","","","","","","","","","","",5775,"HI 7",0
4712,"SK946","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","d","d","d","","d","d","","","","","","","","","","","","",5776,"HI 7",0
4713,"SK947","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",5777,"HI 8",0
4714,"SK948","HZ_MV","SUCK","M",12.3278,53.4122,2011,"","","","","","","","","","100","","100","100","100","","dd","","dd","dd","dd",5778,"HI 4",0
4715,"SK949","HZ_MV","SUCK","M",12.3278,53.4122,2011,"","","","","","","","","","100","","100","100","100","","dd","","dd","dd","dd",5779,"HI 4",0
4716,"SK950","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",5780,"HI 8",0
4717,"SK951","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","d","d","d","d","d","d","","100","","100","100","100","","dd","","dd","dd","dd",5781,"HI 12",0
4718,"SK952","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","d","d","","d","d","d","","","","","","","","","","","","",5782,"HI 7",0
4719,"SK953","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","d","","","","d","d","d","","","","","","","","","","","","",5783,"HI 5",0
4720,"SK954","HZ_MV","SUCK","M",12.3278,53.4122,2011,"d","","d","d","d","d","d","d","","","","","","","","","","","","",5784,"HI 7",0
4721,"SK956","HZ_MV","SUCK","F",12.3278,53.4122,2011,"","","","","","","","","","100","","100","100","100","","dd","","dd","dd","dd",5785,"HI 4",0
4722,"SK957","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",5786,"HI 7",0
4723,"SK958","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",5787,"HI 7",0
4724,"SK959","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",5788,"HI 7",0
4725,"SK960","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","","","","","","dd","","100","","100","100","100","","dd","","dd","dd","dd",5789,"HI 6",0
4726,"SK962","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",5790,"HI 7",0
4727,"SK963","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",5791,"HI 7",0
4728,"SK964","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",5792,"HI 7",0
4729,"SK966","HZ_MV","SUCK","F",12.3278,53.4122,2011,"d","","dd","dd","dd","","dd","dd","","100","","100","100","100","","dd","","dd","dd","dd",5793,"HI 10",0
4631,"SK822","HZ_BR","TARN7","F",14.9233,53.4911,2010,"d","","mm","mm","mm","dm","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5817,"HI 13",0.92
4632,"SK823","HZ_BR","TARN7","F",14.9233,53.4911,2010,"d","","mm","mm","mm","mm","mm","dm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5818,"HI 13",0.92
3553,"SK2924","HZ_BR","TEMM","M",13.7556,53.0967,2014,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5852,"HI 14",0.9
3462,"SK2828","HZ_BR","TEMPE8c","M",13.7222,52.7111,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5853,"HI 14",0
289,"AA_0333","HZ_BR","TEMPL1","M",13.4781,53.1153,2017,"m","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",5854,"HI 14",0.9
292,"AA_0336","HZ_BR","TEMPL1","M",13.4781,53.1153,2017,"m","m","m","m","d","m","m","m","","95","125","120","70/90","80","","mm","mm","mm","mm","mm",5855,"HI 13",0.944444444444444
287,"AA_0331","HZ_BR","TEMPL1","F",13.4781,53.1153,2017,"m","","mm","mm","mm","mm","mm","mm","","95","125","120","90/100","80","","mm","mm","mm","dm","mm",5856,"HI 12",0.956521739130435
288,"AA_0332","HZ_BR","TEMPL1","F",13.4781,53.1153,2017,"m","","mm","mm","mm","dm","mm","mm","","95","125","120","90","80","","mm","mm","mm","mm","mm",5857,"HI 12",0.956521739130435
315,"AA_0359","HZ_BR","TEMPL28","M",13.4864,53.1275,2017,"m","m","m","m","m","d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",5858,"HI 14",0.95
317,"AA_0361","HZ_BR","TEMPL28","M",13.4864,53.1275,2017,"m","m","m","m","","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5859,"HI 13",0.947368421052632
322,"AA_0366","HZ_BR","TEMPL28","M",13.4864,53.1275,2017,"m","m","m","m","","d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",5860,"HI 13",0.947368421052632
325,"AA_0369","HZ_BR","TEMPL28","M",13.4864,53.1275,2017,"m","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5861,"HI 14",0.95
297,"AA_0341","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m","","mm","mm","mm","dd","mm","","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",5862,"HI 12",0.91304347826087
324,"AA_0368","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5863,"HI 13",0.92
328,"AA_0372","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"","","","","","","","","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5864,"HI 6",1
332,"AA_0376","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m","","mm","mm","","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5865,"HI 12",0.91304347826087
336,"AA_0380","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5866,"HI 13",0.92
354,"AA_0398","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5867,"HI 13",0.92
362,"AA_0406","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5868,"HI 13",0.92
87,"AA_0133","HZ_BR","TEUP41","M",13.6086,52.1303,2016,"d","d","d","d","","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5876,"HI 13",0
85,"AA_0131","HZ_BR","TOPEGS7","M",13.5878,52.1583,2016,"d","","d","d","","d","d","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5941,"HI 11",0
86,"AA_0132","HZ_BR","TOPEGS7","M",13.5878,52.1583,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5942,"HI 14",0
89,"AA_0135","HZ_BR","TOPEGS7","M",13.5878,52.1583,2016,"d","","","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5943,"HI 12",0
84,"AA_0130","HZ_BR","TOPEGS7","F",13.5878,52.1583,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5944,"HI 13",0
88,"AA_0134","HZ_BR","TOPEGS7","F",13.5878,52.1583,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5945,"HI 13",0
3798,"SK3189","HZ_BR","TRIEP30","M",13.3306,53.2903,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5949,"HI 14",0.9
4068,"SK3474","Allo_PL","TRZE17","M",15.1511,53.9992,2015,"m","m","m","m","m","m","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5966,"HI 14",1
4069,"SK3475","Allo_PL","TRZE17","F",15.1511,53.9992,2015,"m","","mm","mm","","mm","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5967,"HI 12",1
90,"AA_0136","HZ_BR","TUCH13","M",13.7875,52.7544,2016,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",5968,"HI 14",0.1
80,"AA_0126","HZ_BR","TUCH13","F",13.7875,52.7544,2016,"d","","","mm","","dd","","dd","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",5969,"HI 10",0.210526315789474
91,"AA_0137","HZ_BR","TUCH13","F",13.7875,52.7544,2016,"d","","dd","dd","","dd","dd","dd","94","100","100","100","70/100","80","dd","dd","dd","dd","dm","mm",5970,"HI 12",0.130434782608696
4708,"SK942","HZ_MV","WEITDF24","M",11.3564,53.8969,2011,"d","d","m","d","d","d","d","d","","","","","","","","","","","","",6267,"HI 8",0.125
4710,"SK944","HZ_MV","WEITDF24","M",11.3564,53.8969,2011,"d","m","d","d","d","d","d","d","","","","","","","","","","","","",6268,"HI 8",0.125
4707,"SK941","HZ_MV","WEITDF24","F",11.3564,53.8969,2011,"d","","dm","dd","dd","","dd","dd","","","","","","","","","","","","",6269,"HI 6",0.0909090909090909
4709,"SK943","HZ_MV","WEITDF24","F",11.3564,53.8969,2011,"d","","dm","dd","dd","","dd","dd","","","","","","","","","","","","",6270,"HI 6",0.0909090909090909
387,"AA_0434","HZ_BR","WICH28","M",13.6422,53.2375,2017,"d","m","m","m","d","","m","m","100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd",6289,"HI 13",0.736842105263158
388,"AA_0435","HZ_BR","WICH28","M",13.6422,53.2375,2017,"d","m","m","m","m","","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",6290,"HI 13",0.842105263157895
95,"AA_0141","HZ_BR","WILL5","M",13.7731,53.1164,2016,"","m","","m","d","d","","","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",6293,"HI 10",0.875
94,"AA_0140","HZ_BR","WILL5","F",13.7731,53.1164,2016,"d","","mm","dd","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",6294,"HI 13",0.8
96,"AA_0142","HZ_BR","WILL5","F",13.7731,53.1164,2016,"d","","mm","mm","","dd","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",6295,"HI 12",0.782608695652174
278,"AA_0322","HZ_BR","WOLZ1","M",13.8339,52.2694,2017,"d","m","d","m","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",6368,"HI 14",0.15
294,"AA_0338","HZ_BR","WOLZ1","M",13.8339,52.2694,2017,"d","m","m","d","d","d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",6369,"HI 14",0.15
17,"AA_0063","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",6370,"HI 14",0.1
33,"AA_0079","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",6371,"HI 14",0.1
35,"AA_0081","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6372,"HI 14",0.05
42,"AA_0088","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",6373,"HI 14",0.2
67,"AA_0113","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","m","","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",6374,"HI 13",0.157894736842105
34,"AA_0080","HZ_BR","WOLZ24","F",13.84,52.2678,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6375,"HI 13",0
36,"AA_0082","HZ_BR","WOLZ24","F",13.84,52.2678,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6376,"HI 13",0
43,"AA_0089","HZ_BR","WOLZ24","F",13.84,52.2678,2016,"d","","","dd","","dd","dd","dd","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",6377,"HI 11",0.0476190476190476
148,"AA_0194","HZ_BR","WRIE20","M",14.1267,52.7347,2016,"d","m","m","m","m","","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",6392,"HI 13",0.947368421052632
146,"AA_0192","HZ_BR","WRIE20","F",14.1267,52.7347,2016,"d","","mm","mm","mm","dm","dm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",6393,"HI 13",0.88
147,"AA_0193","HZ_BR","WRIE20","F",14.1267,52.7347,2016,"d","","mm","mm","mm","dm","dm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",6394,"HI 13",0.88
149,"AA_0195","HZ_BR","WRIE20","F",14.1267,52.7347,2016,"d","","mm","mm","mm","dm","dm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",6395,"HI 13",0.88
151,"AA_0197","HZ_BR","WRIE20","F",14.1267,52.7347,2016,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",6396,"HI 13",0.88
165,"AA_0211","HZ_BR","WRIE20","F",14.1267,52.7347,2016,"d","","","mm","","","mm","","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",6397,"HI 9",0.823529411764706
396,"AA_0443","HZ_BR","WUGG","M",14.2606,52.0875,2017,"d","m","m","m","m","","m","m","100","95","125","100/120","70/100","80","mm","mm","mm","dm","dm","mm",6398,"HI 13",0.842105263157895
406,"AA_0453","HZ_BR","WUGG","M",14.2606,52.0875,2017,"d","m","m","m","m","","m","m","100","","125","120","90","80","mm","","mm","mm","mm","mm",6399,"HI 12",0.941176470588235
389,"AA_0436","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","100/120","100","80/100","mm","mm","mm","dm","dd","dm",6400,"HI 12",0.782608695652174
393,"AA_0440","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","100/120","100","80","mm","mm","mm","dm","dd","mm",6401,"HI 12",0.826086956521739
394,"AA_0441","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","100/120","90/100","80","mm","mm","mm","dm","dm","mm",6402,"HI 12",0.869565217391304
407,"AA_0454","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","100/120","100","80","mm","mm","mm","dm","dd","mm",6403,"HI 12",0.826086956521739
408,"AA_0455","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","100/120","70/100","80/100","mm","mm","mm","dm","dm","dm",6404,"HI 12",0.826086956521739
412,"AA_0459","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d","","dd","mm","mm","","mm","mm","100","95","100","120","100","80","mm","mm","dd","mm","dd","mm",6405,"HI 12",0.695652173913043
416,"AA_0463","HZ_BR","WUGG","F",14.2606,52.0875,2017,"","","","mm","mm","","","mm","100","95","125","120","70/100","80/100","mm","mm","mm","mm","dm","dm",6406,"HI 9",0.888888888888889
3484,"SK2850","HZ_BR","ZACK20","F",14.2408,52.7883,2014,"d","","mm","mm","mm","dm","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",6408,"HI 13",0.92
3528,"SK2895","HZ_BR","ZACK20","F",14.2408,52.7883,2014,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","70/100","80/100","mm","mm","mm","mm","dm","dm",6409,"HI 13",0.88
3535,"SK2906","HZ_BR","ZACK20","F",14.2408,52.7883,2014,"d","","mm","mm","mm","dm","mm","mm","94/100","95","125","100/120","70","100","dm","mm","mm","dm","mm","dd",6410,"HI 13",0.76
3536,"SK2907","HZ_BR","ZACK20","F",14.2408,52.7883,2014,"d","","mm","mm","mm","dm","mm","mm","100","95","125","100/120","70/100","100","mm","mm","mm","dm","dm","dd",6411,"HI 13",0.76
3440,"SK2806","HZ_BR","ZEHL1","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6441,"HI 14",0
3443,"SK2809","HZ_BR","ZEHL1","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6442,"HI 14",0
3444,"SK2810","HZ_BR","ZEHL1","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6443,"HI 14",0
3712,"SK3107","HZ_BR","ZEHL1","M",13.3994,52.7969,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6444,"HI 14",0
3441,"SK2807","HZ_BR","ZEHL1","F",13.3994,52.7969,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6445,"HI 13",0
3442,"SK2808","HZ_BR","ZEHL1","F",13.3994,52.7969,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","125","100","110","100","dd","dd","mm","dd","dd","dd",6446,"HI 13",0.08
3445,"SK2811","HZ_BR","ZEHL1","F",13.3994,52.7969,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100/110","100","dd","dd","dd","dd","","dd",6447,"HI 12",0
3446,"SK2812","HZ_BR","ZEHL1","F",13.3994,52.7969,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100/125","100","110","100","dd","dd","dm","dd","dd","dd",6448,"HI 13",0.04
3755,"SK3150","HZ_BR","ZEHL1","F",13.3994,52.7969,2015,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6449,"HI 13",0
3555,"SK2926","HZ_BR","ZEHL21","F",13.3878,52.7753,2014,"d","","dm","dm","dm","dm","dm","dm","94","95/100","100/125","100","100","80","dd","dm","dm","dd","dd","mm",6450,"HI 13",0.4
6,"AA_0052","HZ_BR","ZINND","M",13.9289,52.5028,2016,"d","m","","m","d","d","d","m","100","95","100/125","120","70/100","100","mm","mm","dm","mm","dm","dd",6528,"HI 13",0.578947368421053
5,"AA_0051","HZ_BR","ZINND","F",13.9289,52.5028,2016,"d","","mm","mm","mm","dd","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm",6529,"HI 13",0.76
7,"AA_0053","HZ_BR","ZINND","F",13.9289,52.5028,2016,"d","","mm","mm","dd","dd","mm","","100","100","100/125","120","70/100","80","mm","dd","dm","mm","dm","mm",6530,"HI 12",0.608695652173913
8,"AA_0054","HZ_BR","ZINND","F",13.9289,52.5028,2016,"","","mm","mm","dd","dd","mm","mm","100","95","100","120","70/100","80","mm","mm","dd","mm","dm","mm",6531,"HI 12",0.708333333333333
4070,"SK3476","Allo_PL","ZOLW6","F",14.6125,53.9406,2015,"d","","mm","mm","mm","dd","mm","mm","","","","","","","","","","","","",6532,"HI 7",0.769230769230769
4071,"SK3477","Allo_PL","ZOLW6","F",14.6125,53.9406,2015,"d","","mm","mm","mm","dd","mm","mm","","","","","","","","","","","","",6533,"HI 7",0.769230769230769
4072,"SK3478","Allo_PL","ZOLW6","F",14.6125,53.9406,2015,"d","","mm","mm","mm","dd","mm","mm","","","","","","","","","","","","",6534,"HI 7",0.769230769230769
135,"AA_0181","HZ_BR","ZOOTZ","M",13.2144,53.1514,2016,"d","m","m","m","m","m","m","m","100","95","100","120","100","100","mm","mm","dd","mm","dd","dd",6535,"HI 14",0.65
