Transect,State,Address,Code,Letter,Number,Mouse_ID,Sex,Latitude,Longitude,Dist0,Year,Month,Day,REGion,mtBamH,Zfy2,SRY1,Y,X332,X347,X65,Tsx,Btk,Syap1,Es1,Gpd1,Idh1,Mpi,Np,Sod1,Es1C,Gpd1C,Idh1C,MpiC,NpC,Sod1C,Lab,Days in lab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Epididymis,Seminal_vesicles,Sperm,Dissociated,Defect,Ovaria,Gravid,Taenia,Hymenolepis,Mastophorus,Rodentolepis,Mesocestoides,Capillaria,Trichuris,Heterakis,Aspiculuris,Syphacia,Oxyurids,Ectoparasites,Leptopsylla,segnis,Ctenophthalmus,agyrtes,Ctenophthalmus,assimilis,Nosophyllus,fasciatus,Hystrichopsylla,sp.,HI_NLoci,HI
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3112,SK3112,F,52.6053,13.8756,2.72,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,dm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,16.36,78.8,76.3,0.0586,,,,,,,,,0.0062,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3113,SK3113,F,52.6053,13.8756,2.72,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,mm,100,100,125,120,90,80/100,mm,dd,mm,mm,mm,dm,HZ,1,12.32,70.6,61.9,0.0253,,,,,,,,,0.0038,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3114,SK3114,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,m,100,95,100/125,120,90/100,80,mm,mm,dm,mm,dm,mm,HZ,1,20.82,83.8,,0.0521,0.0943,0.0368,0.0656,0.0219,0.1008,28.8,18.38,0.059,,,0,0,0,0,0,0,0,0,0,93,93,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3115,SK3115,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,d,100,95,125,120,90,,mm,mm,mm,mm,mm,,HZ,1,10.44,,,0.0236,0.035,0.0338,0.0344,0.0029,,0.7,25,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.8888888889
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3116,SK3116,F,52.6053,13.8756,2.72,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,dd,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,19.35,90.8,84.2,0.0543,,,,,,,,,0.0115,B-,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3117,SK3117,F,52.6053,13.8756,2.72,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.64,78.1,72.5,0.0524,,,,,,,,,0.0124,B-,0,0,0,0,0,0,0,0,0,9,9,,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3118,SK3118,F,52.6053,13.8756,2.72,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125/155,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,19.07,87.7,77.4,0.0452,,,,,,,,,0.0114,B+,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3119,SK3119,F,52.6053,13.8756,2.72,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,mm,94,95/100,125,120,90/100,,dd,dm,mm,mm,dm,,HZ,1,16.13,81.7,80.3,0.0538,,,,,,,,,0.0145,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 12,0.7391304348
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3120,SK3120,F,52.8367,14.1189,22.57,2015,10,8,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,70/90,,mm,mm,mm,mm,mm,,HZ,0,16.72,75.6,70.3,0.0392,,,,,,,,,0.009,B+,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 12,0.9565217391
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3121,SK3121,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,d,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,0,18.95,84,81.7,0.0368,0.0837,0.0824,0.0831,0.0174,0.0548,27.2,24.83,0.04,,,0,0,0,0,0,0,0,0,0,12,12,,,,,,,,,,,,HI 14,0.8
HZ_BR,D,Danewitz 22,DANE22,SK,3122,SK3122,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,d,d,d,d,d,94,95/100,100,100,100,100,dd,dm,dd,dd,dd,dd,HZ,1,18.88,79.1,85.1,0.0431,0.0685,0.0685,0.0685,0.0217,0.0829,27.6,35.97,0.086,,,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,HI 13,0.0526315789
HZ_BR,D,Danewitz 22,DANE22,SK,3123,SK3123,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,15.29,75.9,85.3,0.0332,0.0717,0.0749,0.0733,0.0179,0.0458,17.9,27.84,0.093,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Danewitz 22,DANE22,SK,3124,SK3124,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dm,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,17.74,80.2,83.6,0.0477,,,,,,,,,0.0074,B+,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.04
HZ_BR,D,Danewitz 22,DANE22,SK,3125,SK3125,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,23.24,90.2,84,0.0657,,,,,,,,,0.0123,B+,0,0,0,4,0,0,0,0,0,35,35,,,,,,,,,,,,HI 13,0
HZ_BR,D,Danewitz 22,DANE22,SK,3126,SK3126,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,16.48,77.8,86.9,0.0302,0.0705,0.0708,0.0707,0.0154,0.0259,15.6,24,0.12,,,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,HI 14,0
HZ_BR,D,Danewitz 22,DANE22,SK,3127,SK3127,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,13.49,72.8,79.1,0.0456,0.0695,0.0714,0.0705,0.0115,0.0075,7.4,44.19,0.07,,,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,HI 14,0
HZ_BR,D,Danewitz 22,DANE22,SK,3128,SK3128,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,20.81,85.6,81.5,,,,,,,,,,0.0089,B-,0,0,0,0,0,0,0,0,0,25,25,,,,,,,,,,,,HI 13,0
HZ_BR,D,Danewitz 22,DANE22,SK,3129,SK3129,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dm,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,20.81,85.6,81.5,,,,,,,,,,0.0089,B-,0,0,0,0,0,0,0,0,0,25,25,,,,,,,,,,,,HI 13,0.04
HZ_BR,D,Danewitz 22,DANE22,SK,3130,SK3130,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,m,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,20.37,81.5,78.1,0.0344,0.0766,0.0812,0.0789,0.0214,0.1386,23.2,22.31,0.132,,,0,0,0,3,0,0,0,0,0,17,17,,,,,,,,,,,,HI 14,0.05
HZ_BR,D,Danewitz 22,DANE22,SK,3131,SK3131,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,d,d,d,d,d,94,95/100,100,100,100,100,dd,dm,dd,dd,dd,dd,HZ,1,16.26,77.4,86.1,0.0537,0.0805,0.0841,0.0823,0.0211,0.0369,19.9,16.25,0.1,,,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,HI 14,0.05
HZ_BR,D,Danewitz 22,DANE22,SK,3132,SK3132,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,11.94,66.1,75.8,0.0238,,,,,,,,,0.0021,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Danewitz 22,DANE22,SK,3133,SK3133,M,52.7339,13.6664,-9.74,2015,10,8,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,20.84,81.4,93.2,0.0501,0.0956,0.0987,0.0972,0.0294,0.2156,42.2,14.62,0.075,,,0,0,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Hennickendorf 7,HENN7,SK,3134,SK3134,M,52.5142,13.8517,-0.04,2015,10,8,DyM,d,m,,m,m,m,d,d,d,m,94,95,100/125,100/120,90/100,80/100,dd,mm,dm,dm,dm,dm,HZ,1,15.75,80.4,76.6,0.0188,0.0848,0.0871,0.086,0.0258,0.1391,45.8,15.96,0.042,,,0,0,0,0,0,0,0,0,14,0,14,,,,,,,,,,,,HI 14,0.5
HZ_BR,D,Schiffmühle 29,SCHIFF29,SK,3135,SK3135,M,52.8092,14.0569,17.65,2015,10,8,dom,d,m,,m,m,m,m,m,m,m,100,95,125,120,70,100,mm,mm,mm,mm,mm,dd,HZ,1,16.99,78.7,75.8,0.0298,0.0496,0.0559,0.0528,0.0183,0.1296,19,16.33,0.041,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Madlitz 11,MADL11,SK,3136,SK3136,F,52.3789,14.3106,29.3,2015,10,8,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,100,80,mm,mm,mm,mm,dd,mm,HZ,1,17.33,86,81.2,0.0223,,,,,,,,,0.0042,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Schiffmühle 29,SCHIFF29,SK,3137,SK3137,F,52.8092,14.0569,17.65,2015,10,8,dom,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,1,13.07,74,70.8,0.0541,,,,,,,,,0.0045,B-,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Ort Berkenlatten 7,ORTB7,SK,3138,SK3138,M,53.1406,13.7586,24.29,2015,10,8,mus,d,m,,m,m,m,,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.88,77,77.5,0.0348,0.0753,0.0788,0.0771,0.021,0.136,32.1,13.33,0.048,,,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,HI 13,0.8947368421
HZ_BR,D,Ort Berkenlatten 7,ORTB7,SK,3139,SK3139,M,53.1406,13.7586,24.29,2015,10,8,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,19.17,80.9,78.6,0.0444,0.0822,0.0846,0.0834,0.0225,0.1914,33.3,11.56,0.064,,,0,0,0,0,0,0,0,0,15,0,15,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Ort Berkenlatten 7,ORTB7,SK,3140,SK3140,F,53.1406,13.7586,24.29,2015,10,8,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,HZ,1,14.86,78,78,0.0459,,,,,,,,,0.0092,B-,0,0,0,0,0,0,0,0,9,0,9,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3141,SK3141,F,53.0689,13.4286,3.29,2015,10,8,dom,d,,,,mm,mm,mm,dd,mm,dm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,16.18,79.7,77,0.047,,,,,,,,,0.0112,B-,0,0,0,0,0,0,70,0,0,0,0,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3142,SK3142,M,53.0689,13.4286,3.29,2015,10,8,dom,d,m,,m,m,m,m,d,m,m,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,17.65,85.8,81.6,0.0261,0.0598,0.0602,0.06,0.0187,0.0995,19.2,17.95,0.068,,,0,0,0,0,0,0,57,0,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Ort Berkenlatten 7,ORTB7,SK,3143,SK3143,M,53.1406,13.7586,24.29,2015,10,8,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.22,76,72,0.0302,0.0906,0.0964,0.0935,0.0265,0.1165,30.7,21.09,0.061,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3144,SK3144,F,53.0689,13.4286,3.29,2015,10,8,dom,d,,,,mm,mm,mm,dd,mm,dm,100,95,100,120,90,80,mm,mm,dd,mm,mm,mm,HZ,1,17.25,81.3,,0.0405,,,,,,,,,0.0106,B-,0,0,1,0,0,0,75,0,0,0,0,,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3145,SK3145,F,53.0689,13.4286,3.29,2015,10,8,dom,d,,,,,mm,,dm,mm,mm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,16.17,80.3,74,0.0365,,,,,,,,,0.0103,B-,0,0,0,0,0,0,6,0,0,48,48,,,,,,,,,,,,HI 11,0.8571428571
HZ_BR,D,Neumädewitz 39,NEUM39,SK,3146,SK3146,M,52.7408,14.1611,23.53,2015,10,9,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,100,80,mm,mm,mm,mm,dd,mm,HZ,1,12.4,70.2,62.9,0.0208,0.0538,0.0505,0.0522,0.0101,0.0145,5.7,25.93,0.259,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Ort Berkenlatten 7,ORTB7,SK,3147,SK3147,M,53.1406,13.7586,24.29,2015,10,8,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,HZ,1,16.32,82.8,75.5,0.0676,0.0694,0.0666,0.068,0.0218,0.1303,26.2,19.38,0.093,,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Pappelwerder 1,PAPP1,SK,3148,SK3148,F,53.2108,13.6506,24.98,2015,10,8,dom,d,,,,mm,mm,mm,dd,mm,mm,100,95,155,120,100,80,mm,mm,mm,mm,dd,mm,HZ,1,13.42,77.3,77.1,0.0223,,,,,,,,,0.0063,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Pappelwerder 1,PAPP1,SK,3149,SK3149,F,53.2108,13.6506,24.98,2015,10,8,dom,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,1,7.83,62.9,63.9,0.0124,,,,,,,,,,B-,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,3150,SK3150,F,52.7969,13.3994,-20.06,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,13.94,72.4,83.1,0.0296,,,,,,,,,0.0082,B-,0,0,0,0,0,0,0,0,8,107,115,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Liebenthal 38,LIEB38,SK,3151,SK3151,M,52.9156,13.4636,-7.49,2015,10,9,dom,d,d,,d,d,d,d,d,d,d,94,95/100,100,100,90/100,100,dd,dm,dd,dd,dm,dd,HZ,1,15.18,76.4,87.7,0.0243,0.084,0.0853,0.0847,0.0296,0.1655,48.9,11.07,0.111,,,0,0,0,0,0,0,0,0,0,25,25,,,,,,,,,,,,HI 14,0.1
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,3152,SK3152,F,52.9008,13.1972,-20.99,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94/100,95,125,100/120,100,80,dm,mm,mm,dm,dd,mm,HZ,1,13.48,73.7,83.3,0.0259,,,,,,,,,0.0045,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.32
HZ_BR,D,Hoppegarten 1,HOPPE1,SK,3153,SK3153,F,52.4978,13.6761,-12.08,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,100,100,100,100,100,100,mm,dd,dd,dd,dd,dd,HZ,1,18.6,83.5,98.4,0.0178,,,,,,,,,0.0093,B+,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.08
HZ_BR,D,Hoppegarten 1,HOPPE1,SK,3153-1,SK3153-1,F,52.4978,13.6761,-12.08,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,,,,,,,,,,,,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 7,0
HZ_BR,D,Hoppegarten 1,HOPPE1,SK,3153-2,SK3153-2,F,52.4978,13.6761,-12.08,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,,,,,,,,,,,,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 7,0
HZ_BR,D,Hoppegarten 1,HOPPE1,SK,3153-3,SK3153-3,F,52.4978,13.6761,-12.08,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,,,,,,,,,,,,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 7,0
HZ_BR,D,Hoppegarten 1,HOPPE1,SK,3153-4,SK3153-4,F,52.4978,13.6761,-12.08,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,,,,,,,,,,,,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 7,0
HZ_BR,D,Hoppegarten 1,HOPPE1,SK,3153-5,SK3153-5,M,52.4978,13.6761,-12.08,2015,10,9,dom,d,d,,d,d,d,d,d,d,d,,,,,,,,,,,,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 8,0
HZ_BR,D,Schorfheide 16,SCHOR16,SK,3154,SK3154,M,52.9228,13.5436,-3.21,2015,10,9,dom,d,d,,d,d,d,d,d,d,d,94,100,100,120,100,100,dd,dd,dd,mm,dd,dd,HZ,1,19.37,81.8,75.5,0.0437,0.081,0.0836,0.0823,0.0241,0.1205,46.4,16.73,0.058,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.1
HZ_BR,D,Schorfheide 16,SCHOR16,SK,3155,SK3155,M,52.9228,13.5436,-3.21,2015,10,9,dom,d,d,,d,d,d,d,d,d,d,94,100,100,120,100,100,dd,dd,dd,mm,dd,dd,HZ,1,17.3,81.4,89.1,0.03,0.0579,0.0594,0.0587,0.0198,0.1436,28.7,21.43,0.1,,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,HI 14,0.1
HZ_BR,D,Schorfheide 16,SCHOR16,SK,3156,SK3156,F,52.9228,13.5436,-3.21,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,120,100,80,dd,dd,dd,mm,dd,mm,HZ,1,16.42,76.4,94,0.0417,,,,,,,,,0.006,B -,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.16
HZ_BR,D,Schorfheide 16,SCHOR16,SK,3157,SK3157,F,52.9228,13.5436,-3.21,2015,10,9,dom,d,,,,,dd,dd,dd,dd,dd,94,100,100,120,100,100,dd,dd,dd,mm,dd,dd,HZ,1,17.72,83,,0.0483,,,,,,,,,0.0092,B -,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 12,0.0869565217
HZ_BR,D,Schorfheide 16,SCHOR16,SK,3158,SK3158,M,52.9228,13.5436,-3.21,2015,10,9,dom,d,d,,d,d,d,d,d,d,d,100,100,100,120,100,100,mm,dd,dd,mm,dd,dd,HZ,1,17.89,82.2,84.2,0.0229,0.0722,0.0767,0.0745,0.0292,0.2,46.3,14.59,0.094,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.2
HZ_BR,D,Hohenstein 1,HOHST1,SK,3159,SK3159,M,52.5689,13.9858,9.68,2015,10,9,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,70/100,80,mm,mm,mm,mm,dm,mm,HZ,1,13.7,77.9,72.4,0.0186,0.0672,0.0664,0.0668,0.0164,0.0786,23.9,23.2,0.056,,,0,0,0,1,0,0,0,0,15,0,15,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Neumädewitz 39,NEUM39,SK,3160,SK3160,F,52.7408,14.1611,23.53,2015,10,9,mus,d,,,,mm,mm,mm,mm,dm,mm,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,1,12.26,76.3,70.8,0.0208,,,,,,,,,,B+,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Neumädewitz 39,NEUM39,SK,3161,SK3161,F,52.7408,14.1611,23.53,2015,10,9,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,10.3,72.4,65,0.0282,,,,,,,,,,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.96
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3162,SK3162,F,53.0689,13.4286,3.29,2015,10,8,dom,d,,,,mm,mm,mm,dm,mm,mm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,16.94,80.1,77.9,0.0368,,,,,,,,,,B+,0,0,0,0,0,0,20,0,0,30,30,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3163,SK3163,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,2,14.59,80.3,60.7,0.0596,0.0662,0.0645,0.0654,0.0177,0.0581,21.4,26.67,0.108,,,0,0,0,0,0,0,0,0,0,68,68,,,,,,,,,,,,HI 14,0.95
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3164,SK3164,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,m,100,95,125,120,90/100,100,mm,mm,mm,mm,dm,dd,HZ,2,15.35,81.6,72.2,0.037,0.0898,0.0914,0.0906,0.0177,0.0576,31.8,17.26,0.048,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.8
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3165,SK3165,F,52.6053,13.8756,2.72,2015,10,8,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,2,19.3,90.6,77,0.0725,,,,,,,,,0.0104,B-,0,0,0,0,0,0,0,0,0,16,16,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3166,SK3166,F,52.6053,13.8756,2.72,2015,10,8,mus,m,,,,mm,mm,,dd,mm,mm,100,95,100/125,120,90/100,80,mm,mm,dm,mm,dm,mm,HZ,2,10.4,82.5,,0.0417,,,,,,,,,0.0057,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 12,0.8260869565
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3167,SK3167,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,m,100,95/100,125,120,90,80,mm,dm,mm,mm,mm,mm,HZ,2,13.2,73.8,69.4,0.0231,0.0661,0.072,0.0691,0.0117,0.0388,18.6,21.11,0.078,,,0,0,0,0,0,0,0,0,0,45,45,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Danewitz 22,DANE22,SK,3168,SK3168,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,2,23.4,89.5,91.5,0.0508,,,,,,,,,0.0099,B-,0,0,0,7,0,0,0,0,3,90,93,,,,,,,,,,,,HI 13,0
HZ_BR,D,Danewitz 22,DANE22,SK,3169,SK3169,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,2,17.66,83.7,85.2,0.0483,,,,,,,,,0.0078,B+,0,0,0,7,0,0,0,0,0,17,17,,,,,,,,,,,,HI 13,0
HZ_BR,D,Danewitz 22,DANE22,SK,3170,SK3170,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,mm,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,2,19.3,84.8,83.3,0.0416,,,,,,,,,0.0058,B+,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.08
HZ_BR,D,Liebenthal 38,LIEB38,SK,3171,SK3171,F,52.9156,13.4636,-7.49,2015,10,10,dom,d,,,,dd,dm,dd,dd,dd,dd,94,95/100,100,100,100,100,dd,dm,dd,dd,dd,dd,HZ,1,9.92,62.3,73.7,0.012,,,,,,,,,0.0023,B-,0,0,0,0,0,0,0,0,0,25,25,,,,,,,,,,,,HI 13,0.08
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,3172,SK3172,F,52.9008,13.1972,-20.99,2015,10,10,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,19.94,86.7,89.2,0.0406,,,,,,,,,0.0093,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Densow 12,DENS12,SK,3173,SK3173,M,53.145,13.3775,7.09,2015,10,10,dom,d,,,m,,m,,d,,m,100,100,125,120,100,100,mm,dd,mm,mm,dd,dd,HZ,1,17.12,78.9,73.8,0.042,0.0738,0.0728,0.0733,0.0195,0.0762,27.4,24.31,0.09,,,0,0,0,0,0,0,0,0,5,0,5,,,,,,,,,,,,HI 10,0.5
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,3175,SK3175,F,52.9008,13.1972,-20.99,2015,10,10,dom,d,,,,dd,dd,dd,dd,dd,dd,94/100,100,100,100/120,100,100,dm,dd,dd,dm,dd,dd,HZ,1,18.52,83.2,83.6,0.031,,,,,,,,,0.0077,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.08
