# File Name: qPCR_eimeria_field_faeces_JK_07022022_2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 01:32:05 PM UTC
# Run End Date/Time: 2022-02-07 02:51:33 PM UTC
# Run Duration: 79 minutes 27 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:40:32 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:40:46 PM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","1","Eim","59.993900299072266","544893.5","-4897.67578125"
"1","A1","2","Eim","60.2957878112793","549768.75","-4403.46875"
"1","A1","3","Eim","60.59767532348633","550876.4375","-3837.212890625"
"1","A1","4","Eim","60.89956283569336","554101.25","-3206.525390625"
"1","A1","5","Eim","61.20145034790039","553166.375","-2540.3427734375"
"1","A1","6","Eim","61.50333786010742","553305.0625","-1866.587890625"
"1","A1","7","Eim","61.80522537231445","553294.4375","-1197.326171875"
"1","A1","8","Eim","62.107112884521484","554212.75","-532.26953125"
"1","A1","9","Eim","62.409000396728516","555470.5625","123.326171875"
"1","A1","10","Eim","62.71088790893555","555107.0625","744.4072265625"
"1","A1","11","Eim","63.01277542114258","555011.75","1289.23291015625"
"1","A1","12","Eim","63.31466293334961","554357.9375","1718.8017578125"
"1","A1","13","Eim","63.616546630859375","553362.625","2021.79150390625"
"1","A1","14","Eim","63.918434143066406","552917.0625","2227.892578125"
"1","A1","15","Eim","64.22032165527344","551236.25","2400.63330078125"
"1","A1","16","Eim","64.52220916748047","549609.375","2611.75244140625"
"1","A1","17","Eim","64.8240966796875","551037.8125","2907.93896484375"
"1","A1","18","Eim","65.12598419189453","551181.3125","3290.5146484375"
"1","A1","19","Eim","65.42787170410156","548838.5625","3717.0361328125"
"1","A1","20","Eim","65.7297592163086","548135.5","4125.30908203125"
"1","A1","21","Eim","66.03164672851562","547760.875","4465.79736328125"
"1","A1","22","Eim","66.33353424072266","545503.75","4724.7890625"
"1","A1","23","Eim","66.63542175292969","542362.875","4928.240234375"
"1","A1","24","Eim","66.93730926513672","541808.3125","5125.1865234375"
"1","A1","25","Eim","67.23919677734375","541484.0625","5363.66552734375"
"1","A1","26","Eim","67.54108428955078","539369.625","5670.388671875"
"1","A1","27","Eim","67.84297180175781","537375.5","6045.2490234375"
"1","A1","28","Eim","68.14485931396484","536336.8125","6468.7529296875"
"1","A1","29","Eim","68.44674682617188","534570.25","6916.3134765625"
"1","A1","30","Eim","68.7486343383789","532160.3125","7372.0146484375"
"1","A1","31","Eim","69.05052185058594","529173.5625","7833.57861328125"
"1","A1","32","Eim","69.35240936279297","526565.375","8308.412109375"
"1","A1","33","Eim","69.654296875","526507.9375","8803.4638671875"
"1","A1","34","Eim","69.95618438720703","521883.6875","9333.767578125"
"1","A1","35","Eim","70.25807189941406","519010.03125","9880.1396484375"
"1","A1","36","Eim","70.5599594116211","517379.4375","10410.3662109375"
"1","A1","37","Eim","70.86184692382812","514437.34375","10905.1875"
"1","A1","38","Eim","71.16373443603516","509328.96875","11353.28515625"
"1","A1","39","Eim","71.46562194824219","505881.90625","11750.1376953125"
"1","A1","40","Eim","71.76750946044922","503762.78125","12095.3564453125"
"1","A1","41","Eim","72.06939697265625","499584.0","12391.7236328125"
"1","A1","42","Eim","72.37128448486328","495594.15625","12649.7802734375"
"1","A1","43","Eim","72.67317199707031","490817.625","12893.91796875"
"1","A1","44","Eim","72.97505950927734","487507.75","13160.689453125"
"1","A1","45","Eim","73.27694702148438","483749.71875","13490.580078125"
"1","A1","46","Eim","73.5788345336914","480490.6875","13917.927734375"
"1","A1","47","Eim","73.88072204589844","476190.65625","14467.5625"
"1","A1","48","Eim","74.18260955810547","471224.84375","15160.33984375"
"1","A1","49","Eim","74.4844970703125","467934.90625","16021.0703125"
"1","A1","50","Eim","74.78638458251953","463029.5625","17082.291015625"
"1","A1","51","Eim","75.08827209472656","458178.53125","18377.94140625"
"1","A1","52","Eim","75.3901596069336","453564.375","19926.77734375"
"1","A1","53","Eim","75.69204711914062","447362.875","21710.3046875"
"1","A1","54","Eim","75.99393463134766","442375.03125","23657.7421875"
"1","A1","55","Eim","76.29582214355469","435812.5","25648.37109375"
"1","A1","56","Eim","76.59770965576172","428151.59375","27538.0859375"
"1","A1","57","Eim","76.89959716796875","418786.6875","29198.8515625"
"1","A1","58","Eim","77.20148468017578","408410.03125","30553.40625"
"1","A1","59","Eim","77.50337219238281","399330.375","31590.185546875"
"1","A1","60","Eim","77.80525970458984","390522.625","32361.109375"
"1","A1","61","Eim","78.10714721679688","380725.0625","32972.88671875"
"1","A1","62","Eim","78.4090347290039","368921.71875","33579.87890625"
"1","A1","63","Eim","78.71092224121094","359614.96875","34370.58203125"
"1","A1","64","Eim","79.01280975341797","349063.21875","35532.203125"
