# File Name: qPCR_eimeria_field_faeces_JK_07022022_2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-07 01:32:05 PM UTC
# Run End Date/Time: 2022-02-07 02:51:33 PM UTC
# Run Duration: 79 minutes 27 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-07 03:40:32 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-07 03:40:46 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"52","E4","1","141360.77","41331.824","120664.445"
"53","E5","1","119510.38","32284.049","89948.9"
"54","E6","1","131320.77","34916.707","96087.234"
"55","E7","1","118291.81","38592.543","122900.445"
"56","E8","1","93908.63","27182.47","78987.13"
"57","E9","1","86474.336","26575.861","76928.03"
"58","E10","1","147346.1","40203.086","104227.086"
"59","E11","1","150133.23","39666.156","99385.766"
"60","E12","1","132383.55","36780.85","84939.78"
"61","F1","1","160959.19","45078.145","125882.42"
"62","F2","1","145549.95","38654.33","102937.51"
"63","F3","1","143428.8","36956.52","96317.266"
"64","F4","1","110988.46","34441.586","106188.234"
"65","F5","1","133632.39","39495.113","113289.91"
"66","F6","1","137332.11","36332.637","100850.91"
"67","F7","1","94930.68","35102.23","115028.55"
"68","F8","1","68938.18","24116.795","80737.73"
"69","F9","1","73779.36","24055.467","76615.266"
"70","F10","1","163777.48","40967.195","95845.44"
"71","F11","1","212190.08","50822.15","111223.96"
"72","F12","1","197521.34","50318.273","104688.016"
"73","G1","1","207388.53","59089.863","150182.36"
"74","G2","1","166393.52","45026.055","110023.125"
"75","G3","1","149535.08","39504.383","97385.34"
"76","G4","1","88569.03","32322.674","106557.74"
"77","G5","1","85552.97","29632.719","96408.54"
"78","G6","1","95302.96","31364.293","98573.09"
"79","G7","1","145203.28","45607.45","136334.81"
"80","G8","1","133778.42","39361.383","111458.27"
"81","G9","1","92947.85","26298.756","73926.516"
"82","G10","1","134533.83","37920.0","95742.46"
"83","G11","1","145638.56","41101.91","99532.49"
"84","G12","1","158405.83","44332.76","107348.914"
"85","H1","1","101994.33","36708.766","131142.11"
"86","H2","1","98131.88","34039.152","111433.62"
"87","H3","1","103953.63","34096.59","105854.51"
"88","H4","1","47507.51","25034.076","99738.95"
"89","H5","1","49220.082","26416.365","104839.9"
"90","H6","1","39350.9","20132.936","84409.016"
"91","H7","1","227960.9","53771.65","120342.984"
"92","H8","1","154879.86","37531.926","83629.484"
"93","H9","1","145352.95","35658.035","80318.07"
"94","H10","1","61034.18","26392.49","102590.93"
"95","H11","1","54828.484","27574.793","115555.53"
"96","H12","1","59963.33","22072.629","103580.69"
"1","A1","1","84087.49","33276.25","137736.78"
"2","A2","1","72333.18","28653.914","115784.7"
"3","A3","1","63610.24","29526.92","111739.54"
"4","A4","1","66161.3","28725.023","109736.31"
"5","A5","1","50589.605","26623.88","98126.88"
"6","A6","1","51600.246","25722.69","96887.6"
"7","A7","1","46257.824","24941.465","104497.87"
"8","A8","1","50542.31","23005.506","89623.48"
"9","A9","1","46800.49","26630.938","109488.664"
"10","A10","1","35506.59","18870.396","79841.516"
"11","A11","1","59531.848","26491.047","111456.625"
"12","A12","1","51556.375","22837.94","97559.9"
"13","B1","1","65760.73","29530.729","125587.88"
"14","B2","1","75451.38","31927.535","118403.28"
"15","B3","1","66122.08","27470.9","103025.61"
"16","B4","1","56735.543","26979.521","104605.78"
"17","B5","1","58842.965","25634.63","95940.914"
"18","B6","1","45148.465","20869.178","78794.35"
"19","B7","1","60356.633","25282.87","91678.89"
"20","B8","1","51043.758","21225.656","81035.14"
"21","B9","1","60505.71","22818.072","84004.016"
"22","B10","1","55479.14","26792.01","104259.47"
"23","B11","1","57639.715","21926.71","85425.63"
"24","B12","1","49957.17","22826.283","88386.58"
"25","C1","1","41783.746","27369.936","120045.35"
"26","C2","1","62921.734","27189.004","103058.945"
"27","C3","1","50516.0","24603.861","95342.805"
"28","C4","1","67582.81","34878.0","135486.11"
"29","C5","1","59533.797","28416.803","106509.26"
"30","C6","1","55501.355","24421.781","91821.016"
"31","C7","1","44534.848","25145.701","97231.16"
"32","C8","1","50048.023","24805.594","91343.56"
"33","C9","1","41089.82","22508.945","84522.58"
"34","C10","1","67655.18","34903.23","132768.5"
"35","C11","1","52648.266","21448.633","81751.44"
"36","C12","1","60567.44","23716.701","86388.58"
"37","D1","1","72984.81","34549.156","133100.92"
"38","D2","1","85685.34","35878.082","129149.586"
"39","D3","1","72936.26","27203.934","93337.43"
"40","D4","1","66377.69","34303.438","129940.09"
"41","D5","1","56659.633","28103.992","104398.32"
"42","D6","1","39836.66","18813.746","72718.914"
"43","D7","1","64116.22","34305.184","127737.72"
"44","D8","1","61965.887","32146.436","124299.28"
"45","D9","1","56122.25","29987.227","116272.35"
"46","D10","1","65187.78","29027.441","105374.88"
"47","D11","1","59898.465","26527.91","96117.67"
"48","D12","1","49206.918","21236.957","75841.96"
"49","E1","1","72565.09","32793.53","132337.22"
"50","E2","1","71214.336","32114.541","122234.68"
"51","E3","1","45338.598","22086.006","84109.86"
"52","E4","1","63740.125","31371.996","115865.516"
"53","E5","1","49821.297","23496.023","85528.55"
"54","E6","1","53736.832","25459.113","90863.97"
"55","E7","1","54489.12","30462.707","114653.57"
"56","E8","1","43682.723","20535.746","74971.28"
"57","E9","1","36503.727","19768.957","74100.41"
"58","E10","1","59631.746","27544.236","98717.016"
"59","E11","1","57364.305","26601.395","95140.32"
"60","E12","1","54449.805","23178.787","81949.44"
"61","F1","1","85179.19","32785.523","121516.1"
"62","F2","1","68243.734","27264.861","98886.0"
"63","F3","1","67794.24","25904.479","92600.15"
"64","F4","1","52545.676","26168.771","102024.91"
"65","F5","1","58508.133","29695.174","108237.28"
"66","F6","1","62099.777","26226.084","94404.03"
"67","F7","1","49747.19","29365.877","109856.28"
"68","F8","1","34825.402","19569.248","76269.17"
"69","F9","1","36935.996","18511.818","73191.78"
"70","F10","1","62055.754","26409.78","91377.76"
"71","F11","1","82837.38","31834.293","106734.73"
"72","F12","1","79272.96","29630.588","100958.07"
"73","G1","1","85237.7","37320.914","144598.0"
"74","G2","1","68166.414","28611.297","105505.51"
"75","G3","1","57042.777","25794.018","94006.69"
"76","G4","1","49217.758","26226.682","100950.85"
"77","G5","1","45672.754","23800.355","91579.29"
"78","G6","1","46424.84","24514.777","93086.805"
"79","G7","1","59668.96","33461.445","127666.67"
"80","G8","1","55508.516","28609.148","105428.28"
"81","G9","1","37212.965","18337.033","70917.88"
"82","G10","1","51793.445","25330.91","91695.37"
"83","G11","1","58449.125","26137.105","95565.65"
"84","G12","1","64397.785","26776.242","103656.51"
"85","H1","1","58450.215","30331.795","126949.664"
"86","H2","1","53329.945","26580.795","108146.66"
"87","H3","1","52094.004","26421.447","102528.625"
"88","H4","1","33790.242","23724.025","96261.88"
"89","H5","1","34227.207","24202.244","101827.0"
"90","H6","1","28564.977","19243.176","81397.8"
"91","H7","1","83974.52","33153.93","113715.89"
"92","H8","1","55067.633","23233.08","81040.77"
"93","H9","1","52729.74","21456.96","76575.766"
"94","H10","1","42506.13","23992.418","99021.53"
"95","H11","1","38318.57","25599.736","112030.98"
"96","H12","1","43593.21","19880.473","100178.49"
"1","A1","2","215530.06","58969.285","143989.27"
"2","A2","2","194940.81","50601.56","121539.09"
"3","A3","2","192344.58","49971.97","117190.63"
"4","A4","2","176294.28","46926.81","116455.4"
"5","A5","2","176198.1","45255.844","103196.65"
"6","A6","2","190663.92","45858.71","102710.805"
"7","A7","2","96303.85","32815.934","110070.35"
"8","A8","2","104437.87","31172.373","94605.61"
"9","A9","2","112395.73","36761.613","116209.516"
"10","A10","2","77742.05","26049.252","83569.016"
"11","A11","2","138066.45","41094.266","117155.34"
"12","A12","2","113139.42","34874.45","101895.945"
"13","B1","2","154408.89","46597.992","130799.11"
"14","B2","2","196512.56","51324.95","124611.51"
"15","B3","2","172882.66","43879.39","108129.07"
"16","B4","2","112877.414","34497.08","110182.34"
"17","B5","2","120556.44","34254.402","101402.85"
"18","B6","2","109306.74","29485.295","82200.62"
"19","B7","2","142384.88","36060.637","95800.51"
"20","B8","2","122108.98","30640.031","84889.71"
"21","B9","2","151481.03","35573.92","88035.77"
"22","B10","2","128474.41","37262.32","108914.25"
"23","B11","2","124109.42","32632.955","88998.37"
"24","B12","2","133293.14","37816.71","92351.11"
"25","C1","2","87298.1","34708.574","125606.52"
"26","C2","2","127023.65","36742.746","108269.04"
"27","C3","2","110717.86","33407.32","99919.0"
"28","C4","2","141110.33","44210.14","141247.86"
"29","C5","2","140829.69","38536.617","112851.76"
"30","C6","2","147030.39","35628.203","95498.92"
"31","C7","2","85756.37","30728.016","102276.32"
"32","C8","2","95163.71","30750.49","96428.97"
"33","C9","2","89546.64","28533.56","88772.97"
"34","C10","2","175293.44","50309.92","139479.5"
"35","C11","2","131780.28","33596.688","85703.39"
"36","C12","2","150609.95","38718.93","90247.73"
"37","D1","2","171373.45","50467.72","139026.94"
"38","D2","2","213649.53","55354.81","135633.0"
"39","D3","2","178605.56","41590.65","97621.71"
"40","D4","2","134858.98","43329.71","136552.5"
"41","D5","2","127006.05","37465.445","112985.42"
"42","D6","2","86204.99","25077.684","77055.43"
"43","D7","2","145750.83","44557.37","135477.28"
"44","D8","2","151789.97","44055.793","131670.4"
"45","D9","2","145017.88","41915.71","122213.11"
"46","D10","2","165478.84","42523.273","110134.06"
"47","D11","2","160464.7","41711.75","100452.6"
"48","D12","2","134135.97","35056.6","79139.625"
"49","E1","2","140145.8","43355.83","139450.08"
"50","E2","2","152578.94","44249.77","128521.91"
"51","E3","2","113747.14","31577.244","87894.31"
"52","E4","2","150163.86","42256.87","121221.14"
"53","E5","2","125867.23","32669.691","90669.74"
"54","E6","2","140058.12","35727.527","97098.914"
"55","E7","2","125302.4","38964.28","122053.51"
"56","E8","2","99316.5","27610.258","79395.74"
"57","E9","2","92713.05","26761.674","77648.7"
"58","E10","2","155415.5","40182.35","103365.33"
"59","E11","2","156665.73","40527.266","99549.61"
"60","E12","2","140573.86","37082.996","85850.75"
"61","F1","2","171779.89","46677.918","126728.74"
"62","F2","2","160743.14","40680.75","102973.59"
"63","F3","2","157973.9","38420.32","96961.734"
"64","F4","2","117322.39","34924.04","106439.77"
"65","F5","2","144537.81","39988.89","114100.23"
"66","F6","2","146993.17","36703.684","100270.625"
"67","F7","2","99690.47","35614.867","116557.29"
"68","F8","2","71967.305","24330.586","80335.48"
"69","F9","2","77853.03","24007.783","77002.336"
"70","F10","2","176601.62","42227.934","96065.484"
"71","F11","2","228715.47","53344.41","112055.805"
"72","F12","2","214990.83","52609.945","106160.6"
"73","G1","2","220877.83","60197.22","151774.77"
"74","G2","2","176940.45","45539.652","110290.85"
"75","G3","2","159181.12","40803.56","98239.305"
"76","G4","2","93845.23","32455.613","106390.836"
"77","G5","2","91725.984","29871.604","96296.234"
"78","G6","2","102465.46","31216.96","98181.336"
"79","G7","2","153551.23","46153.38","135995.64"
"80","G8","2","139861.27","40120.125","110932.305"
"81","G9","2","103071.234","27828.977","78007.89"
"82","G10","2","142364.73","38612.918","95908.89"
"83","G11","2","154859.95","41687.332","99827.19"
"84","G12","2","166396.94","45506.223","108537.39"
"85","H1","2","103417.12","37290.38","132332.16"
"86","H2","2","102228.91","34729.996","112984.75"
"87","H3","2","110111.11","35002.492","107374.32"
"88","H4","2","47053.06","25862.467","101086.5"
"89","H5","2","48596.816","26563.28","105904.93"
"90","H6","2","38705.363","20414.338","84698.83"
"91","H7","2","249225.88","55896.3","120462.305"
"92","H8","2","171259.47","38875.63","84036.62"
"93","H9","2","158193.33","36735.727","80640.77"
"94","H10","2","63412.09","26275.627","103809.766"
"95","H11","2","54827.582","28293.078","117004.03"
"96","H12","2","57699.47","22091.691","104618.055"
"1","A1","2","87227.76","34782.242","139011.1"
"2","A2","2","76543.17","30565.283","117107.02"
"3","A3","2","68311.46","30496.453","112863.45"
"4","A4","2","67928.1","29605.65","111036.695"
"5","A5","2","53055.902","27732.902","99497.016"
"6","A6","2","56044.016","26628.725","97408.414"
"7","A7","2","47563.562","25608.85","105296.766"
"8","A8","2","52439.84","23404.455","90149.38"
"9","A9","2","48967.348","27624.285","110691.45"
"10","A10","2","36564.19","19534.988","80893.914"
"11","A11","2","63215.29","27379.264","112204.9"
"12","A12","2","54600.77","22931.385","99169.484"
"13","B1","2","68389.234","30553.611","125913.93"
"14","B2","2","81435.36","32253.154","119466.47"
"15","B3","2","71249.9","28680.055","103373.06"
"16","B4","2","59574.586","26618.666","104829.234"
"17","B5","2","60930.477","25903.135","96014.28"
"18","B6","2","48715.4","21143.66","79255.14"
"19","B7","2","64960.77","26387.797","91574.08"
"20","B8","2","54982.17","21963.268","81343.78"
"21","B9","2","65796.43","23474.592","84601.85"
"22","B10","2","58834.395","27410.762","104488.37"
"23","B11","2","60650.64","22736.566","85507.05"
"24","B12","2","54532.547","23950.223","89547.48"
"25","C1","2","44867.727","27387.19","120761.11"
"26","C2","2","64359.094","27635.38","103533.75"
"27","C3","2","52835.234","25017.729","95492.09"
"28","C4","2","69977.88","35031.438","134545.31"
"29","C5","2","64547.418","29079.113","107116.24"
"30","C6","2","61147.594","25892.055","91914.33"
"31","C7","2","46644.457","25214.701","97493.77"
"32","C8","2","52834.66","24871.9","91471.61"
"33","C9","2","43643.47","22886.955","84743.734"
"34","C10","2","74066.65","35994.625","133381.25"
"35","C11","2","57364.14","22350.695","82392.445"
"36","C12","2","65327.51","24869.592","87581.445"
"37","D1","2","77141.27","35151.156","134329.19"
"38","D2","2","90223.625","36331.332","130446.0"
"39","D3","2","77760.65","27576.18","93620.664"
"40","D4","2","69588.92","34303.234","129956.1"
"41","D5","2","59956.215","28730.71","104404.85"
"42","D6","2","41291.016","19728.25","73484.766"
"43","D7","2","67772.414","34873.24","128497.875"
"44","D8","2","65640.664","32645.982","124897.68"
"45","D9","2","58494.332","30372.004","116270.55"
"46","D10","2","72330.984","29762.057","106045.414"
"47","D11","2","67700.81","27209.703","97007.96"
"48","D12","2","56453.266","22095.186","76949.875"
"49","E1","2","75535.0","33047.39","133077.03"
"50","E2","2","76823.17","32944.21","123262.94"
"51","E3","2","50194.508","22943.258","84387.08"
"52","E4","2","67963.63","31738.041","116378.39"
"53","E5","2","52858.65","23693.875","85685.42"
"54","E6","2","57180.043","25314.85","91660.35"
"55","E7","2","56578.86","30345.66","115584.99"
"56","E8","2","46101.996","20710.043","75102.27"
"57","E9","2","38771.535","20016.568","74418.81"
"58","E10","2","62413.086","28473.625","99293.91"
"59","E11","2","60962.492","27122.371","96127.99"
"60","E12","2","57696.445","23822.143","82847.89"
"61","F1","2","87161.51","32849.08","122198.59"
"62","F2","2","72801.016","27663.082","98727.1"
"63","F3","2","73014.73","26872.398","92889.38"
"64","F4","2","54738.957","26614.518","102484.055"
"65","F5","2","62266.13","29766.467","108722.445"
"66","F6","2","66400.414","26873.77","94595.984"
"67","F7","2","50623.652","29549.992","111395.54"
"68","F8","2","35440.812","19470.912","76099.39"
"69","F9","2","37633.125","19098.18","73688.92"
"70","F10","2","68049.29","27047.41","92217.22"
"71","F11","2","90531.81","32326.41","107279.2"
"72","F12","2","83633.21","30961.93","102130.27"
"73","G1","2","90169.586","38160.383","145198.72"
"74","G2","2","71921.7","29391.65","106215.71"
"75","G3","2","62183.824","26586.225","95004.99"
"76","G4","2","50791.086","26596.648","101181.03"
"77","G5","2","46404.53","24241.268","91538.22"
"78","G6","2","49630.5","25039.557","93674.57"
"79","G7","2","63073.406","33871.652","128662.59"
"80","G8","2","58170.6","29585.775","106378.94"
"81","G9","2","40720.438","19523.375","74576.17"
"82","G10","2","54726.66","25987.541","92073.66"
"83","G11","2","61147.715","27175.908","96781.445"
"84","G12","2","65111.227","27456.463","104898.94"
"85","H1","2","59727.37","31266.459","127262.44"
"86","H2","2","54125.41","27381.123","108405.11"
"87","H3","2","53563.484","27091.422","103354.3"
"88","H4","2","33054.83","23990.56","97054.63"
"89","H5","2","34106.08","24628.7","101943.47"
"90","H6","2","27942.1","19115.602","81570.93"
"91","H7","2","93417.39","34484.344","114682.69"
"92","H8","2","60474.793","24758.262","81337.414"
"93","H9","2","57782.52","22118.275","76790.81"
"94","H10","2","43048.582","23967.91","99790.45"
"95","H11","2","38578.74","25339.965","112500.97"
"96","H12","2","42068.777","19981.2","101054.42"
"1","A1","3","222185.06","60254.887","143729.39"
"2","A2","3","201729.89","51677.25","121828.26"
"3","A3","3","201101.48","50808.074","117315.125"
"4","A4","3","181393.06","47266.684","117188.37"
"5","A5","3","181397.53","45669.08","103392.89"
"6","A6","3","194195.42","46869.566","102582.01"
"7","A7","3","99297.734","32819.938","108907.31"
"8","A8","3","108140.41","32058.484","94630.57"
"9","A9","3","115093.26","37122.1","115756.14"
"10","A10","3","80388.05","26400.55","83759.4"
"11","A11","3","144709.31","40938.773","116802.44"
"12","A12","3","117841.5","36036.92","102883.836"
"13","B1","3","158252.25","46628.45","130502.74"
"14","B2","3","202404.1","52174.816","124196.98"
"15","B3","3","179794.11","44373.066","108467.91"
"16","B4","3","117984.88","34808.42","109064.01"
"17","B5","3","122902.305","33864.855","100565.96"
"18","B6","3","114180.86","29798.19","82414.6"
"19","B7","3","148608.31","36599.426","95535.6"
"20","B8","3","125666.46","30929.918","84549.53"
"21","B9","3","157186.97","35810.383","88126.81"
"22","B10","3","133080.42","38045.05","109561.766"
"23","B11","3","129381.85","33606.855","88879.43"
"24","B12","3","138241.02","38235.41","92621.36"
"25","C1","3","89565.01","34549.434","126061.086"
"26","C2","3","129755.99","36978.28","108247.42"
"27","C3","3","113692.06","33641.164","100251.27"
"28","C4","3","147426.66","44431.43","140191.9"
"29","C5","3","147061.05","39135.027","112010.07"
"30","C6","3","153537.66","36769.71","95830.36"
"31","C7","3","89936.41","30420.81","102682.07"
"32","C8","3","100554.85","30794.863","95938.836"
"33","C9","3","94714.43","29227.762","89016.4"
"34","C10","3","184426.66","50567.875","140189.75"
"35","C11","3","137973.94","34613.195","85671.914"
"36","C12","3","158648.81","40123.35","90501.67"
"37","D1","3","177182.27","51550.035","139604.69"
"38","D2","3","222776.39","55155.26","135898.12"
"39","D3","3","184222.36","42244.895","97429.15"
"40","D4","3","139267.8","43658.555","137468.48"
"41","D5","3","132730.4","38005.67","113108.92"
"42","D6","3","89747.375","25449.963","76947.805"
"43","D7","3","148419.89","44925.664","135038.97"
"44","D8","3","154648.61","43953.207","130658.914"
"45","D9","3","148855.94","42082.797","121762.36"
"46","D10","3","174902.53","43024.445","110724.01"
"47","D11","3","169802.78","42281.895","100485.31"
"48","D12","3","140484.83","35614.45","79546.5"
"49","E1","3","145273.86","43804.562","139236.72"
"50","E2","3","159162.55","45100.35","128866.9"
"51","E3","3","118708.32","32014.307","88250.16"
"52","E4","3","155429.84","42831.504","121709.36"
"53","E5","3","129847.71","33122.45","90329.88"
"54","E6","3","144059.23","36025.312","96269.96"
"55","E7","3","129589.5","39869.266","121705.65"
"56","E8","3","102519.125","27754.764","79611.93"
"57","E9","3","95312.336","27061.852","77663.51"
"58","E10","3","159408.94","40761.117","103636.86"
"59","E11","3","162623.97","40959.324","100382.086"
"60","E12","3","143695.64","37888.016","85897.055"
"61","F1","3","175944.95","46831.203","126503.71"
"62","F2","3","165700.33","41080.098","102749.43"
"63","F3","3","166648.17","38625.605","96902.87"
"64","F4","3","123322.07","34926.746","106883.9"
"65","F5","3","149704.95","40571.164","114708.516"
"66","F6","3","152863.72","37105.74","100310.56"
"67","F7","3","101299.82","35409.44","116542.25"
"68","F8","3","74067.375","24250.197","79910.8"
"69","F9","3","78254.39","24091.65","77075.49"
"70","F10","3","184086.86","42591.68","96567.09"
"71","F11","3","237256.38","54439.742","112056.586"
"72","F12","3","221707.67","53034.15","105648.766"
"73","G1","3","226958.0","61449.605","151942.95"
"74","G2","3","182185.86","46437.1","111087.06"
"75","G3","3","166869.34","41361.297","98712.5"
"76","G4","3","96978.54","32446.21","106714.25"
"77","G5","3","95584.26","29970.293","96027.95"
"78","G6","3","106268.98","31809.883","98247.06"
"79","G7","3","157960.72","46711.98","136125.16"
"80","G8","3","145471.3","40698.902","111419.336"
"81","G9","3","104693.58","28553.18","77650.484"
"82","G10","3","146690.06","39193.055","96418.79"
"83","G11","3","158594.3","42083.9","99934.47"
"84","G12","3","171285.75","45683.25","108460.26"
"85","H1","3","103488.62","38033.133","132103.75"
"86","H2","3","102466.69","34780.9","112590.875"
"87","H3","3","114091.125","35529.227","106806.04"
"88","H4","3","46992.22","25810.645","101491.34"
"89","H5","3","47642.406","26387.305","105694.766"
"90","H6","3","38648.484","20681.506","84792.04"
"91","H7","3","260726.34","57091.7","120214.88"
"92","H8","3","178720.62","39768.816","84182.586"
"93","H9","3","164361.84","37579.98","79945.74"
"94","H10","3","61122.094","26595.594","103462.83"
"95","H11","3","54643.04","27537.898","116974.35"
"96","H12","3","56630.277","22298.76","104636.01"
"1","A1","3","90230.31","34980.6","139556.88"
"2","A2","3","78275.98","29865.717","117608.56"
"3","A3","3","70377.77","31207.332","113369.95"
"4","A4","3","70937.555","30196.87","111386.05"
"5","A5","3","56775.344","28089.348","99565.43"
"6","A6","3","58237.676","27291.275","98016.35"
"7","A7","3","48064.402","25895.15","105344.75"
"8","A8","3","52638.844","23691.076","90006.04"
"9","A9","3","50518.04","27604.508","111074.67"
"10","A10","3","38381.734","19608.02","80848.3"
"11","A11","3","64809.543","27993.303","112657.695"
"12","A12","3","55553.145","24016.186","99219.695"
"13","B1","3","70109.79","30912.666","126119.445"
"14","B2","3","83703.99","32612.662","118953.82"
"15","B3","3","72832.84","29130.137","103748.875"
"16","B4","3","60110.145","26878.227","104660.21"
"17","B5","3","61624.36","26148.748","96078.24"
"18","B6","3","49298.13","21591.879","79128.33"
"19","B7","3","67019.87","25915.729","92382.42"
"20","B8","3","55879.008","22386.826","81386.66"
"21","B9","3","68486.984","24194.44","84718.53"
"22","B10","3","62444.07","27891.14","104685.77"
"23","B11","3","63923.8","22738.336","85599.164"
"24","B12","3","55865.03","24737.988","88953.34"
"25","C1","3","43485.184","27729.906","121526.28"
"26","C2","3","64696.37","27368.068","103699.86"
"27","C3","3","56262.484","25176.303","95797.375"
"28","C4","3","72945.734","35290.062","135439.8"
"29","C5","3","66914.36","29121.158","107289.16"
"30","C6","3","63980.664","25799.258","92199.375"
"31","C7","3","46512.918","25511.432","97874.76"
"32","C8","3","54242.52","25314.078","91871.4"
"33","C9","3","46135.71","23048.988","85410.445"
"34","C10","3","77116.12","36249.707","134089.6"
"35","C11","3","60005.9","22946.002","82230.24"
"36","C12","3","68701.05","25660.93","87684.87"
"37","D1","3","79237.93","35749.094","134294.25"
"38","D2","3","94572.18","37408.875","130437.55"
"39","D3","3","80001.68","28619.02","93458.98"
"40","D4","3","71053.63","34804.23","130467.89"
"41","D5","3","62108.016","28734.094","105093.6"
"42","D6","3","43570.355","19642.559","73227.18"
"43","D7","3","67941.56","34510.363","129079.11"
"44","D8","3","67337.305","32827.65","125410.31"
"45","D9","3","59931.97","30567.844","115711.586"
"46","D10","3","76498.71","30201.28","105885.39"
"47","D11","3","70162.42","27704.568","96844.766"
"48","D12","3","59232.758","22873.252","76785.52"
"49","E1","3","78200.96","33480.51","133565.4"
"50","E2","3","79047.7","33213.176","123889.29"
"51","E3","3","52067.723","23110.54","84405.96"
"52","E4","3","70778.79","32027.475","116248.24"
"53","E5","3","54303.508","23745.826","85841.04"
"54","E6","3","59679.105","25964.812","91794.36"
"55","E7","3","59344.156","30876.295","115707.43"
"56","E8","3","47461.07","20969.137","75361.55"
"57","E9","3","40719.855","20347.043","74860.016"
"58","E10","3","63907.152","28363.23","99808.75"
"59","E11","3","63181.438","27113.627","96451.34"
"60","E12","3","59472.902","24075.637","83472.555"
"61","F1","3","87413.13","33448.582","121730.25"
