"Pos","Name","Ct.SYBR","Ct.Mean.SYBR","Ct.Dev..SYBR","Amount.SYBR..Copies.","Amount.Mean.SYBR","Amount.Dev..SYBR","Target.SYBR","fileName","tissue","EH_ID"
"A3","CEWE_AA_0269","20.54",21.2,"0.73","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0269"
"A4","CEWE_AA_0269","34.54",33.94,"0.6","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0269"
"A5","CEWE_AA_0269","33.93",33.94,"0.6","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0269"
"A6","CEWE_AA_0269","33.34",33.94,"0.6","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0269"
"A7","ILWE_AA_0269","18.54",20.1,"1.37","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0269"
"A8","ILWE_AA_0269","20.67",20.1,"1.37","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0269"
"A9","ILWE_AA_0269","21.09",20.1,"1.37","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0269"
"A12","ILWE_AA_0269","35.64",NA,NA,"1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0269"
"B1","CEWE_AA_0270","22.97",22.07,"0.78","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0270"
"B2","CEWE_AA_0270","21.71",22.07,"0.78","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0270"
"B3","CEWE_AA_0270","21.54",22.07,"0.78","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0270"
"B4","CEWE_AA_0270","35.02",34.6,"2.54","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0270"
"B5","CEWE_AA_0270","36.9",34.6,"2.54","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0270"
"B6","CEWE_AA_0270","31.87",34.6,"2.54","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0270"
"B7","ILWE_AA_0270","7.37",15.09,"6.68","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0270"
"B8","ILWE_AA_0270","18.7",15.09,"6.68","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0270"
"B9","ILWE_AA_0270","19.18",15.09,"6.68","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0270"
"B10","ILWE_AA_0270","36.97",34.4,"2.25","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0270"
"B11","ILWE_AA_0270","33.43",34.4,"2.25","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0270"
"B12","ILWE_AA_0270","32.8",34.4,"2.25","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0270"
"C1","CEWE_AA_0271","23.95",22.95,"0.91","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0271"
"C2","CEWE_AA_0271","22.17",22.95,"0.91","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0271"
"C3","CEWE_AA_0271","22.75",22.95,"0.91","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0271"
"C4","CEWE_AA_0271","36.02",35.21,"1.03","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0271"
"C5","CEWE_AA_0271","35.56",35.21,"1.03","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0271"
"C6","CEWE_AA_0271","34.05",35.21,"1.03","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0271"
"C7","ILWE_AA_0271","21.86",21.95,"0.08","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0271"
"C8","ILWE_AA_0271","22.01",21.95,"0.08","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0271"
"C9","ILWE_AA_0271","21.99",21.95,"0.08","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0271"
"C10","ILWE_AA_0271","36.74",36.16,"1.03","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0271"
"C11","ILWE_AA_0271","36.76",36.16,"1.03","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0271"
"C12","ILWE_AA_0271","34.97",36.16,"1.03","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0271"
"D1","CEWE_AA_0272","21.95",21.52,"0.42","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0272"
"D2","CEWE_AA_0272","21.48",21.52,"0.42","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0272"
"D3","CEWE_AA_0272","21.12",21.52,"0.42","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0272"
"D4","CEWE_AA_0272","35.78",35.16,"1.59","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0272"
"D5","CEWE_AA_0272","36.34",35.16,"1.59","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0272"
"D6","CEWE_AA_0272","33.36",35.16,"1.59","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0272"
"D7","ILWE_AA_0272","21.08",20.76,"0.28","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0272"
"D8","ILWE_AA_0272","20.6",20.76,"0.28","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0272"
"D9","ILWE_AA_0272","20.6",20.76,"0.28","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0272"
"D11","ILWE_AA_0272","36.43",34.56,"2.64","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0272"
"D12","ILWE_AA_0272","32.69",34.56,"2.64","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0272"
"E1","CEWE_AA_0273","19.34",20.25,"0.79","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0273"
"E2","CEWE_AA_0273","20.67",20.25,"0.79","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0273"
"E3","CEWE_AA_0273","20.73",20.25,"0.79","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0273"
"E6","CEWE_AA_0273","34.05",NA,NA,"1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0273"
"E7","ILWE_AA_0273","21.51",21.5,"0.04","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0273"
"E8","ILWE_AA_0273","21.45",21.5,"0.04","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0273"
"E9","ILWE_AA_0273","21.53",21.5,"0.04","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0273"
"E11","ILWE_AA_0273","36.48",33.58,"4.11","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0273"
"E12","ILWE_AA_0273","30.68",33.58,"4.11","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0273"
"F1","CEWE_AA_0274","24.47",23.89,"0.5","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0274"
"F2","CEWE_AA_0274","23.55",23.89,"0.5","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0274"
"F3","CEWE_AA_0274","23.65",23.89,"0.5","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0274"
"F4","CEWE_AA_0274","35.51",35.12,"1.74","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0274"
"F5","CEWE_AA_0274","36.63",35.12,"1.74","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0274"
"F6","CEWE_AA_0274","33.22",35.12,"1.74","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0274"
"F7","ILWE_AA_0274","17.1",19.13,"1.76","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0274"
"F8","ILWE_AA_0274","20.06",19.13,"1.76","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0274"
"F9","ILWE_AA_0274","20.22",19.13,"1.76","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0274"
"F10","ILWE_AA_0274","36.99",34.61,"2.4","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0274"
"F11","ILWE_AA_0274","34.65",34.61,"2.4","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0274"
"F12","ILWE_AA_0274","32.19",34.61,"2.4","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0274"
"G1","CEWE_AA_0275","20.15",20.2,"0.08","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0275"
"G2","CEWE_AA_0275","20.16",20.2,"0.08","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0275"
"G3","CEWE_AA_0275","20.29",20.2,"0.08","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","CEWE","AA_0275"
"G4","CEWE_AA_0275","35.97",34.81,"1.08","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0275"
"G5","CEWE_AA_0275","34.64",34.81,"1.08","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0275"
"G6","CEWE_AA_0275","33.83",34.81,"1.08","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","CEWE","AA_0275"
"G7","ILWE_AA_0275","19.51",19.78,"0.25","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0275"
"G8","ILWE_AA_0275","20",19.78,"0.25","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0275"
"G9","ILWE_AA_0275","19.83",19.78,"0.25","1",NA,NA,"mouse "," QPCR07.05.2018.XLS.csv","ILWE","AA_0275"
"G10","ILWE_AA_0275","32.19",31.8,"0.36","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0275"
"G11","ILWE_AA_0275","31.73",31.8,"0.36","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0275"
"G12","ILWE_AA_0275","31.48",31.8,"0.36","1",NA,NA,"eimeria "," QPCR07.05.2018.XLS.csv","ILWE","AA_0275"
"A1","CEWE_AA_0401","23.47",23.65,"0.39","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0401"
"A2","CEWE_AA_0401","23.38",23.65,"0.39","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0401"
"A3","CEWE_AA_0401","24.09",23.65,"0.39","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0401"
"A4","CEWE_AA_0401","34.05",34.64,"1.11","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0401"
"A5","CEWE_AA_0401","33.95",34.64,"1.11","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0401"
"A6","CEWE_AA_0401","35.92",34.64,"1.11","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0401"
"A7","ILWE_AA_0296","20.77",21.77,"1.79","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0296"
"A8","ILWE_AA_0296","20.71",21.77,"1.79","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0296"
"A9","ILWE_AA_0296","23.84",21.77,"1.79","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0296"
"A10","ILWE_AA_0296","32.88",33.59,"1.54","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0296"
"A11","ILWE_AA_0296","32.54",33.59,"1.54","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0296"
"A12","ILWE_AA_0296","35.36",33.59,"1.54","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0296"
"B1","CEWE_AA_0402","20.01",21.16,"2.09","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0402"
"B2","CEWE_AA_0402","19.89",21.16,"2.09","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0402"
"B3","CEWE_AA_0402","23.57",21.16,"2.09","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0402"
"B4","CEWE_AA_0402","26.88",28.53,"2.67","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0402"
"B5","CEWE_AA_0402","27.09",28.53,"2.67","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0402"
"B6","CEWE_AA_0402","31.6",28.53,"2.67","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0402"
"B7","ILWE_AA_0402","22.27",23.34,"1.7","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0402"
"B8","ILWE_AA_0402","22.45",23.34,"1.7","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0402"
"B9","ILWE_AA_0402","25.3",23.34,"1.7","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0402"
"B10","ILWE_AA_0402","33.78",34.62,"2.11","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0402"
"B11","ILWE_AA_0402","33.06",34.62,"2.11","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0402"
"B12","ILWE_AA_0402","37.01",34.62,"2.11","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0402"
"C1","CEWE_AA_0403","24.09",24.07,"0.02","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0403"
"C2","CEWE_AA_0403","24.05",24.07,"0.02","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0403"
"C4","CEWE_AA_0403","35.43",36.45,"1.33","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0403"
"C5","CEWE_AA_0403","35.96",36.45,"1.33","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0403"
"C6","CEWE_AA_0403","37.95",36.45,"1.33","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0403"
"C7","ILWE_AA_0403","21.44",22.22,"1.28","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0403"
"C8","ILWE_AA_0403","21.52",22.22,"1.28","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0403"
"C9","ILWE_AA_0403","23.71",22.22,"1.28","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0403"
"C10","ILWE_AA_0403","32.91",32.96,"0.08","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0403"
"C11","ILWE_AA_0403","33.02",32.96,"0.08","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0403"
"D1","CEWE_AA_0404","17.21",17.73,"0.74","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0404"
"D2","CEWE_AA_0404","18.26",17.73,"0.74","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0404"
"D4","CEWE_AA_0404","33.1",32.72,"1.3","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0404"
"D5","CEWE_AA_0404","31.28",32.72,"1.3","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0404"
"D6","CEWE_AA_0404","33.78",32.72,"1.3","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0404"
"D7","ILWE_AA_0404","21.82",22.94,"2.04","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0404"
"D8","ILWE_AA_0404","21.72",22.94,"2.04","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0404"
"D9","ILWE_AA_0404","25.29",22.94,"2.04","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0404"
"D10","ILWE_AA_0404","32.72",33.3,"1.2","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0404"
"D11","ILWE_AA_0404","32.51",33.3,"1.2","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0404"
"D12","ILWE_AA_0404","34.68",33.3,"1.2","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0404"
"E1","CEWE_AA_0405","23.02",23.03,"0.48","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0405"
"E2","CEWE_AA_0405","22.57",23.03,"0.48","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0405"
"E3","CEWE_AA_0405","23.52",23.03,"0.48","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0405"
"E4","CEWE_AA_0405","35.75",34.94,"1.14","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0405"
"E5","CEWE_AA_0405","34.14",34.94,"1.14","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0405"
"E7","ILWE_AA_0405","21.09",22.56,"2.45","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0405"
"E8","ILWE_AA_0405","21.18",22.56,"2.45","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0405"
"E9","ILWE_AA_0405","25.39",22.56,"2.45","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0405"
"E10","ILWE_AA_0405","35.33",35.38,"0.08","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0405"
"E11","ILWE_AA_0405","35.44",35.38,"0.08","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0405"
"F1","CEWE_AA_0406","18.7",18.51,"0.26","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0406"
"F2","CEWE_AA_0406","18.32",18.51,"0.26","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0406"
"F4","CEWE_AA_0406","21.49",19.47,"1.81","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0406"
"F5","CEWE_AA_0406","17.98",19.47,"1.81","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0406"
"F6","CEWE_AA_0406","18.95",19.47,"1.81","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0406"
"F7","ILWE_AA_0406","22.1",22.13,"0.05","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0406"
"F8","ILWE_AA_0406","22.17",22.13,"0.05","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0406"
"F10","ILWE_AA_0406","37.12",37.36,"0.34","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0406"
"F11","ILWE_AA_0406","37.61",37.36,"0.34","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0406"
"G1","CEWE_AA_0407","20.43",22.7,"4.3","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0407"
"G2","CEWE_AA_0407","20.01",22.7,"4.3","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0407"
"G3","CEWE_AA_0407","27.65",22.7,"4.3","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","CEWE","AA_0407"
"G4","CEWE_AA_0407","33.38",34.11,"2.74","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0407"
"G5","CEWE_AA_0407","31.81",34.11,"2.74","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0407"
"G6","CEWE_AA_0407","37.14",34.11,"2.74","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","CEWE","AA_0407"
"G7","ILWE_AA_0407","23.5",23.3,"0.18","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0407"
"G8","ILWE_AA_0407","23.15",23.3,"0.18","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0407"
"G9","ILWE_AA_0407","23.26",23.3,"0.18","1",NA,NA,"mouse "," QPCR07.06.2018.XLS.csv","ILWE","AA_0407"
"G10","ILWE_AA_0407","34.69",35.32,"0.89","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0407"
"G11","ILWE_AA_0407","35.95",35.32,"0.89","1",NA,NA,"eimeria "," QPCR07.06.2018.XLS.csv","ILWE","AA_0407"
"A1","CEWE_AA_0392","21.6",21.31,"0.35","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0392"
"A2","CEWE_AA_0392","21.41",21.31,"0.35","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0392"
"A3","CEWE_AA_0392","20.92",21.31,"0.35","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0392"
"A4","CEWE_AA_0392","32.02",31.63,"0.86","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0392"
"A5","CEWE_AA_0392","32.22",31.63,"0.86","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0392"
"A6","CEWE_AA_0392","30.64",31.63,"0.86","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0392"
"A7","ILWE_AA_0392","20.84",21.04,"0.2","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0392"
"A8","ILWE_AA_0392","21.05",21.04,"0.2","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0392"
"A9","ILWE_AA_0392","21.24",21.04,"0.2","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0392"
"A10","ILWE_AA_0392","31.98",33.19,"1.15","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0392"
"A11","ILWE_AA_0392","33.32",33.19,"1.15","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0392"
"A12","ILWE_AA_0392","34.28",33.19,"1.15","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0392"
"B1","CEWE_AA_0408","22.98",23,"0.02","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0408"
"B2","CEWE_AA_0408","23.02",23,"0.02","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0408"
"B3","CEWE_AA_0408","23",23,"0.02","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0408"
"B4","CEWE_AA_0408","31.97",32.07,"0.45","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0408"
"B5","CEWE_AA_0408","31.67",32.07,"0.45","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0408"
"B6","CEWE_AA_0408","32.56",32.07,"0.45","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0408"
"B7","ILWE_AA_0408","23.34",23.33,"0.26","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0408"
"B8","ILWE_AA_0408","23.58",23.33,"0.26","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0408"
"B9","ILWE_AA_0408","23.06",23.33,"0.26","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0408"
"B10","ILWE_AA_0408","35.95",36.16,"0.5","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0408"
"B11","ILWE_AA_0408","35.79",36.16,"0.5","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0408"
"B12","ILWE_AA_0408","36.73",36.16,"0.5","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0408"
"C1","CEWE_AA_0409","21.76",21.61,"0.15","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0409"
"C2","CEWE_AA_0409","21.46",21.61,"0.15","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0409"
"C3","CEWE_AA_0409","21.62",21.61,"0.15","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0409"
"C4","CEWE_AA_0410","28.38",28.66,"0.29","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0410"
"C5","CEWE_AA_0410","28.63",28.66,"0.29","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0410"
"C6","CEWE_AA_0410","28.96",28.66,"0.29","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0410"
"C7","ILWE_AA_0410","22.04",22.16,"0.11","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0410"
"C8","ILWE_AA_0410","22.19",22.16,"0.11","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0410"
"C9","ILWE_AA_0410","22.26",22.16,"0.11","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0410"
"C10","ILWE_AA_0410","34.19",35.15,"0.84","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0410"
"C11","ILWE_AA_0410","35.46",35.15,"0.84","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0410"
"C12","ILWE_AA_0410","35.79",35.15,"0.84","1",NA,NA,"eimeria "," QPCR07.06.2018part2.XLS.csv","ILWE","AA_0410"
"D1","CEWE_AA_0410","35.87",26.09,"8.47","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0410"
"D2","CEWE_AA_0410","21.39",26.09,"8.47","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0410"
"D3","CEWE_AA_0410","21.02",26.09,"8.47","1",NA,NA,"mouse "," QPCR07.06.2018part2.XLS.csv","CEWE","AA_0410"
