"Pos","Name","Ct.SYBR","Ct.Mean.SYBR","Ct.Dev..SYBR","Amount.SYBR..Copies.","Amount.Mean.SYBR","Amount.Dev..SYBR","Target.SYBR","fileName","tissue","EH_ID"
"B11","ILWE_AA_0277","34.14",33.55,"1.27","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0277"
"B12","ILWE_AA_0277","32.09",33.55,"1.27","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0277"
"C1","CEWE_AA_0278","20.8",20.69,"0.18","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0278"
"C2","CEWE_AA_0278","20.48",20.69,"0.18","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0278"
"C3","CEWE_AA_0278","20.78",20.69,"0.18","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0278"
"C4","CEWE_AA_0278","31.49",31.13,"0.34","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0278"
"C5","CEWE_AA_0278","31.11",31.13,"0.34","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0278"
"C6","CEWE_AA_0278","30.81",31.13,"0.34","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0278"
"C7","ILWE_AA_0278","23.11",23.24,"0.12","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0278"
"C8","ILWE_AA_0278","23.36",23.24,"0.12","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0278"
"C9","ILWE_AA_0278","23.25",23.24,"0.12","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0278"
"C10","ILWE_AA_0278","33.7",34.5,"0.71","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0278"
"C11","ILWE_AA_0278","35.03",34.5,"0.71","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0278"
"C12","ILWE_AA_0278","34.78",34.5,"0.71","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0278"
"D1","CEWE_AA_0279","19.92",19.89,"0.35","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0279"
"D2","CEWE_AA_0279","20.23",19.89,"0.35","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0279"
"D3","CEWE_AA_0279","19.53",19.89,"0.35","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0279"
"D4","CEWE_AA_0279","33.2",32.75,"0.97","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0279"
"D5","CEWE_AA_0279","33.43",32.75,"0.97","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0279"
"D6","CEWE_AA_0279","31.64",32.75,"0.97","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0279"
"D7","ILWE_AA_0280","26.2",26.23,"0.04","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0280"
"D8","ILWE_AA_0280","26.22",26.23,"0.04","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0280"
"D9","ILWE_AA_0280","26.27",26.23,"0.04","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0280"
"D12","ILWE_AA_0280","38.83",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0280"
"E1","CEWE_AA_0280","21.87",21.98,"0.17","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0280"
"E2","CEWE_AA_0280","21.9",21.98,"0.17","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0280"
"E3","CEWE_AA_0280","22.18",21.98,"0.17","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0280"
"E4","CEWE_AA_0280","35.22",33.4,"1.93","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0280"
"E5","CEWE_AA_0280","33.62",33.4,"1.93","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0280"
"E6","CEWE_AA_0280","31.37",33.4,"1.93","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0280"
"E7","ILWE_AA_0279","22.14",22.2,"0.29","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0279"
"E8","ILWE_AA_0279","21.95",22.2,"0.29","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0279"
"E9","ILWE_AA_0279","22.52",22.2,"0.29","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0279"
"E10","ILWE_AA_0279","32.91",33.14,"0.51","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0279"
"E11","ILWE_AA_0279","33.72",33.14,"0.51","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0279"
"E12","ILWE_AA_0279","32.78",33.14,"0.51","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0279"
"F1","CEWE_AA_0281","22.03",22.02,"0.16","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0281"
"F2","CEWE_AA_0281","21.86",22.02,"0.16","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0281"
"F3","CEWE_AA_0281","22.18",22.02,"0.16","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0281"
"F4","CEWE_AA_0281","32.39",31.62,"0.96","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0281"
"F5","CEWE_AA_0281","31.92",31.62,"0.96","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0281"
"F6","CEWE_AA_0281","30.55",31.62,"0.96","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0281"
"F7","ILWE_AA_0281","18.73",19.96,"1.09","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0281"
"F8","ILWE_AA_0281","20.35",19.96,"1.09","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0281"
"F9","ILWE_AA_0281","20.81",19.96,"1.09","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0281"
"F10","ILWE_AA_0281","32.96",33.28,"0.58","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0281"
"F11","ILWE_AA_0281","33.95",33.28,"0.58","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0281"
"F12","ILWE_AA_0281","32.93",33.28,"0.58","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0281"
"G1","CEWE_AA_0282","21.54",21.42,"0.12","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0282"
"G2","CEWE_AA_0282","21.43",21.42,"0.12","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0282"
"G3","CEWE_AA_0282","21.3",21.42,"0.12","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","CEWE","AA_0282"
"G4","CEWE_AA_0282","33.85",32.63,"1.94","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0282"
"G5","CEWE_AA_0282","33.65",32.63,"1.94","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0282"
"G6","CEWE_AA_0282","30.4",32.63,"1.94","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","CEWE","AA_0282"
"G7","ILWE_AA_0282","22.65",21.54,"1.01","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0282"
"G8","ILWE_AA_0282","20.68",21.54,"1.01","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0282"
"G9","ILWE_AA_0282","21.29",21.54,"1.01","1",NA,NA,"mouse "," QPCR12.05.2018.XLS.csv","ILWE","AA_0282"
"G10","ILWE_AA_0282","34.34",33.37,"1.91","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0282"
"G11","ILWE_AA_0282","34.61",33.37,"1.91","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0282"
"G12","ILWE_AA_0282","31.17",33.37,"1.91","1",NA,NA,"eimeria "," QPCR12.05.2018.XLS.csv","ILWE","AA_0282"
"A1","CEWE_AA_0283","27.65",26.92,"0.71","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0283"
"A2","CEWE_AA_0283","26.87",26.92,"0.71","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0283"
"A3","CEWE_AA_0283","26.23",26.92,"0.71","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0283"
"A6","CEWE_AA_0283","39.19",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0283"
"A7","ILWE_AA_0283","20.61",20.46,"0.15","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0283"
"A8","ILWE_AA_0283","20.31",20.46,"0.15","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0283"
"A9","ILWE_AA_0283","20.47",20.46,"0.15","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0283"
"A12","ILWE_AA_0283","36.38",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0283"
"B1","CEWE_AA_0284","20.54",20.52,"0.18","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0284"
"B2","CEWE_AA_0284","20.33",20.52,"0.18","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0284"
"B3","CEWE_AA_0284","20.7",20.52,"0.18","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0284"
"B6","CEWE_AA_0284","35.83",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0284"
"B7","ILWE_AA_0284","20.93",20.8,"0.2","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0284"
"B8","ILWE_AA_0284","20.9",20.8,"0.2","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0284"
"B9","ILWE_AA_0284","20.57",20.8,"0.2","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0284"
"B12","ILWE_AA_0284","35.75",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0284"
"C1","CEWE_AA_0285","21.02",20.51,"0.5","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0285"
"C2","CEWE_AA_0285","20.49",20.51,"0.5","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0285"
"C3","CEWE_AA_0285","20.03",20.51,"0.5","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0285"
"C6","CEWE_AA_0285","34.42",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0285"
"C7","ILWE_AA_0285","19.07",19.99,"0.88","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0285"
"C8","ILWE_AA_0285","20.08",19.99,"0.88","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0285"
"C9","ILWE_AA_0285","20.82",19.99,"0.88","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0285"
"C12","ILWE_AA_0285","35.61",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0285"
"D1","CEWE_AA_0286","20.28",20.56,"0.33","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0286"
"D2","CEWE_AA_0286","20.47",20.56,"0.33","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0286"
"D3","CEWE_AA_0286","20.93",20.56,"0.33","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0286"
"D4","CEWE_AA_0286","36.18",34.66,"1.81","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0286"
"D5","CEWE_AA_0286","35.15",34.66,"1.81","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0286"
"D6","CEWE_AA_0286","32.65",34.66,"1.81","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0286"
"D7","ILWE_AA_0286","23.98",24.11,"0.11","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0286"
"D8","ILWE_AA_0286","24.13",24.11,"0.11","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0286"
"D9","ILWE_AA_0286","24.21",24.11,"0.11","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0286"
"D12","ILWE_AA_0286","36.95",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0286"
"E1","CEWE_AA_0287","22.28",22.1,"0.16","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0287"
"E2","CEWE_AA_0287","22.03",22.1,"0.16","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0287"
"E3","CEWE_AA_0287","21.98",22.1,"0.16","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0287"
"E6","CEWE_AA_0287","34.23",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0287"
"E7","ILWE_AA_0287","22.52",22.49,"0.09","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0287"
"E8","ILWE_AA_0287","22.55",22.49,"0.09","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0287"
"E9","ILWE_AA_0287","22.39",22.49,"0.09","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0287"
"E12","ILWE_AA_0287","37.04",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0287"
"F1","CEWE_AA_0289","19.85",19.8,"0.4","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0289"
"F2","CEWE_AA_0289","19.39",19.8,"0.4","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0289"
"F3","CEWE_AA_0289","20.17",19.8,"0.4","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0289"
"F4","CEWE_AA_0289","31.26",32.83,"2.2","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0289"
"F5","CEWE_AA_0289","35.34",32.83,"2.2","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0289"
"F6","CEWE_AA_0289","31.87",32.83,"2.2","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0289"
"F7","ILWE_AA_0289","20.53",20.6,"0.07","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0289"
"F8","ILWE_AA_0289","20.59",20.6,"0.07","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0289"
"F9","ILWE_AA_0289","20.67",20.6,"0.07","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0289"
"F12","ILWE_AA_0289","33.5",NA,NA,"1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0289"
"G1","CEWE_AA_0290","19.99",20.44,"0.4","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0290"
"G2","CEWE_AA_0290","20.6",20.44,"0.4","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0290"
"G3","CEWE_AA_0290","20.73",20.44,"0.4","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0290"
"G4","CEWE_AA_0290","35.73",34.83,"1.41","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0290"
"G5","CEWE_AA_0290","35.56",34.83,"1.41","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0290"
"G6","CEWE_AA_0290","33.21",34.83,"1.41","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","CEWE","AA_0290"
"G7","ILWE_AA_0290","21.18",21.07,"0.11","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0290"
"G8","ILWE_AA_0290","21.07",21.07,"0.11","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0290"
"G9","ILWE_AA_0290","20.96",21.07,"0.11","1",NA,NA,"mouse "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0290"
"G11","ILWE_AA_0290","37.88",35.45,"3.43","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0290"
"G12","ILWE_AA_0290","33.03",35.45,"3.43","1",NA,NA,"eimeria "," QPCR12.05.2018part2.XLS.csv","ILWE","AA_0290"
"A1","ILWE_AA_0450","22.78",22.52,"0.23","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0450"
"A2","ILWE_AA_0450","22.42",22.52,"0.23","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0450"
"A3","ILWE_AA_0450","22.36",22.52,"0.23","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0450"
"A4","ILWE_AA_0450","34.51",35.3,"0.76","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0450"
"A5","ILWE_AA_0450","36.03",35.3,"0.76","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0450"
"A6","ILWE_AA_0450","35.35",35.3,"0.76","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0450"
"A7","ILWE_AA_0451","16.56",17.35,"0.84","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0451"
"A8","ILWE_AA_0451","17.24",17.35,"0.84","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0451"
"A9","ILWE_AA_0451","18.23",17.35,"0.84","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0451"
"A10","ILWE_AA_0451","10.18",12.33,"2.46","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0451"
"A11","ILWE_AA_0451","15.02",12.33,"2.46","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0451"
"A12","ILWE_AA_0451","11.81",12.33,"2.46","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0451"
"B1","ILWE_AA_0452","21.04",21.35,"0.46","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0452"
"B2","ILWE_AA_0452","21.13",21.35,"0.46","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0452"
"B3","ILWE_AA_0452","21.88",21.35,"0.46","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0452"
"B4","ILWE_AA_0452","31.32",33.05,"1.6","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0452"
"B5","ILWE_AA_0452","34.46",33.05,"1.6","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0452"
"B6","ILWE_AA_0452","33.35",33.05,"1.6","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0452"
"B7","ILWE_AA_0453","22.35",22.47,"0.16","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0453"
"B8","ILWE_AA_0453","22.65",22.47,"0.16","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0453"
"B9","ILWE_AA_0453","22.4",22.47,"0.16","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0453"
"B10","ILWE_AA_0453","32.59",33.15,"0.51","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0453"
"B11","ILWE_AA_0453","33.27",33.15,"0.51","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0453"
"B12","ILWE_AA_0453","33.58",33.15,"0.51","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0453"
"C1","ILWE_AA_0454","22.44",22.49,"0.1","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0454"
"C2","ILWE_AA_0454","22.43",22.49,"0.1","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0454"
"C3","ILWE_AA_0454","22.61",22.49,"0.1","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0454"
"C4","ILWE_AA_0454","32.56",33.13,"1.28","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0454"
"C5","ILWE_AA_0454","34.6",33.13,"1.28","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0454"
"C6","ILWE_AA_0454","32.24",33.13,"1.28","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0454"
"C7","ILWE_AA_0455","23.1",22.78,"0.28","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0455"
"C8","ILWE_AA_0455","22.65",22.78,"0.28","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0455"
"C9","ILWE_AA_0455","22.58",22.78,"0.28","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0455"
"C10","ILWE_AA_0455","27.74",27.97,"0.31","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0455"
"C11","ILWE_AA_0455","27.84",27.97,"0.31","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0455"
"C12","ILWE_AA_0455","28.33",27.97,"0.31","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0455"
"D1","ILWE_AA_0456","22.17",22.2,"0.11","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0456"
"D2","ILWE_AA_0456","22.32",22.2,"0.11","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0456"
"D3","ILWE_AA_0456","22.1",22.2,"0.11","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0456"
"D4","ILWE_AA_0456","33.7",33.56,"0.79","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0456"
"D5","ILWE_AA_0456","34.27",33.56,"0.79","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0456"
"D6","ILWE_AA_0456","32.7",33.56,"0.79","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0456"
"D7","ILWE_AA_0457","22.42",22.43,"0.02","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0457"
"D8","ILWE_AA_0457","22.43",22.43,"0.02","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0457"
"D9","ILWE_AA_0457","22.46",22.43,"0.02","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0457"
"D10","ILWE_AA_0457","33.29",32.61,"1.47","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0457"
"D11","ILWE_AA_0457","33.62",32.61,"1.47","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0457"
"D12","ILWE_AA_0457","30.93",32.61,"1.47","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0457"
"E1","ILWE_AA_0458","22.49",22.22,"0.23","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0458"
"E2","ILWE_AA_0458","22.12",22.22,"0.23","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0458"
"E3","ILWE_AA_0458","22.07",22.22,"0.23","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0458"
"E4","ILWE_AA_0458","30.9",31.04,"0.52","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0458"
"E5","ILWE_AA_0458","31.62",31.04,"0.52","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0458"
"E6","ILWE_AA_0458","30.61",31.04,"0.52","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0458"
"E7","ILWE_AA_0459","22.5",22.58,"0.1","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0459"
"E8","ILWE_AA_0459","22.55",22.58,"0.1","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0459"
"E9","ILWE_AA_0459","22.69",22.58,"0.1","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0459"
"E10","ILWE_AA_0459","35.11",34.67,"0.89","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0459"
"E11","ILWE_AA_0459","35.26",34.67,"0.89","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0459"
"E12","ILWE_AA_0459","33.64",34.67,"0.89","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0459"
"F1","ILWE_AA_0460","20.34",20.43,"0.54","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0460"
"F2","ILWE_AA_0460","21.01",20.43,"0.54","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0460"
"F3","ILWE_AA_0460","19.95",20.43,"0.54","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0460"
"F4","ILWE_AA_0460","30.88",30.73,"0.24","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0460"
"F5","ILWE_AA_0460","30.86",30.73,"0.24","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0460"
"F6","ILWE_AA_0460","30.46",30.73,"0.24","1",NA,NA,"eimeria "," QPCR12.06.2018.XLS.csv","ILWE","AA_0460"
"F7","ILWE_AA_0461","21",20.98,"0.01","1",NA,NA,"mouse "," QPCR12.06.2018.XLS.csv","ILWE","AA_0461"
