# File Name: qPCR_eimeria_field_faeces_FW_27012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-27 02:45:26 PM UTC
# Run End Date/Time: 2022-01-27 04:06:06 PM UTC
# Run Duration: 80 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:47:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:47:27 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.586151123046875","-0.011963192829187374","AA946","false"
"1","A1","2","Eim","0.5876937508583069","-0.013321559930193272","AA946","false"
"1","A1","3","Eim","0.5912494659423828","-0.012666839758555126","AA946","false"
"1","A1","4","Eim","0.5967515110969543","-0.010065789516421375","AA946","false"
"1","A1","5","Eim","0.6070551872253418","-0.002663108300471705","AA946","false"
"1","A1","6","Eim","0.6150063276290894","0.0023870371908381823","AA946","false"
"1","A1","7","Eim","0.618777871131897","0.0032575857812080175","AA946","false"
"1","A1","8","Eim","0.6188648343086243","4.435540454975303E-4","AA946","false"
"1","A1","9","Eim","0.6262527704238892","0.00493049524832464","AA946","false"
"1","A1","10","Eim","0.6280617713928223","0.003838501304819964","AA946","false"
"1","A1","11","Eim","0.6306063532829285","0.0034820882824883833","AA946","false"
"1","A1","12","Eim","0.6325271129608154","0.002501853047937564","AA946","false"
"1","A1","13","Eim","0.6348022818565369","0.0018760270312212176","AA946","false"
"1","A1","14","Eim","0.6380436420440674","0.002216392306313953","AA946","false"
"1","A1","15","Eim","0.6455655097961426","0.006837265145951477","AA946","false"
"1","A1","16","Eim","0.6542232036590576","0.012593964096428734","AA946","false"
"1","A1","17","Eim","0.6517987847328186","0.007268550257751938","AA946","false"
"1","A1","18","Eim","0.6461191773414612","-0.0013120520460432653","AA946","false"
"1","A1","19","Eim","0.6454647183418274","-0.004867505958114837","AA946","false"
"1","A1","20","Eim","0.6517199873924255","-0.001513231819954474","AA946","false"
"1","A1","21","Eim","0.6546198725700378","-0.0015143415547799514","AA946","false"
"1","A1","22","Eim","0.6561713814735413","-0.0028638275637143155","AA946","false"
"1","A1","23","Eim","0.6569510102272034","-0.004985193722489989","AA946","false"
"1","A1","24","Eim","0.661745011806488","-0.0030921870556429912","AA946","false"
"1","A1","25","Eim","0.6626013517379761","-0.005136842036592848","AA946","false"
"1","A1","26","Eim","0.6696867942810059","-9.523944060007331E-4","AA946","false"
