# File Name: qPCR_eimeria_field_faeces_FW_27012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-27 02:45:26 PM UTC
# Run End Date/Time: 2022-01-27 04:06:06 PM UTC
# Run Duration: 80 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:47:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:47:27 PM UTC
"Well","Well Position","Cycle Number","SYBR","ROX"
"1","A1","1","177469.38","172314.66"
"1","A1","2","97505.26","166348.33"
"1","A1","3","180692.06","172522.05"
"1","A1","4","98211.13","167112.77"
"1","A1","5","185588.53","173192.28"
"1","A1","6","99215.586","167806.64"
"1","A1","7","188971.12","174214.06"
"1","A1","8","100355.94","168170.39"
"1","A1","9","190892.25","174393.12"
"1","A1","10","102302.69","168522.88"
"1","A1","11","193163.62","174625.44"
"1","A1","12","103665.3","168559.72"
"1","A1","13","195650.16","174730.4"
"1","A1","14","104508.79","168895.48"
"1","A1","15","197633.81","175040.34"
"1","A1","16","104958.33","169598.14"
"1","A1","17","198197.1","175215.81"
"1","A1","18","106340.766","169804.86"
"1","A1","19","200725.02","175584.86"
"1","A1","20","106678.71","169853.86"
"1","A1","21","202701.56","176020.98"
"1","A1","22","107317.83","170181.97"
"1","A1","23","203402.06","176348.62"
"1","A1","24","107758.86","170362.44"
"1","A1","25","203876.02","176804.5"
"1","A1","26","108259.24","170540.1"
"1","A1","27","205712.03","176952.58"
"1","A1","28","109022.336","170869.72"
"1","A1","29","207987.12","176819.62"
"1","A1","30","110335.85","170913.48"
"1","A1","31","209130.81","176840.84"
"1","A1","32","111791.375","170876.5"
"1","A1","33","209544.81","176820.78"
"1","A1","34","111263.18","170701.73"
"1","A1","35","210973.11","177274.23"
"1","A1","36","110274.805","170672.55"
"1","A1","37","211163.19","177179.81"
"1","A1","38","110085.16","170551.78"
"1","A1","39","210813.98","176908.89"
"1","A1","40","111262.39","170721.16"
"1","A1","41","210795.69","176662.84"
"1","A1","42","111791.42","170773.03"
"1","A1","43","212442.88","176449.34"
"1","A1","44","112144.695","170907.62"
"1","A1","45","212527.53","176401.97"
"1","A1","46","112315.77","170965.22"
"1","A1","47","212760.84","176554.08"
"1","A1","48","113071.836","170869.19"
"1","A1","49","213010.7","177277.81"
"1","A1","50","113265.76","170941.03"
"1","A1","51","215816.33","177070.42"
"1","A1","52","114646.695","171194.5"
"1","A1","53","217623.3","176863.84"
"1","A1","54","116189.3","171224.58"
"1","A1","55","219085.64","177081.77"
"1","A1","56","119200.94","171413.67"
"1","A1","57","223523.1","177054.3"
"1","A1","58","123343.945","171358.33"
"1","A1","59","229240.03","176829.2"
"1","A1","60","130025.83","171218.34"
"1","A1","61","240444.27","176588.77"
"1","A1","62","143798.33","171474.34"
"1","A1","63","260355.28","176478.73"
"1","A1","64","166474.84","171454.73"
"1","A1","65","292623.2","176810.44"
"1","A1","66","206500.69","171369.22"
"1","A1","67","340449.9","176787.02"
"1","A1","68","263737.66","171626.2"
"1","A1","69","399548.88","177065.84"
"1","A1","70","327485.16","171840.72"
"1","A1","71","457741.56","177495.3"
"1","A1","72","375904.47","171954.56"
"1","A1","73","513222.28","177478.52"
"1","A1","74","399321.56","171859.53"
"1","A1","75","573365.9","177370.52"
"1","A1","76","408743.94","171854.9"
"1","A1","77","629419.56","177263.58"
"1","A1","78","412368.12","171814.83"
"1","A1","79","677611.44","177601.48"
"1","A1","80","416744.12","171975.9"
"1","A1","81","659006.06","0.0"
"1","A1","82","662398.1","0.0"
"1","A1","83","661073.9","0.0"
"1","A1","84","658123.4","0.0"
"1","A1","85","653267.9","0.0"
"1","A1","86","648648.9","0.0"
"1","A1","87","643809.7","0.0"
