# File Name: qPCR_eimeria_field_faeces_FW_27012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-27 02:45:26 PM UTC
# Run End Date/Time: 2022-01-27 04:06:06 PM UTC
# Run Duration: 80 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:47:00 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:47:27 PM UTC
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"1","A1","AA946","Eim","77.82181549072266","53684.046875"
"1","A1","AA946","Eim","81.59895324707031","35504.875"
"1","A1","AA946","Eim","62.10890197753906","15760.7919921875"
"1","A1","AA946","Eim","0.0","0.0"
"1","A1","AA946","Eim","0.0","0.0"
"2","A2","AA946","Eim","77.67073059082031","62384.875"
"2","A2","AA946","Eim","61.95781326293945","16928.6328125"
"2","A2","AA946","Eim","81.29678344726562","30705.66796875"
"2","A2","AA946","Eim","0.0","0.0"
"2","A2","AA946","Eim","0.0","0.0"
"3","A3","AA946","Eim","77.67073059082031","51626.0546875"
"3","A3","AA946","Eim","81.90113067626953","32204.962890625"
"3","A3","AA946","Eim","62.259986877441406","14069.796875"
"3","A3","AA946","Eim","0.0","0.0"
"3","A3","AA946","Eim","0.0","0.0"
"4","A4","AA860","Eim","81.14569854736328","43867.484375"
"4","A4","AA860","Eim","74.95118713378906","25712.5234375"
"4","A4","AA860","Eim","83.56307220458984","36070.890625"
"4","A4","AA860","Eim","64.2240982055664","7575.39892578125"
"4","A4","AA860","Eim","87.49130249023438","6758.203125"
"5","A5","AA860","Eim","74.50119018554688","37783.89453125"
"5","A5","AA860","Eim","81.30162811279297","53627.8203125"
"5","A5","AA860","Eim","87.95094299316406","16699.87109375"
"5","A5","AA860","Eim","83.56843566894531","49888.99609375"
"5","A5","AA860","Eim","0.0","0.0"
"6","A6","AA860","Eim","81.15050506591797","67601.8828125"
"6","A6","AA860","Eim","83.71955871582031","59558.58984375"
"6","A6","AA860","Eim","87.64869689941406","14106.501953125"
"6","A6","AA860","Eim","72.08325958251953","14487.078125"
"6","A6","AA860","Eim","92.18232727050781","1794.92578125"
"13","B1","AA875","Eim","75.4044418334961","228525.8125"
"13","B1","AA875","Eim","0.0","0.0"
"13","B1","AA875","Eim","0.0","0.0"
"13","B1","AA875","Eim","0.0","0.0"
"13","B1","AA875","Eim","0.0","0.0"
"14","B2","AA875","Eim","75.25335693359375","226200.859375"
"14","B2","AA875","Eim","0.0","0.0"
"14","B2","AA875","Eim","0.0","0.0"
"14","B2","AA875","Eim","0.0","0.0"
"14","B2","AA875","Eim","0.0","0.0"
"15","B3","AA875","Eim","75.4044418334961","224267.5"
"15","B3","AA875","Eim","0.0","0.0"
"15","B3","AA875","Eim","0.0","0.0"
"15","B3","AA875","Eim","0.0","0.0"
"15","B3","AA875","Eim","0.0","0.0"
"16","B4","AA920","Eim","76.15987396240234","29081.001953125"
"16","B4","AA920","Eim","72.08055877685547","17403.115234375"
"16","B4","AA920","Eim","83.10981750488281","34063.84375"
"16","B4","AA920","Eim","61.80672836303711","14549.162109375"
"16","B4","AA920","Eim","80.69244384765625","28714.83984375"
"17","B5","AA920","Eim","74.95455932617188","67740.8203125"
"17","B5","AA920","Eim","83.41732025146484","35384.07421875"
"17","B5","AA920","Eim","61.958168029785156","10709.529296875"
"17","B5","AA920","Eim","78.43032836914062","29094.814453125"
"17","B5","AA920","Eim","93.39128875732422","373.08984375"
"18","B6","AA920","Eim","75.25679779052734","36695.87109375"
"18","B6","AA920","Eim","80.8482666015625","36229.01953125"
"18","B6","AA920","Eim","61.80704879760742","14705.8046875"
"18","B6","AA920","Eim","84.17292022705078","29478.734375"
"18","B6","AA920","Eim","91.88008117675781","910.9248046875"
"25","C1","AA863","Eim","75.4044418334961","210847.296875"
"25","C1","AA863","Eim","0.0","0.0"
"25","C1","AA863","Eim","0.0","0.0"
"25","C1","AA863","Eim","0.0","0.0"
"25","C1","AA863","Eim","0.0","0.0"
"26","C2","AA863","Eim","75.4044418334961","209952.078125"
"26","C2","AA863","Eim","0.0","0.0"
"26","C2","AA863","Eim","0.0","0.0"
"26","C2","AA863","Eim","0.0","0.0"
"26","C2","AA863","Eim","0.0","0.0"
"27","C3","AA863","Eim","75.4044418334961","200974.53125"
"27","C3","AA863","Eim","0.0","0.0"
"27","C3","AA863","Eim","0.0","0.0"
"27","C3","AA863","Eim","0.0","0.0"
"27","C3","AA863","Eim","0.0","0.0"
"28","C4","NTC","Eim","92.32604217529297","555.94189453125"
"28","C4","NTC","Eim","79.63484191894531","1894.603271484375"
"28","C4","NTC","Eim","66.33930206298828","1949.76611328125"
"28","C4","NTC","Eim","85.82936096191406","761.2102661132812"
