"Pos","Name","Ct SYBR","Amount SYBR","Target SYBR"
"A11","IRG6A","-","-","negative"
"B11","CXCR3","-","-","negative"
"C11","IL-12rb1",38.2,"-","negative"
"D11","B-actin","-","-","negative"
"E11","GAPDH","-","-","negative"
"A1","AA_0432",24.84,"-","CXCR3"
"A2","AA_0432",24.69,"-","CXCR3"
"B1","AA_0434",24.97,"-","CXCR3"
"B2","AA_0434",25.03,"-","CXCR3"
"C1","AA_0323",22.87,"-","CXCR3"
"C2","AA_0323",23.43,"-","CXCR3"
"D1","AA_0395",25.16,"-","CXCR3"
"D2","AA_0395",24.97,"-","CXCR3"
"E1","AA_0437",26.51,"-","CXCR3"
"E2","AA_0437",26.62,"-","CXCR3"
"F1","AA_0458",25.7,"-","CXCR3"
"F2","AA_0458",26.39,"-","CXCR3"
"G1","AA_0396",28.41,"-","CXCR3"
"G2","AA_0396",28.39,"-","CXCR3"
"H1","AA_0338",24.81,"-","CXCR3"
"H2","AA_0338",24.74,"-","CXCR3"
"A3","AA_0432",25.07,"-","IRG6"
"A4","AA_0432",23.16,"-","IRG6"
"B3","AA_0434",22.5,"-","IRG6"
"B4","AA_0434",22.73,"-","IRG6"
"C3","AA_0323",22.17,"-","IRG6"
"C4","AA_0323",22.41,"-","IRG6"
"D3","AA_0395",22.3,"-","IRG6"
"D4","AA_0395",22.52,"-","IRG6"
"E3","AA_0437",24.13,"-","IRG6"
"E4","AA_0437",24.13,"-","IRG6"
"F3","AA_0458",23.75,"-","IRG6"
"F4","AA_0458",23.95,"-","IRG6"
"G3","AA_0396",26.6,"-","IRG6"
"G4","AA_0396",26.75,"-","IRG6"
"H3","AA_0338",22.49,"-","IRG6"
"H4","AA_0338",22.63,"-","IRG6"
"A5","AA_0432",26.68,"-","IL-12"
"A6","AA_0432",25.23,"-","IL-12"
"B5","AA_0434",24.62,"-","IL-12"
"B6","AA_0434",24.41,"-","IL-12"
"C5","AA_0323",24.04,"-","IL-12"
"C6","AA_0323",24.1,"-","IL-12"
"D5","AA_0395",23.99,"-","IL-12"
"D6","AA_0395",23.76,"-","IL-12"
"E5","AA_0437",25.2,"-","IL-12"
"E6","AA_0437",24.97,"-","IL-12"
"F5","AA_0458",26.03,"-","IL-12"
"F6","AA_0458",25.54,"-","IL-12"
"G5","AA_0396",30.07,"-","IL-12"
"G6","AA_0396",29.58,"-","IL-12"
"H5","AA_0338",24.07,"-","IL-12"
"H6","AA_0338",24.2,"-","IL-12"
"A7","AA_0432",18.55,"-","GAPDH"
"A8","AA_0432",18.3,"-","GAPDH"
"B7","AA_0434",18.11,"-","GAPDH"
"B8","AA_0434",18.05,"-","GAPDH"
"C7","AA_0323",17.83,"-","GAPDH"
"C8","AA_0323",17.73,"-","GAPDH"
"D7","AA_0395",17.96,"-","GAPDH"
"D8","AA_0395",18.06,"-","GAPDH"
"E7","AA_0437",19.45,"-","GAPDH"
"E8","AA_0437",19.2,"-","GAPDH"
"F7","AA_0458",19.05,"-","GAPDH"
"F8","AA_0458",18.95,"-","GAPDH"
"G7","AA_0396",21.68,"-","GAPDH"
"G8","AA_0396",21.57,"-","GAPDH"
"H7","AA_0338",17.77,"-","GAPDH"
"H8","AA_0338",17.76,"-","GAPDH"
"A9","AA_0432",23.24,"-","B-actin"
"A10","AA_0432",23.3,"-","B-actin"
"B9","AA_0434",22.93,"-","B-actin"
"B10","AA_0434",22.88,"-","B-actin"
"C9","AA_0323",22.19,"-","B-actin"
"C10","AA_0323",22.15,"-","B-actin"
"D9","AA_0395",20.37,"-","B-actin"
"D10","AA_0395",22.63,"-","B-actin"
"E9","AA_0437",23.78,"-","B-actin"
"E10","AA_0437",24.95,"-","B-actin"
"F9","AA_0458",23.35,"-","B-actin"
"F10","AA_0458",23.55,"-","B-actin"
"G9","AA_0396",25.85,"-","B-actin"
"G10","AA_0396",25.77,"-","B-actin"
"H9","AA_0338",22.7,"-","B-actin"
"H10","AA_0338",22.54,"-","B-actin"
