"","Mouse_ID","IFNy"
"1","1",20.7875785155625
"2","2",64.6586526808859
"3","3",66.3078365198891
"4","4",86.0681895697546
"5","5",38.2811509994226
"6","6",264.143903959328
"7","7",25.7820406092397
"8","8",108.263650485904
"9","9",916.888636873929
"10","10",122.952407167836
"11","11",214.606923211642
"12","12",21.6766207471745
"13","13",11.4724322280817
"14","14",31.6287217547885
"15","15",NA
"16","16",NA
"17","17",133.679258760397
"18","18",21.4613032713458
"19","19",35.0842022081647
"20","20",21.9389964424636
"21","21",NA
"22","22",16.3952304651993
"23","23",29.3065307802482
"24","24",7.38230691769908
"25","25",5.35792013692603
"26","26",17.8763763167597
"27","27",26.8490499753658
"28","28",3.84097665990173
"29","29",16.187899344412
"30","30",21.8675246208082
"31","31",NA
"32","32",111.527010259291
"33","33",15.3505048874582
"34","34",9.54454588992076
"35","35",16.187899344412
"36","36",NA
