"","Mouse_ID","IFNy"
"1","AA_0754",43.3843726410914
"2","AA_0755",753.39809165986
"3","AA_0756",30.6263216230062
"4","AA_0757",48.8302528368158
"5","AA_0758",64.8827708236109
"6","AA_0759",34.8120049580819
"7","AA_0760",25.2473775816303
"8","AA_0761",70.8302974964285
"9","AA_0781",43.8526087003439
"10","AA_0793",109.42076220355
"11","AA_0808",110.445918612184
"12","AA_0810",119.849225984467
"13","AA_0811",68.4655049741122
"14","AA_0812",48.6735880008189
"15","AA_0813",479.011440321456
"16","AA_0814",254.164063444499
"17","AA_0815",245.36617387814
"18","AA_0816",137.333716540467
"19","AA_0817",110.79798411452
"20","AA_0818",101.107411385782
"21","AA_0819",63.4448718743655
"22","AA_0820",36.1105076766263
"23","AA_0821",58.093607995825
"24","AA_0822",54.8544738670484
"25","AA_0823",56.4591841230552
"26","AA_0824",22.6454045594744
"27","BLK2",NA
"28","AA_0827",22.3817288935125
"29","AA_0828",93.7120406111665
"30","AA_0829",67.7686657208225
"31","AA_0831",12.6608556586843
"32","AA_0832",75.6718354788059
"33","AA_0833",86.9363641032195
"34","AA_0834",109.303762129596
"35","AA_0835",17.036101134014
"36","AA_0836",65.6830347379844
"37","AA_0837",32.6293497590504
"38","AA_0838",34.3963994010636
"39","AA_0839",31.0687936889571
"40","AA_0840",69.1363293863269
