Conc,OD
2000,3796
2000,3851
2000,3760
2000,3816
2000,3654
2000,3680
1000,3694
1000,3355
1000,3696
1000,3366
1000,3649
1000,3341
500,2444
500,2402
500,2448
500,2409
500,2444
500,2410
250,1464
250,2004
250,1460
250,2015
250,1463
250,2018
125,729
125,955
125,729
125,960
125,728
125,963
62.5,556
62.5,572
62.5,559
62.5,569
62.5,563
62.5,570
31.25,297
31.25,295
31.25,292
31.25,302
31.25,291
31.25,305
0,6
0,6
0,6
0,-6
0,-6
0,-6
