# File Name: qPCR_eimeria_field_faeces_FW_26012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-26 12:15:42 PM UTC
# Run End Date/Time: 2022-01-26 01:36:23 PM UTC
# Run Duration: 80 minutes 40 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:52:58 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:53:22 PM UTC
"Well","Well Position","Cycle Number","SYBR","ROX"
"1","A1","1","165215.33","202063.95"
"1","A1","2","96309.08","194700.23"
"1","A1","3","167776.83","202824.33"
"1","A1","4","97240.67","195321.27"
"1","A1","5","170507.14","203813.6"
"1","A1","6","97914.51","196074.9"
"1","A1","7","173522.83","204329.77"
"1","A1","8","98196.16","196274.38"
"1","A1","9","176513.67","204370.03"
"1","A1","10","99592.93","196657.69"
"1","A1","11","178747.17","204776.5"
"1","A1","12","100068.19","197216.6"
"1","A1","13","179119.02","205205.9"
"1","A1","14","101097.57","197895.11"
"1","A1","15","180367.6","205476.36"
"1","A1","16","102515.43","198084.77"
"1","A1","17","182153.52","206025.39"
"1","A1","18","102886.71","198826.53"
"1","A1","19","184820.02","205943.23"
"1","A1","20","102919.52","198971.72"
"1","A1","21","186307.27","205848.88"
"1","A1","22","103775.24","199165.33"
"1","A1","23","186263.7","206236.27"
"1","A1","24","103920.484","198906.97"
"1","A1","25","186304.27","206296.77"
"1","A1","26","104187.94","198718.42"
"1","A1","27","187321.3","206092.4"
"1","A1","28","104708.15","198966.75"
"1","A1","29","187838.22","206094.5"
"1","A1","30","105076.45","199205.38"
"1","A1","31","189463.39","206491.75"
"1","A1","32","105032.44","199571.88"
"1","A1","33","189694.8","206560.97"
"1","A1","34","105477.05","199564.38"
"1","A1","35","189749.78","206665.86"
"1","A1","36","105352.08","199435.25"
"1","A1","37","191542.69","206843.88"
"1","A1","38","105297.43","199356.44"
"1","A1","39","191857.56","206684.81"
"1","A1","40","106220.67","199447.98"
"1","A1","41","192606.67","206502.42"
"1","A1","42","106432.82","199354.45"
"1","A1","43","192988.4","206491.42"
"1","A1","44","107232.734","199552.36"
"1","A1","45","192703.61","206717.45"
"1","A1","46","107186.37","199528.47"
"1","A1","47","192955.78","206740.94"
"1","A1","48","107104.12","199477.19"
"1","A1","49","192926.23","207264.31"
"1","A1","50","106772.12","200008.75"
"1","A1","51","193860.75","207222.9"
"1","A1","52","106631.14","199984.94"
"1","A1","53","195270.62","207062.73"
"1","A1","54","107275.766","200066.08"
"1","A1","55","195250.94","206906.7"
"1","A1","56","108064.05","200180.55"
"1","A1","57","195554.23","207038.0"
"1","A1","58","109812.84","200264.9"
"1","A1","59","195713.03","207196.84"
"1","A1","60","110303.33","200204.72"
"1","A1","61","198446.12","207250.44"
"1","A1","62","110942.09","200280.7"
"1","A1","63","203154.2","207583.42"
"1","A1","64","115401.875","200372.19"
"1","A1","65","208558.72","207558.08"
"1","A1","66","121641.83","200584.62"
"1","A1","67","220744.89","207378.06"
"1","A1","68","134566.69","200575.84"
"1","A1","69","241808.03","207468.98"
"1","A1","70","157838.11","200646.4"
"1","A1","71","277589.94","207321.36"
"1","A1","72","198128.14","200949.19"
"1","A1","73","327508.6","207439.84"
"1","A1","74","259768.56","200973.03"
"1","A1","75","387343.38","207838.19"
"1","A1","76","327217.44","201192.88"
"1","A1","77","455372.22","207726.02"
"1","A1","78","373035.0","201050.33"
"1","A1","79","515428.75","207485.7"
"1","A1","80","393612.94","201027.17"
"1","A1","81","552712.6","0.0"
"1","A1","82","559727.56","0.0"
"1","A1","83","562517.94","0.0"
"1","A1","84","563154.75","0.0"
"1","A1","85","564479.0","0.0"
"1","A1","86","562322.25","0.0"
"1","A1","87","564742.3","0.0"
"1","A1","88","562120.25","0.0"
"1","A1","89","561186.2","0.0"
"1","A1","90","559908.8","0.0"
"1","A1","91","558076.7","0.0"
"1","A1","92","558246.44","0.0"
"1","A1","93","556889.2","0.0"
"1","A1","94","556698.4","0.0"
"1","A1","95","555155.3","0.0"
"1","A1","96","554378.3","0.0"
"1","A1","97","553636.0","0.0"
"1","A1","98","551989.25","0.0"
"1","A1","99","549453.6","0.0"
"1","A1","100","547136.6","0.0"
"1","A1","101","545537.5","0.0"
"1","A1","102","544010.94","0.0"
"1","A1","103","542886.25","0.0"
"1","A1","104","539419.44","0.0"
"1","A1","105","538967.75","0.0"
"1","A1","106","535179.75","0.0"
"1","A1","107","532528.44","0.0"
"1","A1","108","528498.6","0.0"
"1","A1","109","527359.06","0.0"
"1","A1","110","524303.7","0.0"
"1","A1","111","522512.9","0.0"
"1","A1","112","518974.7","0.0"
"1","A1","113","514994.75","0.0"
"1","A1","114","511773.38","0.0"
"1","A1","115","505852.2","0.0"
"1","A1","116","502514.7","0.0"
"1","A1","117","495697.22","0.0"
"1","A1","118","492933.2","0.0"
"1","A1","119","488268.22","0.0"
"1","A1","120","481727.2","0.0"
"1","A1","121","477001.97","0.0"
"1","A1","122","470024.2","0.0"
"1","A1","123","463308.8","0.0"
"1","A1","124","458599.47","0.0"
"1","A1","125","451189.3","0.0"
"1","A1","126","444156.5","0.0"
"1","A1","127","435682.84","0.0"
"1","A1","128","428476.78","0.0"
"1","A1","129","418151.84","0.0"
"1","A1","130","406643.75","0.0"
"1","A1","131","387730.3","0.0"
"1","A1","132","362064.84","0.0"
"1","A1","133","336379.44","0.0"
"1","A1","134","321119.2","0.0"
"1","A1","135","311781.7","0.0"
"1","A1","136","304581.88","0.0"
"1","A1","137","294363.38","0.0"
"1","A1","138","282474.78","0.0"
"1","A1","139","273474.47","0.0"
"1","A1","140","265638.62","0.0"
"1","A1","141","255061.44","0.0"
"1","A1","142","247354.94","0.0"
"1","A1","143","234195.7","0.0"
"1","A1","144","219634.98","0.0"
"1","A1","145","209880.33","0.0"
"1","A1","146","198272.11","0.0"
"1","A1","147","189189.22","0.0"
"1","A1","148","180064.19","0.0"
"1","A1","149","172774.44","0.0"
"1","A1","150","168112.14","0.0"
"1","A1","151","164077.11","0.0"
"1","A1","152","155053.66","0.0"
"1","A1","153","146694.03","0.0"
"1","A1","154","138968.92","0.0"
"1","A1","155","131596.27","0.0"
"1","A1","156","120394.06","0.0"
"1","A1","157","110412.05","0.0"
"1","A1","158","99139.13","0.0"
"1","A1","159","94159.51","0.0"
"1","A1","160","89125.55","0.0"
"1","A1","161","81902.984","0.0"
"1","A1","162","77743.99","0.0"
"1","A1","163","74280.93","0.0"
"1","A1","164","72264.23","0.0"
"1","A1","165","69656.18","0.0"
"1","A1","166","70166.94","0.0"
"1","A1","167","69438.82","0.0"
"1","A1","168","68644.9","0.0"
"1","A1","169","68092.08","0.0"
"1","A1","170","68669.445","0.0"
"1","A1","171","67468.125","0.0"
"1","A1","172","66893.914","0.0"
"1","A1","173","67303.29","0.0"
"1","A1","174","67894.086","0.0"
"1","A1","175","67701.92","0.0"
"1","A1","176","66255.14","0.0"
"1","A1","177","65692.17","0.0"
"1","A1","178","65709.07","0.0"
"1","A1","179","65621.35","0.0"
"1","A1","180","65259.18","0.0"
"1","A1","181","65079.95","0.0"
"1","A1","182","65427.566","0.0"
"1","A1","183","63261.234","0.0"
"1","A1","184","63544.785","0.0"
"2","A2","1","177353.69","216276.3"
"2","A2","2","102015.055","207298.83"
"2","A2","3","180926.06","218418.25"
"2","A2","4","102981.49","208834.19"
"2","A2","5","185446.75","219338.47"
"2","A2","6","103925.51","210442.75"
"2","A2","7","187671.53","219303.11"
"2","A2","8","105636.37","210700.56"
"2","A2","9","190404.03","219223.89"
"2","A2","10","106597.97","210816.5"
"2","A2","11","192571.17","219212.62"
"2","A2","12","107903.9","211192.12"
"2","A2","13","193174.81","219494.28"
"2","A2","14","108678.234","211703.81"
"2","A2","15","194688.47","219718.77"
"2","A2","16","108656.5","212287.2"
"2","A2","17","197111.72","219872.44"
"2","A2","18","109343.0","212298.98"
"2","A2","19","198330.31","220005.69"
"2","A2","20","111070.51","212167.14"
"2","A2","21","200760.45","219939.69"
"2","A2","22","111032.2","212363.25"
"2","A2","23","200650.5","219988.1"
"2","A2","24","110820.17","212379.66"
"2","A2","25","200214.56","219873.31"
"2","A2","26","111415.79","212654.22"
"2","A2","27","201364.75","219641.78"
"2","A2","28","111634.18","212578.89"
"2","A2","29","203841.61","219675.78"
"2","A2","30","111534.02","212566.23"
"2","A2","31","204226.31","219906.5"
"2","A2","32","112266.85","212938.66"
"2","A2","33","204401.17","219923.77"
"2","A2","34","113292.5","213071.5"
"2","A2","35","205774.89","220555.11"
"2","A2","36","113489.42","213024.75"
"2","A2","37","206413.98","220891.53"
"2","A2","38","113436.08","212964.73"
"2","A2","39","205956.7","221231.34"
"2","A2","40","113783.85","212851.52"
"2","A2","41","205802.89","221143.14"
"2","A2","42","114207.445","213291.03"
"2","A2","43","206925.83","221342.36"
"2","A2","44","114459.4","213569.6"
"2","A2","45","207817.94","221477.73"
"2","A2","46","116135.58","213843.44"
"2","A2","47","208552.72","221243.25"
"2","A2","48","116262.33","213918.0"
"2","A2","49","208476.73","221102.84"
"2","A2","50","116199.875","214144.95"
"2","A2","51","209377.73","221415.03"
"2","A2","52","116192.164","214002.2"
"2","A2","53","209857.6","221400.92"
"2","A2","54","116431.35","214109.81"
"2","A2","55","210588.36","221325.47"
"2","A2","56","117506.4","214303.9"
"2","A2","57","211889.81","221405.28"
"2","A2","58","119329.16","214515.66"
"2","A2","59","213130.38","221465.08"
"2","A2","60","121427.1","214801.03"
"2","A2","61","217681.6","221875.72"
"2","A2","62","124455.56","214357.95"
"2","A2","63","224081.47","221889.03"
"2","A2","64","129719.875","214157.83"
"2","A2","65","233927.3","221753.83"
"2","A2","66","140718.86","214726.8"
"2","A2","67","255361.23","221555.8"
"2","A2","68","158984.12","214734.17"
"2","A2","69","290603.47","221673.3"
"2","A2","70","195487.17","214956.92"
"2","A2","71","343330.25","221593.75"
"2","A2","72","253291.52","215129.28"
"2","A2","73","406345.9","221975.31"
"2","A2","74","325762.5","215037.33"
"2","A2","75","480169.5","222088.25"
"2","A2","76","383395.84","215424.08"
"2","A2","77","561528.3","221975.77"
"2","A2","78","415717.9","215328.66"
"2","A2","79","634560.2","222407.53"
"2","A2","80","437443.03","215452.95"
"2","A2","81","660976.44","0.0"
"2","A2","82","663918.9","0.0"
"2","A2","83","667649.7","0.0"
"2","A2","84","665448.7","0.0"
"2","A2","85","662536.6","0.0"
"2","A2","86","661488.8","0.0"
"2","A2","87","660489.6","0.0"
"2","A2","88","653765.5","0.0"
"2","A2","89","652857.0","0.0"
"2","A2","90","648757.7","0.0"
"2","A2","91","647520.7","0.0"
"2","A2","92","645904.06","0.0"
"2","A2","93","639912.25","0.0"
"2","A2","94","639016.3","0.0"
"2","A2","95","637008.44","0.0"
"2","A2","96","632487.5","0.0"
"2","A2","97","631579.7","0.0"
"2","A2","98","628289.3","0.0"
"2","A2","99","624812.75","0.0"
"2","A2","100","621556.56","0.0"
"2","A2","101","618802.44","0.0"
"2","A2","102","614577.6","0.0"
"2","A2","103","610914.8","0.0"
"2","A2","104","606004.8","0.0"
"2","A2","105","603518.3","0.0"
"2","A2","106","597771.25","0.0"
"2","A2","107","591537.0","0.0"
"2","A2","108","586039.56","0.0"
"2","A2","109","584032.25","0.0"
"2","A2","110","580546.6","0.0"
"2","A2","111","574006.2","0.0"
"2","A2","112","567871.0","0.0"
"2","A2","113","563845.3","0.0"
"2","A2","114","556423.7","0.0"
"2","A2","115","550174.3","0.0"
"2","A2","116","544821.75","0.0"
"2","A2","117","539135.3","0.0"
"2","A2","118","534743.5","0.0"
"2","A2","119","528518.25","0.0"
"2","A2","120","522159.12","0.0"
"2","A2","121","515073.1","0.0"
"2","A2","122","507684.7","0.0"
"2","A2","123","499195.97","0.0"
"2","A2","124","494577.0","0.0"
"2","A2","125","484311.22","0.0"
"2","A2","126","478079.78","0.0"
"2","A2","127","467804.9","0.0"
"2","A2","128","457911.88","0.0"
