# File Name: qPCR_eimeria_field_faeces_FW_26012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-26 12:15:42 PM UTC
# Run End Date/Time: 2022-01-26 01:36:23 PM UTC
# Run Duration: 80 minutes 40 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:52:58 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:53:22 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.4946531057357788","-0.007766114634507061","AA946","false"
"1","A1","2","Eim","0.49784988164901733","-0.006094700287258793","AA946","false"
"1","A1","3","Eim","0.4993729591369629","-0.006096984365303494","AA946","false"
"1","A1","4","Eim","0.5003004670143127","-0.006694838053943898","AA946","false"
"1","A1","5","Eim","0.5064278244972229","-0.00209284213702411","AA946","false"
"1","A1","6","Eim","0.5074024796485901","-0.00264354855164718","AA946","false"
"1","A1","7","Eim","0.5108644366264343","-7.069531397931991E-4","AA946","false"
"1","A1","8","Eim","0.5175331234931946","0.004436372160976797","AA946","false"
"1","A1","9","Eim","0.5174697041511536","0.002847591252945524","AA946","false"
"1","A1","10","Eim","0.517257034778595","0.0011095603143966729","AA946","false"
"1","A1","11","Eim","0.521050751209259","0.0033779151790704776","AA946","false"
"1","A1","12","Eim","0.5224577188491821","0.003259521253003316","AA946","false"
"1","A1","13","Eim","0.5242993235588074","0.0035757643966381914","AA946","false"
"1","A1","14","Eim","0.5262595415115356","0.004010620783376205","AA946","false"
"1","A1","15","Eim","0.5274779796600342","0.003703697365884483","AA946","false"
"1","A1","16","Eim","0.5262887477874756","9.89103927335632E-4","AA946","false"
"1","A1","17","Eim","0.5285364389419556","0.001711433515825355","AA946","false"
"1","A1","18","Eim","0.5282520651817322","-9.830181038829127E-5","AA946","false"
"1","A1","19","Eim","0.5281867384910583","-0.001688990067052377","AA946","false"
"1","A1","20","Eim","0.5325732827186584","0.0011721925945574632","AA946","false"
"1","A1","21","Eim","0.5338873267173767","9.608750272854674E-4","AA946","false"
"1","A1","22","Eim","0.5373663902282715","0.002914576972189874","AA946","false"
"1","A1","23","Eim","0.5371983647346497","0.0012211899125777906","AA946","false"
"1","A1","24","Eim","0.5369241237640381","-5.784126240240392E-4","AA946","false"
"1","A1","25","Eim","0.5338372588157654","-0.005190639138287002","AA946","false"
"1","A1","26","Eim","0.5331958532333374","-0.007357406286705238","AA946","false"
"1","A1","27","Eim","0.5362016558647156","-0.005876965221317322","AA946","false"
"1","A1","28","Eim","0.5398328900337219","-0.0037710926183012316","AA946","false"
"1","A1","29","Eim","0.5483379364013672","0.0032085921833537746","AA946","false"
"1","A1","30","Eim","0.550952672958374","0.004297967174370353","AA946","false"
"1","A1","31","Eim","0.5539330244064331","0.0057529570564390665","AA946","false"
"1","A1","32","Eim","0.5759375691413879","0.026232140225403645","AA946","false"
"1","A1","33","Eim","0.6064364314079285","0.05520564092595391","AA946","false"
"1","A1","34","Eim","0.6709017753601074","0.11814562331214261","AA946","false"
"1","A1","35","Eim","0.7866480946540833","0.2323665810401282","AA946","false"
"1","A1","36","Eim","0.985961377620697","0.4301545024407517","AA946","false"
"1","A1","37","Eim","1.2925543785095215","0.7352221417635859","AA946","false"
"1","A1","38","Eim","1.6263867616653442","1.0675291633534185","AA946","false"
"1","A1","39","Eim","1.8554309606552124","1.2950480007772962","AA946","false"
"1","A1","40","Eim","1.9580086469650269","1.3961003255211204","AA946","false"
"2","A2","1","Eim","0.49211591482162476","-0.00781554800832374","AA946","false"
"2","A2","2","Eim","0.49312564730644226","-0.008636748699041522","AA946","false"
"2","A2","3","Eim","0.4938421845436096","-0.009751144637409451","AA946","false"
"2","A2","4","Eim","0.5013577938079834","-0.0040664685485709605","AA946","false"
"2","A2","5","Eim","0.505643367767334","-0.0016118277647556621","AA946","false"
"2","A2","6","Eim","0.510927677154541","0.0018415484469160815","AA946","false"
"2","A2","7","Eim","0.5133503675460815","0.0024333056629213213","AA946","false"
"2","A2","8","Eim","0.5118372440338135","-9.107510248820326E-4","AA946","false"
"2","A2","9","Eim","0.5150424838066101","4.6355557237931066E-4","AA946","false"
"2","A2","10","Eim","0.5235047340393066","0.007094872629540556","AA946","false"
"2","A2","11","Eim","0.5228409767150879","0.004600182129786519","AA946","false"
"2","A2","12","Eim","0.5218021869659424","0.0017304592051057234","AA946","false"
"2","A2","13","Eim","0.5239293575286865","0.0020266965923145764","AA946","false"
"2","A2","14","Eim","0.5251423716545105","0.0014087775426033745","AA946","false"
"2","A2","15","Eim","0.5247024297714233","-8.620975160190713E-4","AA946","false"
"2","A2","16","Eim","0.5272262692451477","-1.6919121782999359E-4","AA946","false"
"2","A2","17","Eim","0.5317111611366272","0.002484767498114211","AA946","false"
"2","A2","18","Eim","0.532752275466919","0.0016949486528706715","AA946","false"
"2","A2","19","Eim","0.532651960849762","-2.3629913982159845E-4","AA946","false"
"2","A2","20","Eim","0.5345691442489624","-1.5004891615644656E-4","AA946","false"
"2","A2","21","Eim","0.5354535579681396","-0.001096568372514488","AA946","false"
"2","A2","22","Eim","0.5359349250793457","-0.002446134436843721","AA946","false"
"2","A2","23","Eim","0.5430869460105896","0.002874953318864888","AA946","false"
"2","A2","24","Eim","0.5434901714324951","0.001447245565235118","AA946","false"
"2","A2","25","Eim","0.5426225066184998","-0.0012513524242955308","AA946","false"
"2","A2","26","Eim","0.5429484248161316","-0.0027563674021989825","AA946","false"
"2","A2","27","Eim","0.5437926650047302","-0.0037430603891356372","AA946","false"
"2","A2","28","Eim","0.5483166575431824","-0.0010500010262187763","AA946","false"
"2","A2","29","Eim","0.5562725067138672","0.0050749149689307506","AA946","false"
"2","A2","30","Eim","0.5653003454208374","0.012271820500365679","AA946","false"
"2","A2","31","Eim","0.580596923828125","0.02573746573211799","AA946","false"
"2","A2","32","Eim","0.6057209372520447","0.049030545980502376","AA946","false"
"2","A2","33","Eim","0.6553390622138977","0.09681773776682012","AA946","false"
"2","A2","34","Eim","0.7403764724731445","0.18002421485053166","AA946","false"
"2","A2","35","Eim","0.909424901008606","0.3472417102104578","AA946","false"
"2","A2","36","Eim","1.1773921251296997","0.6133780011560163","AA946","false"
"2","A2","37","Eim","1.514911413192749","0.9490663560435303","AA946","false"
"2","A2","38","Eim","1.7797260284423828","1.212050038117629","AA946","false"
"2","A2","39","Eim","1.9306204319000244","1.3611135083997352","AA946","false"
"2","A2","40","Eim","2.030341386795044","1.4590035301192195","AA946","false"
"3","A3","1","Eim","0.4507724940776825","-0.013559410447845352","AA946","false"
"3","A3","2","Eim","0.45275819301605225","-0.013203358972853727","AA946","false"
"3","A3","3","Eim","0.4553438723087311","-0.012247327143553075","AA946","false"
"3","A3","4","Eim","0.4659704267978668","-0.003250420117795513","AA946","false"
"3","A3","5","Eim","0.4686764180660248","-0.0021740763130156794","AA946","false"
"3","A3","6","Eim","0.47153785824775696","-9.422835946616827E-4","AA946","false"
"3","A3","7","Eim","0.4709956645965576","-0.0031141247092392045","AA946","false"
"3","A3","8","Eim","0.4721789062023163","-0.003560530566858663","AA946","false"
"3","A3","9","Eim","0.4816654920578003","0.004296407825247164","AA946","false"
"3","A3","10","Eim","0.4872246980667114","0.008225966370780172","AA946","false"
"3","A3","11","Eim","0.48710495233535767","0.006476573176048231","AA946","false"
"3","A3","12","Eim","0.48618820309638977","0.003930176473702154","AA946","false"
"3","A3","13","Eim","0.4868708550930023","0.002983181006936578","AA946","false"
"3","A3","14","Eim","0.4876005947589874","0.0020832732095435046","AA946","false"
"3","A3","15","Eim","0.4914769232273102","0.004329954214488077","AA946","false"
