# File Name: qPCR_eimeria_field_faeces_FW_26012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-26 12:15:42 PM UTC
# Run End Date/Time: 2022-01-26 01:36:23 PM UTC
# Run Duration: 80 minutes 40 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:52:58 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:53:22 PM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","1","Eim","59.99319839477539","552712.625","-4127.8857421875"
"1","A1","2","Eim","60.329681396484375","559727.5625","-3616.7939453125"
"1","A1","3","Eim","60.666168212890625","562517.9375","-2910.6044921875"
"1","A1","4","Eim","61.00265121459961","563154.75","-2010.9755859375"
"1","A1","5","Eim","61.339134216308594","564479.0","-994.9990234375"
"1","A1","6","Eim","61.675621032714844","562322.25","12.400390625"
"1","A1","7","Eim","62.01210403442383","564742.3125","886.5224609375"
"1","A1","8","Eim","62.34858703613281","562120.25","1547.38671875"
"1","A1","9","Eim","62.6850700378418","561186.1875","1980.861328125"
"1","A1","10","Eim","63.02155303955078","559908.8125","2234.26318359375"
"1","A1","11","Eim","63.35803985595703","558076.6875","2392.1630859375"
"1","A1","12","Eim","63.694522857666016","558246.4375","2544.611328125"
"1","A1","13","Eim","64.031005859375","556889.1875","2760.32568359375"
"1","A1","14","Eim","64.36749267578125","556698.375","3070.44287109375"
"1","A1","15","Eim","64.7039794921875","555155.3125","3465.251953125"
"1","A1","16","Eim","65.04045867919922","554378.3125","3904.23046875"
"1","A1","17","Eim","65.37694549560547","553636.0","4335.181640625"
"1","A1","18","Eim","65.71342468261719","551989.25","4718.70751953125"
"1","A1","19","Eim","66.04991149902344","549453.625","5045.51416015625"
"1","A1","20","Eim","66.38639831542969","547136.625","5339.2060546875"
"1","A1","21","Eim","66.7228775024414","545537.5","5640.39306640625"
"1","A1","22","Eim","67.05936431884766","544010.9375","5981.9384765625"
"1","A1","23","Eim","67.39584350585938","542886.25","6370.2431640625"
"1","A1","24","Eim","67.73233032226562","539419.4375","6783.39697265625"
"1","A1","25","Eim","68.06881713867188","538967.75","7188.7705078125"
"1","A1","26","Eim","68.40530395507812","535179.75","7568.5966796875"
"1","A1","27","Eim","68.74178314208984","532528.4375","7937.9990234375"
"1","A1","28","Eim","69.0782699584961","528498.625","8342.146484375"
"1","A1","29","Eim","69.41474914550781","527359.0625","8834.77734375"
"1","A1","30","Eim","69.75123596191406","524303.6875","9449.955078125"
"1","A1","31","Eim","70.08772277832031","522512.90625","10128.201171875"
"1","A1","32","Eim","70.42420196533203","518974.6875","10809.5693359375"
"1","A1","33","Eim","70.76068878173828","514994.75","11511.1640625"
"1","A1","34","Eim","71.09716796875","511773.375","12194.427734375"
"1","A1","35","Eim","71.43365478515625","505852.1875","12843.611328125"
"1","A1","36","Eim","71.7701416015625","502514.6875","13467.390625"
"1","A1","37","Eim","72.10662841796875","495697.21875","14088.48828125"
"1","A1","38","Eim","72.44310760498047","492933.1875","14729.42578125"
"1","A1","39","Eim","72.77959442138672","488268.21875","15405.8154296875"
"1","A1","40","Eim","73.11607360839844","481727.1875","16132.8720703125"
"1","A1","41","Eim","73.45256042480469","477001.96875","16942.5390625"
"1","A1","42","Eim","73.78904724121094","470024.1875","17901.56640625"
"1","A1","43","Eim","74.12552642822266","463308.8125","19120.310546875"
"1","A1","44","Eim","74.4620132446289","458599.46875","20744.85546875"
"1","A1","45","Eim","74.79849243164062","451189.3125","22926.03515625"
"1","A1","46","Eim","75.13497924804688","444156.5","25760.421875"
"1","A1","47","Eim","75.47146606445312","435682.84375","29208.5859375"
"1","A1","48","Eim","75.80795288085938","428476.78125","33019.18359375"
"1","A1","49","Eim","76.1444320678711","418151.84375","36710.6875"
"1","A1","50","Eim","76.48091888427734","406643.75","39659.328125"
"1","A1","51","Eim","76.81739807128906","387730.3125","41292.3359375"
"1","A1","52","Eim","77.15388488769531","362064.84375","41309.94921875"
"1","A1","53","Eim","77.49037170410156","336379.4375","39819.6328125"
"1","A1","54","Eim","77.82685089111328","321119.1875","37300.109375"
"1","A1","55","Eim","78.16333770751953","311781.6875","34412.2890625"
"1","A1","56","Eim","78.49981689453125","304581.875","31763.62890625"
"1","A1","57","Eim","78.8363037109375","294363.375","29745.66796875"
"1","A1","58","Eim","79.17279052734375","282474.78125","28496.4140625"
"1","A1","59","Eim","79.50927734375","273474.46875","27955.08203125"
"1","A1","60","Eim","79.84575653076172","265638.625","27940.1015625"
"1","A1","61","Eim","80.18224334716797","255061.4375","28207.171875"
"1","A1","62","Eim","80.51872253417969","247354.9375","28487.9296875"
"1","A1","63","Eim","80.85520935058594","234195.703125","28531.08984375"
