# File Name: qPCR_eimeria_field_faeces_JK_09022022_2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 12:17:00 PM UTC
# Run End Date/Time: 2022-02-09 01:35:11 PM UTC
# Run Duration: 78 minutes 10 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:52:46 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:53:34 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.45296937227249146","-0.02811526140872985","AA785","false"
"1","A1","2","Eim","0.46228763461112976","-0.023376330193402094","AA785","false"
"1","A1","3","Eim","0.4766171872615814","-0.013626108666261037","AA785","false"
"1","A1","4","Eim","0.4876008927822113","-0.007221734268941758","AA785","false"
"1","A1","5","Eim","0.49955177307128906","1.498148968254523E-4","AA785","false"
"1","A1","6","Eim","0.5015559792518616","-0.0024253100459126972","AA785","false"
"1","A1","7","Eim","0.5060286521911621","-0.0025319682299227084","AA785","false"
"1","A1","8","Eim","0.5143558382987976","0.0012158867544022414","AA785","false"
"1","A1","9","Eim","0.5233861804008484","0.005666897733142363","AA785","false"
"1","A1","10","Eim","0.5258455276489258","0.0035469138579092077","AA785","false"
"1","A1","11","Eim","0.5283092856407166","0.001431340726389431","AA785","false"
"1","A1","12","Eim","0.5424178242683411","0.010960548230703283","AA785","false"
"1","A1","13","Eim","0.5443078875541687","0.008271280393220372","AA785","false"
"1","A1","14","Eim","0.5489940643310547","0.00837812604679581","AA785","false"
"1","A1","15","Eim","0.5497589111328125","0.004563641725242963","AA785","false"
"1","A1","16","Eim","0.5539742112159729","0.004199610685092815","AA785","false"
"1","A1","17","Eim","0.5537992715835571","-5.546600706335045E-4","AA785","false"
"1","A1","18","Eim","0.558862566947937","-7.069582956428094E-5","AA785","false"
"1","A1","19","Eim","0.5606570839881897","-0.0028555099126221437","AA785","false"
