# File Name: qPCR_eimeria_field_faeces_JK_09022022_2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 12:17:00 PM UTC
# Run End Date/Time: 2022-02-09 01:35:11 PM UTC
# Run Duration: 78 minutes 10 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:52:46 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:53:35 PM UTC
"Sample","Target","EqCq Mean","Adjusted EqCq Mean","Delta EqCq Mean","Delta EqCq SD","Delta EqCq SE","Delta Delta EqCq","Rq","Rq Min","Rq Max","Omit"
"AA687","Eim","19.0411435747211","19.0411435747211","","","","","","","","false"
"AA691","Eim","29.86195893579882","29.86195893579882","","","","","","","","false"
"AA696","Eim","31.14730559821397","31.14730559821397","","","","","","","","false"
"AA702","Eim","30.22987904006836","30.22987904006836","","","","","","","","false"
"AA703","Eim","31.12597294825606","31.12597294825606","","","","","","","","false"
"AA715","Eim","31.73411133140006","31.73411133140006","","","","","","","","false"
"AA730","Eim","29.658630356679197","29.658630356679197","","","","","","","","false"
"AA737","Eim","18.928415938292165","18.928415938292165","","","","","","","","false"
"AA739","Eim","32.59492893783757","32.59492893783757","","","","","","","","false"
"AA743","Eim","32.22212965948287","32.22212965948287","","","","","","","","false"
"AA751","Eim","31.925338798660338","31.925338798660338","","","","","","","","false"
"AA757","Eim","30.93171341406057","30.93171341406057","","","","","","","","false"
"AA773","Eim","31.038708054894208","31.038708054894208","","","","","","","","false"
"AA776","Eim","30.26877186110323","30.26877186110323","","","","","","","","false"
"AA777","Eim","23.238860912552326","23.238860912552326","","","","","","","","false"
"AA785","Eim","29.474747733391595","29.474747733391595","","","","","","","","false"
"AA791","Eim","27.501060562451034","27.501060562451034","","","","","","","","false"
"AA794","Eim","30.770240213522857","30.770240213522857","","","","","","","","false"
"AA814","Eim","27.575341582636298","27.575341582636298","","","","","","","","false"
"AA816","Eim","30.87668919368182","30.87668919368182","","","","","","","","false"
"AA819","Eim","31.54811176800949","31.54811176800949","","","","","","","","false"
"AA821","Eim","30.657565749002508","30.657565749002508","","","","","","","","false"
"AA825","Eim","31.082678643377083","31.082678643377083","","","","","","","","false"
"AA828","Eim","24.306211552630987","24.306211552630987","","","","","","","","false"
"AA831","Eim","30.03484278348588","30.03484278348588","","","","","","","","false"
"AA836","Eim","30.795787587635292","30.795787587635292","","","","","","","","false"
"AA844","Eim","32.50151240552515","32.50151240552515","","","","","","","","false"
"AA845","Eim","30.3103050801738","30.3103050801738","","","","","","","","false"
"AA846","Eim","28.041859537104017","28.041859537104017","","","","","","","","false"
"AA852","Eim","31.679859924290984","31.679859924290984","","","","","","","","false"
"AA855","Eim","29.970633710098863","29.970633710098863","","","","","","","","false"
