# File Name: qPCR_eimeria_field_faeces_JK_09022022_2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 12:17:00 PM UTC
# Run End Date/Time: 2022-02-09 01:35:11 PM UTC
# Run Duration: 78 minutes 10 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:52:46 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:53:34 PM UTC
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"1","A1","false","AA785","Eim","UNKNOWN","SYBR","None","Amp","1.4369690088781677","","","29.27803001760701","0.9032822479741864","29.474747733391595","0.17263715104700672","true","0.08110366639294933","true","3","26","74.945556640625","","",""
"2","A2","false","AA785","Eim","UNKNOWN","SYBR","None","Amp","1.4590278632755416","","","29.6010384931853","0.8786327511880648","29.474747733391595","0.17263715104700672","true","0.08110366639294933","true","3","26","74.945556640625","","",""
"3","A3","false","AA785","Eim","UNKNOWN","SYBR","None","Amp","1.437586865994272","","","29.545174689382478","0.8676346252041345","29.474747733391595","0.17263715104700672","true","0.08110366639294933","true","3","25","74.945556640625","","",""
"4","A4","false","AA794","Eim","UNKNOWN","SYBR","None","Amp","1.444886979879712","","","30.64382824548747","0.9297235169711636","30.770240213522857","0.11945101578543314","true","0.08110366639294933","true","3","27","75.24761962890625","80.68480682373047","84.61166381835938",""
"5","A5","false","AA794","Eim","UNKNOWN","SYBR","None","Amp","1.4405376654444675","","","30.785659631172777","0.8578697103319561","30.770240213522857","0.11945101578543314","true","0.08110366639294933","true","3","25","84.624755859375","","",""
"6","A6","false","AA794","Eim","UNKNOWN","SYBR","None","Amp","1.4097667010891473","","","30.88123276390833","0.8638796615144548","30.770240213522857","0.11945101578543314","true","0.08110366639294933","true","3","27","79.94013214111328","84.17140197753906","",""
"7","A7","false","AA715","Eim","UNKNOWN","SYBR","None","Amp","1.4470404008538855","","","31.423436951393057","0.852884255499522","31.73411133140006","0.5014383879527302","true","0.08110366639294933","true","3","27","82.66023254394531","","",""
"8","A8","false","AA715","Eim","UNKNOWN","SYBR","None","Amp","1.441118936096767","","","31.4663037127172","0.8256291946592617","31.73411133140006","0.5014383879527302","true","0.08110366639294933","true","3","27","74.65103912353516","81.6024169921875","",""
"9","A9","false","AA715","Eim","UNKNOWN","SYBR","None","Amp","1.4319696853813646","","","32.312593330089925","0.8118755684752743","31.73411133140006","0.5014383879527302","true","0.08110366639294933","true","3","28","83.13312530517578","","",""
"10","A10","false","AA814","Eim","UNKNOWN","SYBR","None","Amp","1.4796093082199648","","","30.62814460670473","0.9560156478505393","27.575341582636298","4.317315439891201","true","0.08110366639294933","true","3","25","80.86451721191406","","",""
"11","A11","false","AA814","Eim","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.08110366639294933","true","3","39","69.37022399902344","89.48523712158203","82.07444763183594","75.26861572265625"
"12","A12","false","AA814","Eim","UNKNOWN","SYBR","None","Inconclusive","0.8053939423543599","","","24.52253855856787","0.7511101081890551","27.575341582636298","4.317315439891201","true","0.08110366639294933","true","3","21","86.15794372558594","81.62071990966797","89.03150939941406","66.95037078857422"
"13","B1","false","AA776","Eim","UNKNOWN","SYBR","None","Amp","1.4672076271004617","","","29.72300545875453","0.9148693568206202","30.26877186110323","0.4737222811747737","true","0.08110366639294933","true","3","25","80.8358383178711","","",""
"14","B2","false","AA776","Eim","UNKNOWN","SYBR","None","Amp","1.4476901980523809","","","30.509763445326413","0.8448281935472821","30.26877186110323","0.4737222811747737","true","0.08110366639294933","true","3","27","80.23170471191406","","",""
"15","B3","false","AA776","Eim","UNKNOWN","SYBR","None","Amp","1.4211039045676852","","","30.57354667922874","0.7941010666370083","30.26877186110323","0.4737222811747737","true","0.08110366639294933","true","3","26","74.945556640625","80.68480682373047","",""
"16","B4","false","AA703","Eim","UNKNOWN","SYBR","None","Amp","1.4386725602317494","","","31.515247992566152","0.9294822298394545","31.12597294825606","0.4477263889907209","true","0.08110366639294933","true","3","27","80.8358383178711","","",""
"17","B5","false","AA703","Eim","UNKNOWN","SYBR","None","Amp","1.4324809159182073","","","31.225966762361402","0.8950317602606153","31.12597294825606","0.4477263889907209","true","0.08110366639294933","true","3","26","84.624755859375","77.82449340820312","74.80215454101562","61.957218170166016"
"18","B6","false","AA703","Eim","UNKNOWN","SYBR","None","Amp","1.456031383861085","","","30.636704089840627","0.8980992550192454","31.12597294825606","0.4477263889907209","true","0.08110366639294933","true","3","26","75.10438537597656","84.624755859375","",""
"19","B7","false","AA777","Eim","UNKNOWN","SYBR","None","Amp","1.4737230346884227","","","23.304162133206397","0.8936561409719352","23.238860912552326","0.14097660824395752","true","0.08110366639294933","true","3","20","74.9532699584961","","",""
"20","B8","false","AA777","Eim","UNKNOWN","SYBR","None","Amp","1.465117307422964","","","23.335346730113436","0.8760890932864465","23.238860912552326","0.14097660824395752","true","0.08110366639294933","true","3","18","74.80215454101562","","",""
"21","B9","false","AA777","Eim","UNKNOWN","SYBR","None","Amp","1.4558221701016674","","","23.077073874337145","0.8664524620544776","23.238860912552326","0.14097660824395752","true","0.08110366639294933","true","3","20","74.96613311767578","","",""
"22","B10","false","AA819","Eim","UNKNOWN","SYBR","None","Amp","1.4301130895368157","","","30.937388636746945","0.8483798726849533","31.54811176800949","0.5302887138694139","true","0.08110366639294933","true","3","26","81.01576232910156","62.26191329956055","",""
"23","B11","false","AA819","Eim","UNKNOWN","SYBR","None","Amp","1.4408738390670397","","","31.815144979086433","0.823323185097013","31.54811176800949","0.5302887138694139","true","0.08110366639294933","true","3","29","84.64553833007812","76.4785385131836","80.5620346069336",""
"24","B12","false","AA819","Eim","UNKNOWN","SYBR","None","Amp","1.4405948280385001","","","31.891801688195095","0.8066416986929178","31.54811176800949","0.5302887138694139","true","0.08110366639294933","true","3","28","76.4785385131836","84.19181060791016","81.01576232910156",""
"25","C1","false","AA845","Eim","UNKNOWN","SYBR","None","Amp","1.4019913920724996","","","30.1749446861934","0.9324648515100603","30.3103050801738","0.1280129158660582","true","0.08110366639294933","true","3","25","80.53377532958984","71.62283325195312","",""
"26","C2","false","AA845","Eim","UNKNOWN","SYBR","None","Amp","1.4593978394224902","","","30.32655105281483","0.9099214701698446","30.3103050801738","0.1280129158660582","true","0.08110366639294933","true","3","26","81.59100341796875","62.258792877197266","",""
"27","C3","false","AA845","Eim","UNKNOWN","SYBR","None","Amp","1.4037539522666391","","","30.429419501513173","0.8860906539397312","30.3103050801738","0.1280129158660582","true","0.08110366639294933","true","3","27","74.945556640625","78.4193115234375","82.04409790039062",""
"28","C4","false","AA737","Eim","UNKNOWN","SYBR","None","Amp","1.4855471776353548","","","19.501115539174982","0.9625661801403878","18.928415938292165","0.5093553705327807","true","0.08110366639294933","true","3","16","75.24761962890625","","",""
"29","C5","false","AA737","Eim","UNKNOWN","SYBR","None","Amp","1.4721185183180496","","","18.758058675766442","0.9642115726832432","18.928415938292165","0.5093553705327807","true","0.08110366639294933","true","3","15","75.25550842285156","","",""
"30","C6","false","AA737","Eim","UNKNOWN","SYBR","None","Amp","1.4809594522358567","","","18.526073599935074","0.9480327416406196","18.928415938292165","0.5093553705327807","true","0.08110366639294933","true","3","15","75.25550842285156","","",""
"31","C7","false","AA852","Eim","UNKNOWN","SYBR","None","Amp","1.4149325236463537","","","31.7542074723572","0.9294198748732395","31.679859924290984","0.2777965272681516","true","0.08110366639294933","true","3","28","77.67337799072266","84.32251739501953","",""
"32","C8","false","AA852","Eim","UNKNOWN","SYBR","None","Amp","1.4828499004970577","","","31.372454319906993","0.9541052448237196","31.679859924290984","0.2777965272681516","true","0.08110366639294933","true","3","27","79.78901672363281","","",""
"33","C9","false","AA852","Eim","UNKNOWN","SYBR","None","Amp","1.4821835206322604","","","31.91291798060876","0.9263643803948453","31.679859924290984","0.2777965272681516","true","0.08110366639294933","true","3","28","83.43560791015625","77.385986328125","80.10831451416016",""
"34","C10","false","AA828","Eim","UNKNOWN","SYBR","None","Amp","1.462793872880739","","","24.421316449522465","0.9215972107464789","24.306211552630987","0.12655675680890555","true","0.08110366639294933","true","3","20","74.81488800048828","","",""
"35","C11","false","AA828","Eim","UNKNOWN","SYBR","None","Amp","1.4351658545520214","","","24.326631918216258","0.9061466640348367","24.306211552630987","0.12655675680890555","true","0.08110366639294933","true","3","21","74.66365051269531","","",""
"36","C12","false","AA828","Eim","UNKNOWN","SYBR","None","Amp","1.4265787079627312","","","24.170686290154237","0.8762020408530174","24.306211552630987","0.12655675680890555","true","0.08110366639294933","true","3","20","74.66365051269531","","",""
"37","D1","false","AA702","Eim","UNKNOWN","SYBR","None","Amp","1.4400481470400914","","","30.13080262842272","0.9188346830491493","30.229879040068358","0.4752245050569998","true","0.08110366639294933","true","3","26","82.04409790039062","77.96621704101562","",""
"38","D2","false","AA702","Eim","UNKNOWN","SYBR","None","Amp","1.4294255438225312","","","29.812002838006435","0.8739994437573434","30.229879040068358","0.4752245050569998","true","0.08110366639294933","true","3","26","74.64349365234375","82.04409790039062","61.805694580078125","79.17447662353516"
"39","D3","false","AA702","Eim","UNKNOWN","SYBR","None","Amp","1.4395333632379357","","","30.746831653775928","0.8368749788321972","30.229879040068358","0.4752245050569998","true","0.08110366639294933","true","3","27","79.32550811767578","62.258792877197266","82.49720001220703",""
"40","D4","false","AA831","Eim","UNKNOWN","SYBR","None","Amp","1.44760172772318","","","29.985795757498046","0.91335845707187","30.03484278348588","0.14976669777106216","true","0.08110366639294933","true","3","26","84.15856170654297","62.258792877197266","76.90898132324219",""
"41","D5","false","AA831","Eim","UNKNOWN","SYBR","None","Amp","1.4462027194941953","","","30.202983341751143","0.8802722947119335","30.03484278348588","0.14976669777106216","true","0.08110366639294933","true","3","26","84.624755859375","74.49992370605469","62.108333587646484",""
"42","D6","false","AA831","Eim","UNKNOWN","SYBR","None","Amp","1.42182264434643","","","29.915749251208453","0.8584794491315794","30.03484278348588","0.14976669777106216","true","0.08110366639294933","true","3","26","74.49992370605469","80.24236297607422","",""
"43","D7","false","AA846","Eim","UNKNOWN","SYBR","None","Amp","1.4649573150212496","","","28.39667270244663","0.934646183686234","28.041859537104017","0.3128103219730553","true","0.08110366639294933","true","3","25","75.40662384033203","","",""
"44","D8","false","AA846","Eim","UNKNOWN","SYBR","None","Amp","1.4776455398290294","","","27.923027785270826","0.9163674755442927","28.041859537104017","0.3128103219730553","true","0.08110366639294933","true","3","25","75.40662384033203","","",""
"45","D9","false","AA846","Eim","UNKNOWN","SYBR","None","Amp","1.4590663583008416","","","27.805878123594596","0.8979657037111153","28.041859537104017","0.3128103219730553","true","0.08110366639294933","true","3","24","75.26861572265625","","",""
"46","D10","false","AA821","Eim","UNKNOWN","SYBR","None","Amp","1.424675182597436","","","30.251524418627717","0.8617614647055641","30.657565749002504","0.4682471201403775","true","0.08110366639294933","true","3","25","74.96613311767578","","",""
"47","D11","false","AA821","Eim","UNKNOWN","SYBR","None","Amp","1.4265344900228458","","","30.551388752426405","0.8592172021698286","30.657565749002504","0.4682471201403775","true","0.08110366639294933","true","3","26","74.81488800048828","","",""
"48","D12","false","AA821","Eim","UNKNOWN","SYBR","None","Amp","1.428251865983242","","","31.1697840759534","0.8217159182492154","30.657565749002504","0.4682471201403775","true","0.08110366639294933","true","3","26","75.11737060546875","","",""
"49","E1","false","AA730","Eim","UNKNOWN","SYBR","None","Inconclusive","1.4600471685105805","","","27.58342287043319","0.9270950880103052","29.658630356679197","1.7996993702203445","true","0.08110366639294933","true","3","23","80.53377532958984","","",""
"50","E2","false","AA730","Eim","UNKNOWN","SYBR","None","Amp","1.461119725913556","","","30.60108558461242","0.9017371977960487","29.658630356679197","1.7996993702203445","true","0.08110366639294933","true","3","27","80.68480682373047","84.7626953125","",""
"51","E3","false","AA730","Eim","UNKNOWN","SYBR","None","Amp","1.4469340328635454","","","30.79138261499198","0.8807771235583425","29.658630356679197","1.7996993702203445","true","0.08110366639294933","true","3","27","80.68480682373047","","",""
"52","E4","false","AA757","Eim","UNKNOWN","SYBR","None","Amp","1.4491065860422774","","","30.86450160914562","0.8907334617021256","30.931713414060567","0.21853466410308828","true","0.08110366639294933","true","3","27","81.74203491210938","74.34142303466797","",""
"53","E5","false","AA757","Eim","UNKNOWN","SYBR","None","Amp","1.4226320204428398","","","30.75467903220676","0.8572650566481897","30.931713414060567","0.21853466410308828","true","0.08110366639294933","true","3","27","81.4512939453125","75.10438537597656","87.19374084472656",""
"54","E6","false","AA757","Eim","UNKNOWN","SYBR","None","Amp","1.4342766841227148","","","31.17595960082933","0.8393430520329549","30.931713414060567","0.21853466410308828","true","0.08110366639294933","true","3","27","74.49992370605469","81.14906311035156","",""
"55","E7","false","AA844","Eim","UNKNOWN","SYBR","None","Amp","1.3885479549020106","","","31.767874838657427","0.8015224826893952","32.50151240552515","0.6426020013884556","true","0.08110366639294933","true","3","28","74.9532699584961","79.94013214111328","84.17140197753906",""
"56","E8","false","AA844","Eim","UNKNOWN","SYBR","None","Amp","1.4178735702763057","","","32.77205412757421","0.8513713570320962","32.50151240552515","0.6426020013884556","true","0.08110366639294933","true","3","29","82.50911712646484","","",""
"57","E9","false","AA844","Eim","UNKNOWN","SYBR","None","Amp","1.4226073258692584","","","32.964608250343815","0.7984097596291984","32.50151240552515","0.6426020013884556","true","0.08110366639294933","true","3","29","83.43560791015625","71.18511199951172","77.68846130371094",""
"58","E10","false","AA743","Eim","UNKNOWN","SYBR","None","Amp","1.3950279471556066","","","31.80586034090509","0.7427495379771635","32.22212965948287","0.58073496635753","true","0.08110366639294933","true","3","29","79.95707702636719","74.66365051269531","",""
"59","E11","false","AA743","Eim","UNKNOWN","SYBR","None","Amp","1.3791073789100632","","","31.974969917358642","0.6937634537126934","32.22212965948287","0.58073496635753","true","0.08110366639294933","true","3","28","79.95707702636719","74.66365051269531","",""
"60","E12","false","AA743","Eim","UNKNOWN","SYBR","None","Amp","1.3781273314314917","","","32.88555872018486","0.6948400938968571","32.22212965948287","0.58073496635753","true","0.08110366639294933","true","3","30","79.80583190917969","74.66365051269531","",""
"61","F1","false","AA691","Eim","UNKNOWN","SYBR","None","Amp","1.4444344135514473","","","29.27082422731319","0.98900287185874","29.86195893579882","0.5945404691189197","true","0.08110366639294933","true","3","24","75.39865112304688","","",""
"62","F2","false","AA691","Eim","UNKNOWN","SYBR","None","Amp","1.429625743680157","","","30.459847620314193","0.9160366281407116","29.86195893579882","0.5945404691189197","true","0.08110366639294933","true","3","26","75.39865112304688","","",""
"63","F3","false","AA691","Eim","UNKNOWN","SYBR","None","Amp","1.4370572138784974","","","29.855204959769075","0.8939119349015482","29.86195893579882","0.5945404691189197","true","0.08110366639294933","true","3","26","75.39865112304688","","",""
"64","F4","false","AA855","Eim","UNKNOWN","SYBR","None","Amp","1.454051349165732","","","30.19993909603572","0.8985967542545616","29.970633710098863","0.2120278687973088","true","0.08110366639294933","true","3","25","75.39865112304688","","",""
