# File Name: qPCR_eimeria_field_faeces_FW_28012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-28 02:33:23 PM UTC
# Run End Date/Time: 2022-01-28 03:54:21 PM UTC
# Run Duration: 80 minutes 58 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 03:12:47 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 03:13:03 PM UTC
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"1","A1","AA899","Eim","84.92652893066406","52410.57421875"
"1","A1","AA899","Eim","76.16239929199219","48105.421875"
"1","A1","AA899","Eim","62.56289291381836","8422.8935546875"
"1","A1","AA899","Eim","92.02848815917969","755.498046875"
"1","A1","AA899","Eim","0.0","0.0"
"2","A2","AA899","Eim","74.04692077636719","43970.2265625"
"2","A2","AA899","Eim","81.9044189453125","23022.921875"
"2","A2","AA899","Eim","61.6562614440918","18057.515625"
"2","A2","AA899","Eim","92.63291931152344","528.6591796875"
"2","A2","AA899","Eim","0.0","0.0"
"3","A3","AA899","Eim","80.8466796875","51080.0"
"3","A3","AA899","Eim","84.77542114257812","45334.5859375"
"3","A3","AA899","Eim","62.56289291381836","6163.96533203125"
"3","A3","AA899","Eim","93.23733520507812","674.427734375"
"3","A3","AA899","Eim","0.0","0.0"
"4","A4","AA866","Eim","82.35772705078125","48479.41015625"
"4","A4","AA866","Eim","61.80736541748047","12634.1640625"
"4","A4","AA866","Eim","79.18450927734375","43539.703125"
"4","A4","AA866","Eim","91.424072265625","792.1806640625"
"4","A4","AA866","Eim","94.44618225097656","307.7314453125"
"5","A5","AA866","Eim","82.66703796386719","47397.70703125"
"5","A5","AA866","Eim","78.58578491210938","45856.6875"
"5","A5","AA866","Eim","62.1096076965332","21627.515625"
"5","A5","AA866","Eim","75.26031494140625","36490.69921875"
"5","A5","AA866","Eim","90.82954406738281","479.65234375"
"6","A6","AA866","Eim","79.49272918701172","50369.2421875"
"6","A6","AA866","Eim","61.80729293823242","15763.384765625"
"6","A6","AA866","Eim","91.88764953613281","1035.3271484375"
"6","A6","AA866","Eim","76.01610565185547","35623.234375"
"6","A6","AA866","Eim","0.0","0.0"
"13","B1","AA954","Eim","84.32210540771484","86545.203125"
"13","B1","AA954","Eim","80.09114837646484","76981.484375"
"13","B1","AA954","Eim","92.02848815917969","160.08984375"
"13","B1","AA954","Eim","0.0","0.0"
"13","B1","AA954","Eim","0.0","0.0"
"14","B2","AA954","Eim","73.74471282958984","34450.70703125"
"14","B2","AA954","Eim","80.69557189941406","50816.5546875"
"14","B2","AA954","Eim","84.32210540771484","48288.21875"
"14","B2","AA954","Eim","61.6562614440918","19355.525390625"
"14","B2","AA954","Eim","66.34053802490234","11736.2890625"
"15","B3","AA954","Eim","84.32210540771484","72512.1171875"
"15","B3","AA954","Eim","80.24224853515625","60803.703125"
"15","B3","AA954","Eim","74.95355224609375","33826.94140625"
"15","B3","AA954","Eim","62.56289291381836","6406.716796875"
"15","B3","AA954","Eim","0.0","0.0"
"16","B4","AA930","Eim","80.39335632324219","47233.82421875"
"16","B4","AA930","Eim","75.86019134521484","41843.765625"
"16","B4","AA930","Eim","71.78033447265625","26163.52734375"
"16","B4","AA930","Eim","61.80736541748047","14783.9296875"
"16","B4","AA930","Eim","0.0","0.0"
"17","B5","AA930","Eim","75.41146850585938","60437.08203125"
"17","B5","AA930","Eim","80.55082702636719","40458.5078125"
"17","B5","AA930","Eim","84.48092651367188","30547.71875"
"17","B5","AA930","Eim","62.411922454833984","4962.98486328125"
"17","B5","AA930","Eim","91.28302001953125","1295.3544921875"
"18","B6","AA930","Eim","74.65568542480469","50370.03125"
"18","B6","AA930","Eim","80.70198822021484","43714.0546875"
"18","B6","AA930","Eim","78.28346252441406","39850.84375"
"18","B6","AA930","Eim","62.865394592285156","1802.6396484375"
"18","B6","AA930","Eim","0.0","0.0"
"25","C1","AA872","Eim","75.40687561035156","219287.984375"
"25","C1","AA872","Eim","0.0","0.0"
"25","C1","AA872","Eim","0.0","0.0"
"25","C1","AA872","Eim","0.0","0.0"
"25","C1","AA872","Eim","0.0","0.0"
"26","C2","AA872","Eim","75.40687561035156","195316.546875"
"26","C2","AA872","Eim","0.0","0.0"
"26","C2","AA872","Eim","0.0","0.0"
"26","C2","AA872","Eim","0.0","0.0"
"26","C2","AA872","Eim","0.0","0.0"
"27","C3","AA872","Eim","75.40687561035156","190466.375"
"27","C3","AA872","Eim","0.0","0.0"
"27","C3","AA872","Eim","0.0","0.0"
"27","C3","AA872","Eim","0.0","0.0"
"27","C3","AA872","Eim","0.0","0.0"
"28","C4","NTC","Eim","76.16239929199219","139646.421875"
"28","C4","NTC","Eim","88.70416259765625","1802.80517578125"
"28","C4","NTC","Eim","83.41546630859375","1770.7996826171875"
"28","C4","NTC","Eim","93.38844299316406","1845.746826171875"
"28","C4","NTC","Eim","0.0","0.0"
"29","C5","NTC","Eim","80.2485122680664","87822.9296875"
"29","C5","NTC","Eim","88.56217956542969","826.15966796875"
"29","C5","NTC","Eim","92.6434326171875","596.1455078125"
"29","C5","NTC","Eim","0.0","0.0"
"29","C5","NTC","Eim","0.0","0.0"
"30","C6","NTC","Eim","75.56262969970703","102489.4609375"
"30","C6","NTC","Eim","81.91124725341797","1392.9573974609375"
"30","C6","NTC","Eim","93.85269165039062","1326.57958984375"
"30","C6","NTC","Eim","90.98069763183594","1191.7342529296875"
"30","C6","NTC","Eim","85.23670959472656","1288.828125"
"37","D1","AA944","Eim","79.7889404296875","50372.89453125"
"37","D1","AA944","Eim","61.958473205566406","11832.2353515625"
"37","D1","AA944","Eim","92.4818115234375","762.4267578125"
"37","D1","AA944","Eim","0.0","0.0"
"37","D1","AA944","Eim","0.0","0.0"
"38","D2","AA944","Eim","73.74471282958984","34851.2421875"
"38","D2","AA944","Eim","79.33561706542969","44188.21484375"
"38","D2","AA944","Eim","61.6562614440918","22183.90234375"
"38","D2","AA944","Eim","81.29998779296875","43224.01171875"
"38","D2","AA944","Eim","92.63291931152344","695.52734375"
"39","D3","AA944","Eim","81.14888763427734","61008.12109375"
"39","D3","AA944","Eim","84.62431335449219","38580.14453125"
"39","D3","AA944","Eim","62.7140007019043","3377.00244140625"
"39","D3","AA944","Eim","0.0","0.0"
"39","D3","AA944","Eim","0.0","0.0"
"49","E1","AA822.2","Eim","75.25576782226562","248481.859375"
"49","E1","AA822.2","Eim","0.0","0.0"
"49","E1","AA822.2","Eim","0.0","0.0"
"49","E1","AA822.2","Eim","0.0","0.0"
"49","E1","AA822.2","Eim","0.0","0.0"
"50","E2","AA822.2","Eim","75.25576782226562","234511.125"
"50","E2","AA822.2","Eim","0.0","0.0"
"50","E2","AA822.2","Eim","0.0","0.0"
"50","E2","AA822.2","Eim","0.0","0.0"
"50","E2","AA822.2","Eim","0.0","0.0"
"51","E3","AA822.2","Eim","75.10466003417969","184049.421875"
"51","E3","AA822.2","Eim","0.0","0.0"
"51","E3","AA822.2","Eim","0.0","0.0"
