9,A9,FALSE,AA732,Eim,UNKNOWN,SYBR,None,Amp,1.517084337,,,35.13421263,0.9639403687,35.45773291,0.3613561297,TRUE,0.3071056149,TRUE,3,29,79.5007019,86.66368866,72.7949295,84.22522736
10,A10,FALSE,AA631,Eim,UNKNOWN,SYBR,None,Amp,1.677122851,,,29.7455364,0.982760927,30.24905825,0.5126202304,TRUE,0.3071056149,TRUE,3,24,77.51945496,,,
11,A11,FALSE,AA631,Eim,UNKNOWN,SYBR,None,Amp,1.588113147,,,30.77031651,0.9778811144,30.24905825,0.5126202304,TRUE,0.3071056149,TRUE,3,25,77.0622406,,,
12,A12,FALSE,AA631,Eim,UNKNOWN,SYBR,None,Amp,1.590363274,,,30.23132185,0.9792562181,30.24905825,0.5126202304,TRUE,0.3071056149,TRUE,3,24,77.21464539,,,
13,B1,FALSE,AA734,Eim,UNKNOWN,SYBR,None,Amp,1.580842765,,,26.09638561,0.9779082442,26.03257443,0.05777516296,TRUE,0.3071056149,TRUE,3,20,77.63719177,,,
14,B2,FALSE,AA734,Eim,UNKNOWN,SYBR,None,Amp,1.581642856,,,25.98381447,0.9703800352,26.03257443,0.05777516296,TRUE,0.3071056149,TRUE,3,20,77.48509216,,,
15,B3,FALSE,AA734,Eim,UNKNOWN,SYBR,None,Amp,1.582389888,,,26.01752322,0.9503598374,26.03257443,0.05777516296,TRUE,0.3071056149,TRUE,3,21,77.48509216,,,
16,B4,FALSE,AA856,Eim,UNKNOWN,SYBR,None,Inconclusive,1.409778781,,,35.96665143,0.9427215675,35.94998103,0.1008908059,TRUE,0.3071056149,TRUE,3,31,90.71741486,71.24917603,80.07072449,63.49229813
17,B5,FALSE,AA856,Eim,UNKNOWN,SYBR,None,Inconclusive,1.423036253,,,35.8417933,0.9417814978,35.94998103,0.1008908059,TRUE,0.3071056149,TRUE,3,30,90.27345276,83.27385712,79.62189484,69.73116302
18,B6,FALSE,AA856,Eim,UNKNOWN,SYBR,None,Inconclusive,1.398881209,,,36.04149836,0.9105403259,35.94998103,0.1008908059,TRUE,0.3071056149,TRUE,3,31,82.05653381,90.72994232,63.34022903,
19,B7,FALSE,AA685,Eim,UNKNOWN,SYBR,None,Amp,1.524764504,,,34.42467084,0.9592759659,34.1396609,0.7714131648,TRUE,0.3071056149,TRUE,3,29,91.03427124,86.77365112,,
20,B8,FALSE,AA685,Eim,UNKNOWN,SYBR,None,Amp,1.526299701,,,34.7280152,0.9561744608,34.1396609,0.7714131648,TRUE,0.3071056149,TRUE,3,29,90.72994232,82.66519165,86.77365112,69.42683411
21,B9,FALSE,AA685,Eim,UNKNOWN,SYBR,None,Amp,1.581914437,,,33.26629666,0.9447921769,34.1396609,0.7714131648,TRUE,0.3071056149,TRUE,3,27,76.90983582,90.93099976,86.96849823,
22,B10,FALSE,AA643,Eim,UNKNOWN,SYBR,None,Amp,1.592032977,,,26.07628736,0.9688869409,26.02292193,0.247783383,TRUE,0.3071056149,TRUE,3,20,77.0622406,,,
23,B11,FALSE,AA643,Eim,UNKNOWN,SYBR,None,Amp,1.584415037,,,26.23967443,0.939353087,26.02292193,0.247783383,TRUE,0.3071056149,TRUE,3,20,76.90983582,,,
24,B12,FALSE,AA643,Eim,UNKNOWN,SYBR,None,Amp,1.585718856,,,25.752804,0.9672099473,26.02292193,0.247783383,TRUE,0.3071056149,TRUE,3,20,77.0622406,,,
25,C1,FALSE,AA778,Eim,UNKNOWN,SYBR,None,Amp,1.500401431,,,34.69661764,0.9300762227,34.78548975,0.3646220703,TRUE,0.3071056149,TRUE,3,29,87.52340698,,,
26,C2,FALSE,AA778,Eim,UNKNOWN,SYBR,None,Amp,1.544280358,,,34.47351935,0.9063294641,34.78548975,0.3646220703,TRUE,0.3071056149,TRUE,3,29,86.9150238,,,
27,C3,FALSE,AA778,Eim,UNKNOWN,SYBR,None,Amp,1.489966645,,,35.18633227,0.8822560867,34.78548975,0.3646220703,TRUE,0.3071056149,TRUE,3,29,87.37130737,79.61443329,,
28,C4,FALSE,AA764,Eim,UNKNOWN,SYBR,None,Amp,1.487280802,,,35.71794872,0.9279094075,34.85771073,0.8482441351,TRUE,0.3071056149,TRUE,3,28,87.37130737,83.26472473,,
29,C5,FALSE,AA764,Eim,UNKNOWN,SYBR,None,Amp,1.519728104,,,34.83319137,0.9337845796,34.85771073,0.8482441351,TRUE,0.3071056149,TRUE,3,30,83.27385712,87.23014832,,
30,C6,FALSE,AA764,Eim,UNKNOWN,SYBR,None,Amp,1.581048534,,,34.0219921,0.9324447683,34.85771073,0.8482441351,TRUE,0.3071056149,TRUE,3,28,76.73075867,87.53447723,82.9695282,
31,C7,FALSE,AA688,Eim,UNKNOWN,SYBR,None,Amp,1.601056491,,,31.06765099,0.9899455158,31.62408099,0.4818827889,TRUE,0.3071056149,TRUE,3,24,77.49157715,,,
32,C8,FALSE,AA688,Eim,UNKNOWN,SYBR,None,Amp,1.619290293,,,31.90178281,0.9919452744,31.62408099,0.4818827889,TRUE,0.3071056149,TRUE,3,24,77.49157715,,,
33,C9,FALSE,AA688,Eim,UNKNOWN,SYBR,None,Amp,1.59928322,,,31.90280917,0.9891995149,31.62408099,0.4818827889,TRUE,0.3071056149,TRUE,3,26,77.36705017,,,
34,C10,FALSE,AA664,Eim,UNKNOWN,SYBR,None,Amp,1.575832618,,,33.5611309,0.9550408467,33.9510206,0.3394963642,TRUE,0.3071056149,TRUE,3,28,77.0622406,86.05407715,91.5406189,
35,C11,FALSE,AA664,Eim,UNKNOWN,SYBR,None,Amp,1.544479699,,,34.18128259,0.9389113377,33.9510206,0.3394963642,TRUE,0.3071056149,TRUE,3,29,91.69302368,86.51128387,,
36,C12,FALSE,AA664,Eim,UNKNOWN,SYBR,None,Amp,1.529514123,,,34.11064831,0.9419500808,33.9510206,0.3394963642,TRUE,0.3071056149,TRUE,3,29,91.5406189,78.73868561,87.42570496,
37,D1,FALSE,AA823,Eim,UNKNOWN,SYBR,None,Amp,1.576283176,,,19.36335288,0.9801900202,19.27699045,0.1135121589,TRUE,0.3071056149,TRUE,3,14,77.02880859,,,
38,D2,FALSE,AA823,Eim,UNKNOWN,SYBR,None,Amp,1.578319612,,,19.31919751,0.9583186937,19.27699045,0.1135121589,TRUE,0.3071056149,TRUE,3,14,77.02880859,,,
39,D3,FALSE,AA823,Eim,UNKNOWN,SYBR,None,Amp,1.577721713,,,19.14842095,0.9687940314,19.27699045,0.1135121589,TRUE,0.3071056149,TRUE,3,14,77.02880859,,,
40,D4,FALSE,AA798,Eim,UNKNOWN,SYBR,None,Amp,1.529331513,,,34.98045872,0.9372902508,34.77378701,0.5232060113,TRUE,0.3071056149,TRUE,3,29,87.97969055,83.11263275,,
41,D5,FALSE,AA798,Eim,UNKNOWN,SYBR,None,Amp,1.588686491,,,34.17881141,0.9301938076,34.77378701,0.5232060113,TRUE,0.3071056149,TRUE,3,28,87.83880615,82.9695282,,
42,D6,FALSE,AA798,Eim,UNKNOWN,SYBR,None,Amp,1.516343946,,,35.16209089,0.9189600163,34.77378701,0.5232060113,TRUE,0.3071056149,TRUE,3,30,87.83880615,82.36086273,,
43,D7,FALSE,AA653,Eim,UNKNOWN,SYBR,None,Amp,1.546612601,,,34.88047035,0.9779485386,34.5568501,0.603872704,TRUE,0.3071056149,TRUE,3,28,82.05653381,86.92581177,78.70890045,70.18766022
44,D8,FALSE,AA653,Eim,UNKNOWN,SYBR,None,Amp,1.605406841,,,33.86014308,0.9685154046,34.5568501,0.603872704,TRUE,0.3071056149,TRUE,3,27,87.53447723,81.90437317,,
45,D9,FALSE,AA653,Eim,UNKNOWN,SYBR,None,Amp,1.537690172,,,34.92993688,0.9672453089,34.5568501,0.603872704,TRUE,0.3071056149,TRUE,3,30,87.2733078,82.09156799,,
46,D10,FALSE,AA641,Eim,UNKNOWN,SYBR,None,Inconclusive,1.412101392,,,36.16572107,0.9349249826,35.57756296,0.571338974,TRUE,0.3071056149,TRUE,3,30,82.24397278,86.96849823,,
47,D11,FALSE,AA641,Eim,UNKNOWN,SYBR,None,Amp,1.517853102,,,35.02467751,0.9352281768,35.57756296,0.571338974,TRUE,0.3071056149,TRUE,3,30,82.09156799,87.12090302,,
48,D12,FALSE,AA641,Eim,UNKNOWN,SYBR,None,Amp,1.500575755,,,35.54229031,0.9093425677,35.57756296,0.571338974,TRUE,0.3071056149,TRUE,3,30,81.93917084,91.38821411,86.96849823,62.12665558
49,E1,FALSE,AA753,Eim,UNKNOWN,SYBR,None,Amp,1.582046504,,,33.97244715,0.9917447448,35.2046456,1.31327996,TRUE,0.3071056149,TRUE,3,28,77.1809082,86.45874023,,
50,E2,FALSE,AA753,Eim,UNKNOWN,SYBR,None,Amp,1.519510988,,,35.05525838,0.9660542216,35.2046456,1.31327996,TRUE,0.3071056149,TRUE,3,29,77.63719177,87.06712341,,
51,E3,FALSE,AA753,Eim,UNKNOWN,SYBR,None,Inconclusive,1.368585134,,,36.58623126,0.9367883288,35.2046456,1.31327996,TRUE,0.3071056149,TRUE,3,31,86.9150238,83.41682434,70.64079285,
52,E4,FALSE,AA797,Eim,UNKNOWN,SYBR,None,Amp,1.593287144,,,33.96655868,0.9663474114,34.03996801,0.06605156651,TRUE,0.3071056149,TRUE,3,29,87.37130737,81.74377441,,
53,E5,FALSE,AA797,Eim,UNKNOWN,SYBR,None,Amp,1.595877957,,,34.05875308,0.9653340772,34.03996801,0.06605156651,TRUE,0.3071056149,TRUE,3,28,88.90396118,76.27426147,81.90437317,
54,E6,FALSE,AA797,Eim,UNKNOWN,SYBR,None,Amp,1.594430724,,,34.09459227,0.9656605901,34.03996801,0.06605156651,TRUE,0.3071056149,TRUE,3,29,87.07798004,75.96993256,,
55,E7,FALSE,AA563,Eim,UNKNOWN,SYBR,None,Amp,1.595929737,,,20.81945718,0.9808171037,20.60343998,0.226899716,TRUE,0.3071056149,TRUE,3,16,77.64374542,,,
56,E8,FALSE,AA563,Eim,UNKNOWN,SYBR,None,Amp,1.588230204,,,20.62382885,0.9795183607,20.60343998,0.226899716,TRUE,0.3071056149,TRUE,3,15,77.49157715,,,
57,E9,FALSE,AA563,Eim,UNKNOWN,SYBR,None,Amp,1.584044136,,,20.36703392,0.9656435581,20.60343998,0.226899716,TRUE,0.3071056149,TRUE,3,14,77.67185974,,,
58,E10,FALSE,AA705,Eim,UNKNOWN,SYBR,None,Amp,1.576954115,,,32.79151351,0.956669124,32.56126356,0.2147592621,TRUE,0.3071056149,TRUE,3,27,88.79734802,69.89925385,,
59,E11,FALSE,AA705,Eim,UNKNOWN,SYBR,None,Amp,1.569934309,,,32.36638734,0.9534935261,32.56126356,0.2147592621,TRUE,0.3071056149,TRUE,3,27,89.86417389,,,
60,E12,FALSE,AA705,Eim,UNKNOWN,SYBR,None,Amp,1.559249591,,,32.52588983,0.9499690331,32.56126356,0.2147592621,TRUE,0.3071056149,TRUE,3,26,88.64494324,,,
61,F1,FALSE,AA755,Eim,UNKNOWN,SYBR,None,Amp,1.528205446,,,33.06259221,0.9775465644,32.92054562,0.2674321586,TRUE,0.3071056149,TRUE,3,27,87.06712341,,,
62,F2,FALSE,AA755,Eim,UNKNOWN,SYBR,None,Amp,1.550724488,,,32.61206278,0.9607303408,32.92054562,0.2674321586,TRUE,0.3071056149,TRUE,3,26,87.06712341,,,
63,F3,FALSE,AA755,Eim,UNKNOWN,SYBR,None,Amp,1.55786444,,,33.08698186,0.9432662014,32.92054562,0.2674321586,TRUE,0.3071056149,TRUE,3,27,86.9150238,,,
64,F4,FALSE,AA723,Eim,UNKNOWN,SYBR,None,Amp,1.517510078,,,35.15334799,0.9644896906,34.82403778,0.5273575793,TRUE,0.3071056149,TRUE,3,29,78.24557495,86.61083221,82.65634918,
65,F5,FALSE,AA723,Eim,UNKNOWN,SYBR,None,Amp,1.596328702,,,34.21579265,0.9661593144,34.82403778,0.5273575793,TRUE,0.3071056149,TRUE,3,29,87.53447723,76.42642212,81.7522049,
66,F6,FALSE,AA723,Eim,UNKNOWN,SYBR,None,Amp,1.520732114,,,35.10297269,0.9143990883,34.82403778,0.5273575793,TRUE,0.3071056149,TRUE,3,30,86.62149048,78.40457153,82.66519165,
67,F7,FALSE,AA559,Eim,UNKNOWN,SYBR,None,Amp,1.595391417,,,22.8139544,0.9812016076,22.59890917,0.28423773,TRUE,0.3071056149,TRUE,3,18,77.49157715,,,
68,F8,FALSE,AA559,Eim,UNKNOWN,SYBR,None,Amp,1.589060882,,,22.7061137,0.9644371979,22.59890917,0.28423773,TRUE,0.3071056149,TRUE,3,17,77.49157715,,,
69,F9,FALSE,AA559,Eim,UNKNOWN,SYBR,None,Amp,1.585133545,,,22.2766594,0.960346955,22.59890917,0.28423773,TRUE,0.3071056149,TRUE,3,17,77.51945496,,,
70,F10,FALSE,NTC,Eim,NTC,SYBR,None,No Amp,0,,,Undetermined,0,,,TRUE,0.3071056149,TRUE,3,39,72.7949295,87.42570496,78.1290741,93.67427063
71,F11,FALSE,NTC,Eim,NTC,SYBR,None,No Amp,0,,,Undetermined,0,,,TRUE,0.3071056149,TRUE,3,39,77.51945496,86.35888672,69.13723755,82.39637756
72,F12,FALSE,NTC,Eim,NTC,SYBR,None,No Amp,0,,,Undetermined,0,,,TRUE,0.3071056149,TRUE,3,39,63.34588623,69.28964233,77.67185974,81.3295517
73,G1,FALSE,AA789,Eim,UNKNOWN,SYBR,None,Amp,1.502260746,,,35.2791791,0.9839522946,35.14946895,0.1667379694,TRUE,0.3071056149,TRUE,3,28,87.21921539,,,
74,G2,FALSE,AA789,Eim,UNKNOWN,SYBR,None,Amp,1.51407398,,,34.96139452,0.9657470812,35.14946895,0.1667379694,TRUE,0.3071056149,TRUE,3,28,87.82759857,,,
75,G3,FALSE,AA789,Eim,UNKNOWN,SYBR,None,Amp,1.517739306,,,35.20783322,0.9422051496,35.14946895,0.1667379694,TRUE,0.3071056149,TRUE,3,30,87.67550659,,,
76,G4,FALSE,AA707,Eim,UNKNOWN,SYBR,None,Amp,1.536570175,,,35.03603124,0.9733897681,34.99605856,0.6365413589,TRUE,0.3071056149,TRUE,3,30,81.89586639,86.9150238,,
77,G5,FALSE,AA707,Eim,UNKNOWN,SYBR,None,Amp,1.508325133,,,35.61167157,0.9631538157,34.99605856,0.6365413589,TRUE,0.3071056149,TRUE,3,30,86.92581177,82.66519165,74.75260925,
78,G6,FALSE,AA707,Eim,UNKNOWN,SYBR,None,Amp,1.546814718,,,34.34047286,0.9639385426,34.99605856,0.6365413589,TRUE,0.3071056149,TRUE,3,29,87.07798004,82.81735992,,
79,G7,FALSE,AA560,Eim,UNKNOWN,SYBR,None,Amp,1.368858651,,,36.58647838,0.9593815706,35.99424799,0.6987377441,TRUE,0.3071056149,TRUE,3,30,85.55632782,62.7315712,70.79631805,
80,G8,FALSE,AA560,Eim,UNKNOWN,SYBR,None,Amp,1.404246165,,,36.17266605,0.9595751322,35.99424799,0.6987377441,TRUE,0.3071056149,TRUE,3,29,81.60003662,63.49239349,72.165802,
81,G9,FALSE,AA560,Eim,UNKNOWN,SYBR,None,Amp,1.507731496,,,35.22359954,0.9372598862,35.99424799,0.6987377441,TRUE,0.3071056149,TRUE,3,29,81.3295517,70.96608734,,
85,H1,FALSE,AA772,Eim,UNKNOWN,SYBR,None,Amp,1.39239996,,,36.36040254,0.9624412588,35.79346059,1.515115442,TRUE,0.3071056149,TRUE,3,31,70.33660126,86.15454865,83.26472473,62.88391495
86,H2,FALSE,AA772,Eim,UNKNOWN,SYBR,None,Amp,1.580968032,,,34.07663431,0.95382669,35.79346059,1.515115442,TRUE,0.3071056149,TRUE,3,28,77.1809082,89.04436493,,
87,H3,FALSE,AA772,Eim,UNKNOWN,SYBR,None,Inconclusive,1.347002274,,,36.94334492,0.892119344,35.79346059,1.515115442,TRUE,0.3071056149,TRUE,3,31,86.30664063,71.09707642,62.27553177,
88,H4,FALSE,AA857,Eim,UNKNOWN,SYBR,None,Amp,1.494694183,,,35.71195762,0.9032274556,35.44049963,0.4413286,TRUE,0.3071056149,TRUE,3,30,80.98329163,87.37130737,,
89,H5,FALSE,AA857,Eim,UNKNOWN,SYBR,None,Amp,1.515341873,,,34.93126849,0.9202175491,35.44049963,0.4413286,TRUE,0.3071056149,TRUE,3,30,87.38230896,,,
90,H6,FALSE,AA857,Eim,UNKNOWN,SYBR,None,Amp,1.485231913,,,35.67827278,0.8929113876,35.44049963,0.4413286,TRUE,0.3071056149,TRUE,3,30,84.03468323,86.4693222,62.42723846,
91,H7,FALSE,AA665,Eim,UNKNOWN,SYBR,None,Amp,1.612470565,,,34.54988491,0.9367620899,33.85101942,0.6483387214,TRUE,0.3071056149,TRUE,3,29,76.88291931,84.79550171,,
92,H8,FALSE,AA665,Eim,UNKNOWN,SYBR,None,Amp,1.652952704,,,33.26913588,0.9471347706,33.85101942,0.6483387214,TRUE,0.3071056149,TRUE,3,27,77.3394165,85.09983826,,
93,H9,FALSE,AA665,Eim,UNKNOWN,SYBR,None,Amp,1.586938534,,,33.73403748,0.9420168108,33.85101942,0.6483387214,TRUE,0.3071056149,TRUE,3,29,77.36705017,84.68243408,90.62619019,
