"Mouse_ID","MC.Eimeria","delta_ct_cewe_MminusE","eimeriaSpecies","OPG","Sex","Latitude","Longitude","Year","HI"
"SK_2782",NA,NA,"Negative",NA,"F",49.5636111111,12.5175,2014,NA
"SK_2783",NA,NA,"Negative",NA,"M",50.1058333333,12.4544444444,2014,0.833333333333333
"SK_2784",NA,NA,"Negative",NA,"M",50.1058333333,12.4544444444,2014,1
"SK_2785",NA,NA,"Negative",NA,"F",50.1058333333,12.4544444444,2014,1
"SK_2786",NA,NA,"Negative",NA,"F",50.1058333333,12.4544444444,2014,1
"SK_2787",NA,NA,"Negative",NA,"M",50.1347222222,12.5977777778,2014,1
"SK_2788",NA,NA,"Negative",NA,"M",50.1516666667,12.5319444444,2014,1
"SK_2789",NA,NA,"E_ferrisi",NA,"F",49.9877777778,12.4086111111,2014,NA
"SK_2790",NA,NA,"Negative",NA,"M",50.1513888889,12.5308333333,2014,1
"SK_2791",NA,NA,"Negative",NA,"M",50.1513888889,12.5308333333,2014,1
"SK_2792",NA,NA,"Negative",NA,"F",50.1513888889,12.5308333333,2014,NA
"SK_2793",NA,NA,"Negative",NA,"M",50.1516666667,12.5319444444,2014,NA
"SK_2794",NA,NA,"Negative",NA,"F",50.1513888889,12.5308333333,2014,NA
"SK_2795",NA,NA,"Negative",NA,"F",50.1588888889,12.4583333333,2014,NA
"SK_2796",NA,NA,"E_ferrisi",NA,"M",50.1588888889,12.4583333333,2014,1
"SK_2797",NA,NA,"Negative",NA,"M",50.1588888889,12.4583333333,2014,0.666666666666667
"SK_2798",NA,NA,"E_ferrisi",NA,"F",50.1588888889,12.4583333333,2014,NA
"SK_2799",NA,NA,"Negative",NA,"F",50.2216666667,13.3741666667,2014,NA
"SK_2800",NA,NA,"Negative",NA,"M",50.2216666667,13.3741666667,2014,NA
"SK_2801",NA,NA,"Negative",NA,"F",50.2216666667,13.3741666667,2014,NA
"SK_2802",NA,NA,"Negative",NA,"F",50.2216666667,13.3741666667,2014,NA
"SK_2803",NA,NA,"Negative",NA,"M",50.1814,11.7625,2014,NA
"SK_2804",NA,NA,"Negative",NA,"F",50.1814,11.7625,2014,NA
"SK_2805",NA,NA,"Negative",NA,"F",50.1814,11.7625,2014,NA
"SK_2806",NA,NA,"Negative",NA,"M",52.7969,13.3994,2014,0
"SK_2807",NA,NA,"E_ferrisi",NA,"F",52.7969,13.3994,2014,0
"SK_2808",NA,NA,"E_falciformis",NA,"F",52.7969,13.3994,2014,0.08
"SK_2809",NA,NA,"E_falciformis",NA,"M",52.7969,13.3994,2014,0
"SK_2810",NA,NA,"E_ferrisi",NA,"M",52.7969,13.3994,2014,0
"SK_2811",NA,NA,"E_ferrisi",NA,"F",52.7969,13.3994,2014,0
"SK_2812",NA,NA,"E_ferrisi",NA,"F",52.7969,13.3994,2014,0.04
"SK_2813",NA,NA,"Negative",NA,"M",52.9156,13.4636,2014,0
"SK_2814",NA,NA,"Negative",NA,"M",52.9156,13.4636,2014,0.1
"SK_2815",NA,NA,"E_ferrisi",NA,"F",52.9156,13.4636,2014,0.086956522
"SK_2816",NA,NA,"Negative",NA,"F",52.9156,13.4636,2014,0.08
"SK_2817",NA,NA,"Negative",NA,"M",52.9086,12.5269,2014,0
"SK_2818",NA,NA,"Negative",NA,"M",52.9086,12.5269,2014,0.05
"SK_2819",NA,NA,"Negative",NA,"F",52.9086,12.5269,2014,0
"SK_2820",NA,NA,"Negative",NA,"F",52.6169,12.8358,2014,0.16
"SK_2821",NA,NA,"Negative",NA,"M",52.6372,13.0447,2014,0
"SK_2822",NA,NA,"E_falciformis",NA,"M",52.6372,13.0447,2014,0.1
"SK_2823",NA,NA,"E_falciformis",NA,"F",52.6372,13.0447,2014,0
"SK_2824",NA,NA,"E_falciformis",NA,"F",52.6372,13.0447,2014,0
"SK_2825",NA,NA,"E_falciformis",NA,"M",52.6372,13.0447,2014,0
"SK_2826",NA,NA,"Negative",NA,"M",52.7297,12.9925,2014,0
"SK_2827",NA,NA,"E_ferrisi",NA,"M",52.733898,13.666418,2014,0.15
"SK_2828",NA,NA,"Negative",NA,"M",52.7111,13.7222,2014,0
"SK_2829",NA,NA,"E_ferrisi",NA,"F",52.733898,13.666418,2014,0.04
"SK_2830",NA,NA,"Negative",NA,"M",52.733898,13.666418,2014,0.05
"SK_2831",NA,NA,"E_ferrisi",NA,"M",52.733898,13.666418,2014,0
"SK_2832",NA,NA,"Negative",NA,"F",52.7547,14.1206,2014,0.8
"SK_2833",NA,NA,"Negative",NA,"F",52.7547,14.1206,2014,0.84
"SK_2834",NA,NA,"Negative",NA,"M",52.7547,14.1206,2014,0.8
"SK_2835",NA,NA,"Negative",NA,"M",52.88,13.4392,2014,0.2
"SK_2836",NA,NA,"Negative",NA,"M",52.8136,13.0161,2014,0
"SK_2837",NA,NA,"Negative",NA,"F",52.8136,13.0161,2014,0
"SK_2838",NA,NA,"Negative",NA,"F",52.8136,13.0161,2014,0
"SK_2839",NA,NA,"Negative",NA,"M",53.0942,13.8433,2014,0.833333333
"SK_2840",NA,NA,"Negative",NA,"M",53.0942,13.8433,2014,0.85
"SK_2841",NA,NA,"Negative",NA,"F",53.0942,13.8433,2014,0.88
"SK_2842",NA,NA,"Negative",NA,"F",53.0942,13.8433,2014,0.88
"SK_2843",NA,NA,"Negative",NA,"M",53.0942,13.8433,2014,0.9
"SK_2844",NA,NA,"Negative",NA,"M",52.733898,13.666418,2014,0.05
"SK_2845",NA,NA,"Negative",NA,"F",52.7914,14.1825,2014,0.88
"SK_2846",NA,NA,"Negative",NA,"F",52.7914,14.1825,2014,0.96
"SK_2847",NA,NA,"E_ferrisi",NA,"M",52.733898,13.666418,2014,0.1
"SK_2848",NA,NA,"E_ferrisi",NA,"M",52.733898,13.666418,2014,0.05
"SK_2849",NA,NA,"Negative",NA,"F",52.7914,14.1825,2014,0.88
"SK_2850",NA,NA,"Negative",NA,"F",52.7883,14.2408,2014,0.92
"SK_2851",NA,NA,"Negative",NA,"M",50.2038888889,12.5186111111,2014,NA
"SK_2852",NA,NA,"Negative",NA,"F",50.1488888889,12.5066666667,2014,NA
"SK_2853",NA,NA,"Negative",NA,"M",50.1191666667,12.5058333333,2014,NA
"SK_2854",NA,NA,"Negative",NA,"M",50.1191666667,12.5058333333,2014,NA
"SK_2855",NA,NA,"Negative",NA,"F",50.1488888889,12.5066666667,2014,NA
"SK_2856",NA,NA,"Negative",NA,"F",50.1494,13.2308,2014,NA
"SK_2857",NA,NA,"Negative",NA,"F",50.1494,13.2308,2014,NA
"SK_2858",NA,NA,"Negative",NA,"F",50.2161,13.3067,2014,NA
"SK_2859",NA,NA,"Negative",NA,"F",50.115,12.4702777778,2014,NA
"SK_2860",NA,NA,"Negative",NA,"F",50.115,12.4702777778,2014,NA
"SK_2861",NA,NA,"Negative",NA,"F",50.115,12.4702777778,2014,NA
"SK_2862",NA,NA,"Negative",NA,"F",50.2161,13.3067,2014,NA
"SK_2863",NA,NA,"Negative",NA,"F",50.1775,13.2933,2014,NA
"SK_2864",NA,NA,"Negative",NA,"F",50.2038888889,12.5186111111,2014,NA
"SK_2865",NA,NA,"Negative",NA,"F",50.0833333333,12.4205555556,2014,NA
"SK_2866",NA,NA,"Negative",NA,"F",50.0833333333,12.4205555556,2014,NA
"SK_2867",NA,NA,"Negative",NA,"M",50.1058333333,12.3977777778,2014,1
"SK_2868",NA,NA,"Negative",NA,"M",50.1191666667,12.5058333333,2014,NA
"SK_2869",NA,NA,"Negative",NA,"M",50.1419,13.1764,2014,NA
"SK_2870",NA,NA,"Negative",NA,"F",50.0833333333,12.4205555556,2014,NA
"SK_2871",NA,NA,"Negative",NA,"M",49.9169444444,13.0488888889,2014,NA
"SK_2872",NA,NA,"Negative",NA,"M",50.1147,12.4703,2014,1
"SK_2873",NA,NA,"Negative",NA,"M",49.9169444444,13.0488888889,2014,NA
"SK_2874",NA,NA,"Negative",NA,"F",49.9944444444,13.0538888889,2014,NA
"SK_2875",NA,NA,"Negative",NA,"F",49.9944444444,13.0538888889,2014,NA
"SK_2876",NA,NA,"Negative",NA,"F",49.8825,11.72,2014,NA
"SK_2877",NA,NA,"Negative",NA,"F",49.8825,11.72,2014,NA
"SK_2878",NA,NA,"Negative",NA,"F",50.1058333333,12.4544444444,2014,NA
"SK_2879",NA,NA,"Negative",NA,"F",50.1058333333,12.4544444444,2014,NA
"SK_2880",NA,NA,"Negative",NA,"F",50.1058333333,12.4544444444,2014,NA
"SK_2881",NA,NA,"Negative",NA,"F",50.1058333333,12.4544444444,2014,NA
"SK_2882",NA,NA,"Negative",NA,"M",50.1058333333,12.4544444444,2014,1
"SK_2883",NA,NA,"Negative",NA,"M",50.1058333333,12.4544444444,2014,1
"SK_2884",NA,NA,"Negative",NA,"M",50.1513888889,12.5308333333,2014,NA
"SK_2885",NA,NA,"Negative",NA,"F",50.1513888889,12.5308333333,2014,NA
"SK_2886",NA,NA,"Negative",NA,"F",50.1588888889,12.4583333333,2014,NA
"SK_2887",NA,NA,"Negative",NA,"F",50.1588888889,12.4583333333,2014,NA
"SK_2888",NA,NA,"Negative",NA,"F",50.1588888889,12.4583333333,2014,NA
"SK_2889",NA,NA,"Negative",NA,"F",50.1588888889,12.4583333333,2014,NA
"SK_2890",NA,NA,"Negative",NA,"F",52.9086,12.5269,2014,0
"SK_2891",NA,NA,"Negative",NA,"M",52.9788888889,13.7327777778,2014,0.5
"SK_2892",NA,NA,"Negative",NA,"F",52.733898,13.666418,2014,0.08
"SK_2893",NA,NA,"Negative",NA,"M",52.733898,13.666418,2014,0
"SK_2894",NA,NA,"Negative",NA,"F",52.7914,14.1825,2014,0.96
"SK_2895",NA,NA,"Negative",NA,"F",52.7883,14.2408,2014,0.88
"SK_2896",NA,NA,"Negative",NA,"F",52.7886,13.345,2014,0
"SK_2897",NA,NA,"Negative",NA,"F",52.8367,14.1189,2014,0.695652174
"SK_2898",NA,NA,"Negative",NA,"F",52.8367,14.1189,2014,0.8
"SK_2899",NA,NA,"Negative",NA,"M",52.8367,14.1189,2014,0.7
"SK_2900",NA,NA,"Negative",NA,"F",52.9625,13.8089,2014,1
"SK_2905",NA,NA,"Negative",NA,"M",52.7914,14.1825,2014,0.9
"SK_2906",NA,NA,"Negative",NA,"F",52.7883,14.2408,2014,0.76
"SK_2907",NA,NA,"Negative",NA,"F",52.7883,14.2408,2014,0.76
"SK_2908",NA,NA,"Negative",NA,"F",52.716944,13.64,2014,0.2
"SK_2909",NA,NA,"Negative",NA,"F",53.1611,13.8153,2014,0.92
"SK_2910",NA,NA,"Negative",NA,"F",53.1611,13.8153,2014,0.92
"SK_2911",NA,NA,"E_ferrisi",NA,"F",52.9789,13.7328,2014,0.72
"SK_2912",NA,NA,"Negative",NA,"F",52.9789,13.7328,2014,0.84
"SK_2913",NA,NA,"E_ferrisi",NA,"M",52.8367,14.1189,2014,0.75
"SK_2914",NA,NA,"Negative",NA,"M",52.8367,14.1189,2014,0.75
"SK_2915",NA,NA,"Negative",NA,"F",52.8367,14.1189,2014,0.842105263
"SK_2916",NA,NA,"Negative",NA,"F",52.8367,14.1189,2014,0.76
"SK_2917",NA,NA,"E_ferrisi",NA,"M",52.9008,13.1972,2014,0
"SK_2918",NA,NA,"E_ferrisi",NA,"M",52.9008,13.1972,2014,0
"SK_2919",NA,NA,"E_ferrisi",NA,"F",52.9008,13.1972,2014,0
"SK_2920",NA,NA,"E_ferrisi",NA,"F",52.9008,13.1972,2014,0.2
"SK_2921",NA,NA,"Negative",NA,"M",52.9008,13.1972,2014,0
"SK_2922",NA,NA,"Negative",NA,"M",53.1333,13.755,2014,0.85
"SK_2923",NA,NA,"Negative",NA,"F",52.7886,13.345,2014,0
"SK_2924",NA,NA,"E_ferrisi",NA,"M",53.0967,13.7556,2014,0.9
"SK_2925",NA,NA,"Negative",NA,"F",52.6211,13.3578,2014,0
"SK_2926",NA,NA,"Negative",NA,"F",52.775155,13.387899,2014,0.4
"SK_2927",NA,NA,"Negative",NA,"M",53.126703,13.843372,2014,0.85
"SK_2928",NA,NA,"Negative",NA,"F",53.126703,13.843372,2014,0.846153846
"SK_2929",NA,NA,"Negative",NA,"F",53.126703,13.843372,2014,0.92
"SK_2930",NA,NA,"Negative",NA,"M",52.9625,13.8089,2014,1
"SK_2931",NA,NA,"Negative",NA,"M",52.9625,13.8089,2014,0.95
"SK_2932",NA,NA,"Negative",NA,"F",53.126703,13.843372,2014,0.92
"SK_2933",NA,NA,"Negative",NA,"F",52.9625,13.8089,2014,1
"SK_2934",NA,NA,"Negative",NA,"M",52.9625,13.8089,2014,0.95
"SK_2935",NA,NA,"Negative",NA,"F",53.0867,13.7756,2014,0.84
"SK_2951",NA,NA,"E_ferrisi",NA,"M",49.60444444,12.2875,2015,0.05
"SK_2952",NA,NA,"Negative",NA,"M",49.60444444,12.2875,2015,0.25
"SK_2953",NA,NA,"Negative",NA,"F",49.60444444,12.2875,2015,0.086956522
"SK_2954",NA,NA,"Negative",NA,"M",49.60444444,12.2875,2015,0
"SK_2955",NA,NA,"Negative",NA,"F",49.67722222,12.245,2015,0
"SK_2956",NA,NA,"Negative",NA,"F",49.67722222,12.245,2015,0
"SK_2957",NA,NA,"Negative",NA,"F",49.67722222,12.245,2015,0.04
"SK_2962",NA,NA,"Negative",NA,"F",49.64388889,12.23888889,2015,0
"SK_2963",NA,NA,"Negative",NA,"F",49.58611111,12.29972222,2015,0.24
"SK_2964",NA,NA,"Negative",NA,"F",49.58611111,12.29972222,2015,0.08
"SK_2965",NA,NA,"Negative",NA,"F",48.97166667,12.31666667,2015,0.64
"SK_2966",NA,NA,"Negative",NA,"F",49.58611111,12.29972222,2015,0.173913043
"SK_2967",NA,NA,"Negative",NA,"M",49.43777778,12.57888889,2015,0.1875
"SK_2968",NA,NA,"Negative",NA,"F",49.06,12.43194444,2015,0.84
"SK_2969",NA,NA,"Negative",NA,"M",49.10166667,12.42027778,2015,0.5
"SK_2970",NA,NA,"Negative",NA,"F",49.15277778,12.50277778,2015,0.84
"SK_2971",NA,NA,"Negative",NA,"F",49.15277778,12.50277778,2015,0.72
"SK_2972",NA,NA,"E_ferrisi",NA,"M",49.15277778,12.50277778,2015,0.631578947
"SK_2973",NA,NA,"Negative",NA,"M",49.15277778,12.50277778,2015,0.789473684
"SK_2974",NA,NA,"Negative",NA,"F",49.06638889,12.38361111,2015,0.285714286
"SK_2975",NA,NA,"E_ferrisi",NA,"M",49.06638889,12.38361111,2015,0.45
"SK_2976",NA,NA,"Negative",NA,"M",49.06638889,12.38361111,2015,0.421052632
"SK_2977",NA,NA,"Negative",NA,"F",48.97194444,12.2675,2015,0.76
"SK_2978",NA,NA,"Negative",NA,"F",48.97194444,12.2675,2015,0.8
"SK_2979",NA,NA,"Negative",NA,"M",48.8375,12.20944444,2015,0.8
"SK_2980",NA,NA,"Negative",NA,"F",48.8375,12.20944444,2015,0.782608696
"SK_2981",NA,NA,"Negative",NA,"M",48.8375,12.20944444,2015,0.894736842
"SK_2982",NA,NA,"Negative",NA,"M",48.8375,12.20944444,2015,0.777777778
"SK_2983",NA,NA,"Negative",NA,"F",48.85944444,12.05138889,2015,0.652173913
"SK_2984",NA,NA,"Negative",NA,"M",49.60444444,12.2875,2015,0
"SK_2985",NA,NA,"Negative",NA,"F",49.60444444,12.2875,2015,0
"SK_2986",NA,NA,"Negative",NA,"M",49.05083333,12.46305556,2015,0.7
"SK_2987",NA,NA,"Negative",NA,"F",49.15277778,12.50277778,2015,0.76
"SK_2988",NA,NA,"Negative",NA,"F",49.60444444,12.2875,2015,0
"SK_2989",NA,NA,"Negative",NA,"F",49.60444444,12.2875,2015,0
"SK_2990",NA,NA,"Negative",NA,"F",49.60444444,12.2875,2015,0
"SK_2991",NA,NA,"Negative",NA,"M",49.67722222,12.245,2015,0.058823529
"SK_2992",NA,NA,"Negative",NA,"M",49.67722222,12.245,2015,0
"SK_2993",NA,NA,"Negative",NA,"F",49.67722222,12.245,2015,0.08
"SK_2994",NA,NA,"Negative",NA,"F",49.67722222,12.245,2015,0.12
"SK_2995",NA,NA,"Negative",NA,"M",49.67722222,12.245,2015,0
"SK_2996",NA,NA,"E_falciformis",NA,"F",49.67722222,12.245,2015,0.08
"SK_2997",NA,NA,"Negative",NA,"F",49.67722222,12.245,2015,0.08
"SK_2998",NA,NA,"E_ferrisi",NA,"F",49.67722222,12.245,2015,0.16
"SK_2999",NA,NA,"Negative",NA,"M",49.47777778,12.24555556,2015,0
"SK_3000",NA,NA,"Negative",NA,"F",49.15277778,12.50277778,2015,0.68
"SK_3001",NA,NA,"Negative",NA,"F",49.06638889,12.38361111,2015,0.48
"SK_3002",NA,NA,"Negative",NA,"F",49.06638889,12.38361111,2015,0.56
"SK_3003",NA,NA,"E_ferrisi",NA,"F",49.06638889,12.38361111,2015,0.434782609
"SK_3004",NA,NA,"Negative",NA,"F",49.06638889,12.38361111,2015,0.48
"SK_3005",NA,NA,"Negative",NA,"F",49.06638889,12.38361111,2015,0.48
"SK_3006",NA,NA,"Negative",NA,"M",49.34166667,12.54055556,2015,0.375
"SK_3007",NA,NA,"Negative",NA,"M",48.85583333,12.06888889,2015,0.7
"SK_3008",NA,NA,"Negative",NA,"M",48.85583333,12.06888889,2015,0.85
"SK_3009",NA,NA,"Negative",NA,"F",48.85583333,12.06888889,2015,0.84
"SK_3010",NA,NA,"Negative",NA,"M",48.85583333,12.06888889,2015,0.75
"SK_3011",NA,NA,"Negative",NA,"F",48.92555556,12.26722222,2015,0.666666667
"SK_3012",NA,NA,"Negative",NA,"M",48.92555556,12.26722222,2015,0.736842105
"SK_3013",NA,NA,"Negative",NA,"F",48.92555556,12.26722222,2015,0.72
"SK_3014",NA,NA,"Negative",NA,"F",48.92555556,12.26722222,2015,0.695652174
"SK_3015",NA,NA,"Negative",NA,"F",48.92555556,12.26722222,2015,0.64
"SK_3016",NA,NA,"Negative",NA,"M",48.89361111,12.13527778,2015,0.75
"SK_3017",NA,NA,"Negative",NA,"M",48.91833333,12.14916667,2015,0.75
"SK_3018",NA,NA,"Negative",NA,"M",48.91833333,12.14916667,2015,0.8
"SK_3019",NA,NA,"E_falciformis",NA,"F",48.83361111,12.145,2015,0.76
"SK_3020",NA,NA,"Negative",NA,"F",47.78833333,11.98388889,2015,0.304347826
"SK_3021",NA,NA,"Negative",NA,"F",48.83361111,12.145,2015,0.695652174
"SK_3022",NA,NA,"Negative",NA,"F",48.83361111,12.145,2015,0.84
"SK_3023",NA,NA,"Negative",NA,"F",48.92555556,12.26722222,2015,0.782608696
"SK_3024",NA,NA,"Negative",NA,"F",49.58611111,12.29972222,2015,0.16
"SK_3025",NA,NA,"E_ferrisi",NA,"M",49.36694444,12.52277778,2015,0.3
"SK_3026",NA,NA,"Negative",NA,"M",49.25083333,12.6325,2015,0.842105263
"SK_3027",NA,NA,"E_vermiformis",NA,"M",49.06638889,12.38361111,2015,0.444444444
"SK_3028",NA,NA,"E_ferrisi",NA,"F",49.06638889,12.38361111,2015,0.44
"SK_3029",NA,NA,"E_ferrisi",NA,"M",48.09305556,12.43472222,2015,0.8
"SK_3030",NA,NA,"Negative",NA,"F",48.89361111,12.13527778,2015,0.64
"SK_3031",NA,NA,"Negative",NA,"F",48.89361111,12.13527778,2015,0.68
"SK_3032",NA,NA,"Negative",NA,"F",49.36694444,12.52277778,2015,0.130434783
"SK_3033",NA,NA,"E_vermiformis",NA,"M",49.59527778,12.29416667,2015,0.05
"SK_3034",NA,NA,"Negative",NA,"M",49.46388889,12.2125,2015,0.263157895
"SK_3035",NA,NA,"E_ferrisi",NA,"F",49.46388889,12.2125,2015,0.173913043
"SK_3036",NA,NA,"Negative",NA,"M",49.36694444,12.52277778,2015,0.3
"SK_3037",NA,NA,"Negative",NA,"F",48.85194444,12.09333333,2015,0.56
"SK_3038",NA,NA,"Negative",NA,"M",48.85194444,12.09333333,2015,0.55
"SK_3039",NA,NA,"Negative",NA,"M",48.85194444,12.09333333,2015,0.75
"SK_3040",NA,NA,"Negative",NA,"F",48.85194444,12.09333333,2015,0.68
"SK_3041",NA,NA,"E_ferrisi",NA,"M",48.85194444,12.09333333,2015,0.75
"SK_3042",NA,NA,"E_ferrisi",NA,"M",48.85194444,12.09333333,2015,0.578947368
"SK_3043",NA,NA,"Negative",NA,"F",48.85194444,12.09333333,2015,0.652173913
"SK_3044",NA,NA,"Negative",NA,"F",48.86138889,12.16055556,2015,0.64
"SK_3045",NA,NA,"Negative",NA,"F",48.88638889,12.16055556,2015,0.88
"SK_3046",NA,NA,"Negative",NA,"M",48.88638889,12.16055556,2015,0.55
"SK_3047",NA,NA,"Negative",NA,"M",49.60444444,12.2875,2015,0.294117647
"SK_3048",NA,NA,"Negative",NA,"M",48.88694444,12.16111111,2015,0.705882353
"SK_3049",NA,NA,"Negative",NA,"M",49.26194444,12.60638889,2015,0.4
"SK_3050",NA,NA,"Negative",NA,"F",49.26194444,12.60638889,2015,0.68
"SK_3051",NA,NA,"Negative",NA,"F",49.26194444,12.60638889,2015,0.64
"SK_3052",NA,NA,"Negative",NA,"M",49.26194444,12.60638889,2015,0.75
"SK_3053",NA,NA,"Negative",NA,"M",49.26194444,12.60638889,2015,0.578947368
"SK_3054",NA,NA,"Negative",NA,"M",49.125,12.35444444,2015,0.631578947
"SK_3055",NA,NA,"Negative",NA,"F",49.125,12.35444444,2015,0.52
"SK_3056",NA,NA,"Negative",NA,"M",49.09194444,12.38444444,2015,0.6
"SK_3057",NA,NA,"Negative",NA,"M",49.09194444,12.38444444,2015,0.35
"SK_3058",NA,NA,"Negative",NA,"M",48.88611111,12.23472222,2015,0.6
"SK_3059",NA,NA,"Negative",NA,"M",48.88555556,12.23555556,2015,0.8
"SK_3060",NA,NA,"Negative",NA,"F",48.88555556,12.23555556,2015,0.695652174
"SK_3061",NA,NA,"Negative",NA,"M",48.89111111,12.17055556,2015,0.75
"SK_3062",NA,NA,"Negative",NA,"M",48.89111111,12.17055556,2015,0.736842105
"SK_3063",NA,NA,"Negative",NA,"M",48.89111111,12.17055556,2015,0.947368421
"SK_3064",NA,NA,"Negative",NA,"M",48.89111111,12.16833333,2015,0.666666667
"SK_3065",NA,NA,"Negative",NA,"M",48.89111111,12.16833333,2015,0.75
"SK_3066",NA,NA,"Negative",NA,"F",48.89111111,12.16833333,2015,0.913043478
"SK_3067",NA,NA,"Negative",NA,"M",48.89111111,12.16833333,2015,0.75
"SK_3068",NA,NA,"Negative",NA,"M",48.89111111,12.16833333,2015,0.85
"SK_3069",NA,NA,"Negative",NA,"F",49.35166667,12.50555556,2015,0.25
"SK_3070",NA,NA,"Negative",NA,"M",49.35166667,12.50555556,2015,0.35
"SK_3071",NA,NA,"Negative",NA,"F",49.35194444,12.52555556,2015,0.12
"SK_3072",NA,NA,"Negative",NA,"M",49.35194444,12.52555556,2015,0.2
"SK_3073",NA,NA,"Negative",NA,"M",49.28666667,12.57111111,2015,0.6
"SK_3074",NA,NA,"Negative",NA,"M",49.45722222,12.44055556,2015,0.25
"SK_3075",NA,NA,"Negative",NA,"M",49.4725,12.37722222,2015,0.3
"SK_3076",NA,NA,"Negative",NA,"M",48.88555556,12.23555556,2015,0.85
"SK_3077",NA,NA,"Negative",NA,"F",48.88555556,12.23555556,2015,0.64
"SK_3078",NA,NA,"Negative",NA,"M",48.94972222,12.31055556,2015,0.8
"SK_3079",NA,NA,"Negative",NA,"F",48.94972222,12.31055556,2015,0.88
"SK_3080",NA,NA,"Negative",NA,"M",49.16416667,12.52805556,2015,0.8
"SK_3081",NA,NA,"Negative",NA,"M",49.09194444,12.38444444,2015,0.3
"SK_3082",NA,NA,"Negative",NA,"M",49.16416667,12.52805556,2015,0.421052632
"SK_3083",NA,NA,"Negative",NA,"M",48.88555556,12.23555556,2015,0.777777778
"SK_3084",NA,NA,"Negative",NA,"F",48.88555556,12.23555556,2015,0.68
"SK_3085",NA,NA,"Negative",NA,"M",49.44527778,12.39194444,2015,0.157894737
"SK_3091",NA,NA,"Negative",0,"M",52.773,14.066,2015,0.944444444
"SK_3092",NA,NA,"Negative",0,"F",52.7914,14.1161,2015,0.76
"SK_3093",NA,NA,"Negative",0,"M",52.9753,13.7414,2015,0.8
"SK_3094",NA,NA,"Negative",0,"F",52.9753,13.7414,2015,0.76
"SK_3095",NA,NA,"Negative",0,"M",52.7508,14.1625,2015,0.85
"SK_3096",NA,NA,"Negative",0,"M",52.7667,14.0817,2015,0.85
"SK_3097",NA,NA,"Negative",0,"F",52.8803,13.4383,2015,0
"SK_3098",NA,NA,"Negative",0,"M",52.650566,14.321733,2015,0.7
"SK_3099",NA,NA,"Negative",0,"F",52.8758,13.4411,2015,0.04
"SK_3100",NA,NA,"Negative",0,"F",53.1158,13.595,2015,0.84
"SK_3101",NA,NA,"Negative",0,"F",53.1158,13.595,2015,0.84
"SK_3102",NA,NA,"Negative",0,"F",53.1158,13.595,2015,0.88
"SK_3103",NA,NA,"E_ferrisi",0,"M",53.0478,13.4458,2015,0.5
"SK_3104",NA,NA,"Negative",0,"M",52.7547,14.1206,2015,0.85
"SK_3105",NA,NA,"Negative",0,"F",53.1478,13.4542,2015,0.88
"SK_3106",NA,NA,"E_ferrisi",0,"F",53.0478,13.4458,2015,0.8
"SK_3107",NA,NA,"Negative",0,"M",52.7969,13.3994,2015,0
"SK_3108",NA,NA,"Negative",0,"F",52.7547,14.1206,2015,0.84
"SK_3109",NA,NA,"Negative",0,"F",52.8092,14.0569,2015,0.88
"SK_3110",NA,NA,"Negative",0,"M",52.6053,13.8756,2015,0.9
"SK_3111",NA,NA,"Negative",0,"M",52.6053,13.8756,2015,0.9
"SK_3112",NA,NA,"Negative",0,"F",52.6053,13.8756,2015,0.88
"SK_3113",NA,NA,"Negative",0,"F",52.6053,13.8756,2015,0.8
"SK_3114",NA,NA,"Negative",0,"M",52.6053,13.8756,2015,0.85
"SK_3115",NA,NA,"Negative",0,"M",52.6053,13.8756,2015,0.888888889
"SK_3116",NA,NA,"Negative",0,"F",52.6053,13.8756,2015,0.84
"SK_3117",NA,NA,"Negative",0,"F",52.6053,13.8756,2015,0.92
"SK_3118",NA,NA,"Negative",0,"F",52.6053,13.8756,2015,0.92
"SK_3119",NA,NA,"Negative",0,"F",52.6053,13.8756,2015,0.739130435
"SK_3120",NA,NA,"Negative",0,"F",52.8367,14.1189,2015,0.956521739
"SK_3121",NA,NA,"Negative",7e+05,"M",52.6053,13.8756,2015,0.8
"SK_3122",NA,NA,"Negative",0,"M",52.733898,13.666418,2015,0.05
"SK_3123",NA,NA,"Negative",0,"M",52.733898,13.666418,2015,0
"SK_3124",NA,NA,"Negative",0,"F",52.733898,13.666418,2015,0.04
"SK_3125",NA,NA,"Negative",0,"F",52.733898,13.666418,2015,0
"SK_3126",NA,NA,"E_ferrisi",3670634.92063492,"M",52.733898,13.666418,2015,0
"SK_3127",NA,NA,"Double",20304232.8042328,"M",52.733898,13.666418,2015,0
"SK_3128",NA,NA,"E_ferrisi",NA,"F",52.733898,13.666418,2015,0
"SK_3129",NA,NA,"E_ferrisi",0,"F",52.733898,13.666418,2015,0.04
"SK_3130",NA,NA,"Negative",0,"M",52.733898,13.666418,2015,0.05
"SK_3131",NA,NA,"E_ferrisi",10404191.6167665,"M",52.733898,13.666418,2015,0.05
"SK_3132",NA,NA,"Negative",0,"F",52.733898,13.666418,2015,0
"SK_3133",NA,NA,"Negative",0,"M",52.733898,13.666418,2015,0
"SK_3134",NA,NA,"Negative",0,"M",52.5142,13.8517,2015,0.5
"SK_3135",NA,NA,"Negative",0,"M",52.8092,14.0569,2015,0.85
"SK_3136",NA,NA,"Negative",0,"F",52.379044,14.30442,2015,0.88
"SK_3137",NA,NA,"Negative",0,"F",52.8092,14.0569,2015,0.88
