"Mouse_ID","MC.Eimeria","delta_ct_cewe_MminusE","eimeriaSpecies","OPG","Sex","Latitude","Longitude","Year","HI"
"AA_0350",NA,-11.77,"E_ferrisi",30555.5555555556,"M",53.0497,13.4408,2017,0.75
"AA_0351",NA,-5.68,"Negative",1071428.57142857,"F",53.0497,13.4408,2017,0.6
"AA_0352",NA,-12.66,"Negative",6048.38709677419,"M",53.0497,13.4408,2017,0.8
"AA_0353",NA,-13.7533333333333,"Negative",0,"F",53.0497,13.4408,2017,0.68
"AA_0354",NA,-7.42,"Negative",0,"F",53.0497,13.4408,2017,0.8
"AA_0355",NA,-8,"Negative",0,"F",53.0497,13.4408,2017,0.8
"AA_0356",NA,-13.1,"Negative",0,"F",53.1247,13.4589,2017,0.44
"AA_0357",NA,-10.72,"Negative",NA,"F",53.0497,13.4408,2017,0.52
"AA_0358",NA,-13.27,"Negative",0,"F",53.0497,13.4408,2017,0.64
"AA_0359",NA,-12.38,"Negative",0,"M",53.1275,13.4864,2017,0.95
"AA_0360",NA,-13.48,"Negative",NA,"F",53.0497,13.4408,2017,0.739130435
"AA_0361",NA,NA,"Negative",NA,"M",53.1275,13.4864,2017,0.944444444
"AA_0362",NA,NA,"Negative",NA,"M",52.0172,14.1442,2017,0.9
"AA_0363",NA,NA,"Negative",NA,"M",52.2761,13.8975,2017,0.2
"AA_0364",NA,NA,"Negative",NA,"F",52.2761,13.8975,2017,0.230769231
"AA_0365",NA,-11.85,"Negative",0,"M",52.7714,13.9578,2017,0.55
"AA_0366",NA,-11.76,"E_falciformis",21477272.7272727,"M",53.1275,13.4864,2017,0.947368421
"AA_0367",NA,-12.04,"Negative",0,"F",52.7714,13.9578,2017,0.68
"AA_0368",NA,-8.63333333333333,"Negative",0,"F",53.1275,13.4864,2017,0.92
"AA_0369",NA,-11.425,"Negative",0,"M",53.1275,13.4864,2017,0.95
"AA_0370",NA,-12.48,"Negative",0,"F",52.2089,13.8767,2017,0.08
"AA_0371",NA,-11.91,"Negative",0,"F",52.7714,13.9578,2017,0.8
"AA_0372",NA,-11.46,"Negative",0,"F",53.1275,13.4864,2017,1
"AA_0373",NA,-5.15,"Negative",16233.7662337662,"F",52.2761,13.8975,2017,0.2
"AA_0374",NA,-6.88,"E_ferrisi",0,"M",52.0747,14.1808,2017,0.55
"AA_0375",NA,-12.34,"E_ferrisi",0,"M",52.0747,14.1808,2017,0.75
"AA_0376",NA,-10.3,"Negative",0,"F",53.1275,13.4864,2017,0.913043478
"AA_0377",NA,-12.145,"Negative",0,"F",52.2761,13.8975,2017,0.28
"AA_0378",NA,-13.6,"Negative",0,"M",52.2761,13.8975,2017,0.111111111
"AA_0379",NA,-8.84,"Negative",0,"M",52.2761,13.8975,2017,0.3
"AA_0380",NA,-12.315,"Negative",0,"F",53.1275,13.4864,2017,0.92
"AA_0381",NA,-10.235,"Negative",0,"M",52.2761,13.8975,2017,0.35
"AA_0382",NA,NA,"Negative",0,"F",52.2761,13.8975,2017,0.44
"AA_0383",NA,NA,"Negative",0,"M",52.2761,13.8975,2017,0.421052632
"AA_0384",NA,-13.63,"Negative",0,"F",52.2761,13.8975,2017,0.24
"AA_0385",NA,-12.5,"Negative",0,"M",52.2761,13.8975,2017,0.35
"AA_0386",NA,-12.16,"Negative",0,"M",52.2761,13.8975,2017,0.4
"AA_0387",NA,-14.01,"Negative",0,"F",52.2761,13.8975,2017,0.32
"AA_0388",NA,-10.33,"Negative",0,"M",52.0747,14.1808,2017,0.6
"AA_0389",NA,-10.2766666666667,"Negative",0,"M",52.0172,14.1442,2017,0.65
"AA_0390",NA,-7.77,"Negative",0,"M",52.2761,13.8975,2017,0.25
"AA_0391",NA,-9.64,"Negative",27173.9130434783,"M",52.0747,14.1808,2017,0.833333333
"AA_0392",NA,-10.32,"Negative",0,"F",52.0172,14.1442,2017,0.666666667
"AA_0393",NA,-14.115,"E_ferrisi",0,"F",52.0172,14.1442,2017,0.869565217
"AA_0394",NA,-11.545,"Negative",0,"F",52.0747,14.1808,2017,0.64
"AA_0395",NA,-12.765,"Negative",0,"F",52.0172,14.1442,2017,0.869565217
"AA_0396",NA,-4.79,"Negative",0,"F",52.0172,14.1442,2017,0.826086957
"AA_0397",NA,-2.355,"E_falciformis",61250000,"M",52.0172,14.1442,2017,0.75
"AA_0398",NA,-13.685,"Negative",0,"F",53.1275,13.4864,2017,0.92
"AA_0399",NA,-14.24,"Negative",0,"F",52.0172,14.1442,2017,0.88
"AA_0400",NA,-9.84,"Negative",0,"F",52.0892,14.1736,2017,0.84
"AA_0401",NA,-10.115,"Negative",0,"F",52.0747,14.1808,2017,0.869565217
"AA_0402",NA,-7.37,"Negative",0,"F",52.0747,14.1808,2017,0.8
"AA_0403",NA,-12.38,"Negative",0,"M",52.0892,14.1736,2017,0.75
"AA_0404",NA,-14.99,"Negative",0,"F",52.0892,14.1736,2017,0.8
"AA_0405",NA,-11.91,"Negative",0,"M",52.0747,14.1808,2017,0.65
"AA_0406",NA,-0.959999999999997,"Negative",0,"F",53.1275,13.4864,2017,0.92
"AA_0407",NA,-11.41,"Negative",0,"M",52.0172,14.1442,2017,0.684210526
"AA_0408",NA,-9.07,"E_falciformis",1794871.79487179,"F",52.0172,14.1442,2017,0.8
"AA_0409",NA,-7.05,"E_ferrisi",1266891.89189189,"F",52.0747,14.1808,2017,0.8
"AA_0410",NA,-6.16,"Negative",0,"F",52.0747,14.1808,2017,0.64
"AA_0411",NA,-11.6,"Negative",0,"F",52.276343,13.897624,2017,NA
"AA_0412",NA,-7.6,"Negative",0,"F",52.074772,14.180929,2017,NA
"AA_0413",NA,-2.85,"E_ferrisi",0,"F",52.0747,14.1808,2017,0.391304348
"AA_0414",NA,-14.13,"Negative",11792.4528301887,"F",52.2761,13.8975,2017,0.28
"AA_0415",NA,NA,"Negative",NA,"F",52.0747,14.1808,2017,0.652173913
"AA_0416",NA,NA,"Negative",NA,"M",52.0892,14.1736,2017,0.85
"AA_0417",NA,NA,"E_ferrisi",NA,"M",52.6867,14.2775,2017,0.736842105
"AA_0418",NA,NA,"Negative",NA,"M",52.6867,14.2775,2017,0.7
"AA_0419",NA,NA,"Negative",NA,"F",52.6867,14.2775,2017,0.84
"AA_0420",NA,NA,"Other",NA,"M",52.682267,14.272369,2017,NA
"AA_0421",NA,NA,"Negative",NA,"M",52.4936,13.6686,2017,0.176470588
"AA_0422",NA,-13.25,"Negative",0,"M",52.650566,14.321733,2017,0.833333333
"AA_0423",NA,-5.025,"Negative",0,"M",52.650566,14.321733,2017,0.85
"AA_0424",NA,-4.555,"Negative",0,"F",52.6867,14.2775,2017,0.88
"AA_0425",NA,-7.375,"Negative",0,"F",52.6867,14.2775,2017,0.84
"AA_0426",NA,-19.26,"Negative",0,"M",52.650566,14.321733,2017,0.9
"AA_0427",NA,-6.13,"Negative",40322.5806451613,"M",52.6867,14.2775,2017,0.789473684
"AA_0428",NA,-1.13,"E_ferrisi",577731.092436975,"F",52.6867,14.2775,2017,0.826086957
"AA_0429",NA,-2.495,"Negative",679012.345679012,"M",52.6867,14.2775,2017,1
"AA_0430",NA,-7.96,"E_ferrisi",15312500,"M",52.6867,14.2775,2017,0.947368421
"AA_0431",NA,-4.985,"E_ferrisi",882352.94117647,"M",52.6778,14.2769,2017,0.894736842
"AA_0432",NA,-3.68,"Negative",0,"F",52.4936,13.6686,2017,0.043478261
"AA_0433",NA,NA,"Negative",0,"F",52.6817,14.2733,2017,0.913043478
"AA_0434",NA,-4.935,"Negative",0,"M",53.2375,13.6422,2017,0.736842105
"AA_0435",NA,-5.37,"Negative",0,"M",53.2375,13.6422,2017,0.842105263
"AA_0436",NA,-1.175,"Double_tbd",839843.75,"F",52.0875,14.2606,2017,0.782608696
"AA_0437",NA,-12.24,"Negative",0,"M",52.4936,13.6686,2017,0.052631579
"AA_0438",NA,-10.39,"Negative",0,"M",53.2108,13.6506,2017,0.947368421
"AA_0439",NA,NA,"Negative",0,"M",52.1736,14.0756,2017,0.684210526
"AA_0440",NA,-5,"Negative",0,"F",52.0875,14.2606,2017,0.826086957
"AA_0441",NA,-5.68,"E_ferrisi",0,"F",52.0875,14.2606,2017,0.869565217
"AA_0442",NA,-11.57,"Negative",0,"M",52.0439,14.2697,2017,0.947368421
"AA_0443",NA,-10.46,"Negative",0,"M",52.0875,14.2606,2017,0.842105263
"AA_0444",NA,-11.52,"Negative",0,"F",52.0439,14.2697,2017,0.826086957
"AA_0445",NA,-3.17,"E_falciformis",11919642.8571429,"F",52.0753,14.2272,2017,0.913043478
"AA_0446",NA,-3.53,"E_ferrisi",40597826.0869565,"M",52.6867,14.2775,2017,0.842105263
"AA_0447",NA,-12.66,"Negative",256250,"F",52.6825,14.2725,2017,1
"AA_0448",NA,-5,"Negative",0,"F",52.4936,13.6686,2017,0.130434783
"AA_0449",NA,-14.24,"Negative",0,"M",53.2108,13.6506,2017,0.947368421
"AA_0450",NA,-10.92,"Negative",0,"F",53.2108,13.6506,2017,0.956521739
"AA_0451",NA,-12.11,"Negative",0,"F",53.2108,13.6506,2017,0.956521739
"AA_0452",NA,-3.22,"E_ferrisi",228260.869565217,"F",53.2108,13.6506,2017,0.956521739
"AA_0453",NA,-11.85,"Negative",65789.4736842105,"M",52.0875,14.2606,2017,0.941176471
"AA_0454",NA,1.33,"E_ferrisi",11875000,"F",52.0875,14.2606,2017,0.826086957
"AA_0455",NA,-7.88,"E_ferrisi",1782407.40740741,"F",52.0875,14.2606,2017,0.826086957
"AA_0456",NA,-8.83,"Negative",0,"M",53.2108,13.6506,2017,1
"AA_0457",NA,-12.03,"Negative",0,"F",52.0439,14.2697,2017,0.695652174
"AA_0458",NA,0.350000000000001,"E_ferrisi",21551.724137931,"F",52.0439,14.2697,2017,0.826086957
"AA_0459",NA,-12.02,"Negative",165094.339622642,"F",52.0875,14.2606,2017,0.695652174
"AA_0460",NA,-5,"Negative",NA,"F",52.4936,13.6686,2017,0.25
"AA_0461",NA,-11.04,"Negative",0,"M",52.4936,13.6686,2017,0.142857143
"AA_0462",NA,-10.12,"Negative",0,"F",52.4936,13.6686,2017,0.15
"AA_0463",NA,-12.52,"Negative",0,"F",52.0875,14.2606,2017,0.888888889
"AA_0464",NA,NA,"Negative",NA,"F",52.410749,13.518458,2017,NA
"AA_0465",NA,-2.84,"E_ferrisi",230263.157894737,"M",52.9936,13.3047,2017,0.083333333
"AA_0466",NA,NA,"Negative",0,"F",52.9936,13.3047,2017,0
"AA_0467",NA,-12.03,"E_falciformis",3e+05,"F",52.9936,13.3047,2016,0
"AA_0468",NA,NA,"Negative",0,"F",52.4936,13.6703,2017,0.272727273
"AA_0469",NA,-5,"E_ferrisi",14744318.1818182,"F",51.9447,13.925,2017,0.695652174
"AA_0470",NA,-5,"Negative",39062.5,"F",51.9447,13.925,2017,0.695652174
"AA_0471",NA,-11.02,"Negative",0,"M",51.9594,13.6708,2017,0.157894737
"AA_0472",NA,NA,"Negative",NA,"F",52.017078,13.530131,2017,NA
"AA_0473",NA,NA,"Negative",NA,"M",52.017078,13.530131,2017,NA
"AA_0474",NA,NA,"Negative",NA,"F",52.017078,13.530131,2017,NA
"AA_0475",NA,NA,"Negative",NA,"M",52.017078,13.530131,2017,NA
"AA_0476",NA,NA,"Negative",NA,NA,52.017078,13.530131,2017,NA
"AA_0477",NA,NA,"Negative",NA,"F",52.017078,13.530131,2017,NA
"AA_0478",NA,NA,"Negative",NA,"M",52.017078,13.530131,2017,NA
"AA_0479",NA,NA,"Negative",NA,"F",52.015121,13.528597,2017,NA
"AA_0480",NA,NA,"Negative",NA,"M",52.015121,13.528597,2017,NA
"AA_0481",NA,NA,"Negative",NA,"M",52.015121,13.528597,2017,NA
"AA_0482",NA,NA,"Negative",NA,"F",52.015121,13.528597,2017,NA
"AA_0483",NA,NA,"Negative",NA,NA,52.015121,13.528597,2017,NA
"AA_0484",NA,NA,"Negative",NA,"M",52.015121,13.528597,2017,NA
"AA_0485",NA,NA,"Negative",NA,"M",52.015121,13.528597,2017,NA
"AA_0486",NA,NA,"Negative",NA,"M",52.015121,13.528597,2017,NA
"AA_0487",NA,NA,"Negative",NA,"F",52.015121,13.528597,2017,NA
"AA_0488",NA,NA,"Negative",NA,"F",52.015121,13.528597,2017,NA
"AA_0489",NA,-10.04,"Negative",0,"F",53.84506,11.4812,2017,0.91304347826087
"AA_0490",NA,-10.34,"Negative",0,"M",53.84506,11.4812,2017,0.684210526315789
"AA_0491",NA,-13.08,"Negative",0,"M",53.84506,11.4812,2017,0.684210526315789
"AA_0492",NA,NA,"Negative",NA,"M",53.84506,11.4812,2017,0.894736842105263
"AA_0493",NA,NA,"Negative",NA,"M",53.84506,11.4812,2017,0.894736842105263
"AA_0494",NA,NA,"Negative",NA,"M",53.94049,11.6069,2017,0.894736842105263
"AA_0495",NA,NA,"E_ferrisi",5694444.44444444,"M",53.94049,11.6069,2017,0.944444444444444
"AA_0496",NA,NA,"Negative",428082.191780822,"F",53.94049,11.6069,2017,0.956521739130435
"AA_0497",NA,-0.18,"Double_tbd",4557692.30769231,"M",53.94049,11.6069,2017,0.947368421052632
"AA_0498",NA,-11.59,"E_falciformis",96153.8461538461,"M",53.94049,11.6069,2017,0.944444444444444
"AA_0499",NA,-11.34,"Negative",0,"M",53.94049,11.6069,2017,0.875
"AA_0500",NA,NA,"Negative",0,"M",53.94049,11.6069,2017,0.894736842105263
"AA_0501",NA,NA,"Negative",0,"F",53.94049,11.6069,2017,0.956521739130435
"AA_0502",NA,NA,"Negative",0,"M",53.94049,11.6069,2017,0.944444444444444
"AA_0503",NA,NA,"Negative",0,"M",53.94049,11.6069,2017,0.894736842105263
"AA_0504",NA,NA,"Negative",0,"M",53.567821,12.59032,2017,0.894736842105263
"AA_0505",NA,NA,"Negative",0,"F",53.567821,12.59032,2017,0.91304347826087
"AA_0506",NA,-14.29,"Negative",0,"F",53.567821,12.59032,2017,0.842105263157895
"AA_0507",NA,NA,"Negative",NA,"M",53.567821,12.59032,2017,0.736842105263158
"AA_0508",NA,NA,"Negative",NA,"M",53.567821,12.59032,2017,0.736842105263158
"AA_0509",NA,NA,"Negative",0,"M",53.6394,12.3881,2017,0.823529412
"AA_0510",NA,NA,"Negative",0,"F",53.6394,12.3881,2017,0.761904762
"AA_0511",NA,NA,"Negative",0,"M",53.51885,12.4464,2017,0.736842105263158
"AA_0512",NA,NA,"Negative",0,"F",53.51885,12.4464,2017,0.695652173913043
"AA_0513",NA,NA,"Negative",0,"F",53.51885,12.4464,2017,0.956521739130435
"AA_0514",NA,-15.5,"Negative",NA,"M",53.51885,12.4464,2017,0.888888888888889
"AA_0515",NA,-13.43,"Negative",NA,"F",53.51885,12.4464,2017,0.956521739130435
"AA_0516",NA,NA,"Negative",NA,"F",51.775877,13.957539,2017,0.826086956521739
"AA_0517",NA,NA,"Negative",NA,"M",51.775877,13.957539,2017,0.736842105263158
"AA_0518",NA,NA,"E_ferrisi",NA,"M",51.733743,13.912772,2017,0.666666666666667
"AA_0519",NA,NA,"Negative",NA,"M",51.676761,13.679507,2017,0.315789473684211
"AA_0520",NA,-13.11,"Negative",NA,"F",51.676761,13.679507,2017,0.45
"AA_0521",NA,-11.95,"Negative",NA,"F",51.676761,13.679507,2017,0.391304347826087
"AA_0522",NA,-10.68,"E_ferrisi",NA,"F",51.676761,13.679507,2017,0.227272727272727
"AA_0523",NA,-6.8,"E_falciformis",NA,"M",51.676761,13.679507,2017,0.421052631578947
"L15-38",NA,NA,NA,NA,"M",49.50444444,12.27305556,2015,1
"SK_1330",NA,NA,NA,NA,"M",52.8544,12.2189,2011,0
"SK_1331",NA,NA,NA,NA,"F",52.8544,12.2189,2011,0
"SK_1332",NA,NA,NA,NA,"F",52.8544,12.2189,2011,0
"SK_1333",NA,NA,NA,NA,"F",52.8544,12.2189,2011,0.173913043478261
"SK_1334",NA,NA,NA,NA,"F",52.8544,12.2189,2011,0
"SK_1335",NA,NA,NA,NA,"M",52.0536,12.4997,2011,0
"SK_1336",NA,NA,NA,NA,"F",52.0536,12.4997,2011,0
"SK_1337",NA,NA,NA,NA,"F",52.0536,12.4997,2011,0
"SK_1338",NA,NA,NA,NA,"F",52.0536,12.4997,2011,0
"SK_1339",NA,NA,NA,NA,"M",52.0978,12.02,2011,0
"SK_1340",NA,NA,NA,NA,"F",52.0978,12.02,2011,0
"SK_1340/1",NA,NA,NA,NA,"M",52.0978,12.02,2011,0
"SK_1340/2",NA,NA,NA,NA,"F",52.0978,12.02,2011,0
"SK_1341",NA,NA,NA,NA,"F",52.0978,12.02,2011,0.173913043478261
"SK_1342",NA,NA,NA,NA,"F",52.0978,12.02,2011,0
"SK_1774",NA,NA,NA,NA,"M",53.7514,12.4914,2011,0.944444444444444
"SK_1775",NA,NA,NA,NA,"M",53.7514,12.4914,2011,0.944444444444444
"SK_1776",NA,NA,NA,NA,"M",53.7514,12.4914,2011,0.944444444444444
"SK_1777",NA,NA,NA,NA,"M",53.7514,12.4914,2011,0.941176470588235
"SK_1778",NA,NA,NA,NA,"F",53.7514,12.4914,2011,0.952380952380952
"SK_2651",NA,NA,"Negative",NA,"M",50.115,12.4703,2014,1
"SK_2652",NA,NA,"Negative",NA,"F",50.115,12.4703,2014,1
"SK_2653",NA,NA,"Negative",NA,"M",50.1192,12.5058,2014,1
"SK_2654",NA,NA,"Negative",NA,"M",50.1192,12.5058,2014,1
"SK_2655",NA,NA,"Negative",NA,"F",57.15,21.75,2014,1
"SK_2656",NA,NA,"Negative",NA,"M",50.2039,12.5186,2014,1
"SK_2657",NA,NA,"Negative",NA,"M",50.2039,12.5186,2014,1
"SK_2658",NA,NA,"Negative",NA,"F",50.2039,12.5186,2014,1
"SK_2659",NA,NA,"E_ferrisi",NA,"M",50.1489,12.5067,2014,1
"SK_2660",NA,NA,"Negative",NA,"M",50.1489,12.5067,2014,1
"SK_2661",NA,NA,"E_ferrisi",NA,"F",50.1489,12.5067,2014,1
"SK_2662",NA,NA,"Negative",NA,"F",50.1489,12.5067,2014,1
"SK_2663",NA,NA,"E_ferrisi",NA,"M",50.1494,13.2308,2014,1
"SK_2664",NA,NA,"E_ferrisi",NA,"M",50.1494,13.2308,2014,1
"SK_2665",NA,NA,"E_ferrisi",NA,"F",50.1494,13.2308,2014,1
"SK_2666",NA,NA,"E_ferrisi",NA,"M",50.1083,13.0325,2014,1
"SK_2667",NA,NA,"Negative",NA,"M",50.1083,13.0325,2014,0.833333333333333
"SK_2668",NA,NA,"E_ferrisi",NA,"F",50.1083,13.0325,2014,NA
"SK_2669",NA,NA,"Negative",NA,"F",50.1083,13.0325,2014,NA
"SK_2670",NA,NA,"Negative",NA,"M",50.2216666667,13.3741666667,2014,1
"SK_2671",NA,NA,"Negative",NA,"M",50.0919,12.9428,2014,NA
"SK_2672",NA,NA,"E_vermiformis",NA,"F",50.2161,13.3067,2014,1
"SK_2673",NA,NA,"Negative",NA,"M",50.1814,11.7625,2014,0
"SK_2674",NA,NA,"Negative",NA,"F",50.1814,11.7625,2014,NA
"SK_2675",NA,NA,"Negative",NA,"F",50.1814,11.7625,2014,NA
"SK_2676",NA,NA,"Negative",NA,"M",50.1569,12.1033,2014,NA
"SK_2677",NA,NA,"Negative",NA,"M",50.1569,12.1033,2014,NA
"SK_2678",NA,NA,"Negative",NA,"F",50.2039,12.5186,2014,NA
"SK_2679",NA,NA,"Negative",NA,"M",50.2161,13.3067,2014,1
"SK_2680",NA,NA,"Negative",NA,"M",50.0964,12.4714,2014,1
"SK_2681",NA,NA,"Negative",NA,"F",50.2161,13.3067,2014,NA
"SK_2682",NA,NA,"Negative",NA,"M",50.2216666667,13.3741666667,2014,NA
"SK_2683",NA,NA,"Negative",NA,"M",50.1044,12.4842,2014,0.833333333333333
"SK_2684",NA,NA,"E_ferrisi",NA,"F",50.2216666667,13.3741666667,2014,NA
"SK_2685",NA,NA,"Negative",NA,"F",50.2216666667,13.3741666667,2014,NA
"SK_2686",NA,NA,"Negative",NA,"M",50.1775,13.2933,2014,1
"SK_2687",NA,NA,"Negative",NA,"M",50.195,11.4411,2014,NA
"SK_2688",NA,NA,"E_ferrisi",NA,"F",50.2216666667,13.3741666667,2014,NA
"SK_2689",NA,NA,"Negative",NA,"M",50.1814,11.7625,2014,0
"SK_2690",NA,NA,"Negative",NA,"F",50.1775,13.2933,2014,NA
"SK_2691",NA,NA,"E_ferrisi",NA,"F",50.1044,12.4842,2014,1
"SK_2692",NA,NA,"Negative",NA,"F",57.15,21.75,2014,NA
"SK_2693",NA,NA,"E_ferrisi",NA,"F",50.1083,13.0325,2014,NA
"SK_2694",NA,NA,"Negative",NA,"M",50.1058,12.3975,2014,0.5
"SK_2695",NA,NA,"E_ferrisi",NA,"F",50.1775,13.2933,2014,NA
"SK_2696",NA,NA,"Negative",NA,"F",50.195,11.4411,2014,NA
"SK_2697",NA,NA,"Negative",NA,"M",56.85,19.2,2014,1
"SK_2698",NA,NA,"Negative",NA,"M",50.0833333333,12.4205555556,2014,0.833333333333333
"SK_2699",NA,NA,"Negative",NA,"F",50.0833333333,12.4205555556,2014,NA
"SK_2700",NA,NA,"Negative",NA,"M",50.0692,13.3842,2014,NA
"SK_2701",NA,NA,"Negative",NA,"M",50.1419,13.1764,2014,NA
"SK_2702",NA,NA,"Negative",NA,"F",50.0691666667,13.3841666667,2014,NA
"SK_2703",NA,NA,"Negative",NA,"M",50.1419,13.1764,2014,NA
"SK_2704",NA,NA,"Negative",NA,"M",50.1472,13.1825,2014,NA
"SK_2705",NA,NA,"Negative",NA,"F",50.0691666667,13.3841666667,2014,NA
"SK_2706",NA,NA,"Negative",NA,"M",50.1153,12.4558,2014,0.833333333333333
"SK_2707",NA,NA,"Negative",NA,"M",50.1153,12.4558,2014,1
"SK_2708",NA,NA,"Negative",NA,"F",50.1153,12.4558,2014,1
"SK_2709",NA,NA,"Negative",NA,"F",50.1153,12.4558,2014,1
"SK_2710",NA,NA,"Negative",NA,"F",50.1083,13.0325,2014,NA
"SK_2711",NA,NA,"Negative",NA,"M",50.0833333333,12.4205555556,2014,0.833333333333333
"SK_2712",NA,NA,"Negative",NA,"M",50.1775,12.4206,2014,0.5
"SK_2713",NA,NA,"Negative",NA,"F",50.0833333333,12.4205555556,2014,NA
"SK_2714",NA,NA,"Negative",NA,"F",50.1775,12.4206,2014,0.5
"SK_2715",NA,NA,"Negative",NA,"M",50.1775,12.4206,2014,NA
"SK_2716",NA,NA,"Negative",NA,"M",50.1938888889,12.3933333333,2014,0
"SK_2717",NA,NA,"Negative",NA,"F",50.1197,12.2503,2014,0
"SK_2718",NA,NA,"Negative",NA,"F",50.1058,12.3975,2014,0.833333333333333
"SK_2719",NA,NA,"Negative",NA,"M",50.1775,12.4206,2014,0
"SK_2720",NA,NA,"Negative",NA,"M",49.1144,12.2781,2014,0.166666666666667
"SK_2721",NA,NA,"Negative",NA,"F",49.5636111111,12.5175,2014,0
"SK_2722",NA,NA,"Negative",NA,"F",49.5636111111,12.5175,2014,0
"SK_2723",NA,NA,"Negative",NA,"M",49.1144,12.2781,2014,0
"SK_2724",NA,NA,"Negative",NA,"M",50.0422,13.3864,2014,NA
"SK_2725",NA,NA,"Negative",NA,"F",50.1197,12.2503,2014,0
"SK_2726",NA,NA,"Negative",NA,"F",50.0422,13.3864,2014,1
"SK_2727",NA,NA,"Negative",NA,"M",50.1472,13.1825,2014,NA
"SK_2728",NA,NA,"Negative",NA,"M",50.0281,13.3781,2014,1
"SK_2729",NA,NA,"Negative",NA,"F",50.1472,13.1825,2014,NA
"SK_2730",NA,NA,"Negative",NA,"M",50.0281,13.3781,2014,1
"SK_2731",NA,NA,"Negative",NA,"M",49.8811,12.935,2014,1
"SK_2732",NA,NA,"Negative",NA,"M",49.8811,12.935,2014,1
"SK_2733",NA,NA,"Negative",NA,"F",49.8811,12.935,2014,NA
"SK_2734",NA,NA,"Negative",NA,"M",50.0692,13.3842,2014,NA
"SK_2735",NA,NA,"Negative",NA,"M",50.1058,12.3975,2014,0.833333333333333
"SK_2736",NA,NA,"Negative",NA,"F",50.0281,13.3781,2014,NA
"SK_2737",NA,NA,"Negative",NA,"F",50.1419,13.1764,2014,NA
"SK_2738",NA,NA,"Negative",NA,"F",50.1419,13.1764,2014,NA
"SK_2739",NA,NA,"Negative",NA,"F",49.8811,12.935,2014,NA
"SK_2740",NA,NA,"Negative",NA,"M",50.1197,12.2503,2014,0
"SK_2741",NA,NA,"Negative",NA,"M",49.9169,13.0489,2014,1
"SK_2742",NA,NA,"Negative",NA,"F",49.8825,11.72,2014,0
"SK_2743",NA,NA,"Negative",NA,"F",49.8825,11.72,2014,0
"SK_2744",NA,NA,"Negative",NA,"M",49.9169,13.0489,2014,0.833333333333333
"SK_2745",NA,NA,"Negative",NA,"M",49.9942,13.0531,2014,NA
"SK_2746",NA,NA,"Negative",NA,"F",50.1197,12.2503,2014,0
"SK_2747",NA,NA,"Negative",NA,"F",50.1197,12.2503,2014,0
"SK_2748",NA,NA,"Negative",NA,"M",50.0347,12.2831,2014,0.166666666666667
"SK_2749",NA,NA,"Negative",NA,"M",50.0347,12.2831,2014,0
"SK_2750",NA,NA,"Negative",NA,"F",50.1938888889,12.3933333333,2014,NA
"SK_2751",NA,NA,"Negative",NA,"F",49.9169,13.0489,2014,NA
"SK_2752",NA,NA,"Negative",NA,"F",49.5636111111,12.5175,2014,NA
"SK_2753",NA,NA,"Negative",NA,"M",49.5636111111,12.5175,2014,0
"SK_2754",NA,NA,"Negative",NA,"F",49.9169,13.0489,2014,NA
"SK_2755",NA,NA,"Negative",NA,"F",49.9942,13.0531,2014,NA
"SK_2756",NA,NA,"Negative",NA,"M",50.0692,13.3842,2014,NA
"SK_2757",NA,NA,"Negative",NA,"F",50.0347,12.2831,2014,0.166666666666667
"SK_2758",NA,NA,"Negative",NA,"M",49.9942,13.0531,2014,NA
"SK_2759",NA,NA,"Negative",NA,"F",49.9914,12.2331,2014,NA
"SK_2760",NA,NA,"Negative",NA,"F",49.9944,13.0539,2014,NA
"SK_2761",NA,NA,"Negative",NA,"F",49.9944,13.0539,2014,NA
"SK_2762",NA,NA,"Negative",NA,"F",50.1147,12.4703,2014,0.75
"SK_2763",NA,NA,"Negative",NA,"F",50.0347,12.2831,2014,0.166666666666667
"SK_2764",NA,NA,"Negative",NA,"M",50.1975,12.3894444444,2014,0
"SK_2765",NA,NA,"Negative",NA,"M",50.1975,12.3894444444,2014,0
"SK_2766",NA,NA,"Negative",NA,"F",50.1975,12.3894444444,2014,0.2
"SK_2767",NA,NA,"Negative",NA,"F",50.1975,12.3894444444,2014,0.583333333333333
"SK_2768",NA,NA,"Negative",NA,"M",49.8825,11.72,2014,0
"SK_2769",NA,NA,"Negative",NA,"M",49.8825,11.72,2014,0
"SK_2770",NA,NA,"Negative",NA,"F",50.135,12.5828,2014,0.75
"SK_2771",NA,NA,"Negative",NA,"F",50.135,12.5828,2014,1
"SK_2772",NA,NA,"Negative",NA,"M",50.1019,12.2128,2014,0
"SK_2773",NA,NA,"Negative",NA,"M",50.1019,12.2128,2014,0
"SK_2774",NA,NA,"Negative",NA,"F",50.1347222222,12.5977777778,2014,1
"SK_2775",NA,NA,"Negative",NA,"F",50.0691666667,13.3841666667,2014,NA
"SK_2776",NA,NA,"Negative",NA,"M",50.0133,12.2578,2014,0
"SK_2777",NA,NA,"Negative",NA,"M",50.1347222222,12.5977777778,2014,1
"SK_2778",NA,NA,"E_vermiformis",NA,"F",50.0691666667,13.3841666667,2014,NA
"SK_2779",NA,NA,"Negative",NA,"F",50.2113888889,12.5797222222,2014,1
"SK_2780",NA,NA,"Negative",NA,"F",50.2113888889,12.5797222222,2014,NA
"SK_2781",NA,NA,"Negative",NA,"F",50.1975,12.3894444444,2014,0.583333333333333
