"Mouse_ID","delta_ct_cewe_MminusE","Ct_Mus","Ct1_Mus","Ct2_Mus","Ct3_Mus","Ct_Eim","Ct1_Eim","Ct2_Eim","Ct3_Eim","Tm1_Mus","Tm2_Mus","Tm3_Mus","Tm4_Mus","Tm1_Eim","Tm2_Eim","Tm3_Eim","Tm4_Eim","Ct_StDev_Mus","Ct_StDev_Eim","plate"
"AA_0902",3.7289214263066,25.0028048216064,24.6682961056453,24.6682961056453,24.6682961056453,21.2738833952998,21.2837413235509,21.2837413235509,21.2837413235509,80.0793380737305,NA,NA,NA,74.9446868896484,NA,NA,NA,0.292774634816455,0.0812486806686342,"qPCR_eimeria_field_CEWE_JK_04032022.eds"
"AA_0903",-7.7328740910834,22.228532391977,21.9999884850385,21.9999884850385,21.9999884850385,29.9614064830604,30.2863238496312,30.2863238496312,30.2863238496312,80.4087142944336,NA,NA,NA,74.3446273803711,NA,NA,NA,0.222599414796718,0.327696922023377,"qPCR_eimeria_field_CEWE_JK_04032022.eds"
"AA_0906",-10.7246879023509,23.8361976796603,24.0713571163663,24.0713571163663,24.0713571163663,34.5608855820112,34.1853748519893,34.1853748519893,34.1853748519893,80.2574920654297,NA,NA,NA,82.2003631591797,NA,NA,NA,0.211702108742306,0.844968664309425,"qPCR_eimeria_field_CEWE_JK_04032022.eds"
"AA_0907",-9.1816981955976,24.6168164629109,24.5899644453083,24.5899644453083,24.5899644453083,33.7985146585085,34.4295177245411,34.4295177245411,34.4295177245411,80.1062698364258,NA,NA,NA,78.4235687255859,82.3514404296875,89.6028900146484,NA,0.124590481229797,0.595946179546604,"qPCR_eimeria_field_CEWE_JK_04032022.eds"
"AA_0908",-9.961012664607,26.4563053973703,26.531008791459,26.531008791459,26.531008791459,36.4173180619773,36.2164432587271,36.2164432587271,36.2164432587271,80.1062698364258,NA,NA,NA,79.1789245605469,72.8339080810547,NA,NA,0.0768608489660933,0.360592633622485,"qPCR_eimeria_field_CEWE_JK_04032022.eds"
"AA_0909",-11.8185187529903,23.2177202983953,23.3498210466965,23.3498210466965,23.3498210466965,35.0362390513856,34.1139106739672,34.1139106739672,34.1139106739672,80.1062698364258,NA,NA,NA,78.8767852783203,NA,NA,NA,0.119336936587581,0.806978817639425,"qPCR_eimeria_field_CEWE_JK_04032022.eds"
"AA_0910",-7.6817930724663,24.5301807050383,24.1601790751619,24.1601790751619,24.1601790751619,32.2119737775046,32.0167274309137,32.0167274309137,32.0167274309137,80.0829772949219,NA,NA,NA,83.1039199829102,79.9319305419922,77.0620269775391,NA,0.325646976248794,0.169755339803612,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0911",-6.7028346964946,25.624354555345,25.0861947333105,25.0861947333105,25.0861947333105,32.3271892518396,31.6644021019429,31.6644021019429,31.6644021019429,79.9319305419922,72.0815277099609,NA,NA,79.6298370361328,82.9528732299805,62.1083602905273,NA,0.470710700697261,0.5763766761371,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0912",-3.4653881403264,24.8936771652757,24.4602845345718,24.4602845345718,24.4602845345718,28.3590653056021,30.3527821095805,30.3527821095805,30.3527821095805,79.7808837890625,NA,NA,NA,79.6298370361328,NA,NA,NA,0.37860701693185,1.72753348786316,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0913",-7.7431801759854,25.8277541241255,25.329529480963,25.329529480963,25.329529480963,33.5709343001109,32.5728900218684,32.5728900218684,32.5728900218684,79.4787902832031,NA,NA,NA,79.4787902832031,79.0256423950195,NA,NA,0.433433528027002,0.939141935331079,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0914",-6.7046941517907,24.6344989994871,23.9914140411883,23.9914140411883,23.9914140411883,31.3391931512778,31.1855136402189,31.1855136402189,31.1855136402189,79.7808837890625,NA,NA,NA,79.7808837890625,62.259407043457,82.6507797241211,91.4115142822266,0.612969731169509,0.18678773194589,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0915",-6.4601251399206,24.9207638368328,24.3418557702309,24.3418557702309,24.3418557702309,31.3808889767534,31.3928317667515,31.3928317667515,31.3928317667515,79.9319305419922,NA,NA,NA,82.4997329711914,82.6507797241211,61.9573135375977,79.9319305419922,0.509233369674578,0.150525370607752,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0916",-7.897633329138,24.3574661397592,24.3681579086392,24.3681579086392,24.3681579086392,32.2550994688972,32.3509247878032,32.3509247878032,32.3509247878032,79.9319305419922,NA,NA,NA,81.4423980712891,73.8900451660156,62.7125473022461,79.7808837890625,0.0768732044731159,0.279010498919714,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0918",-7.6257029791629,25.4648087287467,24.8666032266049,24.8666032266049,24.8666032266049,33.0905117079096,32.5754972951232,32.5754972951232,32.5754972951232,79.9319305419922,NA,NA,NA,80.0829772949219,82.9528732299805,NA,NA,0.540893699633936,0.479218384655313,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0919",-6.9375889610748,26.0003485174054,25.6456926669313,25.6456926669313,25.6456926669313,32.9379374784802,33.0336920484326,33.0336920484326,33.0336920484326,79.9583587646484,NA,NA,NA,82.8102722167969,75.1037139892578,NA,NA,0.328258403859727,0.775249725428487,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0920",-8.0080060683033,22.8674519599857,22.7453233413417,22.7453233413417,22.7453233413417,30.875458028289,30.6287974933675,30.6287974933675,30.6287974933675,79.9583587646484,NA,NA,NA,82.508056640625,79.5046005249023,62.1106262207031,NA,0.144319595672905,0.226331213273345,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0921",-7.4397577109586,23.2264754961212,23.3156161140727,23.3156161140727,23.3156161140727,30.6662332070798,31.4696366596944,31.4696366596944,31.4696366596944,79.8070983886719,NA,NA,NA,79.6369857788086,76.6148071289062,62.2594375610352,79.3347702026367,0.0780085421040004,0.738171969767055,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0922",-6.9771895933549,24.2776321558663,24.1340783088267,24.1340783088267,24.1340783088267,31.2548217492212,30.8875721367981,30.8875721367981,30.8875721367981,79.9583587646484,NA,NA,NA,82.8102722167969,79.4858779907227,62.2594375610352,NA,0.125707861170764,0.331633687491717,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0923",-6.3480185730828,23.4019639239328,23.1322271683046,23.1322271683046,23.1322271683046,29.7499824970156,30.2656794855206,30.2656794855206,30.2656794855206,79.9583587646484,NA,NA,NA,81.148078918457,88.7035369873047,79.0325469970703,91.7257080078125,0.24783266404304,0.447556821018381,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0924",-7.0086125157496,24.7570176912066,24.5077868582134,24.5077868582134,24.5077868582134,31.7656302069562,31.8473063831094,31.8473063831094,31.8473063831094,79.8070983886719,NA,NA,NA,79.7880935668945,62.4105491638184,73.8948364257812,NA,0.222115664531869,0.0779473297459493,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0925",-4.8292464369416,27.7606463274962,26.8216889540152,26.8216889540152,26.8216889540152,32.5898927644378,32.8395931669021,32.8395931669021,32.8395931669021,79.8070983886719,NA,NA,NA,80.5436401367188,78.8995895385742,NA,NA,0.821968775303855,0.594789080495023,"qPCR_eimeria_field_CEWE_JK_28022022.eds"
"AA_0926",-12.1502599508574,20.8108393711765,21.2258220559329,21.2258220559329,21.2258220559329,32.9610993220339,33.3064398432422,33.3064398432422,33.3064398432422,81.3329849243164,NA,NA,NA,78.8677597045898,77.954460144043,73.3879623413086,91.3495178222656,0.59952287918868,0.614001221750094,"qPCR_eimeria_field_CEWE_JK_04032022_2.eds"
"AA_0927",-8.7741013670041,25.1981412581492,24.8316670669509,24.8316670669509,24.8316670669509,33.9722426251533,34.282258381054,34.282258381054,34.282258381054,79.9108123779297,NA,NA,NA,80.0617065429688,75.2332611083984,NA,NA,0.321483052658003,0.284886724479156,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0928",-8.64337586224971,25.0438239171368,24.5150480186009,24.5150480186009,24.5150480186009,33.6871997793865,32.9231210345908,32.9231210345908,32.9231210345908,80.0617065429688,NA,NA,NA,83.079475402832,73.8752593994141,NA,NA,0.459110595820948,0.661893565736907,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0931",-7.5694162086617,25.9802882165643,25.7275904520434,25.7275904520434,25.443228980756,33.549704425226,32.9575074676512,32.9575074676512,32.9575074676512,79.6090393066406,NA,NA,NA,81.2688140869141,78.8545913696289,NA,NA,0.357368605766753,0.560572441862862,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0932",-8.0532511292364,24.2235857025533,23.7573877880173,23.7573877880173,23.7573877880173,32.2768368317897,32.4791515940139,32.4791515940139,32.4791515940139,79.6090393066406,NA,NA,NA,82.9285888671875,73.573486328125,78.7037048339844,62.2568283081055,0.429398990172658,0.176941953420375,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0933",0.720472484629699,32.6822525090517,34.2871022833253,34.2871022833253,34.2871022833253,31.961780024422,32.0437765473293,32.0437765473293,32.0437765473293,79.7599258422852,66.4840469360352,NA,NA,82.777702331543,78.5528106689453,NA,NA,2.69176971528569,0.149689308311263,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0934",-6.5644805395684,26.1361902135473,25.5962572476312,25.5962572476312,25.5962572476312,32.7006707531157,32.2193810487023,32.2193810487023,32.2193810487023,79.4581451416016,NA,NA,NA,77.1948165893555,82.9285888671875,NA,NA,0.471068391916353,0.474232795514315,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0935",-7.2804413351269,25.6730162382055,24.871959707941,24.871959707941,24.871959707941,32.9534575733324,32.8453807090252,32.8453807090252,32.8453807090252,79.4907760620117,NA,NA,NA,82.9393615722656,78.86328125,62.407958984375,73.8985061645508,0.734007814827658,0.0952112753314336,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0936",-6.4980703078257,22.0733755683647,21.9162548804981,21.9162548804981,21.9162548804981,28.5714458761904,28.0677155175264,28.0677155175264,28.0677155175264,79.7930603027344,NA,NA,NA,74.9381561279297,NA,NA,NA,0.189288603075617,0.451900735794136,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0938",-8.1947649147567,26.3638233584217,25.8641789238372,25.8641789238372,25.8641789238372,34.5585882731784,34.0480150816057,34.0480150816057,34.0480150816057,79.6419219970703,NA,NA,NA,82.7883987426758,73.2775268554688,79.6181106567383,89.8838119506836,0.575738690604428,0.442364747414422,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0939",-0.422415371591999,24.6033693184851,24.4264959122821,24.4264959122821,24.4264959122821,25.0257846900771,24.7303215918986,24.7303215918986,24.0043743881425,79.944206237793,NA,NA,NA,75.3910522460938,NA,NA,NA,0.165386542151319,0.417847920624694,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0940",-7.9023655171775,26.0991358669107,25.1986891610848,25.1986891610848,25.1986891610848,34.0015013840882,33.3451435846359,33.3451435846359,33.3451435846359,79.944206237793,NA,NA,NA,79.6181106567383,81.2787399291992,92.1483001708984,NA,0.795160377856462,0.620558682523749,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0942",-7.2947169044425,26.066961703455,25.1569254318644,25.1569254318644,25.1569254318644,33.3616786078975,33.2374278710755,33.2374278710755,33.2374278710755,79.944206237793,NA,NA,NA,78.5613479614258,82.7883987426758,NA,NA,0.897018775654973,0.144229735383803,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0943",-8.6931542293026,22.9646819962084,22.6384410595394,22.6384410595394,22.6384410595394,31.657836225511,31.5086103347486,31.5086103347486,31.5086103347486,80.095344543457,NA,NA,NA,79.0142440795898,82.7883987426758,NA,NA,0.323064792019435,0.377424870053344,"qPCR_eimeria_field_CEWE_JK_28022022_2.eds"
"AA_0944",NA,NA,NA,NA,NA,34.9376059490807,34.4395424526061,34.4395424526061,34.4395424526061,62.7312469482422,78.2457122802734,73.2263259887695,90.7181243896484,77.1809921264648,82.9608917236328,72.6179122924805,NA,NA,0.765538255647777,"qPCR_eimeria_field_CEWE_JK_04032022_2.eds"
"AA_0945",NA,NA,NA,NA,NA,33.6950852151645,34.8280652841549,34.8280652841549,34.8280652841549,79.462532043457,67.7506332397461,63.4917602539062,86.0029449462891,78.549919128418,82.9608917236328,78.2457122802734,NA,NA,1.15473576527066,"qPCR_eimeria_field_CEWE_JK_04032022_2.eds"
"AA_0946",-3.7598928869188,29.1779075511974,29.0051956267389,29.0051956267389,29.0051956267389,32.9378004381162,32.001244392897,32.001244392897,32.001244392897,80.2230453491211,NA,NA,NA,78.3978118896484,82.6566848754883,73.9868392944336,NA,0.14960663780457,1.82978009732994,"qPCR_eimeria_field_CEWE_JK_04032022_2.eds"
"AA_0947",-7.9322868511273,27.0327001067567,27.0047522594778,27.0047522594778,27.0047522594778,34.964986957884,34.9122402749427,34.9122402749427,34.9122402749427,80.5272521972656,NA,NA,NA,81.1356582641602,73.3784255981445,NA,NA,0.0869565347902623,0.423920687957293,"qPCR_eimeria_field_CEWE_JK_04032022_2.eds"
