"Mouse_ID","Target","Task","Reporter","Amp Status","Amp Score","Cq Confidence","ILWE_Crypto_Ct","Cq SD","Threshold","Auto Baseline","Baseline Start","Baseline End","plate","ILWE_Crypto_Ct1","ILWE_Crypto_Ct2","ILWE_Crypto_Ct3"
"AA_0806","Unknown","UNKNOWN","FAM","No Amp",0.592363771559093,0,0,NA,0.0926475283105291,"TRUE",3,35,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0807","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0808","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.269380199710307,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0811","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0815","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0820","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0821","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.211462620160383,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0821","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.211462620160383,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate2.eds",NA,37.9669167207965,NA
"AA_0823","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0827","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,35.9002908306369,NA
"AA_0828","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.265073790415862,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate5.eds",NA,NA,NA
"AA_0830","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.265073790415862,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate5.eds",NA,NA,NA
"AA_0837","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0844","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.211462620160383,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0845","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0846","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.269380199710307,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0847","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.269380199710307,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0848","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate4.eds",NA,NA,NA
"AA_0849","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0850","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.211462620160383,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0851","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.211462620160383,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0852","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0853","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.269380199710307,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0854","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
"AA_0855","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0856","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0857","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.12809791932362,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0858","Unknown","UNKNOWN","FAM","Amp",1.35266779819605,0.98227087646961,34.65,0.81105744045226,0.109382531076156,"TRUE",3,30,"HZ21_ILWE_Crypto_Plate1.eds",34.1864244066255,35.5859440336897,34.175936991908
"AA_0859","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0860","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0861","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0862","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,36.4158850892615
"AA_0863","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0865","Unknown","UNKNOWN","FAM","Amp",1.19702275104846,0.944729099306182,35.39,0.624427702566147,0.109382531076156,"TRUE",3,31,"HZ21_ILWE_Crypto_Plate1.eds",35.835872962783,34.9527988370928,NA
"AA_0866","Unknown","UNKNOWN","FAM","Amp",1.42248627075042,0.984838967744262,32.08,0.494620480029419,0.109382531076156,"TRUE",3,28,"HZ21_ILWE_Crypto_Plate1.eds",31.5952994985869,32.0580941565079,32.5838718972922
"AA_0867","Unknown","UNKNOWN","FAM","Amp",1.28311153711632,0.971187321241815,32.59,0.319301427231317,0.109382531076156,"TRUE",3,27,"HZ21_ILWE_Crypto_Plate1.eds",32.7160832648956,32.2217410214714,32.8190257162842
"AA_0868","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0869","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0870","Unknown","UNKNOWN","FAM","Inconclusive",1.04389998891071,0.956973663086416,36.22,0.902453522943402,0.109382531076156,"TRUE",3,33,"HZ21_ILWE_Crypto_Plate1.eds",37.2520300870097,35.6061879595339,35.7874939893238
"AA_0871","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0872","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0873","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0874","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0875","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0876","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0877","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0878","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0879","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0880","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0881","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0882","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.109382531076156,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate1.eds",NA,NA,NA
"AA_0883","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0884","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0885","Unknown","UNKNOWN","FAM","Amp",0.937734655308133,0.856111596554197,35.67,1.5650050121517,0.0625138037451984,"TRUE",3,33,"HZ21_ILWE_Crypto_Plate2.eds",36.7765719244464,34.5633206110799,NA
"AA_0886","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0887","Unknown","UNKNOWN","FAM","No Amp",0.745938845165954,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,37.1177250905295
"AA_0888","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0889","Unknown","UNKNOWN","FAM","No Amp",0.572503025307802,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,37.8260919561614,38.3498712646538
"AA_0890","Unknown","UNKNOWN","FAM","No Amp",0,0,0,1.40970639582507,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,38.1726683400456,36.1790424361053
"AA_0891","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0892","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0893","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0894","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0895","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0896","Unknown","UNKNOWN","FAM","Amp",1.33942914463794,0.933838209641322,32.83,0.257873887180954,0.0625138037451984,"TRUE",3,30,"HZ21_ILWE_Crypto_Plate2.eds",32.5763976330559,33.0920042848409,32.8237529664988
"AA_0897","Unknown","UNKNOWN","FAM","No Amp",0,0,0,1.19824430446227,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,34.0169505529746,35.7115238993816
"AA_0898","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0899","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0900","Unknown","UNKNOWN","FAM","Amp",1.36848350470622,0.96986739370492,28.92,0.138587155104872,0.0625138037451984,"TRUE",3,24,"HZ21_ILWE_Crypto_Plate2.eds",28.7734386016826,28.9375823477101,29.0489318325142
"AA_0901","Unknown","UNKNOWN","FAM","Amp",1.37954116412193,0.975647743992658,29.69,0.476534557603964,0.0625138037451984,"TRUE",3,26,"HZ21_ILWE_Crypto_Plate2.eds",29.1443381429902,29.9511977520032,29.9870727759236
"AA_0902","Unknown","UNKNOWN","FAM","Amp",1.36498037016501,0.985537598033321,32.47,0.0466918050876747,0.0625138037451984,"TRUE",3,29,"HZ21_ILWE_Crypto_Plate2.eds",32.4484801108174,32.4389440965141,32.5241619160367
"AA_0903","Unknown","UNKNOWN","FAM","Amp",1.3457008516807,0.9616273804333,33.56,0.555250892289845,0.0625138037451984,"TRUE",3,30,"HZ21_ILWE_Crypto_Plate2.eds",33.2580127564535,34.2059553175633,33.2310206293684
"AA_0904","Unknown","UNKNOWN","FAM","Inconclusive",0.682918311763039,0,39.82,NA,0.0625138037451984,"TRUE",3,35,"HZ21_ILWE_Crypto_Plate2.eds",39.8248853359223,NA,NA
"AA_0905","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0906","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0907","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0908","Unknown","UNKNOWN","FAM","Amp",1.32331640057193,0.954740422115189,33.17,0.367202150842855,0.0625138037451984,"TRUE",3,29,"HZ21_ILWE_Crypto_Plate2.eds",33.4540604428923,33.2949703245074,32.7536047545229
"AA_0909","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0910","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0911","Unknown","UNKNOWN","FAM","Amp",1.32141141780786,0.927903964427747,33.92,0.293838632045544,0.0625138037451984,"TRUE",3,30,"HZ21_ILWE_Crypto_Plate2.eds",33.6583124739416,34.2389879771278,33.870321462958
"AA_0912","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0625138037451984,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate2.eds",NA,NA,NA
"AA_0913","Unknown","UNKNOWN","FAM","Amp",1.246604929194,0.953985735071677,34.79,0.896124300400718,0.0625138037451984,"TRUE",3,29,"HZ21_ILWE_Crypto_Plate2.eds",34.7401334578503,33.9272810801298,35.7170255781047
"AA_0914","Unknown","UNKNOWN","FAM","Amp",1.04703607487128,0.876472885185425,36.87,1.71056764088684,0.0625138037451984,"TRUE",3,32,"HZ21_ILWE_Crypto_Plate2.eds",35.7431304995943,38.833955981331,36.0184159463568
"AA_0915","Unknown","UNKNOWN","FAM","Amp",1.31046563449529,0.964091013685051,34.4,0.0843947554977998,0.0946994270745458,"TRUE",3,31,"HZ21_ILWE_Crypto_Plate3.eds",34.4513485689363,34.4523067916944,34.3056540314485
"AA_0916","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0917","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0918","Unknown","UNKNOWN","FAM","Inconclusive",1.01465516007951,0.951286316897083,37.15,0.394269143970073,0.0946994270745458,"TRUE",3,33,"HZ21_ILWE_Crypto_Plate3.eds",37.3495913183237,37.401655806451,36.6942195409233
"AA_0919","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0920","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0921","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0922","Unknown","UNKNOWN","FAM","Amp",1.07793342406077,0.933544949002782,36.25,0.279553064096164,0.0946994270745458,"TRUE",3,32,"HZ21_ILWE_Crypto_Plate3.eds",36.444296557822,NA,36.0489488231732
"AA_0923","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0924","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0925","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0926","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,21,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0927","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0928","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0929","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0930","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0931","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0932","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0933","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0934","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0935","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0936","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0937","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0938","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0939","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0940","Unknown","UNKNOWN","FAM","Amp",1.35916582064612,0.962180119550065,32.51,0.333601674095693,0.0946994270745458,"TRUE",3,28,"HZ21_ILWE_Crypto_Plate3.eds",32.7473282244006,32.6546105459686,32.128760677668
"AA_0942","Unknown","UNKNOWN","FAM","Amp",1.39984973658475,0.956333734642756,31.54,0.267015157438775,0.0946994270745458,"TRUE",3,27,"HZ21_ILWE_Crypto_Plate3.eds",31.3404443580702,31.8464468762443,31.4455863205009
"AA_0943","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",35.1485342565611,36.3505788293128,NA
"AA_0944","Unknown","UNKNOWN","FAM","Amp",1.36818954187899,0.977647847345461,32.94,0.287761818309347,0.0946994270745458,"TRUE",3,28,"HZ21_ILWE_Crypto_Plate3.eds",32.8225305572633,32.7229903648224,33.2636671780446
"AA_0945","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0946","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0946994270745458,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate3.eds",NA,NA,NA
"AA_0947","Unknown","UNKNOWN","FAM","Inconclusive",1.00948368590041,0.909269351190909,37.03,NA,0.0946994270745458,"TRUE",3,33,"HZ21_ILWE_Crypto_Plate3.eds",37.0344143050475,NA,NA
"AA_0948","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0533240841718015,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate4.eds",NA,NA,NA
"AA_0949","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0533240841718015,"TRUE",3,39,"HZ21_ILWE_Crypto_Plate4.eds",NA,NA,NA
"AA_0683","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0926475283105291,"TRUE",3,39,"HZ19_ILWE_Crypto_Plate6.eds",NA,NA,NA
