Mouse_ID,Transect,State,Code,GPS.latitude,GPS.longitude,Year,Sex,HI,Species,Ectoparasites(TRUE),Eimeria_atleasforonedetectionmethod,Wormspresence,Hymenolepis_microstoma,Hymenolepis_diminuta,Catenotaenia_pusilla,Cysticercus,Taenia_martis,Mesocestoides_litteratus,Mastophorus_muris,Trichuris_muris,Heterakis,Syphacia_obvelata,Aspiculuris_tetraptera,Syphacia_Aspiculuris,S_A,
AA_0197,HZ_BR,Germany,E_MA20,52.33087,14.125579,2016,F,0.88,mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,37,37,
AA_0198,HZ_BR,Germany,E_AMR1,53.94694,13.449635,2016,M,0.79,mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0199,HZ_BR,Germany,E_AD23,53.39927,13.164659,2016,F,0.84,mus musculus,FALSE,TRUE,TRUE,0,0,1,0,0,0,0,0,0,0,65,0,65,
AA_0200,HZ_BR,Germany,E_AD23,53.39927,13.164659,2016,M,0.85,mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,34,0,0,0,0,0,
AA_0201,HZ_BR,Germany,E_AD23,53.39927,13.164659,2016,F,0.96,mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,31,0,0,0,0,0,
AA_0202,HZ_BR,Germany,E_AD23,53.39927,13.164659,2016,M,0.95,mus musculus,FALSE,FALSE,TRUE,0,0,6,0,0,0,0,24,0,2,0,0,2,
AA_0203,HZ_BR,Germany,E_ST18,53.04789,13.445741,2016,F,0.72,mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,8,0,0,8,
AA_0204,HZ_BR,Germany,E_AD23,53.39927,13.164659,2016,M,0.9,mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,4,0,0,0,37,37,
AA_0205,HZ_BR,Germany,E_ST18,53.04789,13.445741,2016,F,0.64,mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0206,HZ_BR,Germany,E_AD23,53.39927,13.164659,2016,M,0.85,mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,49,0,7,0,0,7,
AA_0207,HZ_BR,Germany,E_MO12,52.46215,14.062102,2016,F,0.64,mus musculus,TRUE,TRUE,TRUE,1,0,0,0,0,0,0,0,0,0,76,0,76,
AA_0208,HZ_BR,Germany,E_ST18,53.04789,13.445741,2016,F,0.76,mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,5,0,0,5,
AA_0209,HZ_BR,Germany,E_MO12,52.46215,14.062102,2016,F,0.74,mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0210,HZ_BR,Germany,LETS38,52.50566,14.321733,2016,F,0.71,mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,12,0,0,12,
AA_0211,HZ_BR,Germany,E_MA20,52.33087,14.125579,2016,F,0.82,mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,114,114,
AA_0237,HZ_BR,Germany,DANE22,52.27339,13.6664,2017,F,0,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0238,HZ_BR,Germany,NA,52.85905,13.789663,2017,F,0.12,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0239,HZ_BR,Germany,NA,52.85905,13.789663,2017,M,0.21,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0240,HZ_BR,Germany,BUCHH,52.25844,13.7881,2017,F,0.24,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0241,HZ_BR,Germany,NA,52.42788,14.0101667,2017,F,0.84,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,75,0,0,75,
AA_0242,HZ_BR,Germany,NA,52.07371,14.036785,2017,M,0.9,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0243,HZ_BR,Germany,BRITZ2,52.28875,13.8119,2017,M,0.85,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,5,0,0,5,
AA_0244,HZ_BR,Germany,MARIE,52.22458,13.5994,2017,F,0.08,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,26,0,0,26,
AA_0245,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,M,0.1,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,21,0,0,21,
AA_0246,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0.16,Mus musculus,TRUE ,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0247,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,M,0,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,10,0,0,10,
AA_0248,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0249,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,M,0,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0250,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,M,0,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0251,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,20,0,0,20,
AA_0252,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,M,0.05,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,7,0,0,7,
AA_0253,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0.1,Mus musculus,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0254,HZ_BR,Germany,MARIE,52.22458,13.5994,2017,M,0,Mus musculus,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0255,HZ_BR,Germany,MARIE,52.22458,13.5994,2017,M,0,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,40,0,0,40,
AA_0256,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0.16,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,46,0,0,0,0,0,0,
AA_0257,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,M,0,Mus musculus,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0258,HZ_BR,Germany,SCHEN8h,52.22747,13.5905,2017,F,0.16,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,6,0,0,6,
AA_0259,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0.08,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,1,
AA_0260,HZ_BR,Germany,BESTE6,52.22225,13.6025,2017,F,0,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,9,0,0,9,
AA_0261,HZ_BR,Germany,MARIE,52.22458,13.5994,2017,M,0,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,4,0,0,0,0,
AA_0262,HZ_BR,Germany,MARIE,52.22458,13.5994,2017,F,0,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,20,0,0,20,
AA_0263,HZ_BR,Germany,MARIE,52.22458,13.5994,2017,F,0,Mus musculus,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,2,1,8,0,0,8,
AA_0264,HZ_BR,Germany,ERKNKI,52.23989,13.7581,2017,M,0.22,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0265,HZ_BR,Germany,NA,52.84336,13.760233,2017,M,0.1,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0266,HZ_BR,Germany,NA,52.88854,14.0506342,2017,F,0.96,Mus musculus,NA,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,
AA_0267,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,F,0.08,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0268,HZ_BR,Germany,NA,52.42473,13.70713,2017,M,0.15,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,2,9,0,12,0,0,12,
AA_0269,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,M,0.62,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0270,HZ_BR,Germany,NA,52.42473,13.70713,2017,F,0.44,Mus musculus,TRUE,FALSE,TRUE,0,0,2,0,0,0,0,9,0,0,85,0,85,
AA_0271,HZ_BR,Germany,NA,52.96941,13.535213,2017,F,0.67,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0272,HZ_BR,Germany,NA,52.96941,13.535213,2017,M,0.38,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0273,HZ_BR,Germany,NA,52.96941,13.535213,2017,M,0.28,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0274,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,F,0.67,Mus musculus,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0275,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,F,0.62,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0276,HZ_BR,Germany,NA,52.96941,13.535213,2017,M,0.33,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0277,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,M,0.31,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0278,HZ_BR,Germany,NA,52.96941,13.535213,2017,F,0.23,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0279,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,M,1,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0280,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,F,0.6,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0281,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,M,0.21,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0282,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,M,0.17,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0283,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,F,0.08,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0284,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,F,0.27,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0285,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,M,0.18,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0286,HZ_BR,Germany,NA,52.74656,13.777103,2017,F,0.04,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0287,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,M,0.9,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0288,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,M,0.81,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,3,0,0,3,
AA_0289,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,M,0.95,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0290,HZ_BR,Germany,GIEL68,52.26053,13.8756,2017,F,0.87,Mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0291,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,F,0.16,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0292,HZ_BR,Germany,SCHORFHOF,52.21731,13.547089,2017,F,0.12,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0293,HZ_BR,Germany,NA,53.31406,13.7586,2017,F,0.88,,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0294,HZ_BR,Germany,NA,52.91376,14.116181,2017,M,0.7,,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0295,HZ_BR,Germany,NA,52.91376,14.116181,2017,M,0.9,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0296,HZ_BR,Germany,NA,52.38064,14.095413,2017,M,0.95,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0297,HZ_BR,Germany,NA,52.91376,14.116181,2017,F,0.8,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,96,17,0,0,0,0,
AA_0298,HZ_BR,Germany,NA,52.38064,14.095413,2017,F,0.76,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,18,0,0,18,
AA_0299,HZ_BR,Germany,NA,52.38064,14.095413,2017,M,0.89,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,83,24,0,5,0,5,
AA_0300,HZ_BR,Germany,NA,52.91376,14.116181,2017,F,0.88,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,86,17,0,0,0,0,
AA_0301,HZ_BR,Germany,NA,52.38064,14.095413,2017,F,0.78,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,49,0,0,0,0,
AA_0302,HZ_BR,Germany,NA,52.96944,13.677066,2017,M,0.39,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0303,HZ_BR,Germany,NA,52.42982,13.867386,2017,M,0.2,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,137,0,0,137,
AA_0304,HZ_BR,Germany,NA,52.96944,13.677066,2017,F,0.52,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,4,0,0,4,
AA_0305,HZ_BR,Germany,NA,52.96941,13.535213,2017,F,0.2,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0306,HZ_BR,Germany,NA,52.42982,13.867386,2017,M,0.26,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,17,0,0,17,
AA_0307,HZ_BR,Germany,NA,52.42982,13.867386,2017,F,0.12,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,43,0,0,43,
AA_0308,HZ_BR,Germany,NA,52.42982,13.867386,2017,M,0.3,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,1,
AA_0309,HZ_BR,Germany,NA,52.42982,13.867386,2017,F,0.24,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,56,0,0,56,
AA_0310,HZ_BR,Germany,NA,52.38064,14.095413,2017,F,0.8,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,13,0,0,13,
AA_0311,HZ_BR,Germany,NA,52.38064,14.095413,2017,F,0.88,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,5,135,0,0,135,
AA_0312,HZ_BR,Germany,NA,52.38064,14.095413,2017,F,0.96,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,1,0,260,0,0,260,
AA_0313,HZ_BR,Germany,NA,52.96944,13.677066,2017,F,0,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,5,0,0,5,
AA_0314,HZ_BR,Germany,NA,52.42982,13.867386,2017,M,0.3,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,17,0,0,17,
AA_0315,HZ_BR,Germany,NA,52.96944,13.677066,2017,F,0.48,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0316,HZ_BR,Germany,NA,52.91376,14.116181,2017,M,0.63,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,5,6,0,0,6,
AA_0317,HZ_BR,Germany,NA,52.42982,13.867386,2017,M,0.25,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,18,0,0,18,
AA_0318,HZ_BR,Germany,NA,52.91376,14.116181,2017,F,0.83,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,15,19,76,0,0,76,
AA_0319,HZ_BR,Germany,NA,51.97811,13.809616,2017,F,0.08,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,9,0,0,0,0,0,
AA_0320,HZ_BR,Germany,NA,51.97811,13.809616,2017,M,0.06,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0321,HZ_BR,Germany,NA,53.11991,13.462134,2017,M,0.89,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,37,0,0,37,
AA_0322,HZ_BR,Germany,NA,52.69419,13.834069,2017,M,0.15,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,1,
AA_0323,HZ_BR,Germany,NA,53.11991,13.462134,2017,F,0.83,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0324,HZ_BR,Germany,NA,53.11991,13.462134,2017,F,0.84,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,2,83,0,0,83,
AA_0325,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,M,0.8,Mus musculus,FALSE,TRUE,TRUE,3,0,0,0,0,0,0,0,0,7,0,0,7,
AA_0326,HZ_BR,Germany,NA,53.12478,13.459395,2017,M,0.7,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0327,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.72,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,0,18,0,18,
AA_0328,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.76,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0329,HZ_BR,Germany,NA,51.60206,14.01867,2017,M,1,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0330,HZ_BR,Germany,NA,52.69492,13.99056,2017,M,0.89,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,4,0,4,
AA_0331,HZ_BR,Germany,NA,53.15344,13.478184,2017,F,0.96,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,214,12,0,226,
AA_0332,HZ_BR,Germany,NA,53.15344,13.478184,2017,F,0.96,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,6,7,0,13,
AA_0333,HZ_BR,Germany,NA,53.15344,13.478184,2017,M,0.9,Mus musculus,FALSE,FALSE,TRUE,0,0,6,0,0,0,0,0,0,22,45,0,67,
AA_0334,HZ_BR,Germany,NA,52.82556,14.007385,2017,M,0.95,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0335,HZ_BR,Germany,NA,51.74531,14.054357,2017,F,0.84,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,
AA_0336,HZ_BR,Germany,NA,53.15344,13.478184,2017,M,0.94,Mus musculus,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,0,0,70,0,0,70,
AA_0337,HZ_BR,Germany,NA,52.27667,14.0817,2017,F,0.91,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,4,0,115,66,0,181,
AA_0338,HZ_BR,Germany,NA,52.69419,13.834069,2017,M,0.15,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,
AA_0339,HZ_BR,Germany,NA,53.12478,13.459395,2017,M,0.89,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,136,0,137,
AA_0340,HZ_BR,Germany,NA,53.12478,13.459395,2017,F,0.83,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,7,2,0,9,
AA_0341,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,0.91,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,2,7,0,9,
AA_0342,HZ_BR,Germany,NA,53.12478,13.459395,2017,F,0.84,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,67,0,67,
AA_0343,HZ_BR,Germany,NA,51.60206,14.01867,2017,F,0.76,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0344,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.8,Mus musculus,TRUE,FALSE,TRUE,1,0,0,0,3,0,0,3,1,0,0,0,0,
AA_0345,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,M,0.8,Mus musculus,FALSE,TRUE,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0346,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.74,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,20,0,42,10,0,52,
AA_0347,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,M,0.71,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0348,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,M,0.78,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,15,8,0,0,9,0,9,
AA_0349,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.7,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,18,71,0,0,0,0,0,
AA_0350,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,M,0.75,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,27,0,0,27,
AA_0351,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.6,Mus musculus,FALSE,TRUE,TRUE,1,0,0,0,0,0,29,0,0,0,0,0,0,
AA_0352,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,M,0.8,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,9,0,20,17,0,37,
AA_0353,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.68,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,13,1,0,0,11,0,11,
AA_0354,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.8,Mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0355,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.8,Mus musculus,FALSE,FALSE,TRUE,1,0,0,0,0,0,17,4,0,0,7,0,7,
AA_0356,HZ_BR,Germany,NA,53.12478,13.459395,2017,F,0.44,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0357,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.52,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,54,0,0,54,
AA_0358,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.64,Mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0359,HZ_BR,Germany,NA,53.27386,13.486372,2017,M,0.95,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0360,HZ_BR,Germany,STORK84,53.49615,13.440793,2017,F,0.74,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0361,HZ_BR,Germany,NA,53.27386,13.486372,2017,M,0.94,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0362,HZ_BR,Germany,NA,52.01705,14.144171,2017,M,0.9,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0363,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.2,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0364,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.23,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0365,HZ_BR,Germany,NA,52.71519,13.957859,2017,M,0.55,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0366,HZ_BR,Germany,NA,53.27386,13.486372,2017,M,0.95,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0367,HZ_BR,Germany,NA,52.71519,13.957859,2017,F,0.68,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0368,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,0.92,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,5,0,0,5,
AA_0369,HZ_BR,Germany,NA,53.27386,13.486372,2017,M,0.95,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,57,0,0,57,
AA_0370,HZ_BR,Germany,NA,52.09057,13.876947,2017,F,0.08,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,8,0,0,8,
AA_0371,HZ_BR,Germany,NA,52.71519,13.957859,2017,F,0.8,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0372,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,1,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0373,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.2,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,6,0,0,6,
AA_0374,HZ_BR,Germany,NA,52.74772,14.180929,2017,M,0.55,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,4,0,0,4,
