Mouse_ID;Transect;State;Address;Code;Latitude;Longitude;Sex;Status;Species;Year;Trap_date;Dissection_date;Dissectors;Ectoparasites;Body_weight;Body_length;Tail_length;Spleen;Left_Testis;Right_Testis;Left_epididymis;Seminal_vesicles;Left_ovarium;Right_ovarium;Total;Embryo_left;Embryo_right;Feces;Worms_presence;HM;HD;CP;Cysticercus;Mesocestoides;MM;TM;Heterakis_spumosa;SYP;ASP;Heligmosomoides_polygurus;Notes
AA_0396;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;13.89;77.14;71.84;0.05;NA;NA;NA;NA;NA;NA;NA;0;0;0.01;TRUE;0;0;0;0;0;0;1;0;23;0;0;
AA_0397;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;09. Sep;65.73;58.12;0.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.02;TRUE;0;0;0;0;0;0;4;0;0;0;0;
AA_0398;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;11. Jun;68.72;62.18;0.01;NA;NA;NA;NA;NA;NA;NA;0;0;0.18;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0399;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;TRUE;17.73;85.83;42.77;0.07;NA;NA;NA;NA;NA;NA;NA;0;0;0.28;TRUE;0;0;0;0;0;0;0;0;12;4;0;
AA_0400;HZ_BR;Germany;Beeskower strasse 6 ;NA;52.089.399;14.173.623;female;young;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;Aug 63;64.55;47.5;0.01;NA;NA;NA;NA;NA;NA;NA;0;0;0.3;TRUE;0;0;0;0;0;0;0;0;118;0;0;
AA_0401;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;TRUE;14. Apr;75.24;67.14;0.02;NA;NA;NA;NA;NA;NA;NA;0;0;0.27;TRUE;0;0;0;0;0;1;0;1;14;0;0;
AA_0402;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;20.85;83.73;88.63;0.06;NA;NA;NA;NA;NA;NA;NA;0;0;0.01;TRUE;0;0;0;0;0;3;0;0;0;1;0;
AA_0403;HZ_BR;Germany;Beeskower strasse 6 ;NA;52.089.399;14.173.623;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;TRUE;16;77.24;77.13;0.03;0.0537;0.0532;0.0196;0.0738;NA;NA;NA;NA;NA;0.67;TRUE;0;0;0;0;0;0;0;0;19;0;0;
AA_0404;HZ_BR;Germany;Beeskower strasse 6 ;NA;52.089.399;14.173.623;female;young;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;08. Jun;60.24;54.37;0.02;NA;NA;NA;NA;NA;NA;NA;0;0;0.63;TRUE;0;0;0;0;0;0;0;0;18;0;0;
AA_0405;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;Okt 22;67.59;67.95;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.54;TRUE;0;0;0;0;0;0;0;1;0;0;0;
AA_0406;HZ_BR;Germany;Lychenerstrasse 28 17268 templin;NA;53.127.386;13.486.372;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;13. Apr;73.71;63.71;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.31;TRUE;0;0;0;0;0;0;0;0;20;0;0;necrotic tissues liver
AA_0407;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;male;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;Okt 87;70.13;59.16;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.35;TRUE;0;0;0;0;0;0;0;0;0;3;0;
AA_0408;HZ_BR;Germany;Guhlener dorfstrasse 29 15913 Schwielochser;NA;5.201.705;14.144.171;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;Dez 48;69.31;63.5;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.39;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0409;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;Dez 98;67.4;69.74;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.74;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0410;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;18.45;79.2;72.83;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.18;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0411;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;20.47;85.44;80.07;0.04;NA;NA;NA;NA;NA;NA;NA;0;0;0.88;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0412;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;pregnant;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;22.85;86.27;76.94;0.06;NA;NA;NA;NA;NA;NA;NA;2;0;0.58;TRUE;0;0;0;0;1;0;0;0;0;0;0;
AA_0413;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;TRUE;20. Mrz;84.76;79.89;0.05;NA;NA;NA;NA;NA;NA;NA;0;0;0.16;TRUE;0;0;0;0;0;17;0;0;26;6;0;
AA_0414;HZ_BR;Germany;Rieplos berghof 2 15859 Rieplos (Storkow);NA;52.276.343;13.897.624;female;adult;Mus musculus;2017;15.09.2017;16.09.2017;German;FALSE;20.88;85.22;64.48;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;01. Jun;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0415;HZ_BR;Germany;Sawaller dorfstrasse 10 15848;NA;52.074.772;14.180.929;female;young;Mus musculus;2017;15.09.2017;15.09.2017;Czech;FALSE;Mai 83;55.62;61.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0416;HZ_BR;Germany;Beeskower strasse 6 ;NA;52.089.399;14.173.623;male;adult;Mus musculus;2017;15.09.2017;15.09.2017;Czech;FALSE;Dez 47;75.09;69.89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0417;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;male;young;Mus musculus;2017;16.09.2017;16.09.2017;Czech;FALSE;Aug 44;66.83;70.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0418;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;male;adult;Mus musculus;2017;16.09.2017;16.09.2017;Czech;FALSE;14. Apr;73.11;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0419;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;female;young;Mus musculus;2017;16.09.2017;16.09.2017;Czech;FALSE;08. Jan;61.75;65.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0420;HZ_BR;Germany;Kleinbarmim 28 15320 Alt-Barmim;NA;52.682.267;14.272.369;male;adult;Mus musculus;2017;16.09.2017;16.09.2017;Czech;FALSE;Dez 69;72.44;71.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0421;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;male;adult;Mus musculus;2017;16.09.2017;16.09.2017;Czech;FALSE;15.92;77.13;88.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0422;HZ_BR;Germany;Wriezenerstrasse 38 15324 Letschin;NA;52.650.636;14.321.503;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;16.88;80.69;71.77;0.0366;0.0762;0.0775;0.0235;119;NA;NA;NA;NA;NA;0.29;TRUE;0;0;0;0;0;0;0;0;0;1;0;
AA_0423;HZ_BR;Germany;Wriezenerstrasse 38 15324 Letschin;NA;52.650.636;14.321.503;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;17.24;82.22;75.58;0.0346;0.0785;0.0831;0.0192;0.1239;NA;NA;NA;NA;NA;0.27;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0424;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;female;pregnant;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;21.28;85.97;75.35;0.0268;NA;NA;NA;NA;NA;NA;NA;0;4;01. Nov;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0425;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Dez 48;73.42;71.5;0.0211;NA;NA;NA;NA;0.0034;0.0028;0.0062;0;0;0.16;TRUE;0;0;0;0;0;0;0;0;3;0;0;
AA_0426;HZ_BR;Germany;Wriezenerstrasse 38 15324 Letschin;NA;52.650.636;14.321.503;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;TRUE;16.91;79.85;76.04;0.0183;0.0648;0.0687;0.0193;0.1778;NA;NA;NA;NA;NA;0.35;TRUE;0;0;0;0;0;0;0;0;4;0;0;
AA_0427;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;17.97;82.64;80.03;0.04;0.0774;0.0793;0.0244;0.1106;NA;NA;NA;NA;NA;0.62;TRUE;0;0;0;0;0;0;1;0;11;0;0;
AA_0428;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;female;young;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;11;71.29;71.82;0.0168;NA;NA;NA;NA;NA;NA;NA;0;0;Jan 19;TRUE;0;0;0;0;0;0;0;0;9;0;0;
AA_0429;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;male;young;Mus musculus;2017;16.09.2017;17.09.2017;Czech;TRUE;Nov 67;71.45;76.94;0.0245;0.0421;0.0458;4;0.0073;NA;NA;NA;NA;NA;0.81;TRUE;0;0;0;0;0;0;0;0;34;0;0;
AA_0430;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Okt 31;69.68;68.81;0.0164;0.0378;0.0387;0.0052;0.0059;NA;NA;NA;NA;NA;0.64;TRUE;0;0;0;0;0;0;0;0;10;0;0;
AA_0431;HZ_BR;Germany;Kleinbarmim 28 15320 Alt-Barmim;NA;52.682.237;14.272.369;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Dez 98;73.32;70.77;0.0288;0.0528;0.0543;0.0087;0.0223;NA;NA;NA;NA;NA;0.68;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0432;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Nov 54;73.92;85.25;NA;NA;NA;NA;NA;0.0011;0.0008;0.0019;0;0;0.48;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0433;HZ_BR;Germany;Kleinbarmim 28 15320 Alt-Barmim;NA;52.682.267;14.272.369;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Dez 23;79.78;68.53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Died in cage. Small protocol 
AA_0434;HZ_BR;Germany;Dorfstrasse 28 Wichmanndorf 17268;NA;53.237.406;1.364.217;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;TRUE;13. Jul;73.8;51.59;0.0353;55;0.0562;0.0158;0.0781;NA;NA;NA;NA;NA;0.16;TRUE;0;0;0;0;0;0;1;1;2;0;0;
AA_0435;HZ_BR;Germany;Dorfstrasse 28 Wichmanndorf 17268;NA;53.237.406;1.364.217;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;18.13;79.04;57.54;0.0943;0.0621;0.0641;0.0162;0.1021;NA;NA;NA;NA;NA;0.69;TRUE;6;0;0;0;0;0;0;0;1;55;0;
AA_0436;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;16.31;79.01;73.68;0.0678;NA;NA;NA;NA;0.0046;0.0049;NA;0;0;0.64;TRUE;0;0;0;0;0;0;1;0;0;0;0;
AA_0437;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;male;young;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;05. Mai;53.78;64.5;0.0068;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;TRUE;0;0;0;0;0;0;0;0;4;0;0;
AA_0438;HZ_BR;Germany;Pappelwerder 1 Papp1;NA;532.108;136.506;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Okt 87;67.91;59.4;0.0253;0.0375;0.0399;0.0062;NA;NA;NA;NA;NA;NA;0.32;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0439;HZ_BR;Germany;Lindenstraße 19, 15848 Beeskow, Germany;NA;52.173.734;14.075.887;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;17.88;81.9;80.82;0.0438;0.0594;0.0602;0.0202;0.1434;NA;NA;NA;NA;NA;0.49;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0440;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;TRUE;20.71;91.6;79.56;0.0828;NA;NA;NA;NA;0.0044;0.0062;0.0106;0;0;0.81;TRUE;0;0;0;0;0;0;0;4;0;0;0;
AA_0441;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;13. Aug;76.45;73.74;0.0459;NA;NA;NA;NA;0.0031;0.0025;0.0056;0;0;0.11;TRUE;0;0;0;0;0;0;3;0;0;0;0;
AA_0442;HZ_BR;Germany;Schadow 5 dorfstrasse;NA;52.043.945;14.270.012;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;15.35;77.39;80.3;0.0249;0.0578;0.0605;0.0181;0.1143;NA;NA;NA;NA;NA;0.43;TRUE;0;0;0;0;0;0;0;0;43;0;0;
AA_0443;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;18.96;85.31;74.68;36;0.0764;0.0795;0.0247;0.16;NA;NA;NA;NA;NA;0.26;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0444;HZ_BR;Germany;Schadow 5 dorfstrasse;NA;52.043.945;14.270.012;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;Nov 48;75.92;75.35;0.0179;NA;NA;NA;NA;0.0018;0.0022;4;0;0;0.68;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0445;HZ_BR;Germany;Niewisch 25, 15848 Friedland, Germany;NA;52.075.081;14.227.153;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;Czech;FALSE;16.61;80.85;78.89;35;NA;NA;NA;NA;0.0028;0.0051;0.0079;0;0;0.56;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0446;HZ_BR;Germany;Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim);NA;5.268.668;14.277.127;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Aug 89;69.46;66.28;0.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.23;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0447;HZ_BR;Germany;Kleinbarmim 28 15320 Alt-Barmim;NA;52.682.267;14.272.369;NA;NA;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Jun 22;56.63;48.94;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0448;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;NA;NA;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;09. Mrz;67.17;73.86;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.51;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0449;HZ_BR;Germany;Pappelwerder 1 Papp1;NA;532.108;136.506;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;17.39;81.37;72.45;0.04;0.0181;72;27;161;NA;NA;NA;NA;NA;0.05;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0450;HZ_BR;Germany;Pappelwerder 1 Papp1;NA;532.108;136.506;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;17.64;87.07;71.68;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0451;HZ_BR;Germany;Pappelwerder 1 Papp1;NA;532.108;136.506;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;14. Jan;77.38;68.59;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.2;TRUE;0;0;0;0;0;0;0;2;3;0;0;
AA_0452;HZ_BR;Germany;Pappelwerder 1 Papp1;NA;532.108;136.506;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;Sep 69;65.32;62.24;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.23;TRUE;0;0;0;0;0;0;0;1;2;0;0;
AA_0453;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;13.61;74.75;67.98;0.0246;0.0546;0.0578;0.0128;0.0725;NA;NA;NA;NA;NA;0.19;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0454;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;young;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Aug 99;67.68;62.82;0.02;NA;NA;NA;NA;NA;NA;NA;0;0;0.26 but in the same cage as AA_0463!!!!;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0455;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;13.35;71.54;65.65;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.54;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0456;HZ_BR;Germany;Pappelwerder 1 Papp1;NA;532.108;136.506;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Aug 65;63.38;64.29;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.49;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0457;HZ_BR;Germany;Schadow 5 dorfstrasse;NA;52.043.945;14.270.012;female;young;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Sep 57;64.3;57.78;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.59;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0458;HZ_BR;Germany;Schadow 5 dorfstrasse;NA;52.043.945;14.270.012;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;15.58;75.52;70.29;0.03;NA;NA;NA;NA;NA;NA;NA;0;0;0.58;TRUE;0;0;0;0;0;0;0;0;2;0;0;
AA_0459;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Okt 88;66.45;61.02;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0.53;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0460;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;female;young;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;Mai 32;52.82;59.54;0.01;NA;NA;NA;NA;NA;NA;NA;0;0;0.76;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0461;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;male;adult;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Aug 38;66.85;86.57;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.01;TRUE;0;0;0;0;0;0;0;0;4;0;0;
AA_0462;HZ_BR;Germany;Pappelweg 5 Münchehofe;NA;52.493.842;13.669.169;NA;NA;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;Sep 38;60.92;74.21;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17;TRUE;0;0;0;0;0;0;0;0;9;0;0;
AA_0463;HZ_BR;Germany;Friedländer Ausbau, 15848 Friedland, Germany;NA;52.087.884;1.426.037;female;young;Mus musculus;2017;16.09.2017;17.09.2017;German;TRUE;13.56;72.16;58.9;0.05;NA;NA;NA;NA;NA;NA;NA;0;0;0.01;TRUE;0;0;0;0;0;0;26;0;0;0;0;
AA_0464;HZ_BR;Germany;Lettberger Str. 94, 12355 Berlin, Germany;NA;52.410.749;13.518.458;female;pregnant;Mus musculus;2017;16.09.2017;17.09.2017;German;FALSE;28.55;88.4;52.28;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
AA_0465;HZ_BR;Germany;Mildenberger Str. 1, 16792 Zehdenick, Germany;NA;529.936;133.047;male;adult;Mus musculus;2017;17.09.2017;18.09.2017;Czech;TRUE;16.78;80.95;84.11;0.0376;0.0715;0.0727;0.0234;0.2007;NA;NA;NA;NA;NA;0.38;TRUE;0;0;0;0;0;0;1;0;3;0;0;white spot on belly
AA_0466;HZ_BR;Germany;Mildenberger Str. 1, 16792 Zehdenick, Germany;NA;529.936;133.047;female;adult;Mus musculus;2017;17.09.2017;18.09.2017;Czech;FALSE;13. Jan;74.57;84.07;0.0808;NA;NA;NA;NA;0.0014;0.0022;0.0036;0;0;0.53;TRUE;0;0;0;0;0;0;2;0;0;0;0;
AA_0467;HZ_BR;Germany;Mildenberger Str. 1, 16792 Zehdenick, Germany;NA;529.936;133.047;female;adult;Mus musculus;2017;17.09.2017;18.09.2017;Czech;TRUE;16. Feb;81.75;86.88;45;NA;NA;NA;NA;0.0063;0.0076;0.0139;0;0;0.5;TRUE;0;0;0;0;0;0;0;2;0;0;0;
AA_0468;HZ_BR;Germany;pappelweg;NA;52.493.864;13.670.403;female;young;Mus musculus;2017;17.09.2017;18.09.2017;Czech;FALSE;Mrz 65;NA;NA;0.0022;NA;NA;NA;NA;NA;NA;NA;0;0;0.22;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0469;HZ_BR;Germany;Three Oak ranch;NA;51.944.782;1.392.511;female;adult;Mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;Dez 73;82;70;21;NA;NA;NA;NA;NA;NA;NA;0;0;444;FALSE;0;0;0;0;0;0;0;0;0;0;0;
AA_0470;HZ_BR;Germany;Three Oak ranch;NA;51.944.782;1.392.511;female;adult;Mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;13.5;78;71;26;NA;NA;NA;NA;NA;NA;NA;0;0;323;TRUE;0;0;0;0;0;0;0;0;1;0;0;
AA_0471;HZ_BR;Germany;Chris corner ranch;NA;51.959.192;13.670.926;male;adult;Mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;14.26;80;79;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;393;TRUE;0;0;0;0;0;0;0;0;99;0;0;colon empty one tube barely nothing
AA_0472;HZ_BR;Germany;Wildpark Johanism?hle W1;NA;52.017.078;13.530.131;female;adult;Pet mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;17.64;85;80;57;NA;NA;NA;NA;NA;NA;NA;0;0;NA;TRUE;0;0;0;0;0;0;0;0;25;0;0;
AA_0473;HZ_BR;Germany;Wildpark Johanism?hle W1;NA;52.017.078;13.530.131;male;adult;Pet mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;20.6;08. Sep;80;145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;0;0;0;0;0;8;0;0;0;0;0;
AA_0474;HZ_BR;Germany;Wildpark Johanism?hle W1;NA;52.017.078;13.530.131;female;adult;Pet mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;17.51;85;55;0.05;NA;NA;NA;NA;NA;NA;NA;0;0;NA;TRUE;0;0;0;0;0;0;0;0;40;0;0;
AA_0475;HZ_BR;Germany;Wildpark Johanism?hle W1;NA;52.017.078;13.530.131;male;adult;Pet mus musculus;2017;27.09.2017;28.09.2017;German;FALSE;13.5;75;73;46;NA;NA;NA;NA;NA;NA;NA;0;0;NA;TRUE;0;0;0;0;0;0;0;0;45;0;0;
AA_0476;HZ_BR;Germany;Wildpark Johanism?hle W1;NA;52.017.078;13.530.131;NA;NA;Pet mus musculus;2017;27.09.2017;28.09.2017;German;TRUE;16.41;76;75;42;NA;NA;NA;NA;NA;NA;NA;0;0;NA;FALSE;0;0;0;0;0;0;0;0;0;0;0;
