# File Name: qPCR_eimeria_field_faeces_FW_25012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-25 03:59:46 PM UTC
# Run End Date/Time: 2022-01-25 05:20:20 PM UTC
# Run Duration: 80 minutes 34 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-25 05:01:13 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-25 05:03:22 PM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","1","Eim","59.99319839477539","505806.09375","14194.7744140625"
"1","A1","2","Eim","60.295326232910156","507515.3125","13632.0810546875"
"1","A1","3","Eim","60.59745788574219","505300.1875","13340.7373046875"
"1","A1","4","Eim","60.89958190917969","503127.53125","13310.193359375"
"1","A1","5","Eim","61.20171356201172","499545.40625","13444.35546875"
"1","A1","6","Eim","61.503841400146484","493615.46875","13592.228515625"
"1","A1","7","Eim","61.80596923828125","489520.78125","13595.1572265625"
"1","A1","8","Eim","62.108097076416016","485515.375","13332.27734375"
"1","A1","9","Eim","62.41022491455078","480637.3125","12752.0693359375"
"1","A1","10","Eim","62.71235275268555","475604.21875","11904.4619140625"
"1","A1","11","Eim","63.01448059082031","469476.21875","11104.5595703125"
"1","A1","12","Eim","63.31660842895508","466225.625","10246.005859375"
"1","A1","13","Eim","63.618736267089844","463487.1875","9408.3212890625"
"1","A1","14","Eim","63.920867919921875","460959.6875","8644.771484375"
"1","A1","15","Eim","64.22299194335938","458296.96875","7986.74462890625"
"1","A1","16","Eim","64.5251235961914","454689.90625","7457.6181640625"
"1","A1","17","Eim","64.8272476196289","450675.375","7080.34716796875"
"1","A1","18","Eim","65.12937927246094","451016.59375","6869.07568359375"
"1","A1","19","Eim","65.43150329589844","448193.84375","6813.02685546875"
