# File Name: qPCR_eimeria_field_faeces_FW_25012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-25 03:59:46 PM UTC
# Run End Date/Time: 2022-01-25 05:20:20 PM UTC
# Run Duration: 80 minutes 34 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-25 05:01:13 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-25 05:03:22 PM UTC
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"1","A1","false","AA908","Eim","UNKNOWN","SYBR","None","Amp","1.2962644955012115","","","31.176584638550665","0.7918783950542352","31.513354273437226","0.34858442486037294","true","0.07823270578809471","true","3","28","71.92726135253906","83.55919647216797","78.57408142089844",""
"2","A2","false","AA908","Eim","UNKNOWN","SYBR","None","Amp","1.3354362610805932","","","31.87265991483371","0.7303987656995542","31.513354273437226","0.34858442486037294","true","0.07823270578809471","true","3","28","84.465576171875","74.34428405761719","80.08472442626953","62.108097076416016"
"3","A3","false","AA908","Eim","UNKNOWN","SYBR","None","Amp","1.3446666675098848","","","31.4908182669273","0.7583398370203529","31.513354273437226","0.34858442486037294","true","0.07823270578809471","true","3","27","74.64641571044922","81.44429779052734","",""
"4","A4","false","AA884","Eim","UNKNOWN","SYBR","None","Amp","1.348486969543398","","","27.237689449601824","0.8856117287985633","27.36487268806196","0.37375260826398277","true","0.07823270578809471","true","3","23","74.79747772216797","","",""
"5","A5","false","AA884","Eim","UNKNOWN","SYBR","None","Amp","1.3823205034268504","","","27.07130981680455","0.8464814457606479","27.36487268806196","0.37375260826398277","true","0.07823270578809471","true","3","23","74.7999267578125","","",""
"6","A6","false","AA884","Eim","UNKNOWN","SYBR","None","Amp","1.3780933888169262","","","27.7856187977795","0.8843485499779528","27.36487268806196","0.37375260826398277","true","0.07823270578809471","true","3","24","74.95101928710938","","",""
"13","B1","false","AA915","Eim","UNKNOWN","SYBR","None","Amp","1.337963747191093","","","30.73577433605424","0.8258524059415568","31.014905328171707","0.24221448503891696","true","0.07823270578809471","true","3","27","75.4017333984375","80.53791809082031","",""
"14","B2","false","AA915","Eim","UNKNOWN","SYBR","None","Amp","1.3398868700551674","","","31.139230296279123","0.8387730857403236","31.014905328171707","0.24221448503891696","true","0.07823270578809471","true","3","27","75.4017333984375","81.14217376708984","",""
"15","B3","false","AA915","Eim","UNKNOWN","SYBR","None","Amp","1.37452066725786","","","31.169711352181757","0.835899791772321","31.014905328171707","0.24221448503891696","true","0.07823270578809471","true","3","27","74.79747772216797","80.99110412597656","",""
"16","B4","false","AA885","Eim","UNKNOWN","SYBR","None","Amp","1.4059248594870946","","","17.53476392790067","0.9686872622759178","17.520988682277444","0.043302869025440165","true","0.07823270578809471","true","3","14","74.79747772216797","","",""
