# File Name: qPCR_eimeria_field_faeces_FW_25012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-25 03:59:46 PM UTC
# Run End Date/Time: 2022-01-25 05:20:20 PM UTC
# Run Duration: 80 minutes 34 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-25 05:01:13 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-25 05:03:22 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.7309231758117676","-0.06835832198460894","AA908","false"
"1","A1","2","Eim","0.7400798201560974","-0.05998802185058598","AA908","false"
"1","A1","3","Eim","0.8059525489807129","0.0050983627637227365","AA908","false"
"1","A1","4","Eim","0.8348605632781982","0.03322003285090132","AA908","false"
"1","A1","5","Eim","0.8649554252624512","0.06252855062484737","AA908","false"
"1","A1","6","Eim","0.8585464358329773","0.05533321698506673","AA908","false"
"1","A1","7","Eim","0.781589925289154","-0.022409637769063278","AA908","false"
"1","A1","8","Eim","0.7625212073326111","-0.04226469993591313","AA908","false"
"1","A1","9","Eim","0.7716726064682007","-0.033899645010630294","AA908","false"
"1","A1","10","Eim","0.7810304760932922","-0.025328119595845505","AA908","false"
"1","A1","11","Eim","0.7898609638214111","-0.017283976078033485","AA908","false"
"1","A1","12","Eim","0.7880962491035461","-0.019835035006205242","AA908","false"
"1","A1","13","Eim","0.7881783246994019","-0.020539303620656296","AA908","false"
"1","A1","14","Eim","0.7973659634590149","-0.012138009071350136","AA908","false"
"1","A1","15","Eim","0.8041601777076721","-0.006130139032999676","AA908","false"
"1","A1","16","Eim","0.809739351272583","-0.0013373096783955536","AA908","false"
"1","A1","17","Eim","0.8104744553565979","-0.0013885498046875384","AA908","false"
"1","A1","18","Eim","0.8096103072166443","-0.003039042154947918","AA908","false"
"1","A1","19","Eim","0.8117942214012146","-0.001641472180684372","AA908","false"
"1","A1","20","Eim","0.8142151832580566","-6.854534149208303E-6","AA908","false"
"1","A1","21","Eim","0.8142474293708801","-7.609526316324884E-4","AA908","false"
"1","A1","22","Eim","0.8184357285499573","0.002641002337137894","AA908","false"
"1","A1","23","Eim","0.8171547651290894","5.736947059630964E-4","AA908","false"
"1","A1","24","Eim","0.8177071213722229","3.3970673878987493E-4","AA908","false"
"1","A1","25","Eim","0.8288136124610901","0.010659853617350296","AA908","false"
"1","A1","26","Eim","0.8307711482048035","0.011831045150756798","AA908","false"
"1","A1","27","Eim","0.830448567867279","0.010722120602925617","AA908","false"
"1","A1","28","Eim","0.8355679512023926","0.015055159727732376","AA908","false"
"1","A1","29","Eim","0.8431356549263","0.02183651924133297","AA908","false"
"1","A1","30","Eim","0.8582576513290405","0.03617217143376668","AA908","false"
"1","A1","31","Eim","0.8975514769554138","0.0746796528498332","AA908","false"
"1","A1","32","Eim","0.9556840658187866","0.13202589750289914","AA908","false"
"1","A1","33","Eim","1.0587975978851318","0.2343530853589376","AA908","false"
"1","A1","34","Eim","1.2271571159362793","0.40192625919977826","AA908","false"
"1","A1","35","Eim","1.4582148790359497","0.6321976780891418","AA908","false"
"1","A1","36","Eim","1.6870390176773071","0.8602354725201925","AA908","false"
"1","A1","37","Eim","1.8414320945739746","1.0138422052065532","AA908","false"
"1","A1","38","Eim","1.9012413024902344","1.072865068912506","AA908","false"
"1","A1","39","Eim","1.9283032417297363","1.0991406639417012","AA908","false"
"1","A1","40","Eim","1.944063663482666","1.1141147414843242","AA908","false"
"2","A2","1","Eim","0.5892020463943481","-0.06391580540909732","AA908","false"
"2","A2","2","Eim","0.604680061340332","-0.05517582123096172","AA908","false"
"2","A2","3","Eim","0.6319741010665894","-0.0346198122725528","AA908","false"
"2","A2","4","Eim","0.6506910920143127","-0.022640852092677702","AA908","false"
"2","A2","5","Eim","0.6614456176757812","-0.018624357199057598","AA908","false"
"2","A2","6","Eim","0.6779892444610596","-0.008818761181627569","AA908","false"
"2","A2","7","Eim","0.6937767863273621","2.3074991682652066E-4","AA908","false"
"2","A2","8","Eim","0.7064462900161743","0.006162222837790486","AA908","false"
