# File Name: qPCR_eimeria_field_faeces_FW_25012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-25 03:59:46 PM UTC
# Run End Date/Time: 2022-01-25 05:20:20 PM UTC
# Run Duration: 80 minutes 34 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-25 05:01:13 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-25 05:03:22 PM UTC
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"1","A1","AA908","Eim","71.92726135253906","17598.677734375"
"1","A1","AA908","Eim","83.55919647216797","28655.19921875"
"1","A1","AA908","Eim","78.57408142089844","25710.7109375"
"1","A1","AA908","Eim","61.654903411865234","13620.7646484375"
"1","A1","AA908","Eim","0.0","0.0"
"2","A2","AA908","Eim","84.465576171875","36273.15234375"
"2","A2","AA908","Eim","74.34428405761719","27439.1875"
"2","A2","AA908","Eim","80.08472442626953","32582.828125"
"2","A2","AA908","Eim","62.108097076416016","15209.0341796875"
"2","A2","AA908","Eim","0.0","0.0"
"3","A3","AA908","Eim","74.64641571044922","44321.5703125"
"3","A3","AA908","Eim","81.44429779052734","40793.00390625"
"3","A3","AA908","Eim","61.80596923828125","13372.0361328125"
"3","A3","AA908","Eim","92.9251708984375","404.041015625"
"3","A3","AA908","Eim","0.0","0.0"
"4","A4","AA884","Eim","74.79747772216797","91205.65625"
"4","A4","AA884","Eim","69.2081069946289","25978.76953125"
"4","A4","AA884","Eim","87.78898620605469","2228.1083984375"
"4","A4","AA884","Eim","81.59536743164062","3985.7392578125"
"4","A4","AA884","Eim","0.0","0.0"
"5","A5","AA884","Eim","74.7999267578125","95331.078125"
"5","A5","AA884","Eim","69.2095947265625","28041.26953125"
"5","A5","AA884","Eim","81.14570617675781","17207.17578125"
"5","A5","AA884","Eim","90.51329040527344","2749.482421875"
"5","A5","AA884","Eim","62.25945281982422","12679.560546875"
"6","A6","AA884","Eim","74.95101928710938","114190.6015625"
"6","A6","AA884","Eim","69.36068725585938","25720.048828125"
"6","A6","AA884","Eim","91.72200775146484","2139.873046875"
"6","A6","AA884","Eim","81.44789123535156","6807.6484375"
"6","A6","AA884","Eim","0.0","0.0"
"13","B1","AA915","Eim","75.4017333984375","56866.7890625"
"13","B1","AA915","Eim","80.53791809082031","22428.224609375"
"13","B1","AA915","Eim","61.35277557373047","15504.673828125"
"13","B1","AA915","Eim","93.37835693359375","491.7490234375"
"13","B1","AA915","Eim","0.0","0.0"
"14","B2","AA915","Eim","75.4017333984375","47693.49609375"
"14","B2","AA915","Eim","81.14217376708984","23059.79296875"
"14","B2","AA915","Eim","61.80596923828125","8847.234375"
"14","B2","AA915","Eim","84.31451416015625","19212.20703125"
"14","B2","AA915","Eim","93.52942657470703","246.1650390625"
"15","B3","AA915","Eim","74.79747772216797","59767.4296875"
"15","B3","AA915","Eim","80.99110412597656","39806.90625"
"15","B3","AA915","Eim","62.108097076416016","6508.09716796875"
"15","B3","AA915","Eim","93.37835693359375","705.2578125"
"15","B3","AA915","Eim","0.0","0.0"
"16","B4","AA885","Eim","74.79747772216797","196993.421875"
"16","B4","AA885","Eim","0.0","0.0"
"16","B4","AA885","Eim","0.0","0.0"
"16","B4","AA885","Eim","0.0","0.0"
"16","B4","AA885","Eim","0.0","0.0"
"17","B5","AA885","Eim","74.95101928710938","183949.921875"
"17","B5","AA885","Eim","0.0","0.0"
"17","B5","AA885","Eim","0.0","0.0"
"17","B5","AA885","Eim","0.0","0.0"
"17","B5","AA885","Eim","0.0","0.0"
"18","B6","AA885","Eim","74.95101928710938","193949.375"
"18","B6","AA885","Eim","0.0","0.0"
"18","B6","AA885","Eim","0.0","0.0"
"18","B6","AA885","Eim","0.0","0.0"
"18","B6","AA885","Eim","0.0","0.0"
"25","C1","AA904","Eim","79.93365478515625","61821.7734375"
"25","C1","AA904","Eim","84.76770782470703","46913.41015625"
"25","C1","AA904","Eim","62.259159088134766","8050.5703125"
"25","C1","AA904","Eim","0.0","0.0"
"25","C1","AA904","Eim","0.0","0.0"
"26","C2","AA904","Eim","79.93365478515625","62685.78125"
"26","C2","AA904","Eim","85.06983947753906","46100.53515625"
"26","C2","AA904","Eim","94.28474426269531","-45.47265625"
"26","C2","AA904","Eim","90.81027221679688","384.73046875"
"26","C2","AA904","Eim","0.0","0.0"
"27","C3","AA904","Eim","79.7825927734375","65814.9375"
"27","C3","AA904","Eim","84.91877746582031","52072.08984375"
"27","C3","AA904","Eim","91.4145278930664","807.787109375"
"27","C3","AA904","Eim","93.98262023925781","290.6220703125"
"27","C3","AA904","Eim","0.0","0.0"
"28","C4","NTC","Eim","74.79747772216797","72222.2734375"
"28","C4","NTC","Eim","62.71235275268555","17421.166015625"
"28","C4","NTC","Eim","91.26346588134766","390.708251953125"
"28","C4","NTC","Eim","80.99110412597656","448.9901123046875"
"28","C4","NTC","Eim","86.7315444946289","316.74462890625"
"29","C5","NTC","Eim","68.7563247680664","3051.23095703125"
"29","C5","NTC","Eim","84.62077331542969","981.0316772460938"
"29","C5","NTC","Eim","81.29679870605469","1653.11767578125"
"29","C5","NTC","Eim","89.15348052978516","982.1326904296875"
"29","C5","NTC","Eim","78.57717895507812","1481.8817138671875"
"30","C6","NTC","Eim","77.36845397949219","98476.78125"
"30","C6","NTC","Eim","80.23916625976562","88631.5234375"
"30","C6","NTC","Eim","90.51329040527344","-84.0233154296875"
"30","C6","NTC","Eim","93.6861801147461","-460.3994140625"
"30","C6","NTC","Eim","0.0","0.0"
"37","D1","AA914","Eim","84.31451416015625","101142.3359375"
"37","D1","AA914","Eim","79.63153076171875","36669.5234375"
"37","D1","AA914","Eim","74.34428405761719","22844.71875"
"37","D1","AA914","Eim","67.69746398925781","20422.93359375"
"37","D1","AA914","Eim","91.11239624023438","1165.853515625"
"38","D2","AA914","Eim","84.31451416015625","108139.75"
"38","D2","AA914","Eim","79.48046875","37553.34765625"
"38","D2","AA914","Eim","70.41661834716797","22258.77734375"
"38","D2","AA914","Eim","0.0","0.0"
"38","D2","AA914","Eim","0.0","0.0"
"39","D3","AA914","Eim","84.31451416015625","100742.0859375"
"39","D3","AA914","Eim","79.63153076171875","36599.4375"
"39","D3","AA914","Eim","92.9251708984375","120.40625"
"39","D3","AA914","Eim","71.32300567626953","19804.544921875"
"39","D3","AA914","Eim","69.2081069946289","19699.322265625"
"49","E1","AA862","Eim","80.53791809082031","52926.48046875"
"49","E1","AA862","Eim","78.27195739746094","46698.6328125"
"49","E1","AA862","Eim","62.41022491455078","6548.3056640625"
"49","E1","AA862","Eim","92.16984558105469","893.6279296875"
"49","E1","AA862","Eim","0.0","0.0"
"50","E2","AA862","Eim","80.53791809082031","50275.6015625"
"50","E2","AA862","Eim","62.41022491455078","6676.275390625"
"50","E2","AA862","Eim","78.27195739746094","43204.890625"
"50","E2","AA862","Eim","91.56559753417969","855.4091796875"
"50","E2","AA862","Eim","94.58687591552734","257.169921875"
"51","E3","AA862","Eim","75.55279541015625","32528.76953125"
"51","E3","AA862","Eim","80.53791809082031","30050.56640625"
"51","E3","AA862","Eim","62.108097076416016","9657.9833984375"
"51","E3","AA862","Eim","94.43580627441406","351.6552734375"
"51","E3","AA862","Eim","0.0","0.0"
"61","F1","AA866","Eim","78.87620544433594","40718.22265625"
"61","F1","AA866","Eim","73.74002838134766","21140.630859375"
"61","F1","AA866","Eim","82.3506851196289","33093.10546875"
"61","F1","AA866","Eim","93.227294921875","842.083984375"
"61","F1","AA866","Eim","61.503841400146484","17750.07421875"
"62","F2","AA866","Eim","79.17833709716797","47721.67578125"
"62","F2","AA866","Eim","73.13577270507812","19970.3828125"
"62","F2","AA866","Eim","81.89749145507812","41792.09375"
"62","F2","AA866","Eim","92.47197723388672","608.6181640625"
"62","F2","AA866","Eim","61.503841400146484","24389.30078125"
"63","F3","AA866","Eim","79.02727508544922","37696.6171875"
"63","F3","AA866","Eim","74.79747772216797","32889.16015625"
"63","F3","AA866","Eim","61.503841400146484","15591.220703125"
"63","F3","AA866","Eim","93.68048858642578","298.4921875"
"63","F3","AA866","Eim","0.0","0.0"
"73","G1","AA899","Eim","73.5889663696289","26711.61328125"
"73","G1","AA899","Eim","81.89749145507812","40166.08203125"
"73","G1","AA899","Eim","61.654903411865234","13372.013671875"
"73","G1","AA899","Eim","93.227294921875","1457.4931640625"
"73","G1","AA899","Eim","84.31451416015625","37994.58984375"
"74","G2","AA899","Eim","74.79747772216797","39922.6953125"
"74","G2","AA899","Eim","81.2932357788086","44282.9609375"
"74","G2","AA899","Eim","62.108097076416016","8000.669921875"
"74","G2","AA899","Eim","84.01239013671875","37981.77734375"
"74","G2","AA899","Eim","94.28474426269531","417.87109375"
"75","G3","AA899","Eim","74.34428405761719","53028.1171875"
"75","G3","AA899","Eim","81.59536743164062","11938.4365234375"
"75","G3","AA899","Eim","67.54640197753906","13787.841796875"
"75","G3","AA899","Eim","93.52942657470703","524.0634765625"
"75","G3","AA899","Eim","0.0","0.0"
"85","H1","AA930","Eim","80.38684844970703","72485.1875"
"85","H1","AA930","Eim","62.259159088134766","8755.958984375"
"85","H1","AA930","Eim","91.4145278930664","804.36083984375"
"85","H1","AA930","Eim","0.0","0.0"
"85","H1","AA930","Eim","0.0","0.0"
"86","H2","AA930","Eim","80.68898010253906","42610.60546875"
"86","H2","AA930","Eim","61.654903411865234","14282.1396484375"
"86","H2","AA930","Eim","78.27195739746094","39074.6875"
"86","H2","AA930","Eim","92.9251708984375","579.8720703125"
"86","H2","AA930","Eim","0.0","0.0"
"87","H3","AA930","Eim","80.38684844970703","59224.0625"
"87","H3","AA930","Eim","73.89109802246094","23205.203125"
"87","H3","AA930","Eim","0.0","0.0"
"87","H3","AA930","Eim","0.0","0.0"
"87","H3","AA930","Eim","0.0","0.0"
