"","Mouse_ID","Ct.Eimeria","MC.Eimeria","Ct.Mus","delta","EXP_type","IFNy","Position","pop","counts"
"39","AA_0683",34.3866666666667,FALSE,22.91,-11.4766666666667,"wild",64.6586526808859,"mLN","Div_Treg",25.5
"40","AA_0683",34.3866666666667,FALSE,22.91,-11.4766666666667,"wild",64.6586526808859,"mLN","Div_Th1",34
"41","AA_0683",34.3866666666667,FALSE,22.91,-11.4766666666667,"wild",64.6586526808859,"mLN","Act_CD8",23.9
"42","AA_0683",34.3866666666667,FALSE,22.91,-11.4766666666667,"wild",64.6586526808859,"mLN","Div_Th17",6.25
"43","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","IL17A_CD4",0.43
"44","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Treg17",3.59
"45","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Div_Act_CD8",16.1
"46","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Act_CD8",21.3
"47","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","IFNy_CD8",16.7
"48","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Div_Th17",8.46
"49","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","CD4",27.5
"50","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","IFNy_CD4",4.6
"51","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Div_Th1",24.9
"52","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Th1",8.48
"53","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","CD8",24.1
"54","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Div_Treg",21.6
"55","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Treg",4.35
"56","AA_0684",34.07,FALSE,23.06,-11.01,"wild",463.798876711237,"mLN","Th17",0.7
"57","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","IL17A_CD4",1.12
"58","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Div_Th17",0
"59","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","IFNy_CD8",21.8
"60","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","IFNy_CD4",18
"61","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","CD4",23.5
"62","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","CD8",21.6
"63","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Treg",3.2
"64","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Act_CD8",15.7
"65","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Div_Th1",26.7
"66","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Treg17",0
"67","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Div_Treg",12.5
"68","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Div_Act_CD8",40.7
"69","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Th17",1.31
"70","AA_0685",34.7166666666667,TRUE,23.78,-10.9366666666667,"wild",66.3078365198891,"mLN","Th1",6.55
"71","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","IFNy_CD4",0.45
"72","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Div_Th17",12.4
"73","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","CD8",20.3
"74","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Div_Th1",41.9
"75","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Act_CD8",11.7
"76","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","IL17A_CD4",0.24
"77","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Th17",0.6
"78","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","IFNy_CD8",5.8
"79","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Div_Act_CD8",14.9
"80","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","CD4",42.9
"81","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Treg",5.07
"82","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Th1",1.75
"83","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Treg17",2.83
"84","AA_0686",34.35,TRUE,23.51,-10.84,"wild",NA,"mLN","Div_Treg",34.1
"85","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Div_Treg",18.5
"86","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Act_CD8",10
"87","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Div_Th1",33.3
"88","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Div_Act_CD8",26.2
"89","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","IFNy_CD4",0.69
"90","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","CD8",17.5
"91","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Div_Th17",11.5
"92","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Treg17",1.53
"93","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","CD4",42
"94","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","IFNy_CD8",1.43
"95","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","IL17A_CD4",0.6
"96","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Th17",0.62
"97","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Treg",4
"98","AA_0687",31.1166666666667,TRUE,22.33,-8.78666666666667,"wild",86.0681895697546,"mLN","Th1",3.6
"99","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","IFNy_CD8",2.57
"100","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Div_Treg",19.5
"101","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","IFNy_CD4",0.99
"102","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Div_Act_CD8",20.9
"103","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Treg17",2.59
"104","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","IL17A_CD4",0.9
"105","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Th1",5.87
"106","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Div_Th17",12.8
"107","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Treg",6.57
"108","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","CD8",21
"109","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","CD4",35.1
"110","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Div_Th1",27.2
"111","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Act_CD8",12.1
"112","AA_0688",29.4833333333333,TRUE,21.95,-7.53333333333333,"wild",38.2811509994226,"mLN","Th17",0.63
"113","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","CD8",26
"114","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","IFNy_CD4",1.7
"115","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","IFNy_CD8",8.12
"116","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Treg",5.78
"117","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","IL17A_CD4",4.58
"118","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Act_CD8",29.3
"119","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","CD4",27.4
"120","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Div_Act_CD8",19.5
"121","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Div_Th1",30.9
"122","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Th17",0.4
"123","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Th1",9.75
"124","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Div_Th17",12
"125","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Div_Treg",22.1
"126","AA_0689",25.67,TRUE,23.31,-2.36,"wild",264.143903959328,"mLN","Treg17",5.19
"127","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","IFNy_CD8",20.9
"128","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","IL17A_CD4",1.66
"129","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Div_Act_CD8",20.8
"130","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","IFNy_CD4",1.32
"131","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Act_CD8",31
"132","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Th17",0.37
"133","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Div_Th17",15.1
"134","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","CD8",19.9
"135","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Th1",6.87
"136","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Treg17",3.79
"137","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","CD4",35.1
"138","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Div_Th1",44.2
"139","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Div_Treg",25.1
"140","AA_0690",30.4466666666667,FALSE,22.6233333333333,-7.82333333333333,"wild",25.7820406092397,"mLN","Treg",5.53
"141","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","IFNy_CD4",2.06
"142","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","IL17A_CD4",2.14
"143","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","IFNy_CD8",2.45
"144","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Div_Th1",41.4
"145","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Act_CD8",6
"146","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","CD8",17
"147","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Th1",4.08
"148","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Div_Th17",1.67
"149","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Div_Act_CD8",26.4
"150","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Div_Treg",21.5
"151","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Treg",4.81
"152","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Th17",0.82
"153","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","CD4",36.4
"154","AA_0691",32.6033333333333,FALSE,25.87,-6.73333333333333,"wild",108.263650485904,"mLN","Treg17",3.63
"155","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Div_Th17",14.2
"156","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","IFNy_CD4",1.08
"157","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","CD8",12
"158","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Div_Th1",34
"159","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Act_CD8",17.1
"160","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Treg",5.58
"161","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Div_Treg",30.7
"162","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Th1",7.35
"163","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Div_Act_CD8",36.3
"164","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Th17",0.74
"165","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","Treg17",3.13
"166","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","CD4",24.5
"167","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","IL17A_CD4",2.15
"168","AA_0694",26.1466666666667,TRUE,24.02,-2.12666666666667,"wild",916.888636873929,"mLN","IFNy_CD8",5.25
"169","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Div_Th17",3.33
"170","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","CD4",20.7
"171","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Div_Treg",30.4
"172","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","CD8",12.1
"173","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Div_Th1",26.2
"174","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Act_CD8",17
"175","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Treg17",7.18
"176","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Th1",7.26
"177","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Div_Act_CD8",30.7
"178","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","IL17A_CD4",26.7
"179","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Treg",8.16
"180","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","IFNy_CD4",11.4
"181","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","Th17",1.54
"182","AA_0695",30.8066666666667,TRUE,19.3866666666667,-11.42,"wild",122.952407167836,"mLN","IFNy_CD8",5.88
"183","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Th1",8.25
"184","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Div_Th17",10.2
"185","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Act_CD8",21.1
"186","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","CD4",28.6
"187","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","CD8",15.2
"188","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Treg",6.37
"189","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Treg17",2.76
"190","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","IFNy_CD8",7.68
"191","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Div_Act_CD8",36.7
"192","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Div_Th1",51.2
"193","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","IFNy_CD4",1.53
"194","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","IL17A_CD4",1.63
"195","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Div_Treg",35.1
"196","AA_0696",31.22,TRUE,23.9666666666667,-7.25333333333334,"wild",214.606923211642,"mLN","Th17",0.9
"197","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Div_Treg",11.4
"198","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Treg",8.25
"199","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Treg17",4.78
"200","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","CD8",17.5
"201","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Div_Th1",21.1
"202","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","CD4",47.6
"203","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Div_Act_CD8",10.9
"204","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","IFNy_CD4",4.99
"205","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Div_Th17",5.02
"206","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Th17",1.86
"207","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Th1",2.01
"208","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","IFNy_CD8",0.55
"209","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","IL17A_CD4",11.1
"210","AA_0697",32.17,FALSE,25.0266666666667,-7.14333333333333,"wild",21.6766207471745,"mLN","Act_CD8",9.58
"211","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Th17",2.79
"212","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","IFNy_CD4",9.71
"213","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Treg",6.45
"214","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Th1",3.11
"215","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Div_Th17",8.7
"216","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Div_Treg",47.9
"217","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","CD4",47.2
"218","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Div_Th1",31.2
"219","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Act_CD8",14.6
"220","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Treg17",9.13
"221","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","IFNy_CD8",4.4
"222","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","CD8",14.7
"223","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","IL17A_CD4",1.71
"224","AA_0698",31.2733333333333,FALSE,22.2466666666667,-9.02666666666667,"wild",11.4724322280817,"mLN","Div_Act_CD8",10.2
"225","AA_0699",30.76,FALSE,21.69,-9.07,"wild",31.6287217547885,"mLN","CD8",6.45
"226","AA_0699",30.76,FALSE,21.69,-9.07,"wild",31.6287217547885,"mLN","Th17",62.7
"227","AA_0699",30.76,FALSE,21.69,-9.07,"wild",31.6287217547885,"mLN","Div_Act_CD8",80
"228","AA_0699",30.76,FALSE,21.69,-9.07,"wild",31.6287217547885,"mLN","IFNy_CD8",0
"229","AA_0699",30.76,FALSE,21.69,-9.07,"wild",31.6287217547885,"mLN","Th1",34.8
