"","Mouse_ID","Ct.Eimeria","MC.Eimeria","Ct.Mus","delta","EXP_type","IFNy","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Position"
"130","AA_0767",33.3766666666667,FALSE,22.23,-11.1466666666667,"wild",NA,51.1,2.69,39.8,9.78,2.1,46.8,1.1,25.8,10.7,5.64,50.4,0.92,0.08,18.2,"mLN"
"131","AA_0767",33.3766666666667,FALSE,22.23,-11.1466666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,0.17,21.8,"spleen"
"132","AA_0769",35.6666666666667,FALSE,25.6033333333333,-10.0633333333333,"wild",16.6065221477355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,0.26,26.1,"spleen"
"133","AA_0769",35.6666666666667,FALSE,25.6033333333333,-10.0633333333333,"wild",16.6065221477355,35.9,3.07,38.4,11,2.2,40.7,1.23,48.9,7.37,7.02,42.8,1.5,0.34,26.2,"mLN"
"134","AA_0770",32.6933333333333,FALSE,22.37,-10.3233333333333,"wild",16.9593402516726,18.9,7.34,33.2,3.65,15.8,42.8,2.98,13.6,10.7,34.9,51.6,3.57,0.23,5.16,"mLN"
"135","AA_0770",32.6933333333333,FALSE,22.37,-10.3233333333333,"wild",16.9593402516726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99,0.48,35.8,"spleen"
"136","AA_0771",33.1,FALSE,23.1533333333333,-9.94666666666667,"wild",342.517843770568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,0.17,21.2,"spleen"
"137","AA_0771",33.1,FALSE,23.1533333333333,-9.94666666666667,"wild",342.517843770568,25.2,5.77,13.8,5.59,6.37,31.9,0.9,14.7,13.9,22.1,26.7,3.63,0.63,15.7,"mLN"
"138","AA_0772",33.73,FALSE,23.32,-10.41,"wild",16.187899344412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,0.14,13.9,"spleen"
"139","AA_0772",33.73,FALSE,23.32,-10.41,"wild",16.187899344412,46.8,4.66,30,9.31,5.6,34.7,1.43,26.2,10.1,13.3,30.7,0.88,0.11,3.12,"mLN"
"140","AA_0773",32.82,TRUE,22.36,-10.46,"wild",15.3505048874582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,0.12,17.7,"spleen"
"141","AA_0773",32.82,TRUE,22.36,-10.46,"wild",15.3505048874582,47.2,3.87,22.2,10.7,1.72,40.4,1,26.7,9.06,7.7,49.2,0.82,0.29,15.6,"mLN"
"142","AA_0775",31.7833333333333,FALSE,26.26,-5.52333333333333,"wild",11.9543892107134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,0.16,38.8,"spleen"
"143","AA_0775",31.7833333333333,FALSE,26.26,-5.52333333333333,"wild",11.9543892107134,39.7,4.39,25.5,6.73,3.36,39,1.15,29.8,6.44,5.2,49.2,1.9,0.71,21,"mLN"
"144","AA_0776",29.2566666666667,TRUE,19.38,-9.87666666666667,"wild",9.54454588992076,35.3,6.27,27.5,5.09,6.5,30.1,1.1,20,13.5,12.8,43.7,1.14,0.25,2.14,"mLN"
"145","AA_0776",29.2566666666667,TRUE,19.38,-9.87666666666667,"wild",9.54454588992076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,0.86,7.75,"spleen"
"146","AA_0777",32.9966666666667,FALSE,24.4333333333333,-8.56333333333334,"wild",111.527010259291,29.3,2.89,34.2,14.3,12.4,39.8,1.1,32.9,15.8,14.4,35.8,3.99,0.87,3.94,"mLN"
"147","AA_0777",32.9966666666667,FALSE,24.4333333333333,-8.56333333333334,"wild",111.527010259291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.53,31.3,"spleen"
"148","AA_0778",31.8766666666667,FALSE,16.55,-15.3266666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.44,28.2,"spleen"
"149","AA_0778",31.8766666666667,FALSE,16.55,-15.3266666666667,"wild",NA,36.2,5.87,22.8,7.95,2.68,43.3,1.18,32.9,10.3,6.58,68.4,0.63,0.48,2.5,"mLN"
"150","AA_0779",36.72,FALSE,22.88,-13.84,"wild",18.1597502051205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,0.41,31.1,"spleen"
"151","AA_0779",36.72,FALSE,22.88,-13.84,"wild",18.1597502051205,34.7,7.19,22.4,8.6,5.01,31.7,3.38,20.6,7.61,10.7,50.6,2.47,0.86,17.9,"mLN"
"152","AA_0780",33.4466666666667,FALSE,23.6933333333333,-9.75333333333333,"wild",NA,46,2.41,32.4,5.64,0.96,37.6,0.69,17.6,7.1,5.04,39.8,1.43,0.1,13.5,"mLN"
"153","AA_0780",33.4466666666667,FALSE,23.6933333333333,-9.75333333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.18,28.9,"spleen"
"154","AA_0781",32.51,FALSE,16.8133333333333,-15.6966666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,0.16,3.46,"spleen"
"155","AA_0781",32.51,FALSE,16.8133333333333,-15.6966666666667,"wild",NA,38.9,4.81,32.6,14.2,1.51,54.3,0.8,18.5,25,4.49,37.6,0.38,0.083,0,"mLN"
"156","AA_0782",33.2566666666667,FALSE,23.4233333333333,-9.83333333333333,"wild",5.48944951604238,59.7,3.94,40.6,13.5,0.5,56,1.39,30,9.94,4.81,54.8,0.57,0.11,7.87,"mLN"
"157","AA_0782",33.2566666666667,FALSE,23.4233333333333,-9.83333333333333,"wild",5.48944951604238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.15,5.44,"spleen"
"158","AA_0783",30.6,FALSE,26.4866666666667,-4.11333333333333,"wild",NA,45.8,5.93,22,13.1,1.08,46.3,0.75,14.3,17,5.68,19,0.11,0.021,0.52,"mLN"
"159","AA_0783",30.6,FALSE,26.4866666666667,-4.11333333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,0.11,1.17,"spleen"
"160","AA_0784",31.85,TRUE,23.4033333333333,-8.44666666666667,"wild",2.99715594384047,42.4,6.18,12.4,6.18,0.95,47.6,0.84,9.7,13.6,6.83,21.4,0.41,0,0,"mLN"
"161","AA_0784",31.85,TRUE,23.4033333333333,-8.44666666666667,"wild",2.99715594384047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,0.17,0.85,"spleen"
"162","AA_0785",32.1866666666667,TRUE,23.28,-8.90666666666667,"wild",19.0513782725387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,0.2,7.36,"spleen"
"163","AA_0785",32.1866666666667,TRUE,23.28,-8.90666666666667,"wild",19.0513782725387,52.6,6.21,16.2,8.55,1.91,36.5,1.03,14.3,19.2,8.64,32.7,0.52,0.19,4.53,"mLN"
"164","AA_0786",33.2466666666667,FALSE,19.08,-14.1666666666667,"wild",NA,34.6,9.82,14.3,6.94,1.88,58.6,1.31,17.7,29.2,2.91,71.1,0.94,0,1.01,"mLN"
"165","AA_0786",33.2466666666667,FALSE,19.08,-14.1666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63,0,1.37,"spleen"
"166","AA_0787",30.7866666666667,TRUE,24.0666666666667,-6.72,"wild",NA,39.1,7.01,17.9,4.88,1.71,61.5,1.35,17.5,13.4,9.7,75.6,0.093,0.12,1.76,"mLN"
"167","AA_0787",30.7866666666667,TRUE,24.0666666666667,-6.72,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,0.59,4.71,"spleen"
"168","AA_0788",30.55,TRUE,23.28,-7.27,"wild",14.3051335630885,47.7,6.19,19.3,3.36,1.33,48.9,0.65,20.1,22.6,4.42,33.6,0.15,0.23,3.79,"mLN"
"169","AA_0788",30.55,TRUE,23.28,-7.27,"wild",14.3051335630885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,0.8,2,"spleen"
"170","AA_0789",33.9333333333333,TRUE,22.86,-11.0733333333333,"wild",49.6587431017406,40.4,8.65,35.4,1.54,3.75,69.9,0.6,49.6,21.3,11.4,70.3,0.24,0.16,8.29,"mLN"
"171","AA_0789",33.9333333333333,TRUE,22.86,-11.0733333333333,"wild",49.6587431017406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.62,3.85,"spleen"
"172","AA_0791",29.0233333333333,TRUE,26.0333333333333,-2.99,"wild",19.1253674148338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,0.31,3.47,"spleen"
"173","AA_0791",29.0233333333333,TRUE,26.0333333333333,-2.99,"wild",19.1253674148338,30.4,64.7,0,90.9,50,0,66.7,0,1.79,0,0,0,2.47,0,"mLN"
"174","AA_0792",20.7,TRUE,24.7433333333333,4.04333333333334,"wild",128.396121073588,34.9,7.94,45,2.48,7.69,79.9,0.66,55,16.4,14.2,69.2,0,0,0.91,"mLN"
"175","AA_0792",20.7,TRUE,24.7433333333333,4.04333333333334,"wild",128.396121073588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09,0.99,3.12,"spleen"
"176","AA_0793",31.6633333333333,FALSE,17.8,-13.8633333333333,"wild",NA,42.4,12.7,13.2,2.99,6.86,28.7,0.94,14.9,24,19.6,33.8,1,0.35,4.82,"mLN"
"177","AA_0793",31.6633333333333,FALSE,17.8,-13.8633333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,0.39,7.38,"spleen"
"178","AA_0794",35.64,FALSE,27.53,-8.11,"wild",21.9774619827865,26.6,14,27,2.24,5.51,63.8,0.74,36.6,24.2,28.7,80.4,0.53,0.85,3.95,"mLN"
"179","AA_0794",35.64,FALSE,27.53,-8.11,"wild",21.9774619827865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,0.25,11,"spleen"
"180","AA_0795",28.0633333333333,TRUE,22.7266666666667,-5.33666666666667,"wild",47.7268328498267,35,13.7,19.5,3.11,4.11,55.6,0.89,35.1,22.7,7.49,49.5,0.32,1.04,2.56,"mLN"
"181","AA_0795",28.0633333333333,TRUE,22.7266666666667,-5.33666666666667,"wild",47.7268328498267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,0.25,9.89,"spleen"
"182","AA_0796",31.7766666666667,TRUE,23.4833333333333,-8.29333333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,0.25,2.75,"spleen"
"183","AA_0796",31.7766666666667,TRUE,23.4833333333333,-8.29333333333333,"wild",NA,37.5,11.1,9.63,7.82,1.37,42.6,0.85,23.3,23.7,1.55,40.4,0.15,0.15,1.38,"mLN"
"184","AA_0797",36.0833333333333,FALSE,25.3166666666667,-10.7666666666667,"wild",20.7662044167415,30.4,11.9,40.2,1.57,6.53,65.8,0.48,57.7,26.2,14.8,62.2,0.68,0.62,8.87,"mLN"
"185","AA_0797",36.0833333333333,FALSE,25.3166666666667,-10.7666666666667,"wild",20.7662044167415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,0.27,20.2,"spleen"
"186","AA_0798",32.9433333333333,TRUE,23.4633333333333,-9.48,"wild",34.894492240272,37.6,8.47,25.1,8.18,5.18,51.7,1.72,41.3,33.4,7.38,32.7,0.34,0.81,1.75,"mLN"
"187","AA_0798",32.9433333333333,TRUE,23.4633333333333,-9.48,"wild",34.894492240272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,0.34,7.55,"spleen"
"188","AA_0800",32.3266666666667,TRUE,23.06,-9.26666666666667,"wild",11.7730176724578,46.9,11.8,41.1,16.2,2.94,61.6,3.26,46.2,17.2,5.6,52.1,0.15,0.15,2.15,"mLN"
"189","AA_0800",32.3266666666667,TRUE,23.06,-9.26666666666667,"wild",11.7730176724578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.32,2.13,"spleen"
"190","AA_0801",31.7333333333333,FALSE,16.8866666666667,-14.8466666666667,"wild",55.6844883013844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,0.097,13,"spleen"
"191","AA_0801",31.7333333333333,FALSE,16.8866666666667,-14.8466666666667,"wild",55.6844883013844,31.2,12.7,16.4,3.76,4.97,34.8,0.89,26.5,44.4,4.98,39,0.53,0.65,3.54,"mLN"
"192","AA_0802",32.4666666666667,FALSE,17.2766666666667,-15.19,"wild",NA,39,11.8,12.9,1.86,2.74,47.2,0.33,23.2,37.8,2.21,46.8,1.03,0.21,5.68,"mLN"
"193","AA_0802",32.4666666666667,FALSE,17.2766666666667,-15.19,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,0.017,9.25,"spleen"
"194","AA_0803",32.2866666666667,TRUE,23.5966666666667,-8.69,"wild",38.7408708746415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,0.29,17.3,"spleen"
"195","AA_0803",32.2866666666667,TRUE,23.5966666666667,-8.69,"wild",38.7408708746415,34.7,15.8,15.2,2.41,1.93,36.8,0.73,14.9,20.8,2.65,41.9,0.33,1.42,2.94,"mLN"
"196","AA_0804",24.2,TRUE,16.7366666666667,-7.46333333333333,"wild",124.707741282077,31.8,13.9,22.1,1.62,4.22,56.8,0.4,38.4,23.6,4.97,63.3,0.8,1.33,6.02,"mLN"
"197","AA_0804",24.2,TRUE,16.7366666666667,-7.46333333333333,"wild",124.707741282077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62,0.15,2.11,"spleen"
"198","AA_0805",32.5866666666667,TRUE,27.1166666666667,-5.47,"wild",42.5781466291113,32.2,15,33.1,2.67,7.33,54.3,0.72,33.8,22.4,6.39,63.1,1.12,1.47,2.7,"mLN"
"199","AA_0805",32.5866666666667,TRUE,27.1166666666667,-5.47,"wild",42.5781466291113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,0.35,4.87,"spleen"
"200","AA_0806",30.98,TRUE,12.6566666666667,-18.3233333333333,"wild",61.7920092143247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0.3,3.83,"spleen"
"201","AA_0806",30.98,TRUE,12.6566666666667,-18.3233333333333,"wild",61.7920092143247,35.4,16.7,12.4,3.72,2.41,42.6,0.87,11.5,22.6,4.02,40.9,0.65,0.29,2.97,"mLN"
"202","AA_0807",35.7966666666667,FALSE,24.03,-11.7666666666667,"wild",20.4982697883361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,0.13,6.89,"spleen"
"203","AA_0807",35.7966666666667,FALSE,24.03,-11.7666666666667,"wild",20.4982697883361,30.1,15,17.2,2.32,5.32,44.6,1.25,13.2,24.5,7.7,57,0.89,0.38,1.5,"mLN"
"204","AA_0808",31.4566666666667,FALSE,22.8333333333333,-8.62333333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","AA_0809",34.5333333333333,FALSE,23.5933333333333,-10.94,"wild",7.4041538006493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","AA_0810",33.2033333333333,FALSE,23.25,-9.95333333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","AA_0811",35.4266666666667,FALSE,24.6833333333333,-10.7433333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","AA_0812",34.0466666666667,TRUE,24.37,-9.67666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","AA_0813",25.89,TRUE,23.88,-2.01,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","AA_0814",31.5133333333333,FALSE,22.4866666666667,-9.02666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","AA_0815",33.1466666666667,FALSE,24.98,-8.16666666666666,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","AA_0816",31.5466666666667,FALSE,16.4,-15.1466666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","AA_0817",23.55,TRUE,25.4166666666667,1.86666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","AA_0818",31.87,FALSE,23.0133333333333,-8.85666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","AA_0819",32.7966666666667,TRUE,23.74,-9.05666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","AA_0820",29.52,TRUE,24.0366666666667,-5.48333333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","AA_0821",30.48,TRUE,25.5633333333333,-4.91666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","AA_0822",30.53,FALSE,22.92,-7.61,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","AA_0824",32.48,TRUE,19.6433333333333,-12.8366666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","AA_0825",34.0766666666667,FALSE,21.53,-12.5466666666667,"wild",27.4264203485479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","AA_0826",32.3866666666667,TRUE,23.3666666666667,-9.02,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","AA_0827",33.6833333333333,TRUE,23.5033333333333,-10.18,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","AA_0828",33.4766666666667,TRUE,24,-9.47666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","AA_0829",31.5133333333333,TRUE,25.8366666666667,-5.67666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","AA_0831",31.4033333333333,TRUE,23.8066666666667,-7.59666666666666,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","AA_0832",30.4333333333333,FALSE,22.8933333333333,-7.54,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","AA_0833",33.8633333333333,FALSE,22.2566666666667,-11.6066666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","AA_0835",33.9433333333333,FALSE,22.17,-11.7733333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","AA_0836",36.6766666666667,FALSE,24.75,-11.9266666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","AA_0837",33.5666666666667,FALSE,25.3,-8.26666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","AA_0838",31.5333333333333,TRUE,24.63,-6.90333333333334,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","AA_0839",30.42,TRUE,22.3333333333333,-8.08666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","AA_0840",35,FALSE,26.43,-8.57,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","AA_0841",30.3233333333333,FALSE,20.9633333333333,-9.36,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","AA_0842",34.5733333333333,FALSE,21.9166666666667,-12.6566666666667,"wild",15.88182076634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","AA_0846",32.06,FALSE,23.7033333333333,-8.35666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","AA_0847",32.7733333333333,FALSE,22.53,-10.2433333333333,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","AA_0850",35.2233333333333,TRUE,25.2166666666667,-10.0066666666667,"wild",17.9392149676293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","AA_0851",36.66,FALSE,23.8633333333333,-12.7966666666667,"wild",8.22511749424512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","AA_0852",35.25,FALSE,24.3033333333333,-10.9466666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","AA_0853",30.9033333333333,TRUE,22.7333333333333,-8.17,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","AA_0854",36.05,FALSE,25.0133333333333,-11.0366666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","AA_0855",31.1633333333333,FALSE,21.9466666666667,-9.21666666666667,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","AA_0856",30.32,FALSE,21.03,-9.29,"wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","AA_0707",NA,NA,NA,NA,NA,21.9389964424636,40.6,7.58,17.1,26.7,5.44,13.6,6.03,6.46,20.9,11.1,13.1,0.73,0.5,10.8,"mLN"
"246","AA_0707",NA,NA,NA,NA,NA,21.9389964424636,28.6,12.7,30,4.79,7.41,21,2.36,18.9,14.7,21.9,16.3,5.48,4.52,17.4,"spleen"
"247","AA_0712",NA,NA,NA,NA,NA,21.7407263879409,22.9,9.02,21.5,6.58,4.33,48.4,2.76,19.2,7.75,4.2,51.1,13.8,0.37,19.3,"spleen"
"248","AA_0712",NA,NA,NA,NA,NA,21.7407263879409,60.7,2.21,30.6,19.9,1.23,53.9,5.54,8.53,20.4,4.86,46.1,0.62,0.44,8.02,"mLN"
"249","AA_0718",NA,NA,NA,NA,NA,7.38230691769908,48.4,6.97,28.4,8.51,1.29,61.4,1.49,12.9,18.7,7.06,43.4,0.65,0.28,7.92,"mLN"
"250","AA_0718",NA,NA,NA,NA,NA,7.38230691769908,25.2,7.54,26.7,5.72,2.87,46.9,2.06,33.5,12.8,7.68,43.7,4.71,0.19,5.06,"spleen"
"251","AA_0724",NA,NA,NA,NA,NA,16.187899344412,36.2,10.6,25.5,7.54,0.77,53.9,1.41,44.4,8.72,5.03,55.4,9.1,0.27,12.7,"spleen"
"252","AA_0724",NA,NA,NA,NA,NA,16.187899344412,68.5,4.63,75.1,26.8,2.97,59.8,3.66,11,15.1,28.7,85,0.23,0.13,1.19,"mLN"
"253","AA_0774",NA,NA,NA,NA,NA,11.2982790313474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,0.22,22,"spleen"
"254","AA_0774",NA,NA,NA,NA,NA,11.2982790313474,52,3.04,18.9,9.14,0.93,36.5,0.77,9.3,6.9,3.79,48.3,1.24,0,4.92,"mLN"
"255","AA_0790",NA,NA,NA,NA,NA,3.13938262269383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0.28,7.6,"spleen"
"256","AA_0790",NA,NA,NA,NA,NA,3.13938262269383,43.4,4.77,35.8,6.95,3.4,50.3,1.65,32.5,16.7,13.8,30.2,0.59,0.32,3.64,"mLN"
"257","AA_0799",NA,NA,NA,NA,NA,7.89931417222197,31.4,15.2,24.6,4.05,5.96,62.3,1.05,32.7,27.1,3.27,76.7,1.01,2.1,4.8,"mLN"
"258","AA_0799",NA,NA,NA,NA,NA,7.89931417222197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,0.89,3.24,"spleen"
"259","AA_0830",NA,NA,NA,NA,NA,29.6075148735655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","AA_0768",NA,NA,NA,NA,NA,NA,56,9.1,11.5,10.1,4.48,44.1,3.61,9.33,3.94,9.32,53.3,5.19,0,6.9,"mLN"
"261","AA_0768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,1.13,51.5,"spleen"
"262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
