Name,Ct SYBR,Target SYBR,Ct Dev SYBR
CEWE_AA_661,26.16,GBP2,0.33
CEWE_AA_547,26.190000000000001,CXCR3,0.46
CEWE_AA_547,25.859999999999999,CXCR3,0.46
CEWE_AA_547,26.77,CXCR3,0.46
CEWE_AA_549,25.370000000000001,CXCR3,0.8
CEWE_AA_549,24.129999999999999,CXCR3,0.8
CEWE_AA_549,23.879999999999999,CXCR3,0.8
CEWE_AA_559,27.120000000000001,CXCR3,0.41
CEWE_AA_559,26.739999999999998,CXCR3,0.41
CEWE_AA_559,27.559999999999999,CXCR3,0.41
CEWE_AA_661,28.559999999999999,CXCR3,0.6
CEWE_AA_661,27.379999999999999,CXCR3,0.6
CEWE_AA_661,27.800000000000001,CXCR3,0.6
CEWE_AA_547,24.41,IRG6,0.6
CEWE_AA_547,24.73,IRG6,0.6
CEWE_AA_547,25.57,IRG6,0.6
CEWE_AA_549,23.010000000000002,IRG6,0.3
CEWE_AA_549,22.559999999999999,IRG6,0.3
CEWE_AA_549,22.43,IRG6,0.3
CEWE_AA_559,25.68,IRG6,0.27
CEWE_AA_559,25.399999999999999,IRG6,0.27
CEWE_AA_559,25.940000000000001,IRG6,0.27
CEWE_AA_661,26.43,IRG6,0.31
CEWE_AA_661,26.370000000000001,IRG6,0.31
CEWE_AA_661,25.870000000000001,IRG6,0.31
CEWE_AA_550,18.609999999999999,GAPDH,0.35
CEWE_AA_550,17.969999999999999,GAPDH,0.35
CEWE_AA_550,18.050000000000001,GAPDH,0.35
CEWE_AA_550,22.25,beta-Actin,0.14
CEWE_AA_550,22.280000000000001,beta-Actin,0.14
CEWE_AA_550,22.030000000000001,beta-Actin,0.14
CEWE_AA_550,25.75,IL-6,0.51
CEWE_AA_550,25.109999999999999,IL-6,0.51
CEWE_AA_550,24.739999999999998,IL-6,0.51
CEWE_AA_550,25.18,IL-12b,0.71
CEWE_AA_550,24.010000000000002,IL-12b,0.71
CEWE_AA_550,23.91,IL-12b,0.71
CEWE_AA_550,28.82,GBP2,1.43
CEWE_AA_550,26.850000000000001,GBP2,1.43
CEWE_AA_550,26.050000000000001,GBP2,1.43
CEWE_AA_550,25.559999999999999,CXCR3,0.4
CEWE_AA_550,24.890000000000001,CXCR3,0.4
CEWE_AA_550,24.850000000000001,CXCR3,0.4
CEWE_AA_550,23.289999999999999,IRG6,0.7
CEWE_AA_550,22.02,IRG6,0.7
CEWE_AA_550,22.149999999999999,IRG6,0.7
CEWE_AA_552,19.640000000000001,GAPDH,0.45
CEWE_AA_552,19.030000000000001,GAPDH,0.45
CEWE_AA_552,18.77,GAPDH,0.45
CEWE_AA_553,22.239999999999998,GAPDH,0.72
CEWE_AA_553,21.030000000000001,GAPDH,0.72
CEWE_AA_553,20.969999999999999,GAPDH,0.72
CEWE_AA_572,20.66,GAPDH,0.17
CEWE_AA_572,20.440000000000001,GAPDH,0.17
CEWE_AA_572,20.309999999999999,GAPDH,0.17
CEWE_AA_579,33.479999999999997,GAPDH,2.58
CEWE_AA_579,29.23,GAPDH,2.58
CEWE_AA_579,28.84,GAPDH,2.58
CEWE_AA_552,23.57,beta-Actin,0.57
CEWE_AA_552,22.5,beta-Actin,0.57
CEWE_AA_552,22.73,beta-Actin,0.57
CEWE_AA_553,25.530000000000001,beta-Actin,0.45
CEWE_AA_553,24.649999999999999,beta-Actin,0.45
CEWE_AA_553,24.899999999999999,beta-Actin,0.45
CEWE_AA_572,21.670000000000002,beta-Actin,0.37
CEWE_AA_572,21.710000000000001,beta-Actin,0.37
CEWE_AA_572,21.039999999999999,beta-Actin,0.37
CEWE_AA_579,32.390000000000001,beta-Actin,0.91
CEWE_AA_579,30.890000000000001,beta-Actin,0.91
CEWE_AA_579,30.75,beta-Actin,0.91
CEWE_AA_552,26.140000000000001,IL-6,0.36
CEWE_AA_552,25.449999999999999,IL-6,0.36
CEWE_AA_552,25.649999999999999,IL-6,0.36
CEWE_AA_553,27.870000000000001,IL-6,0.33
CEWE_AA_553,27.68,IL-6,0.33
CEWE_AA_553,27.23,IL-6,0.33
CEWE_AA_572,30.420000000000002,IL-6,0.87
CEWE_AA_572,29.670000000000002,IL-6,0.87
CEWE_AA_572,28.690000000000001,IL-6,0.87
CEWE_AA_579,,IL-6,0.69
CEWE_AA_579,35.240000000000002,IL-6,0.69
CEWE_AA_579,34.259999999999998,IL-6,0.69
CEWE_AA_552,27.73,IL-12b,1.57
CEWE_AA_552,24.859999999999999,IL-12b,1.57
CEWE_AA_552,25.18,IL-12b,1.57
CEWE_AA_553,29.039999999999999,IL-12b,0.83
CEWE_AA_553,27.93,IL-12b,0.83
CEWE_AA_553,27.41,IL-12b,0.83
CEWE_AA_572,35.259999999999998,IL-12b,0.9
CEWE_AA_572,34.420000000000002,IL-12b,0.9
CEWE_AA_572,33.460000000000001,IL-12b,0.9
CEWE_AA_579,,IL-12b,
CEWE_AA_579,,IL-12b,
CEWE_AA_579,,IL-12b,
CEWE_AA_552,30.550000000000001,GBP2,1.76
CEWE_AA_552,27.390000000000001,GBP2,1.76
CEWE_AA_552,27.609999999999999,GBP2,1.76
CEWE_AA_553,28.32,GBP2,0.37
CEWE_AA_553,27.66,GBP2,0.37
CEWE_AA_553,27.699999999999999,GBP2,0.37
CEWE_AA_572,29.52,GBP2,0.57
CEWE_AA_572,28.859999999999999,GBP2,0.57
CEWE_AA_572,28.370000000000001,GBP2,0.57
CEWE_AA_579,,GBP2,0.6
CEWE_AA_579,33.509999999999998,GBP2,0.6
CEWE_AA_579,32.659999999999997,GBP2,0.6
CEWE_AA_552,25.829999999999998,CXCR3,0.63
CEWE_AA_552,24.640000000000001,CXCR3,0.63
CEWE_AA_552,24.870000000000001,CXCR3,0.63
CEWE_AA_553,28.440000000000001,CXCR3,0.68
CEWE_AA_553,27.149999999999999,CXCR3,0.68
CEWE_AA_553,27.399999999999999,CXCR3,0.68
CEWE_AA_572,30.559999999999999,CXCR3,0.64
CEWE_AA_572,29.670000000000002,CXCR3,0.64
CEWE_AA_572,29.309999999999999,CXCR3,0.64
CEWE_AA_579,,CXCR3,
CEWE_AA_579,,CXCR3,
CEWE_AA_579,,CXCR3,
CEWE_AA_552,23.219999999999999,IRG6,0.37
CEWE_AA_552,22.640000000000001,IRG6,0.37
CEWE_AA_552,22.52,IRG6,0.37
CEWE_AA_553,24.780000000000001,IRG6,0.42
CEWE_AA_553,24.050000000000001,IRG6,0.42
CEWE_AA_553,24.07,IRG6,0.42
CEWE_AA_572,30.32,IRG6,1.89
CEWE_AA_572,32.130000000000003,IRG6,1.89
CEWE_AA_572,28.350000000000001,IRG6,1.89
CEWE_AA_579,,IRG6,
CEWE_AA_579,,IRG6,
CEWE_AA_579,,IRG6,
CEWE_AA_620,21.5,GAPDH,0.93
CEWE_AA_620,19.829999999999998,GAPDH,0.93
CEWE_AA_620,19.960000000000001,GAPDH,0.93
CEWE_AA_623,20.280000000000001,GAPDH,0.88
CEWE_AA_623,18.809999999999999,GAPDH,0.88
CEWE_AA_623,18.699999999999999,GAPDH,0.88
CEWE_AA_631,20.690000000000001,GAPDH,0.28
CEWE_AA_631,21.210000000000001,GAPDH,0.28
CEWE_AA_631,21.140000000000001,GAPDH,0.28
CEWE_AA_620,23.789999999999999,beta-Actin,1.19
CEWE_AA_620,22.190000000000001,beta-Actin,1.19
CEWE_AA_620,21.469999999999999,beta-Actin,1.19
CEWE_AA_623,20.640000000000001,beta-Actin,0.88
CEWE_AA_623,20.210000000000001,beta-Actin,0.88
CEWE_AA_623,18.940000000000001,beta-Actin,0.88
CEWE_AA_631,21.289999999999999,beta-Actin,0.17
CEWE_AA_631,21.510000000000002,beta-Actin,0.17
CEWE_AA_631,21.170000000000002,beta-Actin,0.17
CEWE_AA_620,30.190000000000001,IL-6,1.13
CEWE_AA_620,28.66,IL-6,1.13
CEWE_AA_620,28,IL-6,1.13
CEWE_AA_623,31.760000000000002,IL-6,1.5
CEWE_AA_623,29.960000000000001,IL-6,1.5
CEWE_AA_623,28.77,IL-6,1.5
CEWE_AA_631,34.649999999999999,IL-6,0.67
CEWE_AA_631,33.710000000000001,IL-6,0.67
CEWE_AA_631,33.350000000000001,IL-6,0.67
CEWE_AA_620,38.740000000000002,IL-12b,3.13
CEWE_AA_620,33.219999999999999,IL-12b,3.13
CEWE_AA_620,33.43,IL-12b,3.13
CEWE_AA_623,33.770000000000003,IL-12b,1.48
CEWE_AA_623,33.090000000000003,IL-12b,1.48
CEWE_AA_623,30.93,IL-12b,1.48
CEWE_AA_631,35.280000000000001,IL-12b,0.28
CEWE_AA_631,,IL-12b,0.28
CEWE_AA_631,34.880000000000003,IL-12b,0.28
CEWE_AA_620,32.899999999999999,GBP2,2.49
CEWE_AA_620,28.550000000000001,GBP2,2.49
CEWE_AA_620,28.620000000000001,GBP2,2.49
CEWE_AA_623,29.370000000000001,GBP2,0.55
CEWE_AA_623,29.109999999999999,GBP2,0.55
CEWE_AA_623,28.32,GBP2,0.55
CEWE_AA_631,29.609999999999999,GBP2,0.51
CEWE_AA_631,29.129999999999999,GBP2,0.51
CEWE_AA_631,28.59,GBP2,0.51
CEWE_AA_620,31.57,CXCR3,1.3
CEWE_AA_620,29.59,CXCR3,1.3
CEWE_AA_620,29.129999999999999,CXCR3,1.3
CEWE_AA_623,31.68,CXCR3,0.95
CEWE_AA_623,30.809999999999999,CXCR3,0.95
CEWE_AA_623,29.789999999999999,CXCR3,0.95
CEWE_AA_631,,CXCR3,2.38
CEWE_AA_631,34.380000000000003,CXCR3,2.38
CEWE_AA_631,37.740000000000002,CXCR3,2.38
CEWE_AA_620,30.300000000000001,IRG6,0.87
CEWE_AA_620,28.690000000000001,IRG6,0.87
CEWE_AA_620,28.93,IRG6,0.87
CEWE_AA_623,29.66,IRG6,2.41
CEWE_AA_623,24.870000000000001,IRG6,2.41
CEWE_AA_623,26.940000000000001,IRG6,2.41
CEWE_AA_631,31.399999999999999,IRG6,1.28
CEWE_AA_631,29.25,IRG6,1.28
CEWE_AA_631,29.120000000000001,IRG6,1.28
CEWE_AA_551,21.649999999999999,GAPDH,0.22
CEWE_AA_551,21.41,GAPDH,0.22
CEWE_AA_551,21.210000000000001,GAPDH,0.22
CEWE_AA_643,24.48,GAPDH,1.31
CEWE_AA_643,22.629999999999999,GAPDH,1.31
CEWE_AA_643,21.949999999999999,GAPDH,1.31
CEWE_AA_646,23.699999999999999,GAPDH,1.09
CEWE_AA_646,22.379999999999999,GAPDH,1.09
CEWE_AA_646,21.530000000000001,GAPDH,1.09
CEWE_AA_551,26.059999999999999,beta-Actin,0.77
CEWE_AA_551,25.219999999999999,beta-Actin,0.77
CEWE_AA_551,24.530000000000001,beta-Actin,0.77
CEWE_AA_643,26.870000000000001,beta-Actin,0.81
CEWE_AA_643,25.66,beta-Actin,0.81
CEWE_AA_643,25.329999999999998,beta-Actin,0.81
CEWE_AA_646,23.41,beta-Actin,1.03
CEWE_AA_646,21.969999999999999,beta-Actin,1.03
CEWE_AA_646,21.420000000000002,beta-Actin,1.03
CEWE_AA_551,28.27,IL-6,0.38
CEWE_AA_551,27.800000000000001,IL-6,0.38
CEWE_AA_551,27.52,IL-6,0.38
CEWE_AA_643,30.25,IL-6,0.91
CEWE_AA_643,29.149999999999999,IL-6,0.91
CEWE_AA_643,28.449999999999999,IL-6,0.91
CEWE_AA_646,33.149999999999999,IL-6,0.84
CEWE_AA_646,31.640000000000001,IL-6,0.84
CEWE_AA_646,31.739999999999998,IL-6,0.84
CEWE_AA_551,30.129999999999999,IL-12b,0.95
CEWE_AA_551,28.530000000000001,IL-12b,0.95
CEWE_AA_551,28.440000000000001,IL-12b,0.95
CEWE_AA_643,34.579999999999998,IL-12b,0.3
CEWE_AA_643,34.049999999999997,IL-12b,0.3
CEWE_AA_643,34.090000000000003,IL-12b,0.3
CEWE_AA_646,35.200000000000003,IL-12b,2.07
CEWE_AA_646,32.880000000000003,IL-12b,2.07
CEWE_AA_646,31.079999999999998,IL-12b,2.07
CEWE_AA_551,28.620000000000001,GBP2,0.34
CEWE_AA_551,28.109999999999999,GBP2,0.34
CEWE_AA_551,27.989999999999998,GBP2,0.34
CEWE_AA_643,30.850000000000001,GBP2,0.49
CEWE_AA_643,30.23,GBP2,0.49
CEWE_AA_643,29.890000000000001,GBP2,0.49
CEWE_AA_646,29.039999999999999,GBP2,0.33
CEWE_AA_646,28.379999999999999,GBP2,0.33
CEWE_AA_646,28.760000000000002,GBP2,0.33
CEWE_AA_551,28.420000000000002,CXCR3,0.45
CEWE_AA_551,27.84,CXCR3,0.45
CEWE_AA_551,27.530000000000001,CXCR3,0.45
CEWE_AA_643,31.449999999999999,CXCR3,8.16
CEWE_AA_643,30.670000000000002,CXCR3,8.16
CEWE_AA_643,16.949999999999999,CXCR3,8.16
CEWE_AA_646,30.440000000000001,CXCR3,0.41
CEWE_AA_646,30.629999999999999,CXCR3,0.41
CEWE_AA_646,29.84,CXCR3,0.41
CEWE_AA_551,25.620000000000001,IRG6,0.41
CEWE_AA_551,25.52,IRG6,0.41
CEWE_AA_551,24.859999999999999,IRG6,0.41
CEWE_AA_643,30.120000000000001,IRG6,0.76
CEWE_AA_643,28.609999999999999,IRG6,0.76
CEWE_AA_643,29.219999999999999,IRG6,0.76
CEWE_AA_646,28.420000000000002,IRG6,0.73
CEWE_AA_646,27.800000000000001,IRG6,0.73
CEWE_AA_646,26.960000000000001,IRG6,0.73
CEWE_AA_546,19.420000000000002,GAPDH,0.36
CEWE_AA_546,18.809999999999999,GAPDH,0.36
CEWE_AA_546,18.780000000000001,GAPDH,0.36
CEWE_AA_548,25.640000000000001,GAPDH,4.04
CEWE_AA_548,19.02,GAPDH,4.04
CEWE_AA_548,18.309999999999999,GAPDH,4.04
CEWE_AA_666,22.780000000000001,GAPDH,0.73
CEWE_AA_666,21.309999999999999,GAPDH,0.73
CEWE_AA_666,22.100000000000001,GAPDH,0.73
CEWE_AA_546,23.07,beta-Actin,0.35
CEWE_AA_546,22.68,beta-Actin,0.35
CEWE_AA_546,22.359999999999999,beta-Actin,0.35
CEWE_AA_548,23.82,beta-Actin,1.03
CEWE_AA_548,21.760000000000002,beta-Actin,1.03
CEWE_AA_548,22.77,beta-Actin,1.03
CEWE_AA_666,25.109999999999999,beta-Actin,0.6
CEWE_AA_666,23.98,beta-Actin,0.6
CEWE_AA_666,24.16,beta-Actin,0.6
CEWE_AA_546,25.850000000000001,IL-6,0.46
CEWE_AA_546,25.010000000000002,IL-6,0.46
CEWE_AA_546,25.129999999999999,IL-6,0.46
CEWE_AA_548,29.309999999999999,IL-6,2.2
CEWE_AA_548,25.170000000000002,IL-6,2.2
CEWE_AA_548,25.969999999999999,IL-6,2.2
CEWE_AA_666,29.48,IL-6,0.45
CEWE_AA_666,28.699999999999999,IL-6,0.45
CEWE_AA_666,29.5,IL-6,0.45
CEWE_AA_546,26.449999999999999,IL-12b,1.33
CEWE_AA_546,24.48,IL-12b,1.33
CEWE_AA_546,23.899999999999999,IL-12b,1.33
CEWE_AA_548,30.620000000000001,IL-12b,3.59
CEWE_AA_548,24.66,IL-12b,3.59
CEWE_AA_548,24.18,IL-12b,3.59
CEWE_AA_666,32.770000000000003,IL-12b,0.49
CEWE_AA_666,31.91,IL-12b,0.49
CEWE_AA_666,31.949999999999999,IL-12b,0.49
CEWE_AA_546,25.719999999999999,GBP2,0.72
CEWE_AA_546,24.440000000000001,GBP2,0.72
CEWE_AA_546,24.530000000000001,GBP2,0.72
CEWE_AA_548,36.460000000000001,GBP2,5.54
CEWE_AA_548,27.420000000000002,GBP2,5.54
CEWE_AA_548,26.399999999999999,GBP2,5.54
CEWE_AA_666,30.120000000000001,GBP2,0.7
CEWE_AA_666,28.719999999999999,GBP2,0.7
CEWE_AA_666,29.530000000000001,GBP2,0.7
CEWE_AA_546,25.870000000000001,CXCR3,0.47
CEWE_AA_546,24.949999999999999,CXCR3,0.47
CEWE_AA_546,25.280000000000001,CXCR3,0.47
CEWE_AA_548,29.800000000000001,CXCR3,3.32
CEWE_AA_548,24.34,CXCR3,3.32
CEWE_AA_548,23.789999999999999,CXCR3,3.32
CEWE_AA_666,30.539999999999999,CXCR3,1.16
CEWE_AA_666,28.940000000000001,CXCR3,1.16
CEWE_AA_666,28.289999999999999,CXCR3,1.16
CEWE_AA_546,23.170000000000002,IRG6,0.46
CEWE_AA_546,22.75,IRG6,0.46
CEWE_AA_546,22.260000000000002,IRG6,0.46
CEWE_AA_548,24.920000000000002,IRG6,1.23
CEWE_AA_548,22.579999999999998,IRG6,1.23
CEWE_AA_548,23.120000000000001,IRG6,1.23
CEWE_AA_666,28.41,IRG6,0.59
CEWE_AA_666,27.789999999999999,IRG6,0.59
CEWE_AA_666,27.23,IRG6,0.59
CEWE_AA_531,18.98,GAPDH,0.12
CEWE_AA_531,18.75,GAPDH,0.12
CEWE_AA_531,18.800000000000001,GAPDH,0.12
CEWE_AA_534,21.449999999999999,GAPDH,0.53
CEWE_AA_534,20.82,GAPDH,0.53
CEWE_AA_534,20.399999999999999,GAPDH,0.53
CEWE_AA_569,23.850000000000001,GAPDH,0.66
CEWE_AA_569,22.800000000000001,GAPDH,0.66
CEWE_AA_569,22.629999999999999,GAPDH,0.66
CEWE_AA_635,22.309999999999999,GAPDH,0.9
CEWE_AA_635,20.59,GAPDH,0.9
CEWE_AA_635,21.02,GAPDH,0.9
CEWE_AA_531,22.640000000000001,beta-Actin,0.73
CEWE_AA_531,21.18,beta-Actin,0.73
CEWE_AA_531,22.059999999999999,beta-Actin,0.73
CEWE_AA_534,23.66,beta-Actin,0.58
CEWE_AA_534,24.02,beta-Actin,0.58
CEWE_AA_534,24.789999999999999,beta-Actin,0.58
CEWE_AA_569,19.82,beta-Actin,1.52
CEWE_AA_569,22.469999999999999,beta-Actin,1.52
CEWE_AA_569,22.420000000000002,beta-Actin,1.52
CEWE_AA_635,21.32,beta-Actin,0.2
CEWE_AA_635,21,beta-Actin,0.2
CEWE_AA_635,21.379999999999999,beta-Actin,0.2
CEWE_AA_531,25.719999999999999,IL-6,0.45
CEWE_AA_531,25.09,IL-6,0.45
CEWE_AA_531,24.850000000000001,IL-6,0.45
CEWE_AA_534,27.140000000000001,IL-6,0.3
CEWE_AA_534,26.920000000000002,IL-6,0.3
CEWE_AA_534,27.510000000000002,IL-6,0.3
CEWE_AA_569,31.77,IL-6,0.54
CEWE_AA_569,31.960000000000001,IL-6,0.54
CEWE_AA_569,30.949999999999999,IL-6,0.54
CEWE_AA_635,30.530000000000001,IL-6,0.49
CEWE_AA_635,29.620000000000001,IL-6,0.49
CEWE_AA_635,30.350000000000001,IL-6,0.49
CEWE_AA_531,25.550000000000001,IL-12b,3.71
CEWE_AA_531,18.539999999999999,IL-12b,3.71
CEWE_AA_531,24.149999999999999,IL-12b,3.71
CEWE_AA_534,28.600000000000001,IL-12b,1.08
CEWE_AA_534,26.52,IL-12b,1.08
CEWE_AA_534,27.059999999999999,IL-12b,1.08
CEWE_AA_569,34.799999999999997,IL-12b,1.03
CEWE_AA_569,34.969999999999999,IL-12b,1.03
CEWE_AA_569,33.109999999999999,IL-12b,1.03
CEWE_AA_635,35.549999999999997,IL-12b,2.17
CEWE_AA_635,31.449999999999999,IL-12b,2.17
CEWE_AA_635,32.259999999999998,IL-12b,2.17
CEWE_AA_531,27.300000000000001,GBP2,0.71
CEWE_AA_531,25.91,GBP2,0.71
CEWE_AA_531,26.300000000000001,GBP2,0.71
CEWE_AA_534,34.890000000000001,GBP2,2.69
CEWE_AA_534,31.190000000000001,GBP2,2.69
CEWE_AA_534,29.649999999999999,GBP2,2.69
CEWE_AA_569,30.460000000000001,GBP2,0.4
CEWE_AA_569,30.07,GBP2,0.4
CEWE_AA_569,29.670000000000002,GBP2,0.4
CEWE_AA_635,29.050000000000001,GBP2,0.46
CEWE_AA_635,28.170000000000002,GBP2,0.46
CEWE_AA_635,28.390000000000001,GBP2,0.46
CEWE_AA_531,24.59,CXCR3,0.16
CEWE_AA_531,24.289999999999999,CXCR3,0.16
CEWE_AA_531,24.329999999999998,CXCR3,0.16
CEWE_AA_534,28.719999999999999,CXCR3,0.61
CEWE_AA_534,27.91,CXCR3,0.61
CEWE_AA_534,27.539999999999999,CXCR3,0.61
CEWE_AA_569,32.130000000000003,CXCR3,0.31
CEWE_AA_569,31.609999999999999,CXCR3,0.31
CEWE_AA_569,31.59,CXCR3,0.31
CEWE_AA_635,32.240000000000002,CXCR3,0.86
CEWE_AA_635,30.84,CXCR3,0.86
CEWE_AA_635,30.68,CXCR3,0.86
CEWE_AA_531,22.539999999999999,IRG6,0.06
CEWE_AA_531,22.57,IRG6,0.06
CEWE_AA_531,22.66,IRG6,0.06
CEWE_AA_534,25.539999999999999,IRG6,0.71
CEWE_AA_534,25.109999999999999,IRG6,0.71
CEWE_AA_534,24.149999999999999,IRG6,0.71
CEWE_AA_569,29.210000000000001,IRG6,0.23
CEWE_AA_569,28.780000000000001,IRG6,0.23
CEWE_AA_569,28.850000000000001,IRG6,0.23
CEWE_AA_635,28.699999999999999,IRG6,0.64
CEWE_AA_635,27.75,IRG6,0.64
CEWE_AA_635,27.489999999999998,IRG6,0.64
CEWE_AA_561,27.77,GAPDH,0.41
CEWE_AA_561,26.989999999999998,GAPDH,0.41
CEWE_AA_561,27.59,GAPDH,0.41
CEWE_AA_636,21.850000000000001,GAPDH,0.3
CEWE_AA_636,21.43,GAPDH,0.3
CEWE_AA_636,22.030000000000001,GAPDH,0.3
CEWE_AA_662,20.989999999999998,GAPDH,0.48
CEWE_AA_662,20.34,GAPDH,0.48
CEWE_AA_662,21.289999999999999,GAPDH,0.48
CEWE_AA_591,29.609999999999999,GAPDH,0.56
CEWE_AA_591,28.879999999999999,GAPDH,0.56
CEWE_AA_591,28.510000000000002,GAPDH,0.56
CEWE_AA_561,29.870000000000001,beta-Actin,8.18
CEWE_AA_561,15.56,beta-Actin,8.18
CEWE_AA_561,29.579999999999998,beta-Actin,8.18
CEWE_AA_636,22.300000000000001,beta-Actin,0.67
CEWE_AA_636,20.969999999999999,beta-Actin,0.67
CEWE_AA_636,21.710000000000001,beta-Actin,0.67
CEWE_AA_662,21.600000000000001,beta-Actin,0.27
CEWE_AA_662,21.390000000000001,beta-Actin,0.27
CEWE_AA_662,21.93,beta-Actin,0.27
CEWE_AA_591,28.399999999999999,beta-Actin,0.36
CEWE_AA_591,27.940000000000001,beta-Actin,0.36
CEWE_AA_591,27.699999999999999,beta-Actin,0.36
CEWE_AA_561,32.280000000000001,IL-6,0.61
CEWE_AA_561,33.439999999999998,IL-6,0.61
CEWE_AA_561,33.170000000000002,IL-6,0.61
CEWE_AA_636,30.77,IL-6,0.25
CEWE_AA_636,31.239999999999998,IL-6,0.25
CEWE_AA_636,30.829999999999998,IL-6,0.25
CEWE_AA_662,32.460000000000001,IL-6,0.59
CEWE_AA_662,31.32,IL-6,0.59
CEWE_AA_662,32.149999999999999,IL-6,0.59
CEWE_AA_591,34.990000000000002,IL-6,1.26
CEWE_AA_591,,IL-6,1.26
CEWE_AA_591,36.770000000000003,IL-6,1.26
CEWE_AA_561,,IL-12b,
CEWE_AA_561,,IL-12b,
CEWE_AA_561,,IL-12b,
CEWE_AA_636,33.149999999999999,IL-12b,1.22
CEWE_AA_636,35.5,IL-12b,1.22
CEWE_AA_636,33.780000000000001,IL-12b,1.22
CEWE_AA_662,33.560000000000002,IL-12b,1.81
CEWE_AA_662,34.07,IL-12b,1.81
CEWE_AA_662,30.719999999999999,IL-12b,1.81
CEWE_AA_591,,IL-12b,
CEWE_AA_591,,IL-12b,
CEWE_AA_591,,IL-12b,
CEWE_AA_561,31.68,GBP2,0.78
CEWE_AA_561,33.229999999999997,GBP2,0.78
CEWE_AA_561,32.539999999999999,GBP2,0.78
CEWE_AA_636,29.460000000000001,GBP2,0.57
CEWE_AA_636,29.559999999999999,GBP2,0.57
CEWE_AA_636,30.5,GBP2,0.57
CEWE_AA_662,28.850000000000001,GBP2,0.33
CEWE_AA_662,28.25,GBP2,0.33
CEWE_AA_662,28.760000000000002,GBP2,0.33
CEWE_AA_591,34.590000000000003,GBP2,5.12
CEWE_AA_591,24.859999999999999,GBP2,5.12
CEWE_AA_591,32.479999999999997,GBP2,5.12
CEWE_AA_561,,CXCR3,
CEWE_AA_561,,CXCR3,
CEWE_AA_561,,CXCR3,
CEWE_AA_636,33.280000000000001,CXCR3,1.21
CEWE_AA_636,34.210000000000001,CXCR3,1.21
CEWE_AA_636,31.809999999999999,CXCR3,1.21
CEWE_AA_662,31.309999999999999,CXCR3,1.51
CEWE_AA_662,30.960000000000001,CXCR3,1.51
CEWE_AA_662,33.729999999999997,CXCR3,1.51
CEWE_AA_591,,CXCR3,
CEWE_AA_591,,CXCR3,
CEWE_AA_591,,CXCR3,
CEWE_AA_561,,IRG6,
CEWE_AA_561,,IRG6,
CEWE_AA_561,,IRG6,
CEWE_AA_636,29.359999999999999,IRG6,0.11
CEWE_AA_636,29.539999999999999,IRG6,0.11
CEWE_AA_636,29.350000000000001,IRG6,0.11
CEWE_AA_662,27.609999999999999,IRG6,0.77
CEWE_AA_662,27.399999999999999,IRG6,0.77
CEWE_AA_662,28.82,IRG6,0.77
CEWE_AA_591,,IRG6,
CEWE_AA_591,,IRG6,
CEWE_AA_591,,IRG6,
