# File Name: qPCR_eimeria_field_faeces_JK_09022022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 10:37:01 AM UTC
# Run End Date/Time: 2022-02-09 11:58:09 AM UTC
# Run Duration: 81 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:51:44 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:52:30 PM UTC
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Eim","0.32812222838401794","1.101280703688978E-4","AA792","false"
"1","A1","2","Eim","0.3302990198135376","0.0013571540514627834","AA792","false"
"1","A1","3","Eim","0.3311198055744171","0.0012481743639165877","AA792","false"
"1","A1","4","Eim","0.3293587565422058","-0.0014426401167204838","AA792","false"
"1","A1","5","Eim","0.3288894593715668","-0.0028417027357852897","AA792","false"
"1","A1","6","Eim","0.33257028460502625","-9.064295075158493E-5","AA792","false"
"1","A1","7","Eim","0.33320897817611694","-3.81714828086599E-4","AA792","false"
"1","A1","8","Eim","0.33545881509780884","9.383566451795277E-4","AA792","false"
"1","A1","9","Eim","0.34187862277030945","0.00642839886925437","AA792","false"
"1","A1","10","Eim","0.3374253809452057","0.0010453915957248428","AA792","false"
"1","A1","11","Eim","0.33483225107192993","-0.002477503725976682","AA792","false"
"1","A1","12","Eim","0.33581340312957764","-0.002426117116754689","AA792","false"
"1","A1","13","Eim","0.3412618637084961","0.002092578013738","AA792","false"
"1","A1","14","Eim","0.358094185590744","0.01799513444756016","AA792","false"
"1","A1","15","Eim","0.36891841888427734","0.027889602292667716","AA792","false"
"1","A1","16","Eim","0.37973034381866455","0.03777176177862921","AA792","false"
"1","A1","17","Eim","0.4127836525440216","0.06989530505556049","AA792","false"
"1","A1","18","Eim","0.4788243770599365","0.13500626412304964","AA792","false"
"1","A1","19","Eim","0.6073897480964661","0.26264186971115344","AA792","false"
"1","A1","20","Eim","0.8389893770217896","0.49331173318805116","AA792","false"
"1","A1","21","Eim","1.231258749961853","0.8846513406796889","AA792","false"
"1","A1","22","Eim","1.7663792371749878","1.4188420624443978","AA792","false"
"1","A1","23","Eim","2.215993642807007","1.8675267026279911","AA792","false"
"1","A1","24","Eim","2.4771528244018555","2.127756118774414","AA792","false"
"1","A1","25","Eim","2.6847970485687256","2.3344705774928585","AA792","false"
"1","A1","26","Eim","2.8949670791625977","2.543710842638305","AA792","false"
"1","A1","27","Eim","3.111809253692627","2.7596232517199084","AA792","false"
"1","A1","28","Eim","3.334747314453125","2.9816315470319807","AA792","false"
"1","A1","29","Eim","3.538229465484619","3.184183932615049","AA792","false"
"1","A1","30","Eim","3.7450833320617676","3.3901080337437715","AA792","false"
"1","A1","31","Eim","3.9244213104248047","3.568516246658383","AA792","false"
"1","A1","32","Eim","4.046804904937744","3.6899700757228966","AA792","false"
"1","A1","33","Eim","4.190598964691162","3.832834370027889","AA792","false"
"1","A1","34","Eim","4.326268672943115","3.9675743128314163","AA792","false"
"1","A1","35","Eim","4.44273567199707","4.083111546436945","AA792","false"
"1","A1","36","Eim","4.531373023986816","4.170819132978266","AA792","false"
"1","A1","37","Eim","4.617910385131836","4.256426728674859","AA792","false"
"1","A1","38","Eim","4.708498954772949","4.346085532867547","AA792","false"
"1","A1","39","Eim","4.7866435050964355","4.423300317742608","AA792","false"
"1","A1","40","Eim","4.836875915527344","4.47260296272509","AA792","false"
"2","A2","1","Eim","0.2911982536315918","-0.0010459569367495484","AA792","false"
"2","A2","2","Eim","0.29302212595939636","-0.00346355438232423","AA792","false"
"2","A2","3","Eim","0.29921939969062805","-0.001507750424471788","AA792","false"
"2","A2","4","Eim","0.3025404214859009","-0.0024281984025781526","AA792","false"
"2","A2","5","Eim","0.30744943022727966","-0.0017606594345786156","AA792","false"
"2","A2","6","Eim","0.312999427318573","-4.521321166645279E-4","AA792","false"
"2","A2","7","Eim","0.321521133184433","0.00382810397581621","AA792","false"
