# File Name: qPCR_eimeria_field_faeces_JK_09022022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 10:37:01 AM UTC
# Run End Date/Time: 2022-02-09 11:58:09 AM UTC
# Run Duration: 81 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:51:44 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:52:30 PM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","1","Eim","59.99369812011719","1126720.75","18890.896484375"
"1","A1","2","Eim","60.29566955566406","1128366.875","19769.759765625"
"1","A1","3","Eim","60.5976448059082","1122860.25","20777.419921875"
"1","A1","4","Eim","60.89961624145508","1115393.625","21872.783203125"
"1","A1","5","Eim","61.20159149169922","1108860.25","22996.96875"
"1","A1","6","Eim","61.503562927246094","1100419.5","24087.064453125"
"1","A1","7","Eim","61.80553436279297","1093753.0","25082.77734375"
"1","A1","8","Eim","62.10750961303711","1086312.375","25933.1796875"
"1","A1","9","Eim","62.409481048583984","1075864.625","26605.951171875"
"1","A1","10","Eim","62.711456298828125","1066361.125","27104.875"
"1","A1","11","Eim","63.013427734375","1060581.125","27474.8125"
"1","A1","12","Eim","63.31540298461914","1048407.3125","27792.279296875"
"1","A1","13","Eim","63.617374420166016","1039550.3125","28131.6015625"
"1","A1","14","Eim","63.919349670410156","1032035.25","28529.861328125"
"1","A1","15","Eim","64.22132110595703","1024080.5","28967.701171875"
"1","A1","16","Eim","64.5232925415039","1014489.25","29383.875"
"1","A1","17","Eim","64.82527160644531","1004155.4375","29714.087890625"
"1","A1","18","Eim","65.12724304199219","995112.6875","29931.048828125"
"1","A1","19","Eim","65.42921447753906","982169.6875","30058.560546875"
"1","A1","20","Eim","65.73118591308594","974059.4375","30152.2890625"
"1","A1","21","Eim","66.03315734863281","964728.75","30262.408203125"
"1","A1","22","Eim","66.33513641357422","953247.6875","30402.97265625"
"1","A1","23","Eim","66.6371078491211","945866.4375","30544.47265625"
"1","A1","24","Eim","66.93907928466797","934337.5625","30634.27734375"
"1","A1","25","Eim","67.24105072021484","924367.3125","30629.3671875"
"1","A1","26","Eim","67.54302978515625","915200.9375","30523.11328125"
"1","A1","27","Eim","67.84500122070312","902798.375","30354.0546875"
"1","A1","28","Eim","68.14697265625","895126.9375","30189.11328125"
"1","A1","29","Eim","68.44894409179688","884401.25","30095.05859375"
"1","A1","30","Eim","68.75091552734375","875289.4375","30112.4296875"
"1","A1","31","Eim","69.05289459228516","867411.3125","30248.724609375"
"1","A1","32","Eim","69.35486602783203","855755.3125","30497.958984375"
"1","A1","33","Eim","69.6568374633789","847602.0","30876.5234375"
"1","A1","34","Eim","69.95880889892578","836672.3125","31461.0546875"
"1","A1","35","Eim","70.26078796386719","826550.125","32415.755859375"
"1","A1","36","Eim","70.56275939941406","817259.375","34009.26171875"
"1","A1","37","Eim","70.86473083496094","808068.625","36634.7421875"
"1","A1","38","Eim","71.16670227050781","798292.6875","40848.55078125"
"1","A1","39","Eim","71.46867370605469","788004.25","47414.26171875"
"1","A1","40","Eim","71.7706527709961","775234.625","57305.94921875"
"1","A1","41","Eim","72.07262420654297","761917.75","71597.796875"
"1","A1","42","Eim","72.37459564208984","750243.3125","91184.1875"
"1","A1","43","Eim","72.67657470703125","732704.875","116341.6015625"
"1","A1","44","Eim","72.97854614257812","712664.25","146244.90625"
"1","A1","45","Eim","73.280517578125","685770.9375","178640.53125"
"1","A1","46","Eim","73.58248901367188","643958.9375","209890.96875"
"1","A1","47","Eim","73.88446044921875","583385.375","235506.234375"
"1","A1","48","Eim","74.18643188476562","503807.59375","251089.828125"
"1","A1","49","Eim","74.48841094970703","406362.0625","253436.140625"
"1","A1","50","Eim","74.7903823852539","313748.3125","241428.28125"
"1","A1","51","Eim","75.09235382080078","225215.75","216421.125"
"1","A1","52","Eim","75.39433288574219","146597.0","181963.71875"
"1","A1","53","Eim","75.69630432128906","90071.265625","142931.234375"
"1","A1","54","Eim","75.99827575683594","63760.0625","104339.8671875"
"1","A1","55","Eim","76.30024719238281","53927.33203125","70233.7421875"
"1","A1","56","Eim","76.60221862792969","52781.23828125","42994.84375"
"1","A1","57","Eim","76.90419006347656","52312.39453125","23238.138671875"
"1","A1","58","Eim","77.20616912841797","50788.0","10206.4208984375"
"1","A1","59","Eim","77.50814056396484","51214.73828125","2403.291015625"
"1","A1","60","Eim","77.81011199951172","51388.21875","1133.898681640625"
"1","A1","61","Eim","78.11209106445312","51172.62890625","572.0428466796875"
"1","A1","62","Eim","78.4140625","50115.41796875","332.7462158203125"
"1","A1","63","Eim","78.71603393554688","49674.48046875","241.135986328125"
"1","A1","64","Eim","79.01800537109375","48914.7890625","202.569091796875"
"1","A1","65","Eim","79.31997680664062","47740.59765625","174.3857421875"
"1","A1","66","Eim","79.6219482421875","48049.62109375","142.7392578125"
"1","A1","67","Eim","79.9239273071289","47637.05078125","107.107421875"
"1","A1","68","Eim","80.22589874267578","46683.15625","71.541015625"
"1","A1","69","Eim","80.52787017822266","46375.328125","40.1171875"
"1","A1","70","Eim","80.82984924316406","45574.61328125","14.439453125"
"1","A1","71","Eim","81.13182067871094","46641.28125","-7.16162109375"
"1","A1","72","Eim","81.43379211425781","46609.36328125","-28.0"
"1","A1","73","Eim","81.73576354980469","44392.19921875","-49.530517578125"
"1","A1","74","Eim","82.03773498535156","43925.48046875","-68.71875"
"1","A1","75","Eim","82.33971405029297","44408.44921875","-79.32275390625"
"1","A1","76","Eim","82.64168548583984","46088.37890625","-76.746337890625"
"1","A1","77","Eim","82.94365692138672","43909.96484375","-62.499755859375"
"1","A1","78","Eim","83.2456283569336","44656.03125","-44.146484375"
"1","A1","79","Eim","83.547607421875","43216.890625","-30.375"
"1","A1","80","Eim","83.84957885742188","42907.59765625","-25.20947265625"
"1","A1","81","Eim","84.15155029296875","42959.16015625","-25.965087890625"
"1","A1","82","Eim","84.45352172851562","42372.71875","-26.517333984375"
"1","A1","83","Eim","84.7554931640625","42449.63671875","-23.19677734375"
"1","A1","84","Eim","85.0574722290039","43297.9765625","-18.605712890625"
"1","A1","85","Eim","85.35944366455078","41692.84375","-20.352294921875"
"1","A1","86","Eim","85.66141510009766","40375.8515625","-35.6484375"
"1","A1","87","Eim","85.96339416503906","40295.4609375","-65.944091796875"
"1","A1","88","Eim","86.26536560058594","41308.4453125","-105.661865234375"
"1","A1","89","Eim","86.56733703613281","40088.7109375","-145.530517578125"
"1","A1","90","Eim","86.86930847167969","40929.0625","-177.465087890625"
"1","A1","91","Eim","87.17127990722656","39983.734375","-197.232421875"
"1","A1","92","Eim","87.47325134277344","40146.29296875","-203.789794921875"
"1","A1","93","Eim","87.77522277832031","39876.01953125","-197.385986328125"
"1","A1","94","Eim","88.07720184326172","39761.703125","-179.107177734375"
"1","A1","95","Eim","88.3791732788086","40742.69140625","-152.37060546875"
"1","A1","96","Eim","88.68115234375","39382.3203125","-124.0966796875"
"1","A1","97","Eim","88.98312377929688","38672.1484375","-102.9375"
"1","A1","98","Eim","89.28509521484375","38061.1640625","-94.77734375"
"1","A1","99","Eim","89.58706665039062","38418.27734375","-99.089599609375"
"1","A1","100","Eim","89.8890380859375","38873.609375","-109.7861328125"
