# File Name: qPCR_eimeria_field_faeces_JK_09022022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 10:37:01 AM UTC
# Run End Date/Time: 2022-02-09 11:58:09 AM UTC
# Run Duration: 81 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:51:44 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:52:30 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"22","B10","1","38358.16","28674.377","124366.39"
"23","B11","1","46410.883","22533.701","95716.74"
"24","B12","1","38568.996","25357.504","115432.44"
"25","C1","1","62456.484","38759.88","172922.55"
"26","C2","1","75269.07","37145.09","146881.02"
"27","C3","1","72328.67","34426.72","133749.61"
"28","C4","1","69265.08","38276.44","155207.72"
"29","C5","1","59146.145","28858.672","111492.05"
"30","C6","1","61555.14","32218.3","123581.56"
"31","C7","1","62003.332","35543.02","140122.92"
"32","C8","1","55817.03","27270.957","103048.195"
"33","C9","1","56658.824","29748.223","111765.69"
"34","C10","1","44172.715","35796.945","152602.22"
"35","C11","1","37376.566","21859.873","95745.03"
"36","C12","1","33764.918","22122.844","98731.23"
"37","D1","1","65173.13","37309.598","160973.61"
"38","D2","1","56361.555","32416.436","132944.88"
"39","D3","1","70926.6","36785.363","147849.34"
"40","D4","1","69502.875","40475.87","166136.64"
"41","D5","1","49176.934","28865.729","113403.54"
"42","D6","1","35479.375","21426.81","86432.086"
"43","D7","1","81125.84","35885.684","132836.81"
"44","D8","1","47484.06","23214.744","92150.234"
"45","D9","1","58575.42","26630.414","100258.43"
"46","D10","1","59630.37","33314.273","133582.39"
"47","D11","1","41335.207","21121.514","85249.234"
"48","D12","1","38585.113","22128.166","91342.6"
"49","E1","1","81743.59","39994.676","173830.61"
"50","E2","1","72171.875","38183.676","152260.81"
"51","E3","1","50544.242","26633.318","104403.5"
"52","E4","1","63123.305","34645.914","136416.14"
"53","E5","1","63017.914","34238.24","133755.14"
"54","E6","1","57756.496","29706.646","111262.47"
"55","E7","1","58818.89","33624.047","130715.05"
"56","E8","1","46588.19","23140.771","86394.055"
"57","E9","1","46001.38","26454.38","102961.12"
"58","E10","1","53489.25","35995.203","146282.86"
"59","E11","1","43639.023","26517.896","110572.6"
"60","E12","1","44810.52","24648.154","102400.83"
"61","F1","1","81424.47","39935.6","164070.5"
"62","F2","1","67389.12","32828.81","135029.62"
"63","F3","1","55401.47","30860.016","122670.53"
"64","F4","1","55575.75","35614.125","149880.67"
"65","F5","1","54278.508","32814.156","127292.8"
"66","F6","1","53268.47","28594.145","109801.28"
"67","F7","1","62181.656","38234.535","150942.75"
"68","F8","1","48192.176","27591.174","109386.15"
"69","F9","1","45579.98","24984.207","100112.95"
"70","F10","1","46717.75","27827.318","111216.03"
"71","F11","1","52172.426","28566.104","113666.38"
"72","F12","1","50193.164","23427.27","93805.414"
"73","G1","1","65858.76","36532.402","164061.81"
"74","G2","1","62822.984","35981.7","151984.89"
"75","G3","1","54031.15","31822.533","129144.32"
"76","G4","1","61475.098","37127.31","151149.58"
"77","G5","1","60660.74","31329.203","121034.37"
"78","G6","1","52418.83","29444.518","116597.04"
"79","G7","1","53670.293","33138.145","131860.62"
"80","G8","1","61990.984","33909.227","128941.43"
"81","G9","1","44520.277","23986.336","96259.09"
"82","G10","1","53351.977","31481.451","127897.86"
"83","G11","1","46078.65","26129.77","105626.66"
"84","G12","1","63081.38","31049.256","128915.44"
"85","H1","1","56300.15","36709.19","166382.22"
"86","H2","1","48014.477","31671.521","133557.95"
"87","H3","1","63702.617","33829.844","134189.55"
"88","H4","1","54561.03","35198.652","145236.98"
"89","H5","1","56025.223","32426.863","128056.055"
"90","H6","1","53973.965","29608.615","116275.02"
"91","H7","1","51138.832","35026.895","143205.66"
"92","H8","1","50711.48","31503.506","125471.24"
"93","H9","1","37517.652","23245.564","99036.15"
"94","H10","1","29557.865","23863.703","108417.05"
"95","H11","1","29509.525","23676.982","109428.766"
"96","H12","1","25858.244","20381.74","108364.51"
"1","A1","2","104232.65","41687.59","177753.72"
"2","A2","2","97084.82","38809.83","151296.97"
"3","A3","2","135532.94","46933.75","158907.36"
"4","A4","2","106346.125","39238.094","138434.95"
"5","A5","2","115789.96","39214.0","124673.61"
"6","A6","2","135699.48","43354.812","133954.08"
"7","A7","2","110509.67","39877.094","143139.83"
"8","A8","2","114305.57","39045.54","132917.3"
"9","A9","2","116063.56","38247.36","123823.23"
"10","A10","2","59419.22","26080.604","103646.35"
"11","A11","2","86389.8","30955.662","110593.42"
"12","A12","2","88857.086","32100.383","120751.734"
"13","B1","2","138207.98","50651.58","182871.67"
"14","B2","2","158629.23","48598.113","150758.8"
"15","B3","2","157032.83","44200.5","126801.72"
"16","B4","2","138967.56","46375.734","152532.48"
"17","B5","2","133849.19","38332.625","114574.9"
"18","B6","2","156971.83","43370.996","124302.86"
"19","B7","2","119097.83","41684.285","146492.9"
"20","B8","2","104290.92","30799.123","99338.94"
"21","B9","2","129271.86","36512.68","107244.78"
"22","B10","2","69172.41","32461.525","129843.3"
"23","B11","2","85858.97","28402.994","99802.43"
"24","B12","2","85600.02","34002.48","120998.97"
"25","C1","2","150664.03","53029.27","181418.11"
"26","C2","2","180689.86","53393.645","154064.77"
"27","C3","2","182941.45","50248.82","141153.2"
"28","C4","2","136695.62","47081.39","161559.27"
"29","C5","2","137866.0","38457.96","116246.42"
"30","C6","2","159129.31","43919.293","129226.87"
"31","C7","2","135595.2","44453.0","147235.0"
"32","C8","2","123669.55","35981.164","108824.68"
"33","C9","2","139272.69","40329.234","116512.086"
"34","C10","2","80293.63","40136.414","156831.3"
"35","C11","2","67006.02","26134.875","100509.46"
"36","C12","2","68490.195","27562.63","101862.945"
"37","D1","2","117889.41","45687.55","169117.94"
"38","D2","2","119895.64","41625.785","136278.12"
"39","D3","2","165246.53","50618.668","155464.86"
"40","D4","2","119192.4","47837.375","176331.9"
"41","D5","2","90990.266","34641.703","118141.97"
"42","D6","2","71811.5","25666.246","90154.26"
"43","D7","2","147355.88","44158.484","140775.84"
"44","D8","2","110082.03","31561.127","95869.63"
"45","D9","2","137296.2","37510.883","105818.914"
"46","D10","2","140445.75","44748.863","138975.3"
"47","D11","2","95851.055","29742.49","90094.945"
"48","D12","2","98000.0","31771.635","95794.84"
"49","E1","2","170595.38","54804.336","181490.2"
"50","E2","2","159457.62","50266.6","153808.0"
"51","E3","2","126274.19","36756.35","109195.07"
"52","E4","2","139589.12","45098.51","144294.45"
"53","E5","2","150559.39","45260.38","141281.75"
"54","E6","2","144295.94","39928.316","116934.195"
"55","E7","2","130823.94","42062.016","137385.92"
"56","E8","2","103768.78","29893.629","91610.24"
"57","E9","2","120361.125","35567.574","106096.625"
"58","E10","2","110780.766","43508.684","151574.48"
"59","E11","2","106159.19","36161.16","114921.98"
"60","E12","2","109725.46","35753.75","107531.15"
"61","F1","2","159404.75","51903.723","172176.12"
"62","F2","2","139169.98","43743.87","141872.12"
"63","F3","2","126585.06","39331.055","126676.305"
"64","F4","2","107920.28","42951.266","158751.66"
"65","F5","2","115760.01","40738.582","135312.28"
"66","F6","2","124932.4","36923.94","114972.45"
"67","F7","2","131407.42","46324.08","157352.19"
"68","F8","2","112963.77","35463.1","116319.76"
"69","F9","2","117974.44","33775.582","103523.73"
"70","F10","2","107307.34","35677.137","116759.87"
"71","F11","2","121650.84","38745.773","117116.7"
"72","F12","2","113649.24","34030.81","98720.0"
"73","G1","2","142210.22","50016.14","172493.2"
"74","G2","2","151774.58","50332.22","159860.58"
"75","G3","2","143179.48","44978.637","135330.38"
"76","G4","2","128812.34","46240.684","158618.22"
"77","G5","2","145446.56","41998.883","126537.62"
"78","G6","2","128923.92","38949.0","122010.96"
"79","G7","2","109750.6","40150.438","139171.31"
"80","G8","2","140706.27","44078.266","135499.12"
"81","G9","2","119805.96","34675.098","101903.35"
"82","G10","2","119432.766","41389.027","135620.58"
"83","G11","2","110477.5","35860.19","109645.72"
"84","G12","2","154649.06","44756.31","135099.61"
"85","H1","2","119866.19","47439.633","171728.62"
"86","H2","2","116809.04","41649.98","136888.86"
"87","H3","2","163352.73","47909.05","141001.47"
"88","H4","2","129512.14","46133.355","148917.1"
"89","H5","2","152195.28","47432.35","140306.53"
"90","H6","2","149750.66","42212.87","122462.68"
"91","H7","2","127284.03","44798.625","151315.92"
"92","H8","2","138203.88","43269.965","132207.31"
"93","H9","2","112754.44","34423.984","105576.805"
"94","H10","2","44222.543","25762.975","114133.945"
"95","H11","2","43536.74","24954.205","111483.836"
"96","H12","2","41006.44","21249.43","112134.24"
"1","A1","2","64120.727","34692.277","171540.7"
"2","A2","2","50132.37","31072.074","148713.02"
"3","A3","2","61544.42","34880.742","149309.39"
"4","A4","2","59702.56","31247.432","135920.72"
"5","A5","2","44403.277","28514.998","118732.03"
"6","A6","2","49032.95","30686.574","127464.875"
"7","A7","2","54086.664","32445.006","137700.12"
"8","A8","2","56028.78","30689.318","126404.52"
"9","A9","2","50869.15","27914.545","117694.74"
"10","A10","2","33586.28","22761.76","102610.76"
"11","A11","2","44569.504","24579.938","108398.82"
"12","A12","2","50015.797","25197.293","116089.66"
"13","B1","2","71004.4","38882.656","175869.39"
"14","B2","2","74164.586","35508.137","145384.7"
"15","B3","2","65571.01","31173.201","120443.516"
"16","B4","2","68241.72","35752.836","143892.98"
"17","B5","2","64381.934","29241.63","110424.66"
"18","B6","2","63936.477","31893.953","119987.88"
"19","B7","2","64274.965","35371.43","141212.0"
"20","B8","2","50838.61","23640.168","94315.195"
"21","B9","2","57424.72","27026.025","104120.2"
"22","B10","2","40819.254","28860.643","125777.32"
"23","B11","2","47450.01","22768.717","96425.61"
"24","B12","2","40374.44","25486.533","117234.2"
"25","C1","2","66196.3","39559.83","173886.08"
"26","C2","2","80904.984","38004.836","147535.55"
"27","C3","2","76563.375","35316.547","134654.62"
"28","C4","2","70337.71","38273.812","155913.16"
"29","C5","2","60411.992","29019.473","112434.61"
"30","C6","2","66174.42","32643.803","124155.32"
"31","C7","2","65513.38","35632.367","141136.23"
"32","C8","2","59108.625","27578.475","103750.695"
"33","C9","2","61620.33","30138.414","112630.734"
"34","C10","2","45269.57","35497.83","153305.47"
"35","C11","2","38127.914","21954.176","96249.08"
"36","C12","2","34898.625","22359.816","100334.65"
"37","D1","2","66233.99","37915.31","162905.17"
"38","D2","2","58316.016","32791.01","133936.81"
"39","D3","2","75153.6","38059.75","148775.39"
"40","D4","2","69139.16","41463.406","167173.86"
"41","D5","2","49427.082","28967.496","113708.59"
"42","D6","2","36497.41","21702.713","86966.25"
"43","D7","2","82664.85","35872.07","133061.84"
"44","D8","2","48628.36","23700.389","93020.42"
"45","D9","2","63194.22","27493.658","101379.56"
"46","D10","2","62806.9","34286.273","134428.72"
"47","D11","2","43186.652","22086.906","86727.664"
"48","D12","2","40743.477","22532.812","92424.22"
"49","E1","2","83314.93","41694.777","174529.86"
"50","E2","2","75475.09","39010.688","153933.6"
"51","E3","2","54003.234","27318.602","104248.68"
"52","E4","2","65147.66","35117.91","136609.75"
"53","E5","2","65307.527","34779.2","134095.53"
"54","E6","2","60284.113","29619.027","111762.65"
"55","E7","2","60554.727","33313.95","131549.0"
"56","E8","2","47781.887","22935.828","86804.12"
"57","E9","2","47810.523","26479.844","104206.28"
"58","E10","2","55196.02","37096.746","148044.31"
"59","E11","2","45644.89","27271.953","111167.234"
"60","E12","2","46471.812","25598.984","103721.15"
"61","F1","2","83763.984","39847.473","165290.52"
"62","F2","2","70465.484","33900.844","136213.55"
"63","F3","2","59896.523","31305.41","124270.21"
"64","F4","2","56081.184","35615.984","150714.5"
"65","F5","2","54300.684","32546.73","128354.27"
"66","F6","2","56260.207","28647.574","110993.8"
"67","F7","2","63332.105","38330.23","151487.69"
"68","F8","2","49738.492","28090.031","110480.97"
"69","F9","2","48433.59","25435.629","101279.766"
"70","F10","2","49741.008","27850.76","111840.66"
"71","F11","2","54304.508","28680.014","114442.36"
"72","F12","2","51715.938","23722.139","94772.74"
"73","G1","2","65745.1","37297.16","165478.16"
"74","G2","2","64254.418","36479.22","152700.98"
"75","G3","2","54255.66","31680.293","129595.21"
"76","G4","2","65319.227","38252.688","152283.36"
"77","G5","2","65539.26","31738.9","122256.12"
"78","G6","2","56419.88","30072.732","117368.016"
"79","G7","2","54364.67","33070.598","132148.72"
"80","G8","2","63511.242","33639.695","129969.984"
"81","G9","2","47682.85","24446.61","96899.7"
"82","G10","2","56666.168","32045.602","129362.42"
"83","G11","2","49961.76","26953.672","107323.164"
"84","G12","2","68754.46","30997.887","130815.65"
"85","H1","2","59034.617","37317.54","167974.94"
"86","H2","2","51112.613","31378.207","134659.98"
"87","H3","2","67428.39","34028.582","134893.62"
"88","H4","2","56973.996","36306.14","145879.77"
"89","H5","2","61961.652","34505.99","134855.14"
"90","H6","2","58628.8","30192.398","117761.13"
"91","H7","2","53889.91","35153.54","143979.64"
"92","H8","2","52636.73","31623.438","126167.625"
"93","H9","2","39807.938","23453.738","100037.48"
"94","H10","2","30097.98","23410.12","109593.24"
"95","H11","2","30421.947","23674.867","110049.51"
"96","H12","2","26810.443","20295.564","109260.7"
"1","A1","3","106271.89","41067.79","178672.27"
"2","A2","3","101880.875","38978.137","151803.8"
"3","A3","3","141640.31","48034.465","160250.5"
"4","A4","3","109910.04","39606.03","138639.58"
"5","A5","3","122358.11","40467.816","124625.516"
"6","A6","3","141587.86","43759.8","133609.83"
"7","A7","3","120132.63","42046.28","149443.39"
"8","A8","3","119245.08","39411.547","132477.28"
"9","A9","3","120113.61","38988.47","124457.99"
"10","A10","3","61651.293","26736.547","103970.35"
"11","A11","3","90820.98","31994.12","111270.85"
"12","A12","3","93005.4","32787.89","120967.96"
"13","B1","3","142298.97","50836.062","183636.23"
"14","B2","3","163351.62","49184.742","151708.44"
"15","B3","3","163031.2","45602.54","125890.57"
"16","B4","3","141586.12","46597.887","153191.47"
"17","B5","3","137219.62","38512.82","115621.59"
"18","B6","3","163222.25","44068.227","125003.98"
"19","B7","3","123555.16","42890.25","146597.7"
"20","B8","3","109333.12","31024.553","99419.13"
"21","B9","3","133315.84","37025.75","108112.85"
"22","B10","3","69639.63","32835.2","130951.58"
"23","B11","3","86689.58","28404.914","100585.164"
"24","B12","3","87293.305","33862.44","121500.19"
"25","C1","3","157495.34","55095.72","182613.17"
"26","C2","3","186467.14","53528.906","154892.22"
"27","C3","3","189661.42","51179.695","142215.53"
"28","C4","3","139219.81","47627.156","162827.17"
"29","C5","3","143753.62","39782.664","116767.8"
"30","C6","3","165813.39","44557.867","129617.45"
"31","C7","3","140208.48","44677.598","147534.38"
"32","C8","3","128532.69","36289.93","109092.38"
"33","C9","3","144435.31","40716.133","117053.266"
"34","C10","3","82301.33","39725.844","157342.34"
"35","C11","3","68656.55","27074.395","100538.07"
"36","C12","3","70780.32","28119.107","102480.06"
"37","D1","3","118382.52","45605.645","169302.3"
"38","D2","3","123464.64","41692.953","136568.7"
"39","D3","3","172358.67","51230.42","155699.31"
"40","D4","3","121844.35","47889.406","176414.1"
"41","D5","3","92023.22","34111.58","118898.73"
"42","D6","3","73189.6","25944.492","90363.83"
"43","D7","3","148707.55","44185.03","140659.02"
"44","D8","3","111825.914","31596.574","96345.0"
"45","D9","3","141471.45","38106.395","105267.664"
"46","D10","3","144584.33","45910.164","139867.73"
"47","D11","3","99051.12","30046.82","90153.164"
"48","D12","3","100357.06","31973.18","95756.16"
"49","E1","3","174478.31","55558.125","182326.62"
"50","E2","3","166594.3","50862.312","154976.55"
"51","E3","3","132181.4","37239.215","109678.48"
"52","E4","3","142809.9","45255.586","144341.14"
"53","E5","3","155630.38","45678.176","140833.67"
"54","E6","3","149938.61","40789.79","117280.65"
"55","E7","3","134566.47","42321.86","137977.27"
"56","E8","3","106175.64","30094.45","91453.43"
"57","E9","3","123291.61","36089.96","106823.31"
"58","E10","3","114349.336","43834.297","152584.47"
"59","E11","3","112220.125","36282.414","115759.305"
"60","E12","3","114151.44","36707.562","108103.01"
"61","F1","3","162836.25","52714.586","172611.81"
"62","F2","3","145513.73","44380.805","142290.97"
"63","F3","3","133054.11","40707.797","127133.37"
"64","F4","3","109630.27","43236.082","159299.89"
"65","F5","3","118131.88","40860.195","134511.06"
"66","F6","3","128270.04","37645.113","115742.734"
"67","F7","3","135302.64","46812.297","158244.56"
"68","F8","3","116476.43","36285.094","116243.96"
"69","F9","3","122198.87","34362.29","104081.83"
"70","F10","3","112553.02","36387.883","116966.24"
"71","F11","3","129020.51","38926.453","117769.38"
"72","F12","3","116719.48","35063.094","98814.5"
"73","G1","3","140992.8","50996.78","171939.7"
"74","G2","3","152984.53","50659.684","159697.55"
"75","G3","3","144982.95","45824.973","135723.52"
"76","G4","3","135559.06","46728.938","159398.47"
"77","G5","3","157668.06","44869.664","131689.58"
"78","G6","3","136048.92","40005.47","122725.586"
"79","G7","3","112915.77","40937.383","139089.6"
"80","G8","3","145365.0","44895.465","135539.92"
"81","G9","3","125443.23","35235.95","101197.71"
"82","G10","3","125874.75","42150.527","136300.66"
"83","G11","3","117120.98","36533.344","110059.57"
"84","G12","3","161468.2","46961.586","135713.92"
"85","H1","3","125590.16","48570.773","172893.06"
"86","H2","3","121854.63","42699.42","137516.45"
"87","H3","3","171783.38","49792.348","141401.25"
"88","H4","3","134997.56","47313.355","149786.16"
"89","H5","3","159082.6","47985.902","140827.33"
"90","H6","3","155853.36","43589.75","122850.48"
"91","H7","3","130898.0","46188.254","151655.94"
"92","H8","3","142382.47","44351.875","131402.48"
"93","H9","3","114800.516","35304.58","105246.7"
"94","H10","3","44063.14","26150.877","114518.32"
"95","H11","3","42036.375","25896.602","114927.875"
"96","H12","3","40541.406","21953.459","112263.27"
"1","A1","3","64555.953","35559.273","172813.19"
"2","A2","3","51655.812","32227.58","149970.94"
"3","A3","3","63056.297","35923.957","150064.33"
"4","A4","3","60904.684","32628.049","136972.77"
"5","A5","3","46146.277","30111.795","119733.945"
"6","A6","3","52149.203","31774.994","128355.47"
"7","A7","3","57766.457","33986.367","144090.73"
"8","A8","3","59303.11","31433.646","126849.39"
"9","A9","3","52396.547","28697.172","118182.37"
"10","A10","3","34222.547","22633.838","102630.32"
"11","A11","3","45584.62","24558.152","109175.6"
"12","A12","3","50363.918","25901.205","116665.41"
"13","B1","3","72136.23","40125.51","176223.23"
"14","B2","3","76566.01","36081.645","145048.56"
"15","B3","3","68722.47","31203.062","121170.78"
"16","B4","3","70060.414","35910.547","143718.14"
"17","B5","3","65494.734","28900.426","110663.69"
"18","B6","3","65403.44","31750.04","120566.44"
"19","B7","3","67174.875","35614.41","141823.23"
"20","B8","3","52667.297","24003.674","94147.83"
"21","B9","3","60799.516","26667.213","103982.59"
"22","B10","3","39758.707","29070.879","126217.19"
"23","B11","3","48561.48","22785.28","96656.99"
"24","B12","3","39521.613","26286.865","117775.836"
"25","C1","3","67897.266","39803.773","174757.67"
"26","C2","3","82231.07","38120.902","147602.12"
"27","C3","3","80072.77","35770.742","135285.88"
"28","C4","3","72739.586","38866.188","156640.9"
"29","C5","3","62850.23","29257.447","112571.1"
"30","C6","3","68287.68","32979.46","125069.64"
"31","C7","3","67858.195","36183.14","141805.12"
"32","C8","3","60653.04","27567.445","103901.45"
"33","C9","3","64309.234","30148.07","112893.02"
"34","C10","3","46401.5","35791.598","154460.1"
"35","C11","3","39440.082","21916.268","96876.6"
"36","C12","3","36219.42","22395.246","100852.24"
"37","D1","3","66270.49","37978.254","163087.45"
"38","D2","3","61504.023","33134.41","134919.72"
"39","D3","3","79240.266","38898.742","149093.67"
"40","D4","3","71188.28","41925.312","167936.11"
"41","D5","3","50750.688","29324.336","114126.516"
"42","D6","3","37842.74","21796.246","86478.56"
"43","D7","3","84527.984","36647.36","133998.7"
"44","D8","3","48995.08","24495.842","93224.625"
"45","D9","3","64746.46","28286.625","101098.734"
"46","D10","3","65917.266","34786.098","135344.39"
"47","D11","3","44178.11","22330.566","86860.27"
"48","D12","3","42753.94","22784.537","93003.625"
"49","E1","3","85431.1","42168.07","174814.44"
"50","E2","3","78116.484","39536.836","154670.77"
"51","E3","3","55590.16","27390.531","105004.91"
"52","E4","3","67248.21","35329.996","136999.39"
"53","E5","3","68011.07","34530.418","134825.9"
"54","E6","3","63239.48","30139.396","112793.7"
"55","E7","3","62191.66","34074.66","131732.25"
"56","E8","3","47969.1","23062.273","87180.56"
"57","E9","3","49081.02","27049.664","104645.54"
"58","E10","3","57702.81","37054.88","148834.31"
"59","E11","3","48271.324","28329.29","112335.984"
"60","E12","3","49019.35","26518.12","104522.0"
"61","F1","3","85187.39","40214.613","165738.0"
"62","F2","3","73551.0","34188.004","136692.66"
