# File Name: qPCR_eimeria_field_faeces_JK_09022022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-02-09 10:37:01 AM UTC
# Run End Date/Time: 2022-02-09 11:58:09 AM UTC
# Run Duration: 81 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-02-09 12:51:44 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-02-09 12:52:30 PM UTC
"Well","Well Position","Cycle Number","SYBR","ROX"
"1","A1","1","94197.03","177127.83"
"1","A1","2","56093.176","170952.08"
"1","A1","3","96178.44","177651.36"
"1","A1","4","56647.562","171503.88"
"1","A1","5","98354.29","178603.02"
"1","A1","6","57143.098","172575.3"
"1","A1","7","99265.92","179186.06"
"1","A1","8","56918.375","172815.73"
"1","A1","9","101619.42","179251.47"
"1","A1","10","56968.375","173214.36"
"1","A1","11","102824.78","179318.95"
"1","A1","12","57798.773","173794.16"
"1","A1","13","102243.73","179364.6"
"1","A1","14","57907.8","173788.23"
"1","A1","15","102378.72","179537.19"
"1","A1","16","58296.473","173781.31"
"1","A1","17","104611.59","179581.62"
"1","A1","18","59350.145","173600.05"
"1","A1","19","105089.87","179684.19"
"1","A1","20","58534.19","173473.0"
"1","A1","21","106048.47","180042.19"
"1","A1","22","58164.812","173713.3"
"1","A1","23","107477.17","180270.97"
"1","A1","24","58363.8","173798.31"
"1","A1","25","109051.39","180192.66"
"1","A1","26","59300.902","173769.5"
"1","A1","27","109601.56","180264.03"
"1","A1","28","62335.273","174075.08"
"1","A1","29","111843.56","180209.0"
"1","A1","30","64071.07","173672.73"
"1","A1","31","118494.34","180430.98"
"1","A1","32","65917.375","173589.95"
"1","A1","33","127370.67","180388.89"
"1","A1","34","71935.6","174269.5"
"1","A1","35","145449.88","180404.86"
"1","A1","36","83436.16","174252.11"
"1","A1","37","177239.88","180733.45"
"1","A1","38","105717.84","174052.73"
"1","A1","39","227637.94","180621.92"
"1","A1","40","145787.89","173766.08"
"1","A1","41","300846.03","180412.5"
"1","A1","42","213015.14","173005.98"
"1","A1","43","385143.78","180301.48"
"1","A1","44","304835.25","172576.33"
"1","A1","45","466214.88","180491.05"
"1","A1","46","382051.6","172406.45"
"1","A1","47","562171.06","180428.73"
"1","A1","48","427057.16","172398.39"
"1","A1","49","655466.6","180527.75"
"1","A1","50","462721.5","172348.78"
"1","A1","51","735482.1","180431.0"
"1","A1","52","499675.2","172601.34"
"1","A1","53","812024.75","180290.48"
"1","A1","54","537671.4","172784.17"
"1","A1","55","880130.75","180472.94"
"1","A1","56","575993.8","172724.88"
"1","A1","57","937344.75","180578.38"
"1","A1","58","611112.06","172716.9"
"1","A1","59","987989.8","180486.23"
"1","A1","60","645012.0","172229.02"
"1","A1","61","1036350.94","180618.39"
"1","A1","62","675836.9","172213.12"
"1","A1","63","1068304.8","180580.34"
"1","A1","64","700278.25","173044.72"
"1","A1","65","1100859.8","180868.62"
"1","A1","66","725345.56","173088.77"
"1","A1","67","1134809.6","180967.36"
"1","A1","68","747891.4","172872.16"
"1","A1","69","1161006.0","180936.62"
"1","A1","70","767510.2","172756.22"
"1","A1","71","1178053.0","181015.11"
"1","A1","72","783760.75","172963.19"
"1","A1","73","1197275.4","181122.73"
"1","A1","74","799158.3","173056.27"
"1","A1","75","1214565.9","181039.94"
"1","A1","76","814535.4","172992.58"
"1","A1","77","1233072.8","180864.61"
"1","A1","78","828985.06","173187.14"
"1","A1","79","1249541.4","180900.23"
"1","A1","80","839862.94","173637.48"
"1","A1","81","1126720.8","0.0"
"1","A1","82","1128366.9","0.0"
"1","A1","83","1122860.2","0.0"
"1","A1","84","1115393.6","0.0"
"1","A1","85","1108860.2","0.0"
"1","A1","86","1100419.5","0.0"
"1","A1","87","1093753.0","0.0"
"1","A1","88","1086312.4","0.0"
"1","A1","89","1075864.6","0.0"
"1","A1","90","1066361.1","0.0"
"1","A1","91","1060581.1","0.0"
"1","A1","92","1048407.3","0.0"
"1","A1","93","1039550.3","0.0"
"1","A1","94","1032035.25","0.0"
"1","A1","95","1024080.5","0.0"
"1","A1","96","1014489.25","0.0"
"1","A1","97","1004155.44","0.0"
"1","A1","98","995112.7","0.0"
"1","A1","99","982169.7","0.0"
"1","A1","100","974059.44","0.0"
"1","A1","101","964728.75","0.0"
"1","A1","102","953247.7","0.0"
"1","A1","103","945866.44","0.0"
"1","A1","104","934337.56","0.0"
"1","A1","105","924367.3","0.0"
"1","A1","106","915200.94","0.0"
"1","A1","107","902798.4","0.0"
"1","A1","108","895126.94","0.0"
"1","A1","109","884401.25","0.0"
"1","A1","110","875289.44","0.0"
"1","A1","111","867411.3","0.0"
"1","A1","112","855755.3","0.0"
"1","A1","113","847602.0","0.0"
"1","A1","114","836672.3","0.0"
"1","A1","115","826550.1","0.0"
"1","A1","116","817259.4","0.0"
"1","A1","117","808068.6","0.0"
"1","A1","118","798292.7","0.0"
"1","A1","119","788004.25","0.0"
"1","A1","120","775234.6","0.0"
"1","A1","121","761917.75","0.0"
"1","A1","122","750243.3","0.0"
"1","A1","123","732704.9","0.0"
"1","A1","124","712664.25","0.0"
"1","A1","125","685770.94","0.0"
"1","A1","126","643958.94","0.0"
"1","A1","127","583385.4","0.0"
"1","A1","128","503807.6","0.0"
"1","A1","129","406362.06","0.0"
"1","A1","130","313748.3","0.0"
"1","A1","131","225215.75","0.0"
"1","A1","132","146597.0","0.0"
"1","A1","133","90071.266","0.0"
"1","A1","134","63760.062","0.0"
"1","A1","135","53927.332","0.0"
"1","A1","136","52781.24","0.0"
"1","A1","137","52312.395","0.0"
"1","A1","138","50788.0","0.0"
"1","A1","139","51214.74","0.0"
"1","A1","140","51388.22","0.0"
"1","A1","141","51172.63","0.0"
"1","A1","142","50115.418","0.0"
"1","A1","143","49674.48","0.0"
"1","A1","144","48914.79","0.0"
"1","A1","145","47740.598","0.0"
"1","A1","146","48049.62","0.0"
"1","A1","147","47637.05","0.0"
"1","A1","148","46683.156","0.0"
"1","A1","149","46375.33","0.0"
"1","A1","150","45574.613","0.0"
"1","A1","151","46641.28","0.0"
"1","A1","152","46609.363","0.0"
"1","A1","153","44392.2","0.0"
"1","A1","154","43925.48","0.0"
"1","A1","155","44408.45","0.0"
"1","A1","156","46088.38","0.0"
"1","A1","157","43909.965","0.0"
"1","A1","158","44656.03","0.0"
"1","A1","159","43216.89","0.0"
"1","A1","160","42907.598","0.0"
"1","A1","161","42959.16","0.0"
"1","A1","162","42372.72","0.0"
"1","A1","163","42449.637","0.0"
"1","A1","164","43297.977","0.0"
"1","A1","165","41692.844","0.0"
"1","A1","166","40375.85","0.0"
"1","A1","167","40295.46","0.0"
"1","A1","168","41308.445","0.0"
"1","A1","169","40088.71","0.0"
"1","A1","170","40929.062","0.0"
"1","A1","171","39983.734","0.0"
"1","A1","172","40146.293","0.0"
"1","A1","173","39876.02","0.0"
"1","A1","174","39761.703","0.0"
"1","A1","175","40742.69","0.0"
"1","A1","176","39382.32","0.0"
"1","A1","177","38672.15","0.0"
"1","A1","178","38061.164","0.0"
"1","A1","179","38418.277","0.0"
"1","A1","180","38873.61","0.0"
"1","A1","181","38171.7","0.0"
"1","A1","182","38873.957","0.0"
"1","A1","183","36489.258","0.0"
"1","A1","184","37202.055","0.0"
"1","A1","185","37309.926","0.0"
"1","A1","186","37509.535","0.0"
"1","A1","187","37073.848","0.0"
"1","A1","188","37705.324","0.0"
"1","A1","189","37810.11","0.0"
"1","A1","190","37847.35","0.0"
"1","A1","191","36808.973","0.0"
"1","A1","192","37227.375","0.0"
"1","A1","193","36435.496","0.0"
"1","A1","194","37158.21","0.0"
"1","A1","195","36964.855","0.0"
"1","A1","196","35694.797","0.0"
"2","A2","1","88003.125","150868.52"
"2","A2","2","43124.69","148093.92"
"2","A2","3","90309.48","151208.4"
"2","A2","4","43564.72","148673.81"
"2","A2","5","94465.94","151828.77"
"2","A2","6","44801.797","149728.92"
"2","A2","7","95911.0","152457.83"
"2","A2","8","45362.63","149939.06"
"2","A2","9","98479.64","152754.39"
"2","A2","10","46262.48","150471.84"
"2","A2","11","100279.08","153320.55"
"2","A2","12","47216.863","150852.88"
"2","A2","13","101375.52","153654.66"
"2","A2","14","48527.254","150930.22"
"2","A2","15","102079.23","154006.52"
"2","A2","16","49123.934","151052.03"
"2","A2","17","103878.63","154255.84"
"2","A2","18","50293.99","151272.64"
"2","A2","19","105109.89","154363.08"
"2","A2","20","50198.277","151575.19"
"2","A2","21","106445.92","154639.62"
"2","A2","22","50062.41","151689.72"
"2","A2","23","108143.74","154723.62"
"2","A2","24","50948.305","151851.38"
"2","A2","25","110680.94","155011.19"
"2","A2","26","52539.766","151916.02"
"2","A2","27","113224.234","155138.47"
"2","A2","28","55251.883","152654.69"
