"Transect","Mouse_ID","Sex","Longitude","Latitude","Year","Body_weight","Cysticercus","Trichuris_muris","Aspiculuris_tetraptera","Syphacia_obvelata","Flea","Dissection","Capture","Mastophorus_muris","Hymenolepis_microstoma","Heterakis_spumosa","Mesocestoides","Catenotaenia_pusilla","Body_length","Tail_length","mtBamH","Zfy2","Y","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","HI_NLoci","HI","Dist0","REGion","SRY1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","Dist","Hymenolepis","Oxyurids","Mix_Syphacia_Aspiculuris","State","Status","Species","Dissectors","Embryo_left","Embryo_right","Feces_weight","Hymenolepis_diminiuta","Heligmosomoides_polygurus"
"HZ_BR","AA_0360",NA,13.440793,53.049615,2017,10.9,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"Mus musculus","German",NA,NA,NA,"0",0
"HZ_BR","AA_0361","M",13.486372,53.127386,2017,19.62,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0362","M",14.144171,52.01705,2017,15.11,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0363","M",13.897624,52.276343,2017,14.29,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0364","F",13.897624,52.276343,2017,18.4,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"Mus musculus","Czech","0",0,NA,NA,NA
"HZ_BR","AA_0365","M",13.957859,52.771519,2017,13.12,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.08","0",0
"HZ_BR","AA_0366","M",13.486372,53.127386,2017,11.88,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.33","0",0
"HZ_BR","AA_0367","F",13.957859,52.771519,2017,15.87,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","post partum","Mus musculus","Czech","0",0,"0.06","0",0
"HZ_BR","AA_0368","F",13.486372,53.127386,2017,16.53,0,0,0,5,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.51","0",0
"HZ_BR","AA_0369","M",13.486372,53.127386,2017,17.97,0,0,0,57,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.75","0",0
"HZ_BR","AA_0370","F",13.876947,52.209057,2017,20.34,0,0,0,0,"TRUE",NA,NA,0,"0.73",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","Mus musculus","Czech","2",5,"0.73","TRUE",8
"HZ_BR","AA_0371","F",13.957859,52.771519,2017,13.96,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.29","0",0
"HZ_BR","AA_0372","F",13.486372,53.127386,2017,12.91,0,0,0,2,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.03","0",0
"HZ_BR","AA_0373","F",13.897624,52.276343,2017,21.69,0,0,0,6,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.77","0",0
"HZ_BR","AA_0374","M",14.180929,52.074772,2017,15.4,0,0,0,4,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.22","0",0
"HZ_BR","AA_0375","M",14.180929,52.074772,2017,16.8,0,0,0,3,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.19","0",0
"HZ_BR","AA_0376","F",13.486372,53.127386,2017,15.72,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.65","0",0
"HZ_BR","AA_0377","F",13.897624,52.276343,2017,22.69,0,0,0,21,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","Mus musculus","Czech","4",5,"0.36","0",0
"HZ_BR","AA_0378","M",13.897624,52.276343,2017,20.77,0,0,0,2,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.28","0",0
"HZ_BR","AA_0379","M",13.897624,52.276343,2017,16.54,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.01","0",0
"HZ_BR","AA_0380","F",13.486372,53.127386,2017,16.27,0,0,0,30,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.2","0",0
"HZ_BR","AA_0381","M",13.897624,52.276343,2017,13.07,0,0,2,4,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.06","0",0
"HZ_BR","AA_0382","F",13.897624,52.276343,2017,24.14,0,0,4,15,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.92","0",0
"HZ_BR","AA_0383","M",13.897624,52.276343,2017,17.35,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.56","0",0
"HZ_BR","AA_0384","F",13.897624,52.276343,2017,16.61,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","Mus musculus","Czech","4",1,"0.33","0",0
"HZ_BR","AA_0385","M",13.897624,52.276343,2017,15.42,0,0,0,3,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.29","0",0
"HZ_BR","AA_0386","M",13.897624,52.276343,2017,9.09,0,0,0,7,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.32","0",0
"HZ_BR","AA_0387","F",13.897624,52.276343,2017,18.33,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","Mus musculus","Czech","5",5,"0.78","0",0
"HZ_BR","AA_0388","M",14.180929,52.074772,2017,16.03,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.05","0",0
"HZ_BR","AA_0389","M",14.144171,52.01705,2017,15.33,0,0,16,19,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.25","0",0
"HZ_BR","AA_0390","M",13.897624,52.276343,2017,15.94,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.86","0",0
"HZ_BR","AA_0391","M",14.180929,52.074772,2017,18.73,0,0,0,1,"FALSE",NA,NA,0,"0",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.92","0",0
"HZ_BR","AA_0392","F",14.144171,52.01705,2017,10.94,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","Czech","0",0,"0.06","0",0
"HZ_BR","AA_0393","F",14.144171,52.01705,2017,19.03,0,9,6,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","post partum","Mus musculus","Czech","0",0,"0.13","0",0
"HZ_BR","AA_0394","F",14.180929,52.074772,2017,15.82,0,0,0,7,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.6","0",0
"HZ_BR","AA_0395",NA,14.144171,52.01705,2017,7.98,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German",NA,NA,"0.06","0",0
"HZ_BR","AA_0396","F",14.144171,52.01705,2017,13.89,0,1,0,23,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.01","0",0
"HZ_BR","AA_0397","M",14.144171,52.01705,2017,9.09,0,4,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German",NA,NA,"0.02","0",0
"HZ_BR","AA_0398","F",13.486372,53.127386,2017,11.06,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.18","0",0
"HZ_BR","AA_0399","F",14.144171,52.01705,2017,17.73,0,0,4,12,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.28","0",0
"HZ_BR","AA_0400","F",14.173623,52.089399,2017,8.63,0,0,0,118,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","German","0",0,"0.3","0",0
"HZ_BR","AA_0401","F",14.180929,52.074772,2017,14.04,0,0,0,14,"TRUE",NA,NA,1,"0",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.27","0",0
"HZ_BR","AA_0402","F",14.180929,52.074772,2017,20.85,0,0,1,0,"FALSE",NA,NA,3,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.01","0",0
"HZ_BR","AA_0403","M",14.173623,52.089399,2017,16,0,0,0,19,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German",NA,NA,"0.67","0",0
"HZ_BR","AA_0404","F",14.173623,52.089399,2017,8.06,0,0,0,18,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","German","0",0,"0.63","0",0
"HZ_BR","AA_0405","M",14.180929,52.074772,2017,10.22,0,0,0,0,"FALSE",NA,NA,0,"0",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German",NA,NA,"0.54","0",0
"HZ_BR","AA_0406","F",13.486372,53.127386,2017,13.4,0,0,0,20,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.31","0",0
"HZ_BR","AA_0407","M",14.144171,52.01705,2017,10.87,0,0,3,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German",NA,NA,"0.35","0",0
"HZ_BR","AA_0408","F",14.144171,52.01705,2017,12.48,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.39","0",0
"HZ_BR","AA_0409","F",14.180929,52.074772,2017,12.98,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.74","0",0
"HZ_BR","AA_0410","F",14.180929,52.074772,2017,18.45,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.18","0",0
"HZ_BR","AA_0411","F",13.897624,52.276343,2017,20.47,0,0,0,2,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.88","0",0
"HZ_BR","AA_0412","F",14.180929,52.074772,2017,22.85,0,0,0,0,"FALSE",NA,NA,0,"0",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","Mus musculus","German","2",0,"0.58","0",0
"HZ_BR","AA_0413","F",14.180929,52.074772,2017,20.03,0,0,6,26,"TRUE",NA,NA,17,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"0.16","0",0
"HZ_BR","AA_0414","F",13.897624,52.276343,2017,20.88,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","German","0",0,"1.06","0",0
"HZ_BR","AA_0415","F",14.180929,52.074772,2017,5.83,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0416","M",14.173623,52.089399,2017,12.47,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0417","M",14.277127,52.68668,2017,8.44,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0418","M",14.277127,52.68668,2017,14.04,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0419","F",14.277127,52.68668,2017,8.1,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0420","M",14.272369,52.682267,2017,12.69,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0421","M",13.669169,52.493842,2017,15.92,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,NA,NA,NA
"HZ_BR","AA_0422","M",14.321503,52.650636,2017,16.88,0,0,1,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.29","0",0
"HZ_BR","AA_0423","M",14.321503,52.650636,2017,17.24,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.27","0",0
"HZ_BR","AA_0424","F",14.277127,52.68668,2017,21.28,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","Mus musculus","Czech","0",4,"1.11","0",0
"HZ_BR","AA_0425","F",14.277127,52.68668,2017,12.48,0,0,0,3,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech","0",0,"0.16","0",0
"HZ_BR","AA_0426","M",14.321503,52.650636,2017,16.91,0,0,0,4,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.35","0",0
"HZ_BR","AA_0427","M",14.277127,52.68668,2017,17.97,0,1,0,11,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","Mus musculus","Czech",NA,NA,"0.62","0",0
"HZ_BR","AA_0428","F",14.277127,52.68668,2017,11,0,0,0,9,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","Czech","0",0,"1.19","0",0
"HZ_BR","AA_0429","M",14.277127,52.68668,2017,11.67,0,0,0,34,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","Mus musculus","Czech",NA,NA,"0.81","0",0
