"Transect","Mouse_ID","Sex","Longitude","Latitude","Year","Body_weight","Cysticercus","Trichuris_muris","Aspiculuris_tetraptera","Syphacia_obvelata","Flea","Dissection","Capture","Mastophorus_muris","Hymenolepis_microstoma","Heterakis_spumosa","Mesocestoides","Catenotaenia_pusilla","Body_length","Tail_length","mtBamH","Zfy2","Y","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","HI_NLoci","HI","Dist0","REGion","SRY1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","Dist","Hymenolepis","Oxyurids","Mix_Syphacia_Aspiculuris","State","Status","Species","Dissectors","Embryo_left","Embryo_right","Feces_weight","Hymenolepis_diminiuta","Heligmosomoides_polygurus"
"HZ_BR","SK_3211","M",13.5994,52.2458,2015,22.95,NA,NA,NA,NA,NA,2015-10-12,2015-10-11,NA,NA,NA,NA,NA,91.2,91.3,"d","d","d","d","d","d","d","d","d","94","100","100","100","100","100","HI 14",0,-19.95,"dom",NA,"dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3212","M",13.7881,52.5844,2015,22.33,0,0,0,0,NA,2015-10-12,2015-10-11,0,"0",0,0,NA,87.8,95.3,"d","d","d","d","d","d","d","d","d","94","100","100","100","100","100","HI 14",0,-3.47,"dom",NA,"dd","dd","dd","dd","dd","dd",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3213","F",13.5953,52.2742,2015,18.21,0,0,0,46,NA,2015-10-12,2015-10-11,0,"0",0,1,NA,NA,NA,"d",NA,NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","HI 13",0,-20.44,"dom",NA,"dd","dd","dd","dd","dd","dd",NA,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3350","F",14.1189,52.8367,2015,NA,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,NA,NA,"d",NA,NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90",NA,"HI 12",0.9565217391,22.57,"mus",NA,"mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3351","M",14.1189,52.8367,2015,NA,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,NA,NA,"d","m","m","m","m","m","m","m","m",NA,"95",NA,"120","90",NA,"HI 11",0.9285714286,22.57,"mus",NA,NA,"mm",NA,"mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3352","M",14.1189,52.8367,2015,NA,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,NA,NA,"d","m","m","m","m","m","m","m","m",NA,"95","125","120","90",NA,"HI 12",0.9375,22.57,"mus",NA,NA,"mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3353","M",14.1189,52.8367,2015,NA,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,NA,NA,"d",NA,NA,"m","m","m","m","m","m",NA,"95","125","120","70",NA,"HI 11",0.9333333333,22.57,"mus",NA,NA,"mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3354","M",14.1189,52.8367,2015,NA,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,NA,NA,"d","m","m","m","m","m","m","m","m","100","95","125","120","90",NA,"HI 13",0.9444444444,22.57,"mus",NA,"mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3355","M",14.1189,52.8367,2015,NA,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,NA,NA,"d","m","m","m","m","m","m","m","m","100","95","125","120","90",NA,"HI 13",0.9444444444,22.57,"mus",NA,"mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3356","F",14.1161,52.7914,2015,19.12,NA,NA,NA,NA,NA,2015-10-04,2015-10-02,NA,NA,NA,NA,NA,84.3,78.3,"d",NA,NA,"mm","mm","mm","mm","mm","mm","94/100","100","125","120","90","80","HI 13",0.84,21.19,"mus",NA,"dm","dd","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3357","M",14.066,52.773,2015,19.28,NA,NA,NA,NA,NA,2015-10-05,2015-10-04,NA,NA,NA,NA,NA,76.2,84.7,"d",NA,NA,"m","m","m","m","m","m","100","95","125","120","100","100","HI 13",0.7368421053,17.58,"mus",NA,"mm","mm","mm","mm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3358","M",14.0817,52.7667,2015,8.72,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,58.4,63.9,"m",NA,NA,"m","m","m","m","m","m","100","95","125","120","70","80","HI 13",1,18.53,"mus",NA,"mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3359","M",13.8756,52.6053,2015,21.55,NA,NA,NA,NA,NA,2015-10-06,2015-10-06,NA,NA,NA,NA,NA,88.4,74.3,"m","m","m","m","m","m","d","m","m","100","100","125","120","90","100","HI 14",0.75,2.72,"mus",NA,"mm","dd","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3360","M",13.8756,52.6053,2015,7.85,NA,NA,NA,NA,NA,2015-10-07,2015-10-06,NA,NA,NA,NA,NA,57.2,63.6,"m","m","m","m","m","m","d","m","m","100","95","125","120","90","80","HI 14",0.95,2.72,"mus",NA,"mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3361","F",13.4458,53.0478,2015,6.27,NA,NA,NA,NA,NA,2015-10-07,2015-10-06,NA,NA,NA,NA,NA,50.8,58.1,"d",NA,NA,"mm","mm","mm","dm","mm","mm","100","95","100/125","120","100","80","HI 13",0.8,2.38,"dom",NA,"mm","mm","dm","mm","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3362","F",13.8756,52.6053,2015,7.59,NA,NA,NA,NA,NA,2015-10-08,2015-10-08,NA,NA,NA,NA,NA,54.4,67.3,"m",NA,NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","HI 13",0.92,2.72,"mus",NA,"mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3363","M",13.8756,52.6053,2015,18.15,NA,NA,NA,NA,NA,2015-10-08,2015-10-08,NA,NA,NA,NA,NA,63.7,77.1,"m","m","m","m","m","m","d","m","m","100","95","155","120","90/100","80","HI 14",0.9,2.72,"mus",NA,"mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3364","F",14.1206,52.7547,2015,14.03,NA,NA,NA,NA,NA,2015-10-07,2015-10-06,NA,NA,NA,NA,NA,72.7,74.4,"d",NA,NA,"mm","mm","mm","mm","mm","mm","94","95","125","120","90","100","HI 13",0.8,21.01,"mus",NA,"dd","mm","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3365","M",13.8756,52.6053,2015,16.02,NA,NA,NA,NA,NA,2015-10-08,2015-10-08,NA,NA,NA,NA,NA,73.6,76.7,"m","m","m","m","m","m","d","m","d","100","95","125","120","90","80","HI 14",0.9,2.72,"mus",NA,"mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3366","F",13.4286,53.0689,2015,16.2,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,75,78.4,"d",NA,NA,NA,"mm","mm","dm","mm","mm","100","95","100/125","120","90","80","HI 12",0.8695652174,3.29,"dom",NA,"mm","mm","dm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3367","M",13.7586,53.1406,2015,15.12,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,72.5,74.9,"d","m","m","m","m","m","d","m","m","100","95","125","120","90","80","HI 14",0.9,24.29,"mus",NA,"mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3368","F",13.6506,53.2108,2015,16.92,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,81.4,84.3,"d",NA,NA,"mm","mm","mm","dd","mm","mm","100","95","125/155","120","90/100","100","HI 13",0.76,24.98,"dom",NA,"mm","mm","mm","mm","dm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3369","F",13.6664,52.7339,2015,25.15,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,87.2,85.7,"d",NA,NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","HI 13",0.04,-9.74,"dom",NA,"dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3370","F",13.4636,52.9156,2015,8.8,NA,NA,NA,NA,NA,2015-10-09,2015-10-09,NA,NA,NA,NA,NA,58.4,78.3,"d",NA,NA,"dd","dd","dd","dd","dd","dd","94","95","100","100/120","100","100","HI 13",0.12,-7.49,"dom",NA,"dd","mm","dd","dm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3371","F",13.4286,53.0689,2015,8.42,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,60.7,62.3,"d",NA,NA,"mm","mm","dm","dd","mm","mm","100","95","100/125","120","90","80","HI 13",0.8,3.29,"dom",NA,"mm","mm","dm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3372","F",13.8756,52.6053,2015,17.23,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,80.6,NA,"m",NA,NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","80","HI 13",0.88,2.72,"mus",NA,"mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3373","F",13.6664,52.7339,2015,12.59,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,70.3,77.5,"d",NA,NA,"dd","mm","dd","dd","dd","dd","94","100","100","100/120","100","100","HI 13",0.12,-9.74,"dom",NA,"dd","dd","dd","dm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3374","F",13.8756,52.6053,2015,14.26,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,75.7,73.7,"d",NA,NA,"mm",NA,NA,NA,NA,NA,"100","95","125","120","90","100","HI 8",0.8,2.72,"mus",NA,"mm","mm","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3375","F",13.6664,52.7339,2015,11.2,NA,NA,NA,NA,NA,2015-10-08,2015-10-07,NA,NA,NA,NA,NA,65.3,77.1,"d",NA,NA,"dd","dd","dd","dd","dd","dd","94","95","100","100","100","100","HI 13",0.08,-9.74,"dom",NA,"dd","mm","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3376","M",14.1833,52.6378,2015,12.15,NA,NA,NA,NA,NA,2015-10-10,2015-10-09,NA,NA,NA,NA,NA,71.2,74.4,"d","m","m","m","m","m","m","m","m","94/100","95","125","120","70/100","100","HI 14",0.75,23.79,"mus",NA,"dm","mm","mm","mm","dm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3377","F",13.9703,53.0039,2015,15.93,NA,NA,NA,NA,NA,2015-10-11,2015-10-10,NA,NA,NA,NA,NA,80.9,79.4,"d",NA,NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","100","HI 13",0.76,24.49,"mus",NA,"mm","mm","mm","mm","dm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3378","F",13.6025,52.2225,2015,15.5,NA,NA,NA,NA,NA,2015-10-12,2015-10-12,NA,NA,NA,NA,NA,80.7,78.5,"d/m",NA,NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","HI 12",0,-11.07,"dom",NA,"dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","SK_3379","F",13.6025,52.2225,2015,14.7,NA,NA,NA,NA,NA,2015-10-12,2015-10-12,NA,NA,NA,NA,NA,73.2,85.4,"d",NA,NA,"dd","dd","dd","dd","dd","dd","100","100","100/125","100","100","100","HI 13",0.12,-11.07,"dom",NA,"mm","dd","dm","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZ_BR","ZZ_0001","M",14.0589,52.6703,2017,NA,0,3,0,9,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","apodemus","German"," / / SI /",NA,"0.75","0",10
"HZ_BR","ZZ_0002","M",13.833525,52.593745,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","rattus norvegicus","German",NA,NA,NA,"0",0
"HZ_BR","ZZ_0003","F",14.0101667,52.6242788,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","bank vole","German",NA,NA,"1.19","0",0
"HZ_BR","ZZ_0004","F",13.684043,52.994574,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","bank vole","German",NA,NA,"0.83","0",0
"HZ_BR","ZZ_0005","F",13.523808,52.757551,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","apodemus flaviolis","German",NA,NA,"0.05","0",0
"HZ_BR","ZZ_0006","F",13.523808,52.757551,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","feldmaus","German",NA,NA,"0.22","0",0
"HZ_BR","ZZ_0007",NA,13.523808,52.757551,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","apodemus","German",NA,NA,"0.11","0",0
"HZ_BR","ZZ_0008",NA,13.523808,52.757551,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","feldmaus","German",NA,NA,"0.11","0",0
"HZ_BR","ZZ_0009",NA,13.523808,52.757551,2017,NA,0,0,0,19,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","bank vole","German",NA,NA,"0.35","0",0
"HZ_BR","ZZ_0010",NA,13.523808,52.757551,2017,NA,0,0,0,21,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","bank vole","German",NA,NA,"0.03","0",0
"HZ_BR","ZZ_0011",NA,14.076701,51.830746,2017,28.51,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","apodemus","German",NA,NA,"0.87","0",0
"HZ_BR","ZZ_0012","M",14.01867,51.960206,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","adult","apodemus","German",NA,NA,"0.16","0",0
"HZ_BR","ZZ_0013","M",14.01867,51.960206,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","apodemus","German",NA,NA,"0.42","0",0
"HZ_BR","ZZ_0014","M",13.560222,53.005087,2017,NA,0,1,0,0,"FALSE",NA,NA,0,"0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"microtus","German",NA,NA,"0.14","0",0
"HZ_BR","ZZ_0015","M",NA,NA,2017,NA,0,5,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.37","0",0
"HZ_BR","ZZ_0016","M",13.834069,52.269419,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.39","0",0
"HZ_BR","ZZ_0017","F",13.834069,52.269419,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"bank vole","German",NA,NA,"0.76","0",0
"HZ_BR","ZZ_0018","M",13.834069,52.269419,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.84","0",0
"HZ_BR","ZZ_0019","F",NA,NA,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.13","1",0
"HZ_BR","ZZ_0020","F",NA,NA,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.55","2",0
"HZ_BR","ZZ_0021","F",NA,NA,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"1.48","0",0
"HZ_BR","ZZ_0022","M",NA,NA,2017,NA,0,0,6,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"microtus bank vole","German",NA,NA,"0.03","0",0
"HZ_BR","ZZ_0023","M",NA,NA,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","apodemus","German",NA,NA,"0.35","1",0
"HZ_BR","ZZ_0024","M",14.01867,51.560206,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"1.06","0",0
"HZ_BR","ZZ_0025","M",13.560222,53.005087,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.09","0",0
"HZ_BR","ZZ_0026","F",13.560222,53.005087,2017,NA,0,0,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.41","0",0
"HZ_BR","ZZ_0027","M",14.01867,51.560206,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","apodemus","German",NA,NA,"0.21","0",0
"HZ_BR","ZZ_0028","M",NA,NA,2017,NA,0,5,0,0,"TRUE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.24","0",0
"HZ_BR","ZZ_0029","M",14.01867,51.960206,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.49","0",0
"HZ_BR","ZZ_0030","F",14.054357,51.974531,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.57","0",0
"HZ_BR","ZZ_0031","M",14.01867,51.960206,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","young","apodemus","German",NA,NA,"0.22","0",0
"HZ_BR","ZZ_0032",NA,13.560222,53.005087,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.44","0",0
"HZ_BR","ZZ_0033",NA,NA,NA,2017,NA,0,3,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.95","2",0
"HZ_BR","ZZ_0034",NA,13.711559,53.033482,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","pregnant","apodemus","German",NA,NA,"0.79","0",0
"HZ_BR","ZZ_0035",NA,13.897624,52.276343,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.31","3",0
"HZ_BR","ZZ_0036","M",NA,NA,2017,NA,0,0,0,0,"FALSE",NA,NA,0,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,"apodemus","German",NA,NA,"0.68","5",0
