"Latitude","Longitude","Year","Number_mus_caught","People","Address","Date_set","Time_set","Number_traps_set","Date_collect","Time_collect","Number_rodents_caught"
13.837111,52.776694,2016,0,"Gregor-Pedro","Dorfstr. 9, 16230 Breydin-Trampe","23.09.2016","14h25",21,"24.09.2016","8h30","2 Spitzmäuse"
13.186732,53.038544,2016,0,"Thomas-Jana-Lisa-Kati","Neulüdersdorf 9, Neulüdersdorf","25.09.2016","09h30",10,"26.09.2016","12h00","2Spitz"
13.10663,53.065466,2016,0,"Thomas-Jana-Lisa-Kati","Granseeer Str. . Großwoltersdorf","25.09.2016","12h15",16,"26.09.2016","12h45","1Spitz"
13.16023,53.034708,2016,0,"Thomas-Jana-Lisa-Kati","Wendefeld, Wendefeld","25.09.2016","16h00",10,"26.09.2016","12h00",""
13.186732,53.038544,2016,1,"Thomas-Jana-Lisa-Kati","Altedorfstr.  Altlüdersdorf","25.09.2016","16h30",21,"26.09.2016","11h50",""
13.256764,53.032128,2016,2,"Thomas-Jana-Lisa-Kati","Ribbecker Dorfstr. 8, Ribbeck","25.09.2016","17h00",14,"26.09.2016","11h00","+1tote"
13.763339,52.106315,2016,0,"Nadine-Nicole-Sascha","Pferdeoase, Märkisch Buchholz","25.09.2016","9h30",18,"26.09.2016","11h45","1 Wühlmaus, 1 Mus musculus tot"
13.608102,52.130086,2016,1,"Nadine-Nicole-Sascha","Micheal Nier, Gutsmannstr. 41, 15755","25.09.2016","10h20",14,"26.09.2016","11h50","3 Brandmäuse, 1 Mus musculus tot"
13.75148,52.10668,2016,0,"Nadine-Nicole-Sascha","Eisenbahnerstrasse 9, Märkisch Buchholz, Volkmann","25.09.2016","15h10",10,"26.09.2016","14h00",""
13.67908,52.1462,2016,0,"Nadine-Nicole-Sascha","Eichenhof, Eichenweg34, Löpten","25.09.2016","15h30",21,"26.09.2016","16h30","1 Spitzmaus"
13.58764,52.15826,2016,5,"Nadine-Nicole-Sascha","Egsdorferstr. 7, 15749","25.06.2016","16h00",9,"26.09.2016","15h00",""
14.05693,52.80912,2016,0,"Nadine-Nicole-Sascha","Schiffmühle 29, 16259","25.06.2016","16h40",10,"26.09.2016","18h20",""
13.837288,52.738159,2016,0,"Gregor-Pedro","Gartenstr. 2, Heckelberg","26.09.2016","14h15",8,"27.09.2016","15h30","1 Spitzmaus"
13.907177,52.71788,2016,0,"Gregor-Pedro","Brunower Straße 1, 16259 Höhenland- Steinbeck","26.09.2016","15h00",9,"27.09.2016","10h10",""
14.082995,52.699579,2016,1,"Gregor-Pedro","Lüdersdorfer Dorfstraße 8, Wriezen – Lüdersdorf","26.09.2016","16h00",8,"27.09.2016","14h45",""
14.058403,52.669965,2016,1,"Gregor-Pedro","Wriezener Straße 6, Frankenfelde","26.09.2016","16h35",10,"27.09.2016","14h05","1 Brandmaus, 1 Wühlmaus"
14.05844,52.670084,2016,0,"Gregor-Pedro","Wriezener Straße 7, Frankenfelde","26.09.2016","16h30",10,"27.09.2016","14h00",""
13.956417,52.915588,2016,0,"Gregor-Pedro","Dorfstr. 52, Brodowin","26.09.2016","11h00",20,"27.09.2016","9h20",""
13.899922,52.840734,2016,0,"Gregor-Pedro","Dorfstr. 31, Niederfinow","26.09.2016","13h15",10,"27.09.2016","8h45","1 Wühlmaus"
13.718,53.0575,2016,0,"Paula-Naomi","Dorfstrasse 15, Ringenwalde","26.09.2016","11h30",3,"27.09.2016","14h00",""
13.7112,53.0334,2016,0,"Paula-Naomi","Ringenwalderstrasse 31, ","26.09.2016","12h30",22,"27.09.2016","10h00","1 Brandmaus, 2 Spitzmause, 1 Wühlmaus"
13.772821,53.116421,2016,3,"Paula-Naomi","Wilmine 5, 17268 Gerswalde","26.09.2016","16h15",6,"27.09.2016","11h00",""
13.7212,53.0575,2016,0,"Paula-Naomi","Dorfstrasse 34a, Ringenwalde","26.09.2016","11h52",3,"27.09.2016","12h15",""
14.043857,52.430311,2016,1,"Fiona- Irina","An der Schäferei 10, 15518, Steinhöfel","26.09.2016","18h00",30,"27.09.2016","12h00",""
14.018114,52.489685,2016,0,"Fiona- Irina","Max-Schmelingstr. 31, 15374, Hoppegarten","26.09.2016","11h20",8,"27.09.2016","11h00","1 Spitzmaus"
13.886509,52.33122,2016,0,"Fiona- Irina","Hirsegarten 6d, 15528, Speenhagen","26.09.2016","12h00",25,"26.09.2016","16h00","1 Spitzmaus, 1 Wühlmaus"
13.884526,52.335667,2016,0,"Fiona- Irina","Hirsegarten 5, Spreenhagen","26.09.2016","11h20",30,"26.09.2016","16h20",""
13.875007,52.340229,2016,0,"Fiona- Irina","Hauptstr. 34, Sprenhagen","26.09.2016","10h40",22,"26.09.2016","12h00",""
14.127122,52.421551,2016,1,"Fiona- Irina","Steinhöfelerstr. 1, 15518, Steinhöfel Buchholz","26.09.2016","14h20",30,"27.09.2016","13h00",""
13.809616,51.897811,2016,13,"Emanuel-Nicole-Phuong","Dubenerhauptstr. 19, 15926","27.09.2016","10h40",27,"28.09.2016","11h00","1 M.m entwischt "
13.787119,51.885597,2016,2,"Emanuel-Nicole-Phuong","Freiimfelde 1 15926 Luckau/ Duben","27.09.2016","11h10",24,"28.09.2016","11h30",""
13.847336,51.853542,2016,13,"Emanuel-Nicole-Phuong ","Hindenbergerdorfstr. 31 03222","27.09.2016","14h30",28,"28.09.2016","12h00","3 junge M.m tot"
13.614258,51.854556,2016,0,"Emanuel-Nicole-Phuong","Uckeroergutshof 3, 15926 Luckau","27.09.2016","13h15",13,"28.09.2016","13h30",""
13.534375,51.848838,2016,3,"Emanuel-Nicole-Phuong","Dorfweg. 21, 15936 Dahme","27.09.2016","12h00",23,"28.09.2016","14h00","2 Spitzmäuse (1 tot)"
13.867283,52.731077,2016,0,"Gregor-Pedro","Heckelbergerstr. 6, 16259 Brunow","27.09.2016","15h50",5,"28.09.2016","14h40",""
13.991718,52.933813,2016,0,"Gregor-Pedro","Serwester Dorfstr. 56, Serwest","27.09.2016","10h00",8,"28.09.2016","12h00",""
14.080622,53.005224,2016,0,"Gregor-Pedro","Felchower Straße 15a, Crussow","27.09.2016","11h45",5,"28.09.2016","10h00",""
13.55461,52.78755,2016,1,"Victor-Sascha-Naomi","Mühlengasse 14, 16348 Wandlitz (Prenden)","22.09.2016","10h45",24,"27.09.2016","14h00",""
13.755,53.13322,2016,2,"Paula-Naomi-Sascha","Böckenberg 31, 17268 Gerswalde","27.09.2016","15h00",30,"28.09.2016","15h15","+1 Wühlmaus"
13.7145,53.0602,2016,0,"Paula-Naomi-Sascha","Templiner Str. 22, Temmen-Ringenwalde","26.09.2016","13h00",17,"28.09.2016","14h30",""
13.7926,53.0629,2016,0,"Paula-Naomi-Sascha","Poratz 18","26.09.2016","15h30",8,"28.09.2016","13h45",""
13.7527,53.098183,2016,0,"Paula-Naomi-Sascha","Lindenallee 3A, 17268 Temmen-Ringenwalde","27.09.2016","11h45",30,"28.09.2016","13h15",""
13.843372,53.126703,2016,1,"Paula-Naomi-Sascha","Fredenwalder Weg 1, Stegelitz","27.09.2016","15h30",11,"28.09.2016","13h00","+3 Spitzmäuse"
13.7027,52.890079,2016,0,"Paula-Naomi-Sascha","Werbelliner Dorfstraße 27, Werbellin","27.09.2016","16h15",13,"28.09.2016","12h00",""
13.387899,52.775155,2016,0,"Paula-Naomi-Sascha","Wensickendorfer Str.21A, Zehlendorf","27.09.2016","17h15",26,"28.09.2016","17h30","+3 Spitzmäuse"
13.09432,53.070217,2016,0,"Thomas-Jana-Lisa-Kati","Granseer Str. 58, Großwoltersdorf","26.09.2016","13h00",11,"27.09.2016","16h20",""
12.998334,53.207467,2016,0,"Thomas-Jana-Lisa-Kati","Eichenweg, Strasen","26.09.2016","15h30",11,"27.09.2016","13h30",""
12.9707638,53.203156,2016,0,"Thomas-Jana-Lisa-Kati","Pälitzhof 1,17255 Wustrow","26.09.2016","16h00",3,"27.09.2016","13h40",""
12.9707638,53.203156,2016,0,"Thomas-Jana-Lisa-Kati","Pälitzhof 3, Wustrow","26.09.2016","16h15",16,"27.09.2016","13h45",""
13.147471,53.172124,2016,0,"Thomas-Jana-Lisa-Kati","Bornmülenstraße, Fürstenberg","24.09.2016","17h30",19,"25.09.2016","14h",""
13.172672,53.050558,2016,1,"Thomas-Jana-Lisa-Kati","Neulüdersdorf 20, Neulüdersdorf","26.09.2016","12h30",10,"28.09.2016","17h30","Fallen am 27.09 neu gesetzt"
13.126998,53.170048,2016,0,"Thomas-Jana-Lisa-Kati","Rheinberger Str., Fürstenberg","27.09.2016","16h00",16,"28.09.2016","14h30","1 Spitzmaus, 1Waldmaus"
13.106627,53.06548,2016,0,"Thomas-Jana-Lisa-Kati","Granseer Str. 1, Großwoltersdorf","27.09.2016","16h30",13,"28.09.2016","17h15","2 Spitzmäuse"
13.213816,53.151642,2016,4,"Thomas-Jana-Lisa-Kati","Dorfstr. 16, Zootzen","27.09.2016","12h00",19,"28.09.2016","13h45","7 Feldmäuse"
12.993232,53.211841,2016,0,"Thomas-Jana-Lisa-Kati","Zur Flake 4, Strasen","27.09.2016","15h00",19,"28.09.2016","16h30",""
14.035729,53.019926,2016,2,"Gregor-Pedro","Poststr. 1, Dobberzin","28.09.2016","11h00",10,"29.09.2016","10h00","1 Spitzmaus"
14.035471,53.020251,2016,5,"Gregor-Pedro","Poststr. 8, Dobberzin","28.09.2016","10h30",10,"29.09.2016","10h05",""
13.97029,53.00394,2016,1,"Gregor-Pedro","Kastanienallee 2, 16278 Angermünde - Sternfelde","28.09.2016","12h00",15,"29.09.2016","11h00","1 Spitzmaus"
13.815899,52.886437,2016,0,"Gregor-Pedro","Kirchstr. 5, 16230 Amtbritz- Chorin","28.09.2016","14h00",8,"29.09.2016","11h45",""
13.62279,53.07628,2016,0,"Victor-Sascha-Naomi","Alihmbsmühle 4, 17268","28.09.2016","16h15",12,"29.09.2016","13h10",""
13.516796,52.79819,2016,0,"Victor-Sascha-Naomi","Neudorf 2, 16348 Wandlitz","28.09.2016","10h30",19,"29.09.2016","11h00",""
13.523066,52.758042,2016,0,"Victor-Sascha-Naomi","Wandlitzerstrasse 16, Lanke","28.09.2016","11h45",12,"29.09.2016","11h30",""
14.321733,52.650566,2016,1,"Gregor-Pedro","Wriezenerstr. 38 Wilhermsauer Loose","28.09.2016","17h00",20,"29.09.2016","15h00",""
14.125579,52.733087,2016,6,"Gregor-Pedro","Mahlerstr. 20, Wriezen","28.09.2016","16h00",20,"29.09.2016","16h00",""
13.445741,53.04789,2016,3,"Thomas-Jana-Lisa-Kati","Storkower Str 18, Storkow","28.09.2016","11h30",5,"29.09.2016","12h00",""
13.449635,53.094694,2016,2,"Thomas-Jana-Lisa-Kati","Am Röddelinsee1, 17268 Templin","28.09.2016","12h15",21,"29.09.2016","13h00","Eigentlich 8, aber von Hofleuten frei gelassen"
13.377,53.1449,2016,0,"Thomas-Jana-Lisa-Kati","Hauptstr. 12, Densow","28.09.2016","13h00",4,"29.09.2016","13h00",""
13.164,53.2314,2016,0,"Thomas-Jana-Lisa-Kati","Altthymer Dorfstr. 3, Bartselhof","28.09.2016","15h30",10,"29.09.2016","15h00",""
13.164659,53.239927,2016,7,"Thomas-Jana-Lisa-Kati","Altthymer Dorfstr. 23, Altthymen","28.09.2016","16h45",22,"29.09.2016","15h20",""
13.647899,52.448977,2016,0,"Nadine-Irina","Müggelseedamm 31a, Berlin","27.09.2016","15h00",10,"28.09.2016","16h00","1 Spitzmaus tot"
14.279504,52.384948,2016,0,"Nadine-Irina","Lindenstraße 19, Alt Madlitz","27.09.2016","16h00",30,"28.09.2016","12h45","1 Spitzmaus tot"
14.094352,52.525605,2016,0,"Nadine-Irina","Eberswalderstr. 158A, Müncheberg","27.09.2016","9h30",25,"28.09.2016","9h30"," 1 Spitzmaus, 1 Wühlmaus, 1 Brandmaus"
14.181204,52.46718,2016,0,"Nadine-Irina","Trempelberger Weg 3, Steinhöfel Oder-Spree","28.09.2016","14h30",22,"29.09.2016","9h30",""
14.30442,52.379044,2016,0,"Nadine-Irina","Mühlenstr.12, Briesen","28.09.2016","12h30",24,"29.09.2016","10h30",""
14.062102,52.3846215,2016,2,"Nadine-Irina","Molkenberger Str. 12, Fürstenwalde/Spree","28.09.2016","15h30",36,"29.09.2016","12h00",""
14.2972631,52.408109,2016,0,"Nadine-Irina","Peterlinenweg, Kreuzung B5-L384, Falkenhagen","28.09.2016","13h30",5,"29.09.2016","14h30",""
13.749045,52.403302,2016,0,"Nadine-Irina","Neue Zittauer Str. ?, Erkner","28.09.2016","17h30",24,"29.09.2016","16h00","5 Spitzmäuse davon 3 tot"
52.7169444,13.64,2017,0,"Alice, Yasmin, Saskia, Anna","Bahnhofstraße 21, 16321 Rüdnitz","09/09/17","11:30:00",14,"10/09/17","11:30:00","0"
52.7338889,13.6663889,2017,1,"Alice, Yasmin, Saskia, Anna","Dorfstraße 22, 16359 Biesenthal","09/09/17","12:22:00",22,"10/09/17","11:51:00","1"
52.7111111,13.7222222,2017,0,"Alice, Yasmin, Saskia, Anna","Kastanienstraße 8, 16230 Sydower Fließ","09/09/17","13:00:00",12,"10/09/17","12:35:00","0"
52.585905,13.789633,2017,0,"Alice, Yasmin, Saskia, Anna","Mittelstraße 4, 15345 Altlandsberg","09/09/17","15:30:00",16,"10/09/17","12:30:00","2"
52.628465,14.016871,2017,0,"Alice, Yasmin, Saskia, Anna","Ihlower Weg, 15345 Prötzel","09/09/17","17:00:00",26,"10/09/17","13:30:00","0"
52.5844,13.7881,2017,0,"Alice, Yasmin, Saskia, Anna","Spitzmühler Str. 4, 15345 Altlandsberg","09/09/17","15:00:00",35,"10/09/17","12:10:00","1"
52.6703,14.0589,2017,0,"Yasmin, Tabea, Julia, Nico, Sabrina","Wriezener Str. 6, 16269 Wriezen","10/09/17","13:00:00",14,"11/09/17","11:15:00","1"
52.6242788,14.0101667,2017,1,"Yasmin, Tabea, Julia, Nico, Sabrina","Kastanienweg 7, 15345 Prötzel","10/09/17","16:00:00",9,"11/09/17","11:40:00","2"
52.6788854,14.0506342,2017,0,"Yasmin, Tabea, Julia, Nico, Sabrina","Pflasterstraße 8, 16269 Wriezen","10/09/17","15:10:00",7,"11/09/17","10:30:00","0"
52.2747,13.595,2017,1,"Mona, Mert, Jenny","An den Eiskuten 8, 15479 Mittenwalde / Schenkendorf","10/09/17","11:45:00",26,"11/09/17","14:30:00","1"
52.2458,13.5994,2017,6,"Mona, Mert, Jenny","Marienhof 5, 15741 Bestensee","10/09/17","14:45:00",24,"11/09/17","10:30:00","6"
52.2225,13.6025,2017,13,"Mona, Mert, Jenny","Unter den Eichen 6, 15741 Bestensee","10/09/17","15:25:00",18,"11/09/17","12:00:00","13"
52.282821,13.592877,2017,0,"Mona, Mert, Jenny","Rudolf-Mosse-Weg 1, 15749 Mittenwalde","10/09/17","12:45:00",25,"11/09/17","13:30:00","0"
52.300778,13.500478,2017,0,"Mona, Mert, Jenny","Wilhelm-Pieck-Straße 7, 15749 Mittenwalde","10/09/17","17:30:00",25,"11/09/17","16:00:00","0"
52.994574,13.684043,2017,0,"Sükrü, Erik, Anna","Forst Joachimsthal 3, 16247 Joachimsthal","10/09/17","18:00:00",16,"11/09/17","10:00:00","1"
52.8875,13.8119,2017,1,"Svea, Emanuel","Kirchstraße 2, 16230 Britz","10/09/17","16:00:00",18,"11/09/17","16:00:00","1"
52.90938,13.99355,2017,0,"Svea, Emanuel","Pehlitz 3, 16230 Chorin","10/09/17","17:20:00",22,"11/09/17","13:40:00","0"
52.807371,14.036795,2017,1,"Lina, Lukas, Sven, Saskia","Am Fährkrug 6, 16259 Bad Freienwalde (Oder)","10/09/17","12:30:00",16,"11/09/17","12:30:00","1"
52.3989,13.7581,2017,1,"Robin, Cem, Alice","Wiesenstraße 5, 15537 Erkner","10/09/17","12:10:00",13,"11/09/17","12:30:00","1"
52.384336,13.7602333,2017,1,"Robin, Cem, Alice","Walther-Rathenau-Straße 14, 15537 Gosen-Neu Zittau","10/09/17","13:00:00",19,"11/09/17","12:30:00","1"
52.420765,14.117282,2017,0,"Robin, Cem, Alice","Steinhöfeler Str. 8, 15518 Steinhöfel","10/09/17","15:00:00",12,"11/09/17","??","0"
52.9319,14.03709,2017,0,"Svea, Emanuel","Oderberger Str. 8, 16248 Parsteinsee","10/09/17","17:30:00",25,"11/09/17","13:30:00","0"
52.860644,13.967085,2017,0,"Svea, Emanuel","Karl-Liebknecht-Straße 4, 16248 Liepe","10/09/17","19:00:00",29,"11/09/17","17:00:00","0"
52.910851,13.963747,2017,0,"Svea, Emanuel","Brodowiner Dorfstraße 14, 16230 Chorin","10/09/17","17:00:00",11,"11/09/17","14:00:00","0"
52.683539,13.733388,2017,0,"Svea, Emanuel","Hauptstraße 26, 16356 Werneuchen","10/09/17","??",8,"11/09/17","??","0"
52.788611,13.345,2017,0,"Sükrü, Erik, Anna","Ausbau Siedlung 1, 16515 Oranienburg","10/09/17","11:00:00",24,"11/09/17","13:00:00","0"
52.84079,13.42196,2017,0,"Sükrü, Erik, Anna","Kreuzbrucher Str. 21, 16559 Liebenwalde","10/09/17","12:30:00",24,"11/09/17","16:00:00","1"
52.8404497,13.435423,2017,0,"Sükrü, Erik, Anna","Kreuzbrucher Str. 1, 16559 Liebenwalde","10/09/17","13:00:00",10,"11/09/17","16:15:00","0"
52.994488,13.677423,2017,0,"Sükrü, Erik, Anna","Forst Joachimsthal 8, 16247 Joachimsthal","10/09/17","17:30:00",24,"11/09/17","11:00:00","4"
52.88,13.4392,2017,0,"Sükrü, Erik, Anna","Mittelweg 1, 16559 Liebenwalde","10/09/17","14:30:00",6,"12/09/17","12:45:00","0"
52.914774,13.433735,2017,0,"Sükrü, Erik, Anna","Weg zum Wildpferdgehege 1a, 16559 Liebenwalde, Liebenthal","10/09/17","15:45:00",16,"12/09/17","13:15:00","0"
52.74341,13.84451,2017,0,"Julia, Sabrina, Nico, Tabea","Eberswalder Str. 23","10/09/17","16:30:00",5,"11/09/17","16:00:00","0"
52.593745,13.833525,2017,0,"Yasmin, Tabea, Julia, Nico, Sabrina","Mühlenstraße 23, 15345 Altlandsberg","11/09/17","13:00:00",0,"11/09/17","13:00:00","1"
52.921731,13.547089,2017,9,"Sascha, Erik, Anna","Prenzlauer Str. 16, 16244 Schorfheide","11/09/17","12:15:00",46,"12/09/17","16:30:00","9"
52.896941,13.535213,2017,5,"Sascha, Erik, Anna","Berliner Str. 28A, 16244 Schorfheide","11/09/17","13:00:00",40,"12/09/17","15:00:00","5"
52.877944,13.445731,2017,0,"Sascha, Erik, Anna","Im Hammerbruch, 16559 Liebenwalde, Hammer","11/09/17","14:30:00",36,"12/09/17","12:30:00","0"
52.757551,13.523808,2017,0,"Sascha, Erik, Anna","Wandlitzer Str. 16, 16348 Wandlitz, Germany","11/09/17","17:30:00",24,"12/09/17","11:30:00","6"
52.6053,13.8756,2017,9,"Nico, Sabrina, Tabea","Alt-Gielsdorf 68, 15345 Altlandsberg, Germany","11/09/17","12:13:00",14,"12/09/17","10:30:00","9"
52.374656,13.777103,2017,1,"Jana, Robin, Sükrü, Cem","Kiefernweg 8, 15537 Gosen-Neu Zittau, Germany","11/09/17","13:35:00",10,"12/09/17","15:00:00","1"
52.398664,14.100445,2017,0,"Jana, Robin, Sükrü, Cem","Gutshof 46, 15518 Steinhöfel, Germany","11/09/17","15:10:00",20,"12/09/17","13:30:00","0"
52.424077,14.116322,2017,0,"Jana, Robin, Sükrü, Cem","Steinhöfel Buchenholzer Dorfstraße","11/09/17","17:30:00",12,"12/09/17","11:50:00","0"
52.424996,14.114678,2017,0,"Jana, Robin, Sükrü, Cem","Steinhöfel Buchenholzer Dorfstraße","11/09/17","17:20:00",6,"12/09/17","14:30:00","0"
52.42666,14.11359,2017,0,"Jana, Robin, Sükrü, Cem","Buchenholzer Dorfstraße 23, 15518 Fürstenwalde","11/09/17","17:00:00",24,"12/09/17","12:00:00","0"
52.388959,14.111142,2017,0,"Jana, Robin, Sükrü, Cem","Steinhöfer Chausee 5, 15518 Neundorf","11/09/17","14:30:00",10,"12/09/17","13:00:00","0"
52.242473,13.70713,2017,2,"Yasmin, Mona, Mert","Dorfanger 7, 15754 Hebersee","11/09/17","17:30:00",23,"12/09/17","11:00:00","2"
52.496944,13.677066,2017,4,"Jana, Robin, Sükrü, Cem","Münchehofer Str. 1, 15366 Hoppegarten, Germany","12/09/17","18:00:00",43,"13/09/17","11:45:00","4"
52.438036,14.101097,2017,0,"Jana, Robin, Sükrü, Cem","Buchholzer Weg 3, 15518 Steinhöfel, Germany","12/09/17","12:40:00",7,"13/09/17","16:30:00","0"
52.921731,13.547089,2017,0,"Sascha, Erik, Anna","Prenzlauer Str. 16, 16244 Schorfheide, Germany","12/09/17","16:00:00",24,"13/09/17","12:00:00","0"
52.896941,13.535213,2017,1,"Sascha, Erik, Anna","Berliner Str. 28A, 16244 Schorfheide, Germany","12/09/17","13:05:00",12,"13/09/17","11:30:00","1"
52.712247,14.066834,2017,0,"Tabea, Sabrina, Julia","Biesdorfer Siedlung 12, 16269 Wriezen, Germany","12/09/17","13:30:00",15,"13/09/17","10:45:00","0"
52.738064,14.095413,2017,7,"Tabea, Sabrina, Julia","Alt Gaul 26b, 16269 Wriezen","12/09/17","14:30:00",40,"13/09/17","11:30:00","7"
52.791376,14.116181,2017,6,"Tabea, Sabrina, Julia","Croustillier 17, 16259 Oderaue","12/09/17","16:00:00",27,"13/09/17","10:15:00","6"
53.1333,13.755,2017,0,"Lukas, Lina, Saskia","Ort Böckenberg 31, 17268 Gerswalde, Germany","12/09/17","12:44:00",22,"13/09/17","13:13:00","0"
53.1406,13.7586,2017,1,"Lukas, Lina, Saskia","Ort Berkenlatten 7, 17268 Gerswalde, Germany","12/09/17","12:02:00",12,"13/09/17","12:19:00","1"
53.09666,13.7555,2017,0,"Lukas, Lina, Saskia","Lindenallee 3 A, 17268 Temmen-Ringenwalde","12/09/17","13:33:00",40,"13/09/17","11:30:00","0"
52.814205,13.924277,2017,0,"Lukas, Lina, Saskia","Hauptstr. 1, 16248 Hohenfinow","12/09/17","10:00:00",53,"13/09/17","09:30:00","0"
52.235443,13.787984,2017,0,"Yasmin, Mert","Langer See 45, 15754 Heidesee","12/09/17","12:45:00",24,"13/09/17","11:40:00","0"
52.245935,13.802619,2017,0,"Yasmin, Mert","Dorfpl. 1, 15754 Heidesee, Germany","12/09/17","13:45:00",26,"12/09/17","??","0"
52.242982,13.867386,2017,7,"Yasmin, Mert","Alte Dorfstraße 31, 15859 Storkow (Mark), Germany","12/09/17","16:00:00",24,"13/09/17","18:15:00","7"
52.236326,13.871527,2017,0,"Yasmin, Mert","Busch 13, 15859 Storkow (Mark), Germany","12/09/17","??",11,"13/09/17","18:00:00","0"
52.217559,13.823642,2017,0,"Yasmin, Mert","Neue Str. 7, 15754 Heidesee","12/09/17","??",24,"13/09/17","??","0"
51.830746,14.076701,2017,0,"Emanuel, Sven","Erste Kolonie 39, Burg (Spreewald), Germany","12/09/17","13:00:00",20,"13/09/17","12:00:00","1"
51.897811,13.809616,2017,2,"Emanuel, Sven","Dubener Hauptstraße 24, 15926 Luckau, Germany","12/09/17","09:15:00",30,"13/09/17","13:25:00","2"
51.908938,13.859796,2017,0,"Emanuel, Sven","Neuendorfer Dorfstraße 4, 15907 Lübben (Spreewald), Germany","12/09/17","10:00:00",30,"13/09/17","14:35:00","0"
51.84028,13.987939,2017,0,"Emanuel, Sven","Boblitzer Spreestraße 36, 03222 Lübbenau/Spreewald","12/09/17","11:23:00",15,"13/09/17","12:55:00","0"
51.817611,14.042841,2017,0,"Emanuel, Sven","Radduscher Dorfstraße 15, 03226 Vetschau/Spreewald, Germany","12/09/17","12:15:00",17,"13/09/17","12:30:00","0"
52.297386,13.785319,2017,0,"Yasmin, Mert","Weg zur Mühle 2A, 15754 Heidesee, Germany","13/09/17","14:30:00",22,"14/09/17","11:45:00","0"
52.203601,13.831581,2017,0,"Yasmin, Mert","Am Feld 1, 15754 Heidesee, Germany","13/09/17","16:45:00",22,"14/09/17","14:15:00","0"
52.269419,13.834069,2017,2,"Yasmin, Mert","Spreehagenstr. 1 15754 Heidesee","13/09/17","13:00:00",24,"14/09/17","??","5"
53.1406,13.7586,2017,0,"Lukas, Lina, Saskia","Ort Berkenlatten 7, 17268 Gerswalde, Germany","13/09/17","12:25:00",9,"14/09/17","13:00:00","0"
53.123442,13.853654,2017,0,"Lukas, Lina, Saskia","Steinhöfler Weg 13, 17268 Flieth-Stegelitz, Germany","13/09/17","13:43:00",4,"14/09/17","12:30:00","0"
53.161,13.81527,2017,0,"Lukas, Lina, Saskia","Suckow 38, 17268 Flieth-Stegelitz, Germany","13/09/17","13:45:00",19,"14/09/17","13:45:00","1"
53.156335,13.815513,2017,0,"Lukas, Lina, Saskia","Feldstraße 2, 17268 Fieth-Stegelitz","13/09/17","14:46:00",21,"14/09/17","13:30:00","0"
52.814205,13.924277,2017,0,"Lukas, Lina, Saskia","Hauptstr. 1, 16248 Hohenfinow","13/09/17","10:00:00",5,"14/09/17","11:00:00","0"
52.405536,14.055816,2017,0,"Robin, Sascha, Cem","Molkenberg 23, 15517 Fürstenwalde/Spree, Germany","13/09/17","16:00:00",13,"14/09/17","13:30:00","0"
52.401548,14.066519,2017,0,"Robin, Sascha, Cem","Molkenberg 12, 15517 Fürstenwalde/Spree, Germany","13/09/17","15:30:00",27,"14/09/17","12:40:00","0"
52.525395,14.094355,2017,0,"Robin, Sascha, Cem","Eberswalder Str. 158A, 15374 Müncheberg, Germany","13/09/17","14:45:00",24,"14/09/17","??","0"
52.4978,13.6761,2017,0,"Robin, Sascha, Cem","Münchehofer Str. 1, 15366 Hoppegarten, Germany","13/09/17","12:00:00",12,"14/09/17","11:00:00","0"
52.604505,14.022063,2017,0,"Robin, Sascha, Cem","15377 Oberbarnim Ernsthoff","13/09/17","18:00:00",13,"14/09/17","16:30:00","0"
53.12478,13.459395,2017,5,"Erik, Anna","Joachimshof 3, 17268 Templin, Germany","13/09/17","17:30:00",24,"14/09/17","17:30:00","5"
53.127386,13.486372,2017,2,"Erik, Anna","Lychener Str. 28, 17268 Templin, Germany","13/09/17","18:00:00",17,"14/09/17","18:00:00","2"
51.913195,14.12655,2017,0,"Emanuel, Sven","Bahnhofstraße 8, 15913 Straupitz, Germany","13/09/17","16:00:00",13,"14/09/17","09:40:00","0"
51.974531,14.054357,2017,1,"Emanuel, Sven","Waldstraße, 15913 Märkische Heide, Germany","13/09/17","18:30:00",30,"14/09/17","11:00:00","2"
51.960206,14.01867,2017,2,"Emanuel, Sven","am See 23, 15913 Neu Zauche, Germany","13/09/17","17:30:00",49,"14/09/17","10:30:00","8"
53.049615,13.440793,2017,17,"Erik, Anna","Storkower Dorfstraße 84, 17268 Templin, Germany","13/09/17","14:00:00",25,"14/09/17","12:00:00","17"
53.111991,13.462134,2017,3,"Erik, Anna","Dorettenhof 2/3, 17268 Templin, Germany","13/09/17","17:00:00",40,"14/09/17","13:30:00","3"
53.005087,13.560222,2017,0,"Erik, Anna","Groß Väter 34, 17268 Templin, Germany","13/09/17","12:45:00",22,"14/09/17","11:00:00","4"
53.115344,13.478184,2017,4,"Erik, Anna","Röddeliner Str. 37, 17268 Templin, Germany","13/09/17","16:00:00",30,"14/09/17","13:00:00","4"
52.73388,13.666388,2017,0,"Gregor, Svea","Dorfstraße 22, 16359 Biesenthal, Germany","13/09/17","10:30:00",10,"14/09/17","12:00:00","0"
52.750762,13.685143,2017,0,"Gregor, Svea","Biesenthaler Str. 3, 16230 Sydower Fließ, Germany","13/09/17","11:10:00",20,"14/09/17","11:30:00","4"
52.653134,13.731734,2017,0,"Gregor, Svea","Siedlungsstraße 4, 16356 Werneuchen, Germany","13/09/17","12:00:00",7,"14/09/17","10:45:00","3"
