Year ,Transect ,Code ,ID_mouse ,Worms_presence ,Intestinal_content_sample ,Intestinal_content_DNA ,Cecum_content_sample ,Cecum_content_DNA ,Colon_content_sample ,Colon_content_DNA ,Ap5_PCR,18S_PCR,COI_PCR,SSU_PCR,LSU_PCR,ORF470_PCR
2014,HZ_CZ ,MIL64 ,SK2795,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,MIL64 ,SK2796,FALSE,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA
2014,HZ_CZ ,MIL64 ,SK2797,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,MIL64 ,SK2798,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA
2014,HZ_CZ ,BUS2 ,SK2799,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,BUS2 ,SK2800,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,BUS2 ,SK2801,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,BUS2 ,SK2802,TRUE,0,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,STR2 ,SK2803,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,STR2 ,SK2804,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_CZ ,STR2 ,SK2805,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2806,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2807,TRUE,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2808,TRUE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2809,TRUE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2810,TRUE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2811,TRUE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,ZEHL1 ,SK2812,TRUE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,LIEB38 ,SK2813,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,LIEB38 ,SK2814,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,LIEB38 ,SK2815,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA
2014,HZ_BR ,LIEB38 ,SK2816,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,BRUNN3 ,SK2817,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,BRUNN3 ,SK2818,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,BRUNN3 ,SK2819,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,LIET21 ,SK2820,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,PAUS ,SK2821,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,PAUS ,SK2822,TRUE,1,1,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA
2014,HZ_BR ,PAUS ,SK2823,TRUE,1,1,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA
2014,HZ_BR ,PAUS ,SK2824,TRUE,1,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA
2014,HZ_BR ,PAUS ,SK2825,FALSE,1,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA
2014,HZ_BR ,STAFF ,SK2826,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,DANE22 ,SK2827,FALSE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,TEMP8c ,SK2828,FALSE,1,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,DANE22 ,SK2829,FALSE,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,DANE22 ,SK2830,FALSE,0,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,DANE22 ,SK2831,FALSE,0,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA
2014,HZ_BR ,NEUG21 ,SK2832,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,NEUG21 ,SK2833,TRUE,0,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,NEUG21 ,SK2834,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,HAMM ,SK2835,TRUE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
2014,HZ_BR ,BEETZ ,SK2836,FALSE,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
