"Mouse_ID","year","OPG.lorenzo","OPG.enas","OPG.phuong","OPG.alice","X12_Ap5_PCR","X13_18S_Seq","X14_COI_Seq","X16_ORF470_Seq","PCRpos3markers"
"SK_2654",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2655",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2656",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2657",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2658",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2659",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,"positive"
"SK_2660",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2661",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,"positive"
"SK_2662",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2663",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2664",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2665",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,"positive"
"SK_2666",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2667",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2668",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2669",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2670",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2671",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2672",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,"positive"
"SK_2673",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2674",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2675",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2676",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2677",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2678",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2679",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2680",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2681",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2682",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2683",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2684",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2685",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2686",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2687",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2688",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,"positive"
"SK_2689",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2690",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2691",NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,"positive"
"SK_2692",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2693",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2694",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2695",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2696",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2697",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2698",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2699",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2700",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2701",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2702",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2703",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2704",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2705",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2706",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2707",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2708",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2709",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2710",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2711",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2712",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2713",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2714",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2715",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2716",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2717",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2718",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2719",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2720",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2721",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2722",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2723",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2724",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2725",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2726",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2727",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2728",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2729",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2730",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2731",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2732",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2733",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2734",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2735",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2736",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2737",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2738",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2739",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2740",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2741",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2742",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2743",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2744",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2745",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2746",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2747",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2748",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2749",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2750",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2751",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2752",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2753",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2754",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2755",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2756",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2757",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2758",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2759",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2760",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2761",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2762",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2763",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2764",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2765",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2766",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2767",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2768",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2769",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2770",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2771",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2772",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2773",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2774",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2775",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2776",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2777",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2778",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,"positive"
"SK_2779",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2780",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2781",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2782",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2783",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2784",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2785",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2786",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2787",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2788",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2789",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2790",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2791",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2792",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2793",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2794",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2795",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2796",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,"positive"
"SK_2797",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2798",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,"positive"
"SK_2799",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2800",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2801",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2802",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2803",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2804",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2805",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2806",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2807",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,"positive"
"SK_2808",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2809",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2810",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2811",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2812",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2813",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2814",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2815",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,"positive"
"SK_2816",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2817",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2818",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2819",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2820",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2821",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2822",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,"positive"
"SK_2823",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,"positive"
"SK_2824",NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,"positive"
"SK_2825",NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,"positive"
"SK_2826",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2827",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2828",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2829",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2830",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2831",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2832",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2833",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2834",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2835",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2836",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2837",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2838",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2839",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2840",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2841",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2842",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2843",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2844",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2845",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2846",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2847",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,"positive"
"SK_2848",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2849",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2850",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2905",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2906",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2907",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2908",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2909",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2910",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2911",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,"positive"
"SK_2912",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2913",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2914",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2915",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2916",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2917",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,"positive"
"SK_2918",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,"positive"
"SK_2919",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,"positive"
"SK_2920",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2921",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2922",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2923",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2924",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,"positive"
"SK_2925",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2926",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2927",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2928",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2929",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2930",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2931",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2932",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2933",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2934",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2935",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2951",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,"positive"
"SK_2952",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2953",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2954",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2955",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2956",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2957",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2962",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2963",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2964",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2965",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2966",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2967",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2968",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2969",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2970",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2971",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2972",NA,NA,NA,NA,NA,TRUE,FALSE,NA,TRUE,"positive"
"SK_2973",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2974",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2975",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_2976",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2977",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2978",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2979",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2980",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2981",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2982",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2983",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2984",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2985",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2986",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2987",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2988",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2989",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_2990",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2991",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2992",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2993",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2994",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2995",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2996",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,"positive"
"SK_2998",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,"positive"
"SK_2999",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3000",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3001",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3002",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_3003",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,"positive"
"SK_3004",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3005",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3006",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3007",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3008",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3009",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_3010",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3011",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3012",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_3013",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3014",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3015",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3016",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3017",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3018",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3019",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,"positive"
"SK_3021",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3022",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3023",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3024",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3025",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,"positive"
"SK_3026",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3027",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
"SK_3028",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_3029",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3030",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3031",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3032",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_3033",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,"positive"
"SK_3034",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"negative"
"SK_3035",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,"positive"
