"Mouse_ID","year","OPG.lorenzo","OPG.enas","OPG.phuong","OPG.alice","X12_Ap5_PCR","X13_18S_Seq","X14_COI_Seq","X16_ORF470_Seq","PCRpos3markers"
"AA_0425",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0426",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0427",2017,2016,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0428",2017,14706,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0429",2017,7716,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0430",2017,478516,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0431",2017,22059,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0432",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0433",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0434",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0435",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0436",2017,7813,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0437",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0438",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0439",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0440",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0441",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0442",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0443",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0444",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0445",2017,214286,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0446",2017,1429348,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0447",2017,400000,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0448",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0449",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0450",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0451",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0452",2017,81522,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0453",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0454",2017,504808,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0455",2017,27778,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0456",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0457",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0458",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0459",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0460",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0461",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0462",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0463",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0465",2017,23026,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0466",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0467",2017,5000,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0468",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0469",2017,451705,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0470",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0471",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0489",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0490",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0491",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0495",2017,152778,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0496",2017,23973,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0497",2017,209615,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0498",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0499",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0500",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0501",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0502",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0503",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0504",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0505",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0506",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0509",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0510",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0511",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0512",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0513",2017,0,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0514",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0515",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK_2651",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2652",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
"SK_2653",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,"negative"
