Mouse_ID,Year,counter,Feces_g,PBS_dil,N_oocysts_sq1,N_oocysts_sq2,N_oocysts_sq3,N_oocysts_sq4,N_oocysts_sq5,N_oocysts_sq6,N_oocysts_sq7,N_oocysts_sq8,mean_neubauer,oocysts_in_feces,OPG
SK_2849,2014,Alice,,,,,,,,,,,,,
SK_2850,2014,Alice,,,,,,,,,,,,,
SK_2890,2014,Alice,,,,,,,,,,,,,
SK_2891,2014,Alice,,,,,,,,,,,,,
SK_2892,2014,Alice,,,,,,,,,,,,,
SK_2893,2014,Alice,,,,,,,,,,,,,
SK_2894,2014,Alice,,,,,,,,,,,,,
SK_2895,2014,Alice,,,,,,,,,,,,,
SK_2896,2014,Alice,,,,,,,,,,,,,
SK_2897,2014,Alice,,,,,,,,,,,,,
SK_2898,2014,Alice,,,,,,,,,,,,,
SK_2899,2014,Alice,,,,,,,,,,,,,
SK_2900,2014,Alice,,,,,,,,,,,,,
SK_2903,2013,Alice,,,,,,,,,,,,,
SK_2904,2013,Alice,,,,,,,,,,,,,
SK_2905,2014,Alice,,,,,,,,,,,,,
SK_2906,2014,Alice,,,,,,,,,,,,,
SK_2907,2014,Alice,,,,,,,,,,,,,
SK_2908,2014,Alice,,,,,,,,,,,,,
SK_2909,2014,Alice,,,,,,,,,,,,,
SK_2910,2014,Alice,,,,,,,,,,,,,
SK_2911,2014,Alice,,,,,,,,,,,,,
SK_2912,2014,Alice,,,,,,,,,,,,,
SK_2913,2014,Alice,,,,,,,,,,,,,
SK_2914,2014,Alice,,,,,,,,,,,,,
SK_2915,2014,Alice,,,,,,,,,,,,,
SK_2916,2014,Alice,,,,,,,,,,,,,
SK_2917,2014,Alice,,,,,,,,,,,,,
SK_2918,2014,Alice,,,,,,,,,,,,,
SK_2919,2014,Alice,,,,,,,,,,,,,
SK_2920,2014,Alice,,,,,,,,,,,,,
SK_2921,2014,Alice,,,,,,,,,,,,,
SK_2922,2014,Alice,,,,,,,,,,,,,
SK_2923,2014,Alice,,,,,,,,,,,,,
SK_2924,2014,Alice,,,,,,,,,,,,,
SK_2925,2014,Alice,,,,,,,,,,,,,
SK_2926,2014,Alice,,,,,,,,,,,,,
SK_2927,2014,Alice,,,,,,,,,,,,,
SK_2928,2014,Alice,,,,,,,,,,,,,
SK_2929,2014,Alice,,,,,,,,,,,,,
SK_2930,2014,Alice,,,,,,,,,,,,,
SK_2931,2014,Alice,,,,,,,,,,,,,
SK_2932,2014,Alice,,,,,,,,,,,,,
SK_2933,2014,Alice,,,,,,,,,,,,,
SK_2934,2014,Alice,,,,,,,,,,,,,
SK_2935,2014,Alice,,,,,,,,,,,,,
SK_3091,2015,Alice,,,,,,,,,,,,,
SK_3092,2015,Alice,,,,,,,,,,,,,
SK_3093,2015,Alice,,,,,,,,,,,,,
SK_3094,2015,Alice,,,,,,,,,,,,,
SK_3095,2015,Alice,,,,,,,,,,,,,
SK_3096,2015,Alice,,,,,,,,,,,,,
SK_3097,2015,Alice,,,,,,,,,,,,,
SK_3098,2015,Alice,,,,,,,,,,,,,
SK_3099,2015,Alice,,,,,,,,,,,,,
SK_3100,2015,Alice,,,,,,,,,,,,,
SK_3101,2015,Alice,,,,,,,,,,,,,
SK_3102,2015,Alice,,,,,,,,,,,,,
SK_3103,2015,Alice,,,,,,,,,,,,,
SK_3104,2015,Alice,,,,,,,,,,,,,
SK_3105,2015,Alice,,,,,,,,,,,,,
SK_3106,2015,Alice,,,,,,,,,,,,,
SK_3107,2015,Alice,,,,,,,,,,,,,
SK_3108,2015,Alice,,,,,,,,,,,,,
SK_3109,2015,Alice,,,,,,,,,,,,,
SK_3110,2015,Alice,,,,,,,,,,,,,
SK_3111,2015,Alice,,,,,,,,,,,,,
SK_3112,2015,Alice,,,,,,,,,,,,,
SK_3113,2015,Alice,,,,,,,,,,,,,
SK_3114,2015,Alice,,,,,,,,,,,,,
SK_3115,2015,Alice,,,,,,,,,,,,,
SK_3116,2015,Alice,,,,,,,,,,,,,
SK_3117,2015,Alice,,,,,,,,,,,,,
SK_3118,2015,Alice,,,,,,,,,,,,,
SK_3119,2015,Alice,,,,,,,,,,,,,
SK_3120,2015,Alice,,,,,,,,,,,,,
SK_3121,2015,Alice,,,,,,,,,,,,,
SK_3122,2015,Alice,,,,,,,,,,,,,
SK_3123,2015,Alice,,,,,,,,,,,,,
SK_3124,2015,Alice,,,,,,,,,,,,,
SK_3125,2015,Alice,,,,,,,,,,,,,
SK_3126,2015,Alice,,,,,,,,,,,,,
SK_3127,2015,Alice,,,,,,,,,,,,,
SK_3128,2015,Alice,,,,,,,,,,,,,
SK_3129,2015,Alice,,,,,,,,,,,,,
SK_3130,2015,Alice,,,,,,,,,,,,,
SK_3131,2015,Alice,,,,,,,,,,,,,
SK_3132,2015,Alice,,,,,,,,,,,,,
SK_3133,2015,Alice,,,,,,,,,,,,,
SK_3134,2015,Alice,,,,,,,,,,,,,
SK_3135,2015,Alice,,,,,,,,,,,,,
SK_3136,2015,Alice,,,,,,,,,,,,,
SK_3137,2015,Alice,,,,,,,,,,,,,
SK_3138,2015,Alice,,,,,,,,,,,,,
SK_3139,2015,Alice,,,,,,,,,,,,,
SK_3140,2015,Alice,,,,,,,,,,,,,
SK_3141,2015,Alice,,,,,,,,,,,,,
SK_3142,2015,Alice,,,,,,,,,,,,,
SK_3143,2015,Alice,,,,,,,,,,,,,
SK_3144,2015,Alice,,,,,,,,,,,,,
SK_3145,2015,Alice,,,,,,,,,,,,,
SK_3146,2015,Alice,,,,,,,,,,,,,
SK_3147,2015,Alice,,,,,,,,,,,,,
SK_3148,2015,Alice,,,,,,,,,,,,,
SK_3149,2015,Alice,,,,,,,,,,,,,
SK_3150,2015,Alice,,,,,,,,,,,,,
SK_3151,2015,Alice,,,,,,,,,,,,,
SK_3152,2015,Alice,,,,,,,,,,,,,
SK_3153,2015,Alice,,,,,,,,,,,,,
SK_3153-1,2015,Alice,,,,,,,,,,,,,
SK_3153-2,2015,Alice,,,,,,,,,,,,,
SK_3153-3,2015,Alice,,,,,,,,,,,,,
SK_3153-4,2015,Alice,,,,,,,,,,,,,
SK_3153-5,2015,Alice,,,,,,,,,,,,,
SK_3154,2015,Alice,,,,,,,,,,,,,
SK_3155,2015,Alice,,,,,,,,,,,,,
SK_3156,2015,Alice,,,,,,,,,,,,,
SK_3157,2015,Alice,,,,,,,,,,,,,
SK_3158,2015,Alice,,,,,,,,,,,,,
SK_3159,2015,Alice,,,,,,,,,,,,,
SK_3160,2015,Alice,,,,,,,,,,,,,
SK_3161,2015,Alice,,,,,,,,,,,,,
SK_3162,2015,Alice,,,,,,,,,,,,,
SK_3163,2015,Alice,,,,,,,,,,,,,
SK_3164,2015,Alice,,,,,,,,,,,,,
SK_3165,2015,Alice,,,,,,,,,,,,,
SK_3166,2015,Alice,,,,,,,,,,,,,
SK_3167,2015,Alice,,,,,,,,,,,,,
SK_3168,2015,Alice,,,,,,,,,,,,,
SK_3169,2015,Alice,,,,,,,,,,,,,
SK_3170,2015,Alice,,,,,,,,,,,,,
SK_3171,2015,Alice,,,,,,,,,,,,,
SK_3172,2015,Alice,,,,,,,,,,,,,
SK_3173,2015,Alice,,,,,,,,,,,,,
SK_3175,2015,Alice,,,,,,,,,,,,,
SK_3176,2015,Alice,,,,,,,,,,,,,
SK_3177,2015,Alice,,,,,,,,,,,,,
SK_3178,2015,Alice,,,,,,,,,,,,,
SK_3179,2015,Alice,,,,,,,,,,,,,
SK_3180,2015,Alice,,,,,,,,,,,,,
SK_3181,2015,Alice,,,,,,,,,,,,,
SK_3182,2015,Alice,,,,,,,,,,,,,
SK_3183,2015,Alice,,,,,,,,,,,,,
SK_3184,2015,Alice,,,,,,,,,,,,,
SK_3185,2015,Alice,,,,,,,,,,,,,
SK_3186,2015,Alice,,,,,,,,,,,,,
SK_3187,2015,Alice,,,,,,,,,,,,,
SK_3188,2015,Alice,,,,,,,,,,,,,
SK_3189,2015,Alice,,,,,,,,,,,,,
SK_3190,2015,Alice,,,,,,,,,,,,,
SK_3191,2015,Alice,,,,,,,,,,,,,
SK_3192,2015,Alice,,,,,,,,,,,,,
SK_3193,2015,Alice,,,,,,,,,,,,,
SK_3194,2015,Alice,,,,,,,,,,,,,
SK_3195,2015,Alice,,,,,,,,,,,,,
SK_3196,2015,Alice,,,,,,,,,,,,,
SK_3197,2015,Alice,,,,,,,,,,,,,
SK_3198,2015,Alice,,,,,,,,,,,,,
SK_3199,2015,Alice,,,,,,,,,,,,,
SK_3200,2015,Alice,,,,,,,,,,,,,
SK_3201,2015,Alice,,,,,,,,,,,,,
SK_3202,2015,Alice,,,,,,,,,,,,,
SK_3203,2015,Alice,,,,,,,,,,,,,
SK_3204,2015,Alice,,,,,,,,,,,,,
SK_3205,2015,Alice,,,,,,,,,,,,,
SK_3206,2015,Alice,,,,,,,,,,,,,
SK_3207,2015,Alice,,,,,,,,,,,,,
SK_3208,2015,Alice,,,,,,,,,,,,,
SK_3209,2015,Alice,,,,,,,,,,,,,
SK_3210,2015,Alice,,,,,,,,,,,,,
SK_3211,2015,Alice,,,,,,,,,,,,,
SK_3212,2015,Alice,,,,,,,,,,,,,
SK_3213,2015,Alice,,,,,,,,,,,,,
SK_3350,2015,Alice,,,,,,,,,,,,,
SK_3351,2015,Alice,,,,,,,,,,,,,
SK_3352,2015,Alice,,,,,,,,,,,,,
SK_3353,2015,Alice,,,,,,,,,,,,,
SK_3354,2015,Alice,,,,,,,,,,,,,
SK_3355,2015,Alice,,,,,,,,,,,,,
SK_3356,2015,Alice,,,,,,,,,,,,,
SK_3357,2015,Alice,,,,,,,,,,,,,
SK_3358,2015,Alice,,,,,,,,,,,,,
SK_3359,2015,Alice,,,,,,,,,,,,,
SK_3360,2015,Alice,,,,,,,,,,,,,
SK_3361,2015,Alice,,,,,,,,,,,,,
SK_3362,2015,Alice,,,,,,,,,,,,,
SK_3363,2015,Alice,,,,,,,,,,,,,
SK_3364,2015,Alice,,,,,,,,,,,,,
SK_3365,2015,Alice,,,,,,,,,,,,,
SK_3366,2015,Alice,,,,,,,,,,,,,
SK_3367,2015,Alice,,,,,,,,,,,,,
SK_3368,2015,Alice,,,,,,,,,,,,,
SK_3369,2015,Alice,,,,,,,,,,,,,
SK_3370,2015,Alice,,,,,,,,,,,,,
SK_3371,2015,Alice,,,,,,,,,,,,,
SK_3372,2015,Alice,,,,,,,,,,,,,
SK_3373,2015,Alice,,,,,,,,,,,,,
SK_3374,2015,Alice,,,,,,,,,,,,,
SK_3375,2015,Alice,,,,,,,,,,,,,
SK_3376,2015,Alice,,,,,,,,,,,,,
SK_3377,2015,Alice,,,,,,,,,,,,,
SK_3378,2015,Alice,,,,,,,,,,,,,
SK_3379,2015,Alice,,,,,,,,,,,,,
ZZ_0001,2017,Alice,,,,,,,,,,,,,
ZZ_0002,2017,Alice,,,,,,,,,,,,,
ZZ_0003,2017,Alice,,,,,,,,,,,,,
ZZ_0004,2017,Alice,,,,,,,,,,,,,
ZZ_0005,2017,Alice,,,,,,,,,,,,,
ZZ_0006,2017,Alice,,,,,,,,,,,,,
ZZ_0007,2017,Alice,,,,,,,,,,,,,
ZZ_0008,2017,Alice,,,,,,,,,,,,,
ZZ_0009,2017,Alice,,,,,,,,,,,,,
ZZ_0010,2017,Alice,,,,,,,,,,,,,
ZZ_0011,2017,Alice,,,,,,,,,,,,,
ZZ_0012,2017,Alice,,,,,,,,,,,,,
ZZ_0013,2017,Alice,,,,,,,,,,,,,
ZZ_0014,2017,Alice,,,,,,,,,,,,,
ZZ_0015,2017,Alice,,,,,,,,,,,,,
ZZ_0016,2017,Alice,,,,,,,,,,,,,
ZZ_0017,2017,Alice,,,,,,,,,,,,,
ZZ_0018,2017,Alice,,,,,,,,,,,,,
ZZ_0019,2017,Alice,,,,,,,,,,,,,
ZZ_0020,2017,Alice,,,,,,,,,,,,,
ZZ_0021,2017,Alice,,,,,,,,,,,,,
ZZ_0022,2017,Alice,,,,,,,,,,,,,
ZZ_0023,2017,Alice,,,,,,,,,,,,,
ZZ_0024,2017,Alice,,,,,,,,,,,,,
ZZ_0025,2017,Alice,,,,,,,,,,,,,
ZZ_0026,2017,Alice,,,,,,,,,,,,,
ZZ_0027,2017,Alice,,,,,,,,,,,,,
ZZ_0028,2017,Alice,,,,,,,,,,,,,
ZZ_0029,2017,Alice,,,,,,,,,,,,,
ZZ_0030,2017,Alice,,,,,,,,,,,,,
ZZ_0031,2017,Alice,,,,,,,,,,,,,
ZZ_0032,2017,Alice,,,,,,,,,,,,,
ZZ_0033,2017,Alice,,,,,,,,,,,,,
ZZ_0034,2017,Alice,,,,,,,,,,,,,
ZZ_0035,2017,Alice,,,,,,,,,,,,,
ZZ_0036,2017,Alice,,,,,,,,,,,,,
ZZ_0037,2017,Alice,,,,,,,,,,,,,
ZZ_0038,2017,Alice,,,,,,,,,,,,,
ZZ_0039,2017,Alice,,,,,,,,,,,,,
ZZ_0040,2017,Alice,,,,,,,,,,,,,
ZZ_0041,2017,Alice,,,,,,,,,,,,,
ZZ_0042,2017,Alice,,,,,,,,,,,,,
ZZ_0043,2017,Alice,,,,,,,,,,,,,
ZZ_0044,2017,Alice,,,,,,,,,,,,,
ZZ_0045,2017,Alice,,,,,,,,,,,,,
ZZ_0046,2017,Alice,,,,,,,,,,,,,
ZZ_0047,2017,Alice,,,,,,,,,,,,,
ZZ_0048,2017,Alice,,,,,,,,,,,,,
ZZ_0049,2017,Alice,,,,,,,,,,,,,
ZZ_0050,2017,Alice,,,,,,,,,,,,,
ZZ_0051,2017,Alice,,,,,,,,,,,,,
ZZ_0052,2017,Alice,,,,,,,,,,,,,
ZZ_0053,2017,Alice,,,,,,,,,,,,,
ZZ_0054,2017,Alice,,,,,,,,,,,,,
ZZ_0055,2017,Alice,,,,,,,,,,,,,
ZZ_0056,2017,Alice,,,,,,,,,,,,,
ZZ_0057,2017,Alice,,,,,,,,,,,,,
ZZ_0058,2017,Alice,,,,,,,,,,,,,
ZZ_0059,2017,Alice,,,,,,,,,,,,,
ZZ_0060,2017,Alice,,,,,,,,,,,,,
ZZ_0061,2017,Alice,,,,,,,,,,,,,
ZZ_0062,2017,Alice,,,,,,,,,,,,,
ZZ_0063,2017,Alice,,,,,,,,,,,,,
ZZ_0064,2017,Alice,,,,,,,,,,,,,
ZZ_0065,2017,Alice,,,,,,,,,,,,,
ZZ_0066,2017,Alice,,,,,,,,,,,,,
ZZ_0067,2017,Alice,,,,,,,,,,,,,
ZZ_0068,2017,Alice,,,,,,,,,,,,,
ZZ_0069,2017,Alice,,,,,,,,,,,,,
ZZ_0070,2017,Alice,,,,,,,,,,,,,
ZZ_0071,2017,Alice,,,,,,,,,,,,,
ZZ_0072,2017,Alice,,,,,,,,,,,,,
ZZ_0073,2017,Alice,,,,,,,,,,,,,
ZZ_0074,2017,Alice,,,,,,,,,,,,,
SK_3894,2017,Alice,,,,,,,,,,,,,
SK_3895,2017,Alice,,,,,,,,,,,,,
SK_3896,2017,Alice,,,,,,,,,,,,,
SK_3897,2017,Alice,,,,,,,,,,,,,
SK_3898,2017,Alice,,,,,,,,,,,,,
SK_3899,2017,Alice,,,,,,,,,,,,,
SK_3900,2017,Alice,,,,,,,,,,,,,
SK_3901,2017,Alice,,,,,,,,,,,,,
SK_3902,2017,Alice,,,,,,,,,,,,,
SK_3903,2017,Alice,,,,,,,,,,,,,
SK_3904,2017,Alice,,,,,,,,,,,,,
SK_3905,2017,Alice,,,,,,,,,,,,,
SK_3906,2017,Alice,,,,,,,,,,,,,
SK_3907,2017,Alice,,,,,,,,,,,,,
SK_3908,2017,Alice,,,,,,,,,,,,,
SK_3909,2017,Alice,,,,,,,,,,,,,
SK_3910,2017,Alice,,,,,,,,,,,,,
SK_3911,2017,Alice,,,,,,,,,,,,,
SK_3912,2017,Alice,,,,,,,,,,,,,
SK_3913,2017,Alice,,,,,,,,,,,,,
AA_0161,2016,Alice,,,,,,,,,,,,,
AA_0162,2016,Alice,,,,,,,,,,,,,
AA_0163,2016,Alice,,,,,,,,,,,,,
AA_0164,2016,Alice,,,,,,,,,,,,,
AA_0165,2016,Alice,,,,,,,,,,,,,
AA_0166,2016,Alice,,,,,,,,,,,,,
AA_0167,2016,Alice,,,,,,,,,,,,,
AA_0168,2016,Alice,,,,,,,,,,,,,
AA_0169,2016,Alice,,,,,,,,,,,,,
AA_0170,2016,Alice,,,,,,,,,,,,,
AA_0171,2016,Alice,,,,,,,,,,,,,
AA_0172,2016,Alice,,,,,,,,,,,,,
AA_0174,2016,Alice,,,,,,,,,,,,,
AA_0175,2016,Alice,,,,,,,,,,,,,
AA_0176,2016,Alice,,,,,,,,,,,,,
AA_0190,2016,Alice,,,,,,,,,,,,,
SK_2651,2014,Alice,,,,,,,,,,,,,
SK_2652,2014,Alice,,,,,,,,,,,,,
SK_2653,2014,Alice,,,,,,,,,,,,,
SK_2654,2014,Alice,,,,,,,,,,,,,
SK_2655,2014,Alice,,,,,,,,,,,,,
SK_2656,2014,Alice,,,,,,,,,,,,,
SK_2657,2014,Alice,,,,,,,,,,,,,
SK_2658,2014,Alice,,,,,,,,,,,,,
SK_2659,2014,Alice,,,,,,,,,,,,,
SK_2660,2014,Alice,,,,,,,,,,,,,
SK_2661,2014,Alice,,,,,,,,,,,,,
SK_2662,2014,Alice,,,,,,,,,,,,,
SK_2663,2014,Alice,,,,,,,,,,,,,
SK_2664,2014,Alice,,,,,,,,,,,,,
SK_2665,2014,Alice,,,,,,,,,,,,,
SK_2666,2014,Alice,,,,,,,,,,,,,
SK_2667,2014,Alice,,,,,,,,,,,,,
SK_2668,2014,Alice,,,,,,,,,,,,,
SK_2669,2014,Alice,,,,,,,,,,,,,
SK_2670,2014,Alice,,,,,,,,,,,,,
SK_2671,2014,Alice,,,,,,,,,,,,,
SK_2672,2014,Alice,,,,,,,,,,,,,
SK_2673,2014,Alice,,,,,,,,,,,,,
SK_2674,2014,Alice,,,,,,,,,,,,,
SK_2675,2014,Alice,,,,,,,,,,,,,
SK_2676,2014,Alice,,,,,,,,,,,,,
SK_2677,2014,Alice,,,,,,,,,,,,,
SK_2678,2014,Alice,,,,,,,,,,,,,
SK_2679,2014,Alice,,,,,,,,,,,,,
SK_2680,2014,Alice,,,,,,,,,,,,,
SK_2681,2014,Alice,,,,,,,,,,,,,
SK_2682,2014,Alice,,,,,,,,,,,,,
SK_2683,2014,Alice,,,,,,,,,,,,,
SK_2684,2014,Alice,,,,,,,,,,,,,
SK_2685,2014,Alice,,,,,,,,,,,,,
SK_2686,2014,Alice,,,,,,,,,,,,,
SK_2687,2014,Alice,,,,,,,,,,,,,
SK_2688,2014,Alice,,,,,,,,,,,,,
SK_2689,2014,Alice,,,,,,,,,,,,,
SK_2690,2014,Alice,,,,,,,,,,,,,
SK_2691,2014,Alice,,,,,,,,,,,,,
SK_2692,2014,Alice,,,,,,,,,,,,,
SK_2693,2014,Alice,,,,,,,,,,,,,
SK_2694,2014,Alice,,,,,,,,,,,,,
SK_2695,2014,Alice,,,,,,,,,,,,,
SK_2696,2014,Alice,,,,,,,,,,,,,
SK_2697,2014,Alice,,,,,,,,,,,,,
SK_2698,2014,Alice,,,,,,,,,,,,,
SK_2699,2014,Alice,,,,,,,,,,,,,
SK_2700,2014,Alice,,,,,,,,,,,,,
SK_2701,2014,Alice,,,,,,,,,,,,,
SK_2702,2014,Alice,,,,,,,,,,,,,
SK_2703,2014,Alice,,,,,,,,,,,,,
SK_2704,2014,Alice,,,,,,,,,,,,,
SK_2705,2014,Alice,,,,,,,,,,,,,
SK_2706,2014,Alice,,,,,,,,,,,,,
SK_2707,2014,Alice,,,,,,,,,,,,,
SK_2708,2014,Alice,,,,,,,,,,,,,
SK_2709,2014,Alice,,,,,,,,,,,,,
SK_2710,2014,Alice,,,,,,,,,,,,,
SK_2711,2014,Alice,,,,,,,,,,,,,
SK_2712,2014,Alice,,,,,,,,,,,,,
SK_2713,2014,Alice,,,,,,,,,,,,,
SK_2714,2014,Alice,,,,,,,,,,,,,
SK_2715,2014,Alice,,,,,,,,,,,,,
SK_2716,2014,Alice,,,,,,,,,,,,,
SK_2717,2014,Alice,,,,,,,,,,,,,
SK_2718,2014,Alice,,,,,,,,,,,,,
SK_2719,2014,Alice,,,,,,,,,,,,,
SK_2720,2014,Alice,,,,,,,,,,,,,
SK_2721,2014,Alice,,,,,,,,,,,,,
SK_2722,2014,Alice,,,,,,,,,,,,,
SK_2723,2014,Alice,,,,,,,,,,,,,
SK_2724,2014,Alice,,,,,,,,,,,,,
SK_2725,2014,Alice,,,,,,,,,,,,,
SK_2726,2014,Alice,,,,,,,,,,,,,
SK_2727,2014,Alice,,,,,,,,,,,,,
SK_2728,2014,Alice,,,,,,,,,,,,,
SK_2729,2014,Alice,,,,,,,,,,,,,
SK_2730,2014,Alice,,,,,,,,,,,,,
SK_2731,2014,Alice,,,,,,,,,,,,,
SK_2732,2014,Alice,,,,,,,,,,,,,
SK_2733,2014,Alice,,,,,,,,,,,,,
SK_2734,2014,Alice,,,,,,,,,,,,,
SK_2735,2014,Alice,,,,,,,,,,,,,
SK_2736,2014,Alice,,,,,,,,,,,,,
SK_2737,2014,Alice,,,,,,,,,,,,,
SK_2738,2014,Alice,,,,,,,,,,,,,
SK_2739,2014,Alice,,,,,,,,,,,,,
SK_2740,2014,Alice,,,,,,,,,,,,,
SK_2741,2014,Alice,,,,,,,,,,,,,
SK_2742,2014,Alice,,,,,,,,,,,,,
SK_2743,2014,Alice,,,,,,,,,,,,,
SK_2744,2014,Alice,,,,,,,,,,,,,
SK_2745,2014,Alice,,,,,,,,,,,,,
SK_2746,2014,Alice,,,,,,,,,,,,,
SK_2747,2014,Alice,,,,,,,,,,,,,
SK_2748,2014,Alice,,,,,,,,,,,,,
SK_2749,2014,Alice,,,,,,,,,,,,,
SK_2750,2014,Alice,,,,,,,,,,,,,
SK_2751,2014,Alice,,,,,,,,,,,,,
SK_2752,2014,Alice,,,,,,,,,,,,,
SK_2753,2014,Alice,,,,,,,,,,,,,
SK_2754,2014,Alice,,,,,,,,,,,,,
SK_2755,2014,Alice,,,,,,,,,,,,,
SK_2756,2014,Alice,,,,,,,,,,,,,
SK_2757,2014,Alice,,,,,,,,,,,,,
SK_2758,2014,Alice,,,,,,,,,,,,,
SK_2759,2014,Alice,,,,,,,,,,,,,
SK_2760,2014,Alice,,,,,,,,,,,,,
SK_2761,2014,Alice,,,,,,,,,,,,,
SK_2762,2014,Alice,,,,,,,,,,,,,
SK_2763,2014,Alice,,,,,,,,,,,,,
SK_2764,2014,Alice,,,,,,,,,,,,,
SK_2765,2014,Alice,,,,,,,,,,,,,
SK_2766,2014,Alice,,,,,,,,,,,,,
SK_2767,2014,Alice,,,,,,,,,,,,,
SK_2768,2014,Alice,,,,,,,,,,,,,
SK_2769,2014,Alice,,,,,,,,,,,,,
SK_2770,2014,Alice,,,,,,,,,,,,,
SK_2771,2014,Alice,,,,,,,,,,,,,
SK_2772,2014,Alice,,,,,,,,,,,,,
SK_2773,2014,Alice,,,,,,,,,,,,,
SK_2774,2014,Alice,,,,,,,,,,,,,
SK_2775,2014,Alice,,,,,,,,,,,,,
SK_2776,2014,Alice,,,,,,,,,,,,,
SK_2777,2014,Alice,,,,,,,,,,,,,
SK_2778,2014,Alice,,,,,,,,,,,,,
SK_2779,2014,Alice,,,,,,,,,,,,,
SK_2780,2014,Alice,,,,,,,,,,,,,
SK_2781,2014,Alice,,,,,,,,,,,,,
SK_2782,2014,Alice,,,,,,,,,,,,,
SK_2783,2014,Alice,,,,,,,,,,,,,
SK_2784,2014,Alice,,,,,,,,,,,,,
SK_2785,2014,Alice,,,,,,,,,,,,,
SK_2786,2014,Alice,,,,,,,,,,,,,
SK_2787,2014,Alice,,,,,,,,,,,,,
SK_2788,2014,Alice,,,,,,,,,,,,,
SK_2789,2014,Alice,,,,,,,,,,,,,
SK_2792,2014,Alice,,,,,,,,,,,,,
SK_2793,2014,Alice,,,,,,,,,,,,,
SK_2794,2014,Alice,,,,,,,,,,,,,
SK_2795,2014,Alice,,,,,,,,,,,,,
SK_2796,2014,Alice,,,,,,,,,,,,,
SK_2797,2014,Alice,,,,,,,,,,,,,
SK_2798,2014,Alice,,,,,,,,,,,,,
SK_2799,2014,Alice,,,,,,,,,,,,,
SK_2800,2014,Alice,,,,,,,,,,,,,
SK_2801,2014,Alice,,,,,,,,,,,,,
SK_2802,2014,Alice,,,,,,,,,,,,,
SK_2803,2014,Alice,,,,,,,,,,,,,
SK_2804,2014,Alice,,,,,,,,,,,,,
SK_2805,2014,Alice,,,,,,,,,,,,,
SK_2851,2014,Alice,,,,,,,,,,,,,
SK_2852,2014,Alice,,,,,,,,,,,,,
SK_2853,2014,Alice,,,,,,,,,,,,,
SK_2854,2014,Alice,,,,,,,,,,,,,
SK_2855,2014,Alice,,,,,,,,,,,,,
SK_2856,2014,Alice,,,,,,,,,,,,,
SK_2857,2014,Alice,,,,,,,,,,,,,
SK_2858,2014,Alice,,,,,,,,,,,,,
SK_2859,2014,Alice,,,,,,,,,,,,,
SK_2860,2014,Alice,,,,,,,,,,,,,
SK_2861,2014,Alice,,,,,,,,,,,,,
SK_2862,2014,Alice,,,,,,,,,,,,,
SK_2863,2014,Alice,,,,,,,,,,,,,
SK_2864,2014,Alice,,,,,,,,,,,,,
SK_2865,2014,Alice,,,,,,,,,,,,,
SK_2866,2014,Alice,,,,,,,,,,,,,
SK_2867,2014,Alice,,,,,,,,,,,,,
SK_2868,2014,Alice,,,,,,,,,,,,,
SK_2869,2014,Alice,,,,,,,,,,,,,
SK_2870,2014,Alice,,,,,,,,,,,,,
SK_2871,2014,Alice,,,,,,,,,,,,,
SK_2872,2014,Alice,,,,,,,,,,,,,
SK_2873,2014,Alice,,,,,,,,,,,,,
SK_2874,2014,Alice,,,,,,,,,,,,,
SK_2875,2014,Alice,,,,,,,,,,,,,
SK_2876,2014,Alice,,,,,,,,,,,,,
SK_2877,2014,Alice,,,,,,,,,,,,,
SK_2878,2014,Alice,,,,,,,,,,,,,
SK_2879,2014,Alice,,,,,,,,,,,,,
SK_2880,2014,Alice,,,,,,,,,,,,,
SK_2881,2014,Alice,,,,,,,,,,,,,
SK_2882,2014,Alice,,,,,,,,,,,,,
SK_2883,2014,Alice,,,,,,,,,,,,,
SK_2885,2014,Alice,,,,,,,,,,,,,
SK_2886,2014,Alice,,,,,,,,,,,,,
SK_2887,2014,Alice,,,,,,,,,,,,,
SK_2888,2014,Alice,,,,,,,,,,,,,
SK_2889,2014,Alice,,,,,,,,,,,,,
SK_2951,2015,Alice,,,,,,,,,,,,,
SK_2952,2015,Alice,,,,,,,,,,,,,
SK_2953,2015,Alice,,,,,,,,,,,,,
SK_2954,2015,Alice,,,,,,,,,,,,,
SK_2955,2015,Alice,,,,,,,,,,,,,
SK_2956,2015,Alice,,,,,,,,,,,,,
SK_2957,2015,Alice,,,,,,,,,,,,,
SK_2958,2015,Alice,,,,,,,,,,,,,
SK_2959,2015,Alice,,,,,,,,,,,,,
SK_2960,2015,Alice,,,,,,,,,,,,,
SK_2961,2015,Alice,,,,,,,,,,,,,
SK_2962,2015,Alice,,,,,,,,,,,,,
SK_2963,2015,Alice,,,,,,,,,,,,,
SK_2964,2015,Alice,,,,,,,,,,,,,
SK_2965,2015,Alice,,,,,,,,,,,,,
SK_2966,2015,Alice,,,,,,,,,,,,,
SK_2967,2015,Alice,,,,,,,,,,,,,
SK_2968,2015,Alice,,,,,,,,,,,,,
SK_2969,2015,Alice,,,,,,,,,,,,,
SK_2970,2015,Alice,,,,,,,,,,,,,
SK_2971,2015,Alice,,,,,,,,,,,,,
SK_2972,2015,Alice,,,,,,,,,,,,,
SK_2973,2015,Alice,,,,,,,,,,,,,
