Mouse_ID,Year,counter,Feces_g,PBS_dil,N_oocysts_sq1,N_oocysts_sq2,N_oocysts_sq3,N_oocysts_sq4,N_oocysts_sq5,N_oocysts_sq6,N_oocysts_sq7,N_oocysts_sq8,mean_neubauer,oocysts_in_feces,OPG
AA_0001,2016,Alice,,,,,,,,,,,,,
AA_0002,2016,Alice,,,,,,,,,,,,,
AA_0003,2016,Alice,,,,,,,,,,,,,
AA_0004,2016,Alice,,,,,,,,,,,,,
AA_0005,2016,Alice,,,,,,,,,,,,,
AA_0006,2016,Alice,,,,,,,,,,,,,
AA_0007,2016,Alice,,,,,,,,,,,,,
AA_0008,2016,Alice,,,,,,,,,,,,,
AA_0009,2016,Alice,,,,,,,,,,,,,
AA_0010,2016,Alice,,,,,,,,,,,,,
AA_0011,2016,Alice,,,,,,,,,,,,,
AA_0012,2016,Alice,,,,,,,,,,,,,
AA_0013,2016,Alice,,,,,,,,,,,,,
AA_0014,2016,Alice,,,,,,,,,,,,,
AA_0015,2016,Alice,,,,,,,,,,,,,
AA_0016,2016,Alice,,,,,,,,,,,,,
AA_0017,2016,Alice,,,,,,,,,,,,,
AA_0018,2016,Alice,,,,,,,,,,,,,
AA_0019,2016,Alice,,,,,,,,,,,,,
AA_0020,2016,Alice,,,,,,,,,,,,,
AA_0021,2016,Alice,,,,,,,,,,,,,
AA_0022,2016,Alice,,,,,,,,,,,,,
AA_0023,2016,Alice,,,,,,,,,,,,,
AA_0024,2016,Alice,,,,,,,,,,,,,
AA_0025,2016,Alice,,,,,,,,,,,,,
AA_0026,2016,Alice,,,,,,,,,,,,,
AA_0027,2016,Alice,,,,,,,,,,,,,
AA_0028,2016,Alice,,,,,,,,,,,,,
AA_0029,2016,Alice,,,,,,,,,,,,,
AA_0030,2016,Alice,,,,,,,,,,,,,
AA_0031,2016,Alice,,,,,,,,,,,,,
AA_0032,2016,Alice,,,,,,,,,,,,,
AA_0033,2016,Alice,,,,,,,,,,,,,
AA_0034,2016,Alice,,,,,,,,,,,,,
AA_0035,2016,Alice,,,,,,,,,,,,,
AA_0036,2016,Alice,,,,,,,,,,,,,
AA_0037,2016,Alice,,,,,,,,,,,,,
AA_0038,2016,Alice,,,,,,,,,,,,,
AA_0039,2016,Alice,,,,,,,,,,,,,
AA_0040,2016,Alice,,,,,,,,,,,,,
AA_0041,2016,Alice,,,,,,,,,,,,,
AA_0042,2016,Alice,,,,,,,,,,,,,
AA_0043,2016,Alice,,,,,,,,,,,,,
AA_0044,2016,Alice,,,,,,,,,,,,,
AA_0045,2016,Alice,,,,,,,,,,,,,
AA_0046,2016,Alice,,,,,,,,,,,,,
AA_0047,2016,Alice,,,,,,,,,,,,,
AA_0048,2016,Alice,,,,,,,,,,,,,
AA_0049,2016,Alice,,,,,,,,,,,,,
AA_0050,2016,Alice,,,,,,,,,,,,,
AA_0051,2016,Alice,,,,,,,,,,,,,
AA_0052,2016,Alice,,,,,,,,,,,,,
AA_0053,2016,Alice,,,,,,,,,,,,,
AA_0054,2016,Alice,,,,,,,,,,,,,
AA_0055,2016,Alice,,,,,,,,,,,,,
AA_0056,2016,Alice,,,,,,,,,,,,,
AA_0057,2016,Alice,,,,,,,,,,,,,
AA_0058,2016,Alice,,,,,,,,,,,,,
AA_0059,2016,Alice,,,,,,,,,,,,,
AA_0060,2016,Alice,,,,,,,,,,,,,
AA_0061,2016,Alice,,,,,,,,,,,,,
AA_0062,2016,Alice,,,,,,,,,,,,,
AA_0063,2016,Alice,,,,,,,,,,,,,
AA_0064,2016,Alice,,,,,,,,,,,,,
AA_0065,2016,Alice,,,,,,,,,,,,,
AA_0066,2016,Alice,,,,,,,,,,,,,
AA_0067,2016,Alice,,,,,,,,,,,,,
AA_0068,2016,Alice,,,,,,,,,,,,,
AA_0069,2016,Alice,,,,,,,,,,,,,
AA_0070,2016,Alice,,,,,,,,,,,,,
AA_0071,2016,Alice,,,,,,,,,,,,,
AA_0072,2016,Alice,,,,,,,,,,,,,
AA_0073,2016,Alice,,,,,,,,,,,,,
AA_0074,2016,Alice,,,,,,,,,,,,,
AA_0075,2016,Alice,,,,,,,,,,,,,
AA_0076,2016,Alice,,,,,,,,,,,,,
AA_0077,2016,Alice,,,,,,,,,,,,,
AA_0078,2016,Alice,,,,,,,,,,,,,
AA_0079,2016,Alice,,,,,,,,,,,,,
AA_0080,2016,Alice,,,,,,,,,,,,,
AA_0081,2016,Alice,,,,,,,,,,,,,
AA_0082,2016,Alice,,,,,,,,,,,,,
AA_0083,2016,Alice,,,,,,,,,,,,,
AA_0084,2016,Alice,,,,,,,,,,,,,
AA_0085,2016,Alice,,,,,,,,,,,,,
AA_0086,2016,Alice,,,,,,,,,,,,,
AA_0087,2016,Alice,,,,,,,,,,,,,
AA_0088,2016,Alice,,,,,,,,,,,,,
AA_0089,2016,Alice,,,,,,,,,,,,,
AA_0090,2016,Alice,,,,,,,,,,,,,
AA_0091,2016,Alice,,,,,,,,,,,,,
AA_0092,2016,Alice,,,,,,,,,,,,,
AA_0093,2016,Alice,,,,,,,,,,,,,
AA_0094,2016,Alice,,,,,,,,,,,,,
AA_0095,2016,Alice,,,,,,,,,,,,,
AA_0096,2016,Alice,,,,,,,,,,,,,
AA_0097,2016,Alice,,,,,,,,,,,,,
AA_0098,2016,Alice,,,,,,,,,,,,,
AA_0099,2016,Alice,,,,,,,,,,,,,
AA_0100,2016,Alice,,,,,,,,,,,,,
AA_0101,2016,Alice,,,,,,,,,,,,,
AA_0102,2016,Alice,,,,,,,,,,,,,
AA_0103,2016,Alice,,,,,,,,,,,,,
AA_0104,2016,Alice,,,,,,,,,,,,,
AA_0105,2016,Alice,,,,,,,,,,,,,
AA_0106,2016,Alice,,,,,,,,,,,,,
AA_0107,2016,Alice,,,,,,,,,,,,,
AA_0108,2016,Alice,,,,,,,,,,,,,
AA_0109,2016,Alice,,,,,,,,,,,,,
AA_0110,2016,Alice,,,,,,,,,,,,,
AA_0111,2016,Alice,,,,,,,,,,,,,
AA_0112,2016,Alice,,,,,,,,,,,,,
AA_0113,2016,Alice,,,,,,,,,,,,,
AA_0114,2016,Alice,,,,,,,,,,,,,
AA_0115,2016,Alice,,,,,,,,,,,,,
AA_0116,2016,Alice,,,,,,,,,,,,,
AA_0117,2016,Alice,,,,,,,,,,,,,
AA_0118,2016,Alice,,,,,,,,,,,,,
AA_0119,2016,Alice,,,,,,,,,,,,,
AA_0120,2016,Alice,,,,,,,,,,,,,
AA_0121,2016,Alice,,,,,,,,,,,,,
AA_0122,2016,Alice,,,,,,,,,,,,,
AA_0123,2016,Alice,,,,,,,,,,,,,
AA_0124,2016,Alice,,,,,,,,,,,,,
AA_0125,2016,Alice,,,,,,,,,,,,,
AA_0126,2016,Alice,,,,,,,,,,,,,
AA_0127,2016,Alice,,,,,,,,,,,,,
AA_0128,2016,Alice,,,,,,,,,,,,,
AA_0129,2016,Alice,,,,,,,,,,,,,
AA_0130,2016,Alice,,,,,,,,,,,,,
AA_0131,2016,Alice,,,,,,,,,,,,,
AA_0132,2016,Alice,,,,,,,,,,,,,
AA_0133,2016,Alice,,,,,,,,,,,,,
AA_0134,2016,Alice,,,,,,,,,,,,,
AA_0135,2016,Alice,,,,,,,,,,,,,
AA_0136,2016,Alice,,,,,,,,,,,,,
AA_0137,2016,Alice,,,,,,,,,,,,,
AA_0138,2016,Alice,,,,,,,,,,,,,
AA_0139,2016,Alice,,,,,,,,,,,,,
AA_0140,2016,Alice,,,,,,,,,,,,,
AA_0141,2016,Alice,,,,,,,,,,,,,
AA_0142,2016,Alice,,,,,,,,,,,,,
AA_0143,2016,Alice,,,,,,,,,,,,,
AA_0144,2016,Alice,,,,,,,,,,,,,
AA_0145,2016,Alice,,,,,,,,,,,,,
AA_0146,2016,Alice,,,,,,,,,,,,,
AA_0147,2016,Alice,,,,,,,,,,,,,
AA_0148,2016,Alice,,,,,,,,,,,,,
AA_0149,2016,Alice,,,,,,,,,,,,,
AA_0150,2016,Alice,,,,,,,,,,,,,
AA_0151,2016,Alice,,,,,,,,,,,,,
AA_0152,2016,Alice,,,,,,,,,,,,,
AA_0153,2016,Alice,,,,,,,,,,,,,
AA_0154,2016,Alice,,,,,,,,,,,,,
AA_0155,2016,Alice,,,,,,,,,,,,,
AA_0156,2016,Alice,,,,,,,,,,,,,
AA_0157,2016,Alice,,,,,,,,,,,,,
AA_0158,2016,Alice,,,,,,,,,,,,,
AA_0159,2016,Alice,,,,,,,,,,,,,
AA_0160,2016,Alice,,,,,,,,,,,,,
AA_0173,2016,Alice,,,,,,,,,,,,,
AA_0177,2016,Alice,,,,,,,,,,,,,
AA_0178,2016,Alice,,,,,,,,,,,,,
AA_0179,2016,Alice,,,,,,,,,,,,,
AA_0180,2016,Alice,,,,,,,,,,,,,
AA_0181,2016,Alice,,,,,,,,,,,,,
AA_0182,2016,Alice,,,,,,,,,,,,,
AA_0183,2016,Alice,,,,,,,,,,,,,
AA_0184,2016,Alice,,,,,,,,,,,,,
AA_0185,2016,Alice,,,,,,,,,,,,,
AA_0186,2016,Alice,,,,,,,,,,,,,
AA_0187,2016,Alice,,,,,,,,,,,,,
AA_0188,2016,Alice,,,,,,,,,,,,,
AA_0189,2016,Alice,,,,,,,,,,,,,
AA_0191,2016,Alice,,,,,,,,,,,,,
AA_0192,2016,Alice,,,,,,,,,,,,,
AA_0193,2016,Alice,,,,,,,,,,,,,
AA_0194,2016,Alice,,,,,,,,,,,,,
AA_0195,2016,Alice,,,,,,,,,,,,,
AA_0196,2016,Alice,,,,,,,,,,,,,
AA_0197,2016,Alice,,,,,,,,,,,,,
AA_0198,2016,Alice,,,,,,,,,,,,,
AA_0199,2016,Alice,,,,,,,,,,,,,
AA_0200,2016,Alice,,,,,,,,,,,,,
AA_0201,2016,Alice,,,,,,,,,,,,,
AA_0202,2016,Alice,,,,,,,,,,,,,
AA_0203,2016,Alice,,,,,,,,,,,,,
AA_0204,2016,Alice,,,,,,,,,,,,,
AA_0205,2016,Alice,,,,,,,,,,,,,
AA_0206,2016,Alice,,,,,,,,,,,,,
AA_0207,2016,Alice,,,,,,,,,,,,,
AA_0208,2016,Alice,,,,,,,,,,,,,
AA_0209,2016,Alice,,,,,,,,,,,,,
AA_0210,2016,Alice,,,,,,,,,,,,,
AA_0211,2016,Alice,,,,,,,,,,,,,
AA_0237,2017,Alice,,,,,,,,,,,,,
AA_0238,2017,Alice,,,,,,,,,,,,,
AA_0239,2017,Alice,,,,,,,,,,,,,
AA_0240,2017,Alice,,,,,,,,,,,,,
AA_0241,2017,Alice,,,,,,,,,,,,,
AA_0242,2017,Alice,,,,,,,,,,,,,
AA_0243,2017,Alice,,,,,,,,,,,,,
AA_0244,2017,Alice,,,,,,,,,,,,,
AA_0245,2017,Alice,,,,,,,,,,,,,
AA_0246,2017,Alice,,,,,,,,,,,,,
AA_0247,2017,Alice,,,,,,,,,,,,,
AA_0248,2017,Alice,,,,,,,,,,,,,
AA_0249,2017,Alice,,,,,,,,,,,,,
AA_0250,2017,Alice,,,,,,,,,,,,,
AA_0251,2017,Alice,,,,,,,,,,,,,
AA_0252,2017,Alice,,,,,,,,,,,,,
AA_0253,2017,Alice,,,,,,,,,,,,,
AA_0254,2017,Alice,,,,,,,,,,,,,
AA_0255,2017,Alice,,,,,,,,,,,,,
AA_0256,2017,Alice,,,,,,,,,,,,,
AA_0257,2017,Alice,,,,,,,,,,,,,
AA_0258,2017,Alice,,,,,,,,,,,,,
AA_0259,2017,Alice,,,,,,,,,,,,,
AA_0260,2017,Alice,,,,,,,,,,,,,
AA_0261,2017,Alice,,,,,,,,,,,,,
AA_0262,2017,Alice,,,,,,,,,,,,,
AA_0263,2017,Alice,,,,,,,,,,,,,
AA_0264,2017,Alice,,,,,,,,,,,,,
AA_0265,2017,Alice,,,,,,,,,,,,,
AA_0266,2017,Alice,,,,,,,,,,,,,
AA_0267,2017,Alice,,,,,,,,,,,,,
AA_0268,2017,Alice,,,,,,,,,,,,,
AA_0269,2017,Alice,,,,,,,,,,,,,
AA_0270,2017,Alice,,,,,,,,,,,,,
AA_0271,2017,Alice,,,,,,,,,,,,,
AA_0272,2017,Alice,,,,,,,,,,,,,
AA_0273,2017,Alice,,,,,,,,,,,,,
AA_0274,2017,Alice,,,,,,,,,,,,,
AA_0275,2017,Alice,,,,,,,,,,,,,
AA_0276,2017,Alice,,,,,,,,,,,,,
AA_0277,2017,Alice,,,,,,,,,,,,,
AA_0278,2017,Alice,,,,,,,,,,,,,
AA_0279,2017,Alice,,,,,,,,,,,,,
AA_0280,2017,Alice,,,,,,,,,,,,,
AA_0281,2017,Alice,,,,,,,,,,,,,
AA_0282,2017,Alice,,,,,,,,,,,,,
AA_0283,2017,Alice,,,,,,,,,,,,,
AA_0284,2017,Alice,,,,,,,,,,,,,
AA_0285,2017,Alice,,,,,,,,,,,,,
AA_0286,2017,Alice,,,,,,,,,,,,,
AA_0287,2017,Alice,,,,,,,,,,,,,
AA_0288,2017,Alice,,,,,,,,,,,,,
AA_0289,2017,Alice,,,,,,,,,,,,,
AA_0290,2017,Alice,,,,,,,,,,,,,
AA_0291,2017,Alice,,,,,,,,,,,,,
AA_0292,2017,Alice,,,,,,,,,,,,,
AA_0293,2017,Alice,,,,,,,,,,,,,
AA_0294,2017,Alice,,,,,,,,,,,,,
AA_0295,2017,Alice,,,,,,,,,,,,,
AA_0296,2017,Alice,,,,,,,,,,,,,
AA_0297,2017,Alice,,,,,,,,,,,,,
AA_0298,2017,Alice,,,,,,,,,,,,,
AA_0299,2017,Alice,,,,,,,,,,,,,
AA_0300,2017,Alice,,,,,,,,,,,,,
AA_0301,2017,Alice,,,,,,,,,,,,,
AA_0302,2017,Alice,,,,,,,,,,,,,
AA_0303,2017,Alice,,,,,,,,,,,,,
AA_0304,2017,Alice,,,,,,,,,,,,,
AA_0305,2017,Alice,,,,,,,,,,,,,
AA_0306,2017,Alice,,,,,,,,,,,,,
AA_0307,2017,Alice,,,,,,,,,,,,,
AA_0308,2017,Alice,,,,,,,,,,,,,
AA_0309,2017,Alice,,,,,,,,,,,,,
AA_0310,2017,Alice,,,,,,,,,,,,,
AA_0311,2017,Alice,,,,,,,,,,,,,
AA_0312,2017,Alice,,,,,,,,,,,,,
AA_0313,2017,Alice,,,,,,,,,,,,,
AA_0314,2017,Alice,,,,,,,,,,,,,
AA_0315,2017,Alice,,,,,,,,,,,,,
AA_0316,2017,Alice,,,,,,,,,,,,,
AA_0317,2017,Alice,,,,,,,,,,,,,
AA_0318,2017,Alice,,,,,,,,,,,,,
AA_0319,2017,Alice,,,,,,,,,,,,,
AA_0320,2017,Alice,,,,,,,,,,,,,
AA_0321,2017,Alice,,,,,,,,,,,,,
AA_0322,2017,Alice,,,,,,,,,,,,,
AA_0323,2017,Alice,,,,,,,,,,,,,
AA_0324,2017,Alice,,,,,,,,,,,,,
AA_0325,2017,Alice,,,,,,,,,,,,,
AA_0326,2017,Alice,,,,,,,,,,,,,
AA_0327,2017,Alice,,,,,,,,,,,,,
AA_0328,2017,Alice,,,,,,,,,,,,,
AA_0329,2017,Alice,,,,,,,,,,,,,
AA_0330,2017,Alice,,,,,,,,,,,,,
AA_0331,2017,Alice,,,,,,,,,,,,,
AA_0332,2017,Alice,,,,,,,,,,,,,
AA_0333,2017,Alice,,,,,,,,,,,,,
AA_0334,2017,Alice,,,,,,,,,,,,,
AA_0335,2017,Alice,,,,,,,,,,,,,
AA_0336,2017,Alice,,,,,,,,,,,,,
AA_0337,2017,Alice,,,,,,,,,,,,,
AA_0338,2017,Alice,,,,,,,,,,,,,
AA_0339,2017,Alice,,,,,,,,,,,,,
AA_0340,2017,Alice,,,,,,,,,,,,,
AA_0341,2017,Alice,,,,,,,,,,,,,
AA_0342,2017,Alice,,,,,,,,,,,,,
AA_0343,2017,Alice,,,,,,,,,,,,,
AA_0344,2017,Alice,,,,,,,,,,,,,
AA_0345,2017,Alice,,,,,,,,,,,,,
AA_0346,2017,Alice,,,,,,,,,,,,,
AA_0347,2017,Alice,,,,,,,,,,,,,
AA_0348,2017,Alice,,,,,,,,,,,,,
AA_0349,2017,Alice,,,,,,,,,,,,,
AA_0350,2017,Alice,,,,,,,,,,,,,
AA_0351,2017,Alice,,,,,,,,,,,,,
AA_0352,2017,Alice,,,,,,,,,,,,,
AA_0353,2017,Alice,,,,,,,,,,,,,
AA_0354,2017,Alice,,,,,,,,,,,,,
AA_0355,2017,Alice,,,,,,,,,,,,,
AA_0356,2017,Alice,,,,,,,,,,,,,
AA_0357,2017,Alice,,,,,,,,,,,,,
AA_0358,2017,Alice,,,,,,,,,,,,,
AA_0359,2017,Alice,,,,,,,,,,,,,
AA_0360,2017,Alice,,,,,,,,,,,,,
AA_0361,2017,Alice,,,,,,,,,,,,,
AA_0362,2017,Alice,,,,,,,,,,,,,
AA_0363,2017,Alice,,,,,,,,,,,,,
AA_0364,2017,Alice,,,,,,,,,,,,,
AA_0365,2017,Alice,,,,,,,,,,,,,
AA_0366,2017,Alice,,,,,,,,,,,,,
AA_0367,2017,Alice,,,,,,,,,,,,,
AA_0368,2017,Alice,,,,,,,,,,,,,
AA_0369,2017,Alice,,,,,,,,,,,,,
AA_0370,2017,Alice,,,,,,,,,,,,,
AA_0371,2017,Alice,,,,,,,,,,,,,
AA_0372,2017,Alice,,,,,,,,,,,,,
AA_0373,2017,Alice,,,,,,,,,,,,,
AA_0374,2017,Alice,,,,,,,,,,,,,
AA_0375,2017,Alice,,,,,,,,,,,,,
AA_0376,2017,Alice,,,,,,,,,,,,,
AA_0377,2017,Alice,,,,,,,,,,,,,
AA_0378,2017,Alice,,,,,,,,,,,,,
